LGA_NAME16	CountryOfBirth	Sex	workers
Upper Hunter Shire (A)	ZAF	F	6
Upper Hunter Shire (A)	ZAF	M	6
Upper Hunter Shire (A)	KOR	F	3
Upper Hunter Shire (A)	KOR	M	9
Upper Hunter Shire (A)	THA	F	3
Upper Hunter Shire (A)	GBR	F	84
Upper Hunter Shire (A)	GBR	M	56
Upper Hunter Shire (A)	USA	F	4
Upper Hunter Shire (A)	USA	M	3
Upper Hunter Shire (A)	VNM	F	7
Upper Hunter Shire (A)	VNM	M	14
Upper Hunter Shire (A)	ZWE	M	4
Upper Lachlan Shire (A)		F	56
Upper Lachlan Shire (A)		M	45
Upper Lachlan Shire (A)	AUS	F	961
Upper Lachlan Shire (A)	AUS	M	1223
Upper Lachlan Shire (A)	CHN	F	3
Upper Lachlan Shire (A)	CHN	M	7
Upper Lachlan Shire (A)	HRV	M	3
Upper Lachlan Shire (A)	MKD	F	4
Upper Lachlan Shire (A)	DEU	M	3
Upper Lachlan Shire (A)	GRC	M	5
Upper Lachlan Shire (A)	IND	F	3
Upper Lachlan Shire (A)	IND	M	3
Upper Lachlan Shire (A)	IDN	M	3
Upper Lachlan Shire (A)	IRL	F	7
Upper Lachlan Shire (A)	IRL	M	3
Upper Lachlan Shire (A)	JPN	F	3
Upper Lachlan Shire (A)	LBN	M	4
Upper Lachlan Shire (A)	MLT	F	3
Upper Lachlan Shire (A)	NLD	F	5
Upper Lachlan Shire (A)	NZL	F	11
Upper Lachlan Shire (A)	NZL	M	12
Upper Lachlan Shire (A)	PHL	F	3
Upper Lachlan Shire (A)	KOR	M	3
Upper Lachlan Shire (A)	THA	F	3
Upper Lachlan Shire (A)	GBR	F	34
Upper Lachlan Shire (A)	GBR	M	34
Upper Lachlan Shire (A)	USA	F	5
Upper Lachlan Shire (A)	USA	M	3
Uralla (A)		F	33
Uralla (A)		M	40
Uralla (A)	AUS	F	523
Uralla (A)	AUS	M	674
Uralla (A)	IND	F	3
Uralla (A)	IND	M	7
Uralla (A)	NZL	F	9
Uralla (A)	NZL	M	6
Uralla (A)	PHL	F	3
Uralla (A)	ZAF	F	3
Uralla (A)	ZAF	M	3
Uralla (A)	GBR	F	21
Uralla (A)	GBR	M	12
Uralla (A)	USA	M	3
Wagga Wagga (C)		F	511
Wagga Wagga (C)		M	595
Wagga Wagga (C)	AUS	F	13369
Wagga Wagga (C)	AUS	M	13424
Wagga Wagga (C)	CAN	F	27
Wagga Wagga (C)	CAN	M	26
Wagga Wagga (C)	CHN	F	69
Wagga Wagga (C)	CHN	M	98
Wagga Wagga (C)	HRV	F	4
Wagga Wagga (C)	EGY	F	22
Wagga Wagga (C)	EGY	M	29
Wagga Wagga (C)	FJI	F	19
Wagga Wagga (C)	FJI	M	23
Wagga Wagga (C)	DEU	F	17
Wagga Wagga (C)	DEU	M	23
Wagga Wagga (C)	GRC	M	5
Wagga Wagga (C)	HKG	F	23
Wagga Wagga (C)	HKG	M	26
Wagga Wagga (C)	IND	F	170
Wagga Wagga (C)	IND	M	244
Wagga Wagga (C)	IDN	F	9
Wagga Wagga (C)	IDN	M	3
Wagga Wagga (C)	IRN	F	6
Wagga Wagga (C)	IRN	M	27
Wagga Wagga (C)	IRQ	F	4
Wagga Wagga (C)	IRQ	M	8
Wagga Wagga (C)	IRL	F	20
Wagga Wagga (C)	IRL	M	13
Wagga Wagga (C)	ITA	F	3
Wagga Wagga (C)	ITA	M	15
Wagga Wagga (C)	JPN	F	6
Wagga Wagga (C)	JPN	M	6
Wagga Wagga (C)	LBN	F	3
Wagga Wagga (C)	LBN	M	3
Wagga Wagga (C)	MYS	F	38
Wagga Wagga (C)	MYS	M	28
Wagga Wagga (C)	NLD	F	17
Wagga Wagga (C)	NLD	M	23
Wagga Wagga (C)	NZL	F	125
Wagga Wagga (C)	NZL	M	170
Wagga Wagga (C)	PAK	F	11
Wagga Wagga (C)	PAK	M	32
Wagga Wagga (C)	PHL	F	127
Wagga Wagga (C)	PHL	M	145
Wagga Wagga (C)	POL	F	5
Wagga Wagga (C)	POL	M	3
Wagga Wagga (C)	SGP	F	13
Wagga Wagga (C)	SGP	M	6
Wagga Wagga (C)	ZAF	F	57
Wagga Wagga (C)	ZAF	M	80
Wagga Wagga (C)	KOR	F	24
Wagga Wagga (C)	KOR	M	13
Wagga Wagga (C)	LKA	F	22
Wagga Wagga (C)	LKA	M	66
Wagga Wagga (C)	THA	F	27
Wagga Wagga (C)	THA	M	7
Wagga Wagga (C)	TUR	M	4
Wagga Wagga (C)	GBR	F	247
Wagga Wagga (C)	GBR	M	292
Wagga Wagga (C)	USA	F	40
Wagga Wagga (C)	USA	M	29
Wagga Wagga (C)	VNM	F	19
Wagga Wagga (C)	VNM	M	16
Wagga Wagga (C)	ZWE	F	28
Wagga Wagga (C)	ZWE	M	24
Walcha (A)		F	16
Walcha (A)		M	20
Walcha (A)	AUS	F	538
Walcha (A)	AUS	M	716
Walcha (A)	DEU	F	7
Walcha (A)	IND	F	3
Walcha (A)	NLD	M	4
Walcha (A)	NZL	F	7
Walcha (A)	NZL	M	16
Walcha (A)	ZAF	F	4
Walcha (A)	GBR	F	14
Walcha (A)	GBR	M	15
Walgett (A)		F	55
Walgett (A)		M	64
Walgett (A)	AUS	F	821
Walgett (A)	AUS	M	932
Walgett (A)	CAN	F	3
Walgett (A)	CHN	F	5
Walgett (A)	CHN	M	3
Walgett (A)	HRV	M	3
Walgett (A)	EGY	M	3
Walgett (A)	DEU	F	7
Walgett (A)	DEU	M	8
Walgett (A)	HKG	F	3
Walgett (A)	IND	F	8
Walgett (A)	IND	M	10
Walgett (A)	IRL	M	3
Walgett (A)	NZL	F	22
Walgett (A)	NZL	M	15
Walgett (A)	PAK	F	6
Walgett (A)	PAK	M	5
Walgett (A)	PHL	F	14
Walgett (A)	PHL	M	3
Walgett (A)	ZAF	F	3
Walgett (A)	LKA	F	3
Walgett (A)	LKA	M	3
Walgett (A)	GBR	F	25
Walgett (A)	GBR	M	17
Walgett (A)	USA	F	6
Warren (A)		F	14
Warren (A)		M	32
Warren (A)	AUS	F	413
Warren (A)	AUS	M	566
Warren (A)	IRL	F	4
Warren (A)	NZL	F	6
Warren (A)	NZL	M	3
Warren (A)	PHL	F	6
Warren (A)	PHL	M	3
Warren (A)	ZAF	F	7
Warren (A)	ZAF	M	3
Warren (A)	THA	F	4
Warren (A)	GBR	F	12
Warren (A)	GBR	M	9
Warrumbungle Shire (A)		F	51
Warrumbungle Shire (A)		M	58
Warrumbungle Shire (A)	AUS	F	1347
Warrumbungle Shire (A)	AUS	M	1373
Warrumbungle Shire (A)	CAN	F	3
Warrumbungle Shire (A)	CAN	M	3
Warrumbungle Shire (A)	CHN	F	3
Warrumbungle Shire (A)	DEU	F	9
Warrumbungle Shire (A)	DEU	M	11
Warrumbungle Shire (A)	HKG	F	3
Warrumbungle Shire (A)	IND	F	3
Warrumbungle Shire (A)	IND	M	13
Warrumbungle Shire (A)	IDN	F	3
Warrumbungle Shire (A)	MYS	F	3
Warrumbungle Shire (A)	NLD	F	3
Warrumbungle Shire (A)	NLD	M	5
Warrumbungle Shire (A)	NZL	F	14
Warrumbungle Shire (A)	NZL	M	5
Warrumbungle Shire (A)	PAK	M	3
Warrumbungle Shire (A)	PHL	F	8
Warrumbungle Shire (A)	PHL	M	3
Warrumbungle Shire (A)	SGP	F	4
Warrumbungle Shire (A)	ZAF	F	7
Warrumbungle Shire (A)	ZAF	M	3
Warrumbungle Shire (A)	GBR	F	34
Warrumbungle Shire (A)	GBR	M	29
Warrumbungle Shire (A)	USA	F	3
Warrumbungle Shire (A)	USA	M	4
Waverley (A)		F	1941
Waverley (A)		M	1935
Waverley (A)	AUS	F	6552
Waverley (A)	AUS	M	5431
Waverley (A)	CAN	F	79
Waverley (A)	CAN	M	54
Waverley (A)	CHN	F	461
Waverley (A)	CHN	M	366
Waverley (A)	HRV	F	10
Waverley (A)	HRV	M	12
Waverley (A)	EGY	F	24
Waverley (A)	EGY	M	43
Waverley (A)	FJI	F	50
Waverley (A)	FJI	M	41
Waverley (A)	MKD	F	24
Waverley (A)	MKD	M	19
Waverley (A)	DEU	F	77
Waverley (A)	DEU	M	68
Waverley (A)	GRC	F	34
Waverley (A)	GRC	M	37
Waverley (A)	HKG	F	77
Waverley (A)	HKG	M	64
Waverley (A)	IND	F	188
Waverley (A)	IND	M	322
Waverley (A)	IDN	F	191
Waverley (A)	IDN	M	168
Waverley (A)	IRN	F	41
Waverley (A)	IRN	M	41
Waverley (A)	IRQ	F	9
Waverley (A)	IRQ	M	25
Waverley (A)	IRL	F	156
Waverley (A)	IRL	M	145
Waverley (A)	ITA	F	114
Waverley (A)	ITA	M	149
Waverley (A)	JPN	F	113
Waverley (A)	JPN	M	46
Waverley (A)	LBN	F	28
Waverley (A)	LBN	M	70
Waverley (A)	MYS	F	75
Waverley (A)	MYS	M	61
Waverley (A)	MLT	F	15
Waverley (A)	MLT	M	8
Waverley (A)	NLD	F	33
Waverley (A)	NLD	M	25
Waverley (A)	NZL	F	366
Waverley (A)	NZL	M	320
Waverley (A)	PAK	F	10
Waverley (A)	PAK	M	45
Waverley (A)	PHL	F	253
Waverley (A)	PHL	M	141
Waverley (A)	POL	F	79
Waverley (A)	POL	M	66
Waverley (A)	SGP	F	26
Waverley (A)	SGP	M	27
Waverley (A)	ZAF	F	577
Waverley (A)	ZAF	M	421
Waverley (A)	KOR	F	100
Waverley (A)	KOR	M	97
Waverley (A)	LKA	F	19
Waverley (A)	LKA	M	37
Waverley (A)	THA	F	216
Waverley (A)	THA	M	130
Waverley (A)	TUR	F	19
Waverley (A)	TUR	M	29
Waverley (A)	GBR	F	689
Waverley (A)	GBR	M	733
Waverley (A)	USA	F	165
Waverley (A)	USA	M	127
Waverley (A)	VNM	F	146
Waverley (A)	VNM	M	81
Waverley (A)	ZWE	F	22
Waverley (A)	ZWE	M	21
Weddin (A)		F	11
Weddin (A)		M	26
Weddin (A)	AUS	F	516
Weddin (A)	AUS	M	643
Weddin (A)	IND	F	3
Weddin (A)	IND	M	3
Weddin (A)	NZL	F	3
Weddin (A)	NZL	M	3
Weddin (A)	PHL	F	3
Weddin (A)	PHL	M	4
Weddin (A)	LKA	M	3
Weddin (A)	GBR	F	7
Weddin (A)	GBR	M	7
Wentworth (A)		F	65
Wentworth (A)		M	68
Wentworth (A)	AUS	F	962
Wentworth (A)	AUS	M	1429
Wentworth (A)	CHN	F	3
Wentworth (A)	FJI	M	3
Wentworth (A)	DEU	M	3
Wentworth (A)	HKG	F	7
Wentworth (A)	IND	F	10
Wentworth (A)	IND	M	15
Wentworth (A)	ITA	F	6
Wentworth (A)	ITA	M	12
Wentworth (A)	JPN	F	3
Wentworth (A)	MYS	M	3
Wentworth (A)	NZL	F	15
Wentworth (A)	NZL	M	24
Wentworth (A)	PHL	F	9
Wentworth (A)	PHL	M	3
Wentworth (A)	ZAF	M	3
Wentworth (A)	KOR	F	4
Wentworth (A)	KOR	M	11
Wentworth (A)	LKA	F	3
Wentworth (A)	THA	F	5
Wentworth (A)	GBR	F	24
Wentworth (A)	GBR	M	44
Wentworth (A)	VNM	F	3
Wentworth (A)	ZWE	F	3
Western Plains Regional (A)		F	386
Western Plains Regional (A)		M	419
Western Plains Regional (A)	AUS	F	9799
Western Plains Regional (A)	AUS	M	9450
Western Plains Regional (A)	CAN	F	13
Western Plains Regional (A)	CAN	M	10
Western Plains Regional (A)	CHN	F	55
Western Plains Regional (A)	CHN	M	57
Western Plains Regional (A)	HRV	F	4
Western Plains Regional (A)	EGY	F	5
Western Plains Regional (A)	EGY	M	15
Western Plains Regional (A)	FJI	F	11
Western Plains Regional (A)	FJI	M	14
Western Plains Regional (A)	DEU	F	21
Western Plains Regional (A)	DEU	M	10
Western Plains Regional (A)	GRC	F	3
Western Plains Regional (A)	GRC	M	3
Western Plains Regional (A)	HKG	F	8
Western Plains Regional (A)	HKG	M	11
Western Plains Regional (A)	IND	F	105
Western Plains Regional (A)	IND	M	150
Western Plains Regional (A)	IDN	F	10
Western Plains Regional (A)	IDN	M	5
Western Plains Regional (A)	IRN	F	4
Western Plains Regional (A)	IRN	M	14
Western Plains Regional (A)	IRQ	F	4
Western Plains Regional (A)	IRQ	M	3
Western Plains Regional (A)	IRL	F	14
Western Plains Regional (A)	IRL	M	10
Western Plains Regional (A)	ITA	F	3
Western Plains Regional (A)	ITA	M	6
Western Plains Regional (A)	JPN	F	3
Western Plains Regional (A)	LBN	F	8
Western Plains Regional (A)	LBN	M	6
Western Plains Regional (A)	MYS	F	14
Western Plains Regional (A)	MYS	M	11
Western Plains Regional (A)	MLT	M	3
Western Plains Regional (A)	NLD	F	12
Western Plains Regional (A)	NLD	M	5
Western Plains Regional (A)	NZL	F	114
Western Plains Regional (A)	NZL	M	119
Western Plains Regional (A)	PAK	F	3
Western Plains Regional (A)	PAK	M	23
Western Plains Regional (A)	PHL	F	81
Western Plains Regional (A)	PHL	M	48
Western Plains Regional (A)	POL	F	3
Western Plains Regional (A)	POL	M	3
Western Plains Regional (A)	SGP	F	5
Western Plains Regional (A)	SGP	M	3
Western Plains Regional (A)	ZAF	F	33
Western Plains Regional (A)	ZAF	M	28
Western Plains Regional (A)	KOR	F	17
Western Plains Regional (A)	KOR	M	21
Western Plains Regional (A)	LKA	F	43
Western Plains Regional (A)	LKA	M	39
Western Plains Regional (A)	THA	F	13
Western Plains Regional (A)	THA	M	6
Western Plains Regional (A)	TUR	M	3
Western Plains Regional (A)	GBR	F	148
Western Plains Regional (A)	GBR	M	138
Western Plains Regional (A)	USA	F	19
Western Plains Regional (A)	USA	M	10
Western Plains Regional (A)	VNM	F	23
Western Plains Regional (A)	VNM	M	13
Western Plains Regional (A)	ZWE	F	31
Western Plains Regional (A)	ZWE	M	22
Willoughby (C)		F	2646
Willoughby (C)		M	2912
Willoughby (C)	AUS	F	14565
Willoughby (C)	AUS	M	15317
Willoughby (C)	CAN	F	122
Willoughby (C)	CAN	M	113
Willoughby (C)	CHN	F	2547
Willoughby (C)	CHN	M	2110
Willoughby (C)	HRV	F	55
Willoughby (C)	HRV	M	60
Willoughby (C)	EGY	F	39
Willoughby (C)	EGY	M	83
Willoughby (C)	FJI	F	156
Willoughby (C)	FJI	M	124
Willoughby (C)	MKD	F	34
Willoughby (C)	MKD	M	35
Willoughby (C)	DEU	F	122
Willoughby (C)	DEU	M	113
Willoughby (C)	GRC	F	27
Willoughby (C)	GRC	M	50
Willoughby (C)	HKG	F	682
Willoughby (C)	HKG	M	637
Willoughby (C)	IND	F	838
Willoughby (C)	IND	M	1254
Willoughby (C)	IDN	F	346
Willoughby (C)	IDN	M	338
Willoughby (C)	IRN	F	240
Willoughby (C)	IRN	M	275
Willoughby (C)	IRQ	F	27
Willoughby (C)	IRQ	M	50
Willoughby (C)	IRL	F	203
Willoughby (C)	IRL	M	216
Willoughby (C)	ITA	F	123
Willoughby (C)	ITA	M	167
Willoughby (C)	JPN	F	351
Willoughby (C)	JPN	M	169
Willoughby (C)	LBN	F	85
Willoughby (C)	LBN	M	172
Willoughby (C)	MYS	F	394
Willoughby (C)	MYS	M	312
Willoughby (C)	MLT	F	18
Willoughby (C)	MLT	M	18
Willoughby (C)	NLD	F	49
Willoughby (C)	NLD	M	72
Willoughby (C)	NZL	F	742
Willoughby (C)	NZL	M	758
Willoughby (C)	PAK	F	53
Willoughby (C)	PAK	M	222
Willoughby (C)	PHL	F	688
Willoughby (C)	PHL	M	549
Willoughby (C)	POL	F	95
Willoughby (C)	POL	M	81
Willoughby (C)	SGP	F	143
Willoughby (C)	SGP	M	102
Willoughby (C)	ZAF	F	445
Willoughby (C)	ZAF	M	464
Willoughby (C)	KOR	F	651
Willoughby (C)	KOR	M	623
Willoughby (C)	LKA	F	176
Willoughby (C)	LKA	M	278
Willoughby (C)	THA	F	304
Willoughby (C)	THA	M	167
Willoughby (C)	TUR	F	39
Willoughby (C)	TUR	M	55
Willoughby (C)	GBR	F	1555
Willoughby (C)	GBR	M	1919
Willoughby (C)	USA	F	227
Willoughby (C)	USA	M	203
Willoughby (C)	VNM	F	251
Willoughby (C)	VNM	M	243
Willoughby (C)	ZWE	F	53
Willoughby (C)	ZWE	M	61
Wingecarribee (A)		F	395
Wingecarribee (A)		M	430
Wingecarribee (A)	AUS	F	7678
Wingecarribee (A)	AUS	M	6873
Wingecarribee (A)	CAN	F	34
Wingecarribee (A)	CAN	M	22
Wingecarribee (A)	CHN	F	45
Wingecarribee (A)	CHN	M	40
Wingecarribee (A)	HRV	F	4
Wingecarribee (A)	HRV	M	3
Wingecarribee (A)	EGY	F	8
Wingecarribee (A)	EGY	M	7
Wingecarribee (A)	FJI	F	21
Wingecarribee (A)	FJI	M	10
Wingecarribee (A)	MKD	F	5
Wingecarribee (A)	MKD	M	7
Wingecarribee (A)	DEU	F	38
Wingecarribee (A)	DEU	M	36
Wingecarribee (A)	GRC	F	11
Wingecarribee (A)	GRC	M	9
Wingecarribee (A)	HKG	F	10
Wingecarribee (A)	HKG	M	11
Wingecarribee (A)	IND	F	47
Wingecarribee (A)	IND	M	89
Wingecarribee (A)	IDN	F	5
Wingecarribee (A)	IDN	M	9
Wingecarribee (A)	IRN	F	3
Wingecarribee (A)	IRN	M	10
Wingecarribee (A)	IRQ	F	3
Wingecarribee (A)	IRQ	M	4
Wingecarribee (A)	IRL	F	21
Wingecarribee (A)	IRL	M	25
Wingecarribee (A)	ITA	F	18
Wingecarribee (A)	ITA	M	39
Wingecarribee (A)	JPN	F	13
Wingecarribee (A)	JPN	M	5
Wingecarribee (A)	LBN	F	3
Wingecarribee (A)	LBN	M	12
Wingecarribee (A)	MYS	F	13
Wingecarribee (A)	MYS	M	8
Wingecarribee (A)	MLT	F	9
Wingecarribee (A)	MLT	M	6
Wingecarribee (A)	NLD	F	28
Wingecarribee (A)	NLD	M	29
Wingecarribee (A)	NZL	F	168
Wingecarribee (A)	NZL	M	158
Wingecarribee (A)	PAK	M	5
Wingecarribee (A)	PHL	F	58
Wingecarribee (A)	PHL	M	31
Wingecarribee (A)	POL	F	19
Wingecarribee (A)	POL	M	12
Wingecarribee (A)	SGP	F	5
Wingecarribee (A)	SGP	M	3
Wingecarribee (A)	ZAF	F	53
Wingecarribee (A)	ZAF	M	48
Wingecarribee (A)	KOR	F	13
Wingecarribee (A)	KOR	M	10
Wingecarribee (A)	LKA	F	12
Wingecarribee (A)	LKA	M	9
Wingecarribee (A)	THA	F	16
Wingecarribee (A)	THA	M	12
Wingecarribee (A)	GBR	F	541
Wingecarribee (A)	GBR	M	484
Wingecarribee (A)	USA	F	45
Wingecarribee (A)	USA	M	25
Wingecarribee (A)	VNM	F	22
Wingecarribee (A)	VNM	M	21
Wingecarribee (A)	ZWE	F	8
Wingecarribee (A)	ZWE	M	9
Wollondilly (A)		F	230
Wollondilly (A)		M	287
Wollondilly (A)	AUS	F	3832
Wollondilly (A)	AUS	M	5313
Wollondilly (A)	CAN	F	10
Wollondilly (A)	CAN	M	12
Wollondilly (A)	CHN	F	37
Wollondilly (A)	CHN	M	39
Wollondilly (A)	HRV	F	9
Wollondilly (A)	HRV	M	9
Wollondilly (A)	EGY	F	10
Wollondilly (A)	EGY	M	8
Wollondilly (A)	FJI	F	23
Wollondilly (A)	FJI	M	20
Wollondilly (A)	MKD	F	3
Wollondilly (A)	MKD	M	9
Wollondilly (A)	DEU	F	12
Wollondilly (A)	DEU	M	19
Wollondilly (A)	GRC	F	6
Wollondilly (A)	GRC	M	5
Wollondilly (A)	HKG	F	8
Wollondilly (A)	HKG	M	3
Wollondilly (A)	IND	F	24
Wollondilly (A)	IND	M	46
Wollondilly (A)	IDN	F	7
Wollondilly (A)	IDN	M	3
Wollondilly (A)	IRN	M	4
Wollondilly (A)	IRQ	M	13
Wollondilly (A)	IRL	F	13
Wollondilly (A)	IRL	M	27
Wollondilly (A)	ITA	F	14
Wollondilly (A)	ITA	M	26
Wollondilly (A)	LBN	F	13
Wollondilly (A)	LBN	M	38
Wollondilly (A)	MYS	F	11
Wollondilly (A)	MYS	M	10
Wollondilly (A)	MLT	F	23
Wollondilly (A)	MLT	M	28
Wollondilly (A)	NLD	F	12
Wollondilly (A)	NLD	M	17
Wollondilly (A)	NZL	F	65
Wollondilly (A)	NZL	M	106
Wollondilly (A)	PAK	F	3
Wollondilly (A)	PAK	M	12
Wollondilly (A)	PHL	F	33
Wollondilly (A)	PHL	M	19
Wollondilly (A)	POL	F	7
Wollondilly (A)	POL	M	4
Wollondilly (A)	SGP	F	4
Wollondilly (A)	ZAF	F	23
Wollondilly (A)	ZAF	M	30
Wollondilly (A)	KOR	F	3
Wollondilly (A)	KOR	M	5
Wollondilly (A)	LKA	F	6
Wollondilly (A)	LKA	M	8
Wollondilly (A)	THA	F	18
Wollondilly (A)	THA	M	6
Wollondilly (A)	TUR	M	4
Wollondilly (A)	GBR	F	210
Wollondilly (A)	GBR	M	263
Wollondilly (A)	USA	F	17
Wollondilly (A)	USA	M	14
Wollondilly (A)	VNM	F	29
Wollondilly (A)	VNM	M	27
Wollondilly (A)	ZWE	F	9
Wollondilly (A)	ZWE	M	7
Wollongong (C)		F	1860
Wollongong (C)		M	2065
Wollongong (C)	AUS	F	32093
Wollongong (C)	AUS	M	30369
Wollongong (C)	CAN	F	107
Wollongong (C)	CAN	M	78
Wollongong (C)	CHN	F	375
Wollongong (C)	CHN	M	488
Wollongong (C)	HRV	F	82
Wollongong (C)	HRV	M	86
Wollongong (C)	EGY	F	29
Wollongong (C)	EGY	M	47
Wollongong (C)	FJI	F	44
Wollongong (C)	FJI	M	49
Wollongong (C)	MKD	F	441
Wollongong (C)	MKD	M	494
Wollongong (C)	DEU	F	160
Wollongong (C)	DEU	M	133
Wollongong (C)	GRC	F	51
Wollongong (C)	GRC	M	73
Wollongong (C)	HKG	F	49
Wollongong (C)	HKG	M	66
Wollongong (C)	IND	F	302
Wollongong (C)	IND	M	455
Wollongong (C)	IDN	F	62
Wollongong (C)	IDN	M	45
Wollongong (C)	IRN	F	69
Wollongong (C)	IRN	M	99
Wollongong (C)	IRQ	F	23
Wollongong (C)	IRQ	M	38
Wollongong (C)	IRL	F	95
Wollongong (C)	IRL	M	87
Wollongong (C)	ITA	F	195
Wollongong (C)	ITA	M	271
Wollongong (C)	JPN	F	39
Wollongong (C)	JPN	M	18
Wollongong (C)	LBN	F	43
Wollongong (C)	LBN	M	135
Wollongong (C)	MYS	F	76
Wollongong (C)	MYS	M	73
Wollongong (C)	MLT	F	35
Wollongong (C)	MLT	M	55
Wollongong (C)	NLD	F	75
Wollongong (C)	NLD	M	87
Wollongong (C)	NZL	F	493
Wollongong (C)	NZL	M	556
Wollongong (C)	PAK	F	17
Wollongong (C)	PAK	M	94
Wollongong (C)	PHL	F	346
Wollongong (C)	PHL	M	155
Wollongong (C)	POL	F	58
Wollongong (C)	POL	M	49
Wollongong (C)	SGP	F	32
Wollongong (C)	SGP	M	20
Wollongong (C)	ZAF	F	149
Wollongong (C)	ZAF	M	168
Wollongong (C)	KOR	F	67
Wollongong (C)	KOR	M	82
Wollongong (C)	LKA	F	53
Wollongong (C)	LKA	M	101
Wollongong (C)	THA	F	171
Wollongong (C)	THA	M	79
Wollongong (C)	TUR	F	70
Wollongong (C)	TUR	M	113
Wollongong (C)	GBR	F	2008
Wollongong (C)	GBR	M	1938
Wollongong (C)	USA	F	152
Wollongong (C)	USA	M	133
Wollongong (C)	VNM	F	201
Wollongong (C)	VNM	M	197
Wollongong (C)	ZWE	F	36
Wollongong (C)	ZWE	M	36
Woollahra (A)		F	1347
Woollahra (A)		M	1242
Woollahra (A)	AUS	F	6010
Woollahra (A)	AUS	M	4963
Woollahra (A)	CAN	F	55
Woollahra (A)	CAN	M	32
Woollahra (A)	CHN	F	288
Woollahra (A)	CHN	M	232
Woollahra (A)	HRV	F	18
Woollahra (A)	HRV	M	10
Woollahra (A)	EGY	F	20
Woollahra (A)	EGY	M	27
Woollahra (A)	FJI	F	48
Woollahra (A)	FJI	M	27
Woollahra (A)	MKD	F	7
Woollahra (A)	MKD	M	10
Woollahra (A)	DEU	F	83
Woollahra (A)	DEU	M	48
Woollahra (A)	GRC	F	32
Woollahra (A)	GRC	M	41
Woollahra (A)	HKG	F	78
Woollahra (A)	HKG	M	62
Woollahra (A)	IND	F	101
Woollahra (A)	IND	M	173
Woollahra (A)	IDN	F	104
Woollahra (A)	IDN	M	116
Woollahra (A)	IRN	F	32
Woollahra (A)	IRN	M	30
Woollahra (A)	IRQ	F	5
Woollahra (A)	IRQ	M	20
Woollahra (A)	IRL	F	115
Woollahra (A)	IRL	M	96
Woollahra (A)	ITA	F	60
Woollahra (A)	ITA	M	136
Woollahra (A)	JPN	F	45
Woollahra (A)	JPN	M	26
Woollahra (A)	LBN	F	22
Woollahra (A)	LBN	M	41
Woollahra (A)	MYS	F	60
Woollahra (A)	MYS	M	48
Woollahra (A)	MLT	F	9
Woollahra (A)	MLT	M	13
Woollahra (A)	NLD	F	15
Woollahra (A)	NLD	M	21
Woollahra (A)	NZL	F	348
Woollahra (A)	NZL	M	267
Woollahra (A)	PAK	F	12
Woollahra (A)	PAK	M	24
Woollahra (A)	PHL	F	241
Woollahra (A)	PHL	M	103
Woollahra (A)	POL	F	52
Woollahra (A)	POL	M	39
Woollahra (A)	SGP	F	44
Woollahra (A)	SGP	M	22
Woollahra (A)	ZAF	F	392
Woollahra (A)	ZAF	M	317
Woollahra (A)	KOR	F	88
Woollahra (A)	KOR	M	91
Woollahra (A)	LKA	F	21
Woollahra (A)	LKA	M	25
Woollahra (A)	THA	F	150
Woollahra (A)	THA	M	82
Woollahra (A)	TUR	F	15
Woollahra (A)	TUR	M	14
Woollahra (A)	GBR	F	619
Woollahra (A)	GBR	M	652
Woollahra (A)	USA	F	109
Woollahra (A)	USA	M	73
Woollahra (A)	VNM	F	87
Woollahra (A)	VNM	M	66
Woollahra (A)	ZWE	F	21
Woollahra (A)	ZWE	M	19
Yass Valley (A)		F	81
Yass Valley (A)		M	75
Yass Valley (A)	AUS	F	1651
Yass Valley (A)	AUS	M	1590
Yass Valley (A)	CAN	M	5
Yass Valley (A)	CHN	F	7
Yass Valley (A)	CHN	M	5
Yass Valley (A)	HRV	F	6
Yass Valley (A)	FJI	M	4
Yass Valley (A)	MKD	F	3
Yass Valley (A)	DEU	F	8
Yass Valley (A)	DEU	M	8
Yass Valley (A)	GRC	M	4
Yass Valley (A)	IND	F	8
Yass Valley (A)	IND	M	18
Yass Valley (A)	IRL	F	8
Yass Valley (A)	IRL	M	3
Yass Valley (A)	ITA	M	6
Yass Valley (A)	LBN	M	3
Yass Valley (A)	NLD	F	9
Yass Valley (A)	NLD	M	3
Yass Valley (A)	NZL	F	27
Yass Valley (A)	NZL	M	21
Yass Valley (A)	PAK	M	3
Yass Valley (A)	PHL	F	5
Yass Valley (A)	POL	M	5
Yass Valley (A)	ZAF	F	7
Yass Valley (A)	ZAF	M	11
Yass Valley (A)	LKA	F	3
Yass Valley (A)	LKA	M	10
Yass Valley (A)	GBR	F	66
Yass Valley (A)	GBR	M	69
Yass Valley (A)	USA	F	14
Yass Valley (A)	USA	M	11
Yass Valley (A)	VNM	F	3
Yass Valley (A)	VNM	M	3
Yass Valley (A)	ZWE	M	3
Unincorporated NSW		F	18
Unincorporated NSW		M	18
Unincorporated NSW	AUS	F	202
Unincorporated NSW	AUS	M	291
Unincorporated NSW	DEU	F	3
Unincorporated NSW	DEU	M	3
Unincorporated NSW	NZL	F	10
Unincorporated NSW	NZL	M	10
Unincorporated NSW	ZAF	F	3
Unincorporated NSW	GBR	F	8
Unincorporated NSW	GBR	M	6
Unincorporated NSW	USA	M	3
No usual address (NSW)		F	2756
No usual address (NSW)		M	7871
