LGA_NAME16	Age	ModeTravelToWork	NumberModes	workers
North Sydney (A)	25-34	Bus and car as driver	2	68
North Sydney (A)	25-34	Bus and car as passenger	2	19
North Sydney (A)	25-34	Bus and ferry	2	35
North Sydney (A)	25-34	Bus and other	2	20
North Sydney (A)	25-34	Bus and tram includes light rail	2	3
North Sydney (A)	25-34	Bus and two other methods excludes train	3	14
North Sydney (A)	25-34	Car as driver	1	4388
North Sydney (A)	25-34	Car as passenger	1	485
North Sydney (A)	25-34	Did not go to work		1172
North Sydney (A)	25-34	Ferry	1	73
North Sydney (A)	25-34	Method of travel not stated		148
North Sydney (A)	25-34	Motorbike scooter	1	237
North Sydney (A)	25-34	(Other)	1	72
North Sydney (A)	25-34	Other three methods	3	4
North Sydney (A)	25-34	Other two methods	2	72
North Sydney (A)	25-34	Taxi	1	42
North Sydney (A)	25-34	Train	1	7267
North Sydney (A)	25-34	Train and bus	2	1770
North Sydney (A)	25-34	Train and car as driver	2	689
North Sydney (A)	25-34	Train and car as passenger	2	239
North Sydney (A)	25-34	Train and ferry	2	24
North Sydney (A)	25-34	Train and other	2	81
North Sydney (A)	25-34	Train and tram includes light rail	2	18
North Sydney (A)	25-34	Train and two other methods	3	245
North Sydney (A)	25-34	Tram includes light rail	1	5
North Sydney (A)	25-34	Truck	1	8
North Sydney (A)	25-34	Walked only	1	1463
North Sydney (A)	25-34	Worked at home		474
North Sydney (A)	35-44	Bicycle	1	258
North Sydney (A)	35-44	Bus	1	1917
North Sydney (A)	35-44	Bus and car as driver	2	124
North Sydney (A)	35-44	Bus and car as passenger	2	24
North Sydney (A)	35-44	Bus and ferry	2	32
North Sydney (A)	35-44	Bus and other	2	21
North Sydney (A)	35-44	Bus and tram includes light rail	2	3
North Sydney (A)	35-44	Bus and two other methods excludes train	3	24
North Sydney (A)	35-44	Car as driver	1	5845
North Sydney (A)	35-44	Car as passenger	1	357
North Sydney (A)	35-44	Did not go to work		1002
North Sydney (A)	35-44	Ferry	1	78
North Sydney (A)	35-44	Method of travel not stated		121
North Sydney (A)	35-44	Motorbike scooter	1	267
North Sydney (A)	35-44	(Other)	1	87
North Sydney (A)	35-44	Other three methods	3	7
North Sydney (A)	35-44	Other two methods	2	102
North Sydney (A)	35-44	Taxi	1	53
North Sydney (A)	35-44	Train	1	4962
North Sydney (A)	35-44	Train and bus	2	1162
North Sydney (A)	35-44	Train and car as driver	2	748
North Sydney (A)	35-44	Train and car as passenger	2	138
North Sydney (A)	35-44	Train and ferry	2	20
North Sydney (A)	35-44	Train and other	2	75
North Sydney (A)	35-44	Train and tram includes light rail	2	22
North Sydney (A)	35-44	Train and two other methods	3	218
North Sydney (A)	35-44	Tram includes light rail	1	6
North Sydney (A)	35-44	Truck	1	16
North Sydney (A)	35-44	Walked only	1	1031
North Sydney (A)	35-44	Worked at home		920
North Sydney (A)	45-54	Bicycle	1	144
North Sydney (A)	45-54	Bus	1	1191
North Sydney (A)	45-54	Bus and car as driver	2	79
North Sydney (A)	45-54	Bus and car as passenger	2	15
North Sydney (A)	45-54	Bus and ferry	2	21
North Sydney (A)	45-54	Bus and other	2	7
North Sydney (A)	45-54	Bus and tram includes light rail	2	3
North Sydney (A)	45-54	Bus and two other methods excludes train	3	12
North Sydney (A)	45-54	Car as driver	1	5410
North Sydney (A)	45-54	Car as passenger	1	317
North Sydney (A)	45-54	Did not go to work		551
North Sydney (A)	45-54	Ferry	1	49
North Sydney (A)	45-54	Method of travel not stated		86
North Sydney (A)	45-54	Motorbike scooter	1	183
North Sydney (A)	45-54	(Other)	1	94
North Sydney (A)	45-54	Other three methods	3	6
North Sydney (A)	45-54	Other two methods	2	93
North Sydney (A)	45-54	Taxi	1	59
North Sydney (A)	45-54	Train	1	2563
North Sydney (A)	45-54	Train and bus	2	621
North Sydney (A)	45-54	Train and car as driver	2	551
North Sydney (A)	45-54	Train and car as passenger	2	105
North Sydney (A)	45-54	Train and ferry	2	10
North Sydney (A)	45-54	Train and other	2	46
North Sydney (A)	45-54	Train and tram includes light rail	2	6
North Sydney (A)	45-54	Train and two other methods	3	126
North Sydney (A)	45-54	Tram includes light rail	1	6
North Sydney (A)	45-54	Truck	1	17
North Sydney (A)	45-54	Walked only	1	657
North Sydney (A)	45-54	Worked at home		806
North Sydney (A)	55-64	Bicycle	1	48
North Sydney (A)	55-64	Bus	1	559
North Sydney (A)	55-64	Bus and car as driver	2	34
North Sydney (A)	55-64	Bus and car as passenger	2	10
North Sydney (A)	55-64	Bus and ferry	2	11
North Sydney (A)	55-64	Bus and other	2	7
North Sydney (A)	55-64	Bus and two other methods excludes train	3	4
North Sydney (A)	55-64	Car as driver	1	2915
North Sydney (A)	55-64	Car as passenger	1	193
North Sydney (A)	55-64	Did not go to work		461
North Sydney (A)	55-64	Ferry	1	32
North Sydney (A)	55-64	Method of travel not stated		61
North Sydney (A)	55-64	Motorbike scooter	1	58
North Sydney (A)	55-64	(Other)	1	47
North Sydney (A)	55-64	Other three methods	3	5
North Sydney (A)	55-64	Other two methods	2	22
North Sydney (A)	55-64	Taxi	1	15
North Sydney (A)	55-64	Train	1	1232
North Sydney (A)	55-64	Train and bus	2	304
North Sydney (A)	55-64	Train and car as driver	2	274
North Sydney (A)	55-64	Train and car as passenger	2	49
North Sydney (A)	55-64	Train and ferry	2	4
North Sydney (A)	55-64	Train and other	2	21
North Sydney (A)	55-64	Train and tram includes light rail	2	4
North Sydney (A)	55-64	Train and two other methods	3	62
North Sydney (A)	55-64	Tram includes light rail	1	3
North Sydney (A)	55-64	Truck	1	14
North Sydney (A)	55-64	Walked only	1	444
North Sydney (A)	55-64	Worked at home		592
North Sydney (A)	65-74	Bicycle	1	8
North Sydney (A)	65-74	Bus	1	156
North Sydney (A)	65-74	Bus and car as driver	2	7
North Sydney (A)	65-74	Bus and other	2	3
North Sydney (A)	65-74	Bus and two other methods excludes train	3	3
North Sydney (A)	65-74	Car as driver	1	805
North Sydney (A)	65-74	Car as passenger	1	63
North Sydney (A)	65-74	Did not go to work		223
North Sydney (A)	65-74	Ferry	1	4
North Sydney (A)	65-74	Method of travel not stated		34
North Sydney (A)	65-74	Motorbike scooter	1	11
North Sydney (A)	65-74	(Other)	1	14
North Sydney (A)	65-74	Other two methods	2	8
North Sydney (A)	65-74	Taxi	1	12
North Sydney (A)	65-74	Train	1	214
North Sydney (A)	65-74	Train and bus	2	80
North Sydney (A)	65-74	Train and car as driver	2	58
North Sydney (A)	65-74	Train and car as passenger	2	8
North Sydney (A)	65-74	Train and ferry	2	6
North Sydney (A)	65-74	Train and two other methods	3	10
North Sydney (A)	65-74	Truck	1	10
North Sydney (A)	65-74	Walked only	1	146
North Sydney (A)	65-74	Worked at home		362
North Sydney (A)	75+	Bus	1	12
North Sydney (A)	75+	Car as driver	1	89
North Sydney (A)	75+	Car as passenger	1	13
North Sydney (A)	75+	Did not go to work		36
North Sydney (A)	75+	Method of travel not stated		15
North Sydney (A)	75+	(Other)	1	3
North Sydney (A)	75+	Taxi	1	3
North Sydney (A)	75+	Train	1	10
North Sydney (A)	75+	Train and bus	2	11
North Sydney (A)	75+	Train and car as driver	2	3
North Sydney (A)	75+	Train and other	2	3
North Sydney (A)	75+	Walked only	1	17
North Sydney (A)	75+	Worked at home		89
Northern Beaches (A)	15-24	Bicycle	1	146
Northern Beaches (A)	15-24	Bus	1	1322
Northern Beaches (A)	15-24	Bus and car as driver	2	40
Northern Beaches (A)	15-24	Bus and car as passenger	2	109
Northern Beaches (A)	15-24	Bus and ferry	2	11
Northern Beaches (A)	15-24	Bus and other	2	5
Northern Beaches (A)	15-24	Bus and two other methods excludes train	3	18
Northern Beaches (A)	15-24	Car as driver	1	6137
Northern Beaches (A)	15-24	Car as passenger	1	1459
Northern Beaches (A)	15-24	Did not go to work		2187
Northern Beaches (A)	15-24	Ferry	1	18
Northern Beaches (A)	15-24	Method of travel not stated		149
Northern Beaches (A)	15-24	Motorbike scooter	1	109
Northern Beaches (A)	15-24	(Other)	1	39
Northern Beaches (A)	15-24	Other three methods	3	3
Northern Beaches (A)	15-24	Other two methods	2	78
Northern Beaches (A)	15-24	Taxi	1	5
Northern Beaches (A)	15-24	Train	1	91
Northern Beaches (A)	15-24	Train and bus	2	204
Northern Beaches (A)	15-24	Train and car as driver	2	21
Northern Beaches (A)	15-24	Train and car as passenger	2	4
Northern Beaches (A)	15-24	Train and ferry	2	37
Northern Beaches (A)	15-24	Train and two other methods	3	64
Northern Beaches (A)	15-24	Tram includes light rail	1	3
Northern Beaches (A)	15-24	Truck	1	39
Northern Beaches (A)	15-24	Walked only	1	1070
Northern Beaches (A)	15-24	Worked at home		172
Northern Beaches (A)	25-34	Bicycle	1	198
Northern Beaches (A)	25-34	Bus	1	1319
Northern Beaches (A)	25-34	Bus and car as driver	2	32
Northern Beaches (A)	25-34	Bus and car as passenger	2	47
Northern Beaches (A)	25-34	Bus and ferry	2	27
Northern Beaches (A)	25-34	Bus and other	2	19
Northern Beaches (A)	25-34	Bus and two other methods excludes train	3	15
Northern Beaches (A)	25-34	Car as driver	1	10851
Northern Beaches (A)	25-34	Car as passenger	1	697
Northern Beaches (A)	25-34	Did not go to work		1368
Northern Beaches (A)	25-34	Ferry	1	43
Northern Beaches (A)	25-34	Method of travel not stated		151
Northern Beaches (A)	25-34	Motorbike scooter	1	184
Northern Beaches (A)	25-34	(Other)	1	66
Northern Beaches (A)	25-34	Other two methods	2	144
Northern Beaches (A)	25-34	Taxi	1	23
Northern Beaches (A)	25-34	Train	1	159
Northern Beaches (A)	25-34	Train and bus	2	410
Northern Beaches (A)	25-34	Train and car as driver	2	22
Northern Beaches (A)	25-34	Train and car as passenger	2	7
Northern Beaches (A)	25-34	Train and ferry	2	83
Northern Beaches (A)	25-34	Train and other	2	4
Northern Beaches (A)	25-34	Train and two other methods	3	122
Northern Beaches (A)	25-34	Tram includes light rail	1	3
Northern Beaches (A)	25-34	Truck	1	110
Northern Beaches (A)	25-34	Walked only	1	913
Northern Beaches (A)	25-34	Worked at home		736
Northern Beaches (A)	35-44	Bicycle	1	191
Northern Beaches (A)	35-44	Bus	1	672
Northern Beaches (A)	35-44	Bus and car as driver	2	26
Northern Beaches (A)	35-44	Bus and car as passenger	2	13
Northern Beaches (A)	35-44	Bus and ferry	2	13
Northern Beaches (A)	35-44	Bus and other	2	4
Northern Beaches (A)	35-44	Bus and two other methods excludes train	3	15
Northern Beaches (A)	35-44	Car as driver	1	12166
Northern Beaches (A)	35-44	Car as passenger	1	388
Northern Beaches (A)	35-44	Did not go to work		1295
Northern Beaches (A)	35-44	Ferry	1	31
Northern Beaches (A)	35-44	Method of travel not stated		129
Northern Beaches (A)	35-44	Motorbike scooter	1	192
Northern Beaches (A)	35-44	(Other)	1	130
Northern Beaches (A)	35-44	Other three methods	3	9
Northern Beaches (A)	35-44	Other two methods	2	143
Northern Beaches (A)	35-44	Taxi	1	20
Northern Beaches (A)	35-44	Train	1	68
Northern Beaches (A)	35-44	Train and bus	2	199
Northern Beaches (A)	35-44	Train and car as driver	2	14
Northern Beaches (A)	35-44	Train and ferry	2	31
Northern Beaches (A)	35-44	Train and two other methods	3	54
Northern Beaches (A)	35-44	Tram includes light rail	1	3
Northern Beaches (A)	35-44	Truck	1	130
Northern Beaches (A)	35-44	Walked only	1	640
Northern Beaches (A)	35-44	Worked at home		2180
Northern Beaches (A)	45-54	Bicycle	1	196
Northern Beaches (A)	45-54	Bus	1	586
Northern Beaches (A)	45-54	Bus and car as driver	2	24
Northern Beaches (A)	45-54	Bus and car as passenger	2	18
Northern Beaches (A)	45-54	Bus and ferry	2	7
Northern Beaches (A)	45-54	Bus and other	2	8
Northern Beaches (A)	45-54	Bus and two other methods excludes train	3	17
Northern Beaches (A)	45-54	Car as driver	1	12874
Northern Beaches (A)	45-54	Car as passenger	1	475
Northern Beaches (A)	45-54	Did not go to work		1112
Northern Beaches (A)	45-54	Ferry	1	17
Northern Beaches (A)	45-54	Method of travel not stated		162
Northern Beaches (A)	45-54	Motorbike scooter	1	161
Northern Beaches (A)	45-54	(Other)	1	122
Northern Beaches (A)	45-54	Other three methods	3	13
Northern Beaches (A)	45-54	Other two methods	2	138
Northern Beaches (A)	45-54	Taxi	1	34
Northern Beaches (A)	45-54	Train	1	42
Northern Beaches (A)	45-54	Train and bus	2	90
Northern Beaches (A)	45-54	Train and car as driver	2	16
Northern Beaches (A)	45-54	Train and car as passenger	2	8
Northern Beaches (A)	45-54	Train and ferry	2	21
Northern Beaches (A)	45-54	Train and other	2	3
Northern Beaches (A)	45-54	Train and two other methods	3	38
Northern Beaches (A)	45-54	Tram includes light rail	1	3
Northern Beaches (A)	45-54	Truck	1	169
Northern Beaches (A)	45-54	Walked only	1	723
Northern Beaches (A)	45-54	Worked at home		2369
Northern Beaches (A)	55-64	Bicycle	1	98
Northern Beaches (A)	55-64	Bus	1	397
Northern Beaches (A)	55-64	Bus and car as driver	2	25
Northern Beaches (A)	55-64	Bus and car as passenger	2	21
Northern Beaches (A)	55-64	Bus and ferry	2	4
Northern Beaches (A)	55-64	Bus and other	2	6
Northern Beaches (A)	55-64	Car as driver	1	8609
Northern Beaches (A)	55-64	Car as passenger	1	414
Northern Beaches (A)	55-64	Did not go to work		1080
Northern Beaches (A)	55-64	Ferry	1	10
Northern Beaches (A)	55-64	Method of travel not stated		117
Northern Beaches (A)	55-64	Motorbike scooter	1	106
Northern Beaches (A)	55-64	(Other)	1	91
Northern Beaches (A)	55-64	Other three methods	3	9
Northern Beaches (A)	55-64	Other two methods	2	84
Northern Beaches (A)	55-64	Taxi	1	37
Northern Beaches (A)	55-64	Train	1	18
Northern Beaches (A)	55-64	Train and bus	2	52
Northern Beaches (A)	55-64	Train and car as driver	2	14
Northern Beaches (A)	55-64	Train and car as passenger	2	3
Northern Beaches (A)	55-64	Train and ferry	2	10
Northern Beaches (A)	55-64	Train and two other methods	3	27
Northern Beaches (A)	55-64	Truck	1	129
Northern Beaches (A)	55-64	Walked only	1	541
Northern Beaches (A)	55-64	Worked at home		1610
Northern Beaches (A)	65-74	Bicycle	1	12
Northern Beaches (A)	65-74	Bus	1	118
Northern Beaches (A)	65-74	Bus and car as driver	2	6
Northern Beaches (A)	65-74	Bus and ferry	2	3
Northern Beaches (A)	65-74	Car as driver	1	2349
Northern Beaches (A)	65-74	Car as passenger	1	130
Northern Beaches (A)	65-74	Did not go to work		532
Northern Beaches (A)	65-74	Ferry	1	8
Northern Beaches (A)	65-74	Method of travel not stated		49
Northern Beaches (A)	65-74	Motorbike scooter	1	16
Northern Beaches (A)	65-74	(Other)	1	31
Northern Beaches (A)	65-74	Other three methods	3	3
Northern Beaches (A)	65-74	Other two methods	2	19
Northern Beaches (A)	65-74	Taxi	1	10
Northern Beaches (A)	65-74	Train	1	7
Northern Beaches (A)	65-74	Train and bus	2	10
Northern Beaches (A)	65-74	Train and car as driver	2	7
Northern Beaches (A)	65-74	Train and two other methods	3	4
Northern Beaches (A)	65-74	Truck	1	38
Northern Beaches (A)	65-74	Walked only	1	174
Northern Beaches (A)	65-74	Worked at home		945
Northern Beaches (A)	75+	Bus	1	5
Northern Beaches (A)	75+	Car as driver	1	292
Northern Beaches (A)	75+	Car as passenger	1	25
Northern Beaches (A)	75+	Did not go to work		93
Northern Beaches (A)	75+	Method of travel not stated		23
Northern Beaches (A)	75+	(Other)	1	6
Northern Beaches (A)	75+	Truck	1	5
Northern Beaches (A)	75+	Walked only	1	36
Northern Beaches (A)	75+	Worked at home		245
Oberon (A)	15-24	Car as driver	1	165
Oberon (A)	15-24	Car as passenger	1	37
Oberon (A)	15-24	Did not go to work		34
Oberon (A)	15-24	Method of travel not stated		3
Oberon (A)	15-24	Other two methods	2	3
Oberon (A)	15-24	Walked only	1	9
Oberon (A)	25-34	Car as driver	1	257
Oberon (A)	25-34	Car as passenger	1	24
Oberon (A)	25-34	Did not go to work		24
Oberon (A)	25-34	Method of travel not stated		3
Oberon (A)	25-34	(Other)	1	3
Oberon (A)	25-34	Truck	1	5
Oberon (A)	25-34	Walked only	1	12
Oberon (A)	25-34	Worked at home		13
Oberon (A)	35-44	Bicycle	1	3
Oberon (A)	35-44	Car as driver	1	301
Oberon (A)	35-44	Car as passenger	1	16
Oberon (A)	35-44	Did not go to work		38
Oberon (A)	35-44	Method of travel not stated		5
Oberon (A)	35-44	Truck	1	6
Oberon (A)	35-44	Walked only	1	11
Oberon (A)	35-44	Worked at home		23
Oberon (A)	45-54	Car as driver	1	336
Oberon (A)	45-54	Car as passenger	1	8
Oberon (A)	45-54	Did not go to work		27
Oberon (A)	45-54	Method of travel not stated		11
Oberon (A)	45-54	Motorbike scooter	1	3
Oberon (A)	45-54	(Other)	1	6
Oberon (A)	45-54	Truck	1	14
Oberon (A)	45-54	Walked only	1	22
Oberon (A)	45-54	Worked at home		37
Oberon (A)	55-64	Car as driver	1	261
Oberon (A)	55-64	Car as passenger	1	20
Oberon (A)	55-64	Did not go to work		50
Oberon (A)	55-64	Method of travel not stated		3
Oberon (A)	55-64	Motorbike scooter	1	3
Oberon (A)	55-64	(Other)	1	8
Oberon (A)	55-64	Truck	1	11
Oberon (A)	55-64	Walked only	1	18
Oberon (A)	55-64	Worked at home		51
Oberon (A)	65-74	Car as driver	1	87
Oberon (A)	65-74	Car as passenger	1	4
Oberon (A)	65-74	Did not go to work		23
Oberon (A)	65-74	Method of travel not stated		4
Oberon (A)	65-74	Motorbike scooter	1	4
Oberon (A)	65-74	(Other)	1	6
Oberon (A)	65-74	Truck	1	11
Oberon (A)	65-74	Walked only	1	19
Oberon (A)	65-74	Worked at home		67
Oberon (A)	75+	Car as driver	1	4
Oberon (A)	75+	Did not go to work		3
Oberon (A)	75+	Walked only	1	3
Oberon (A)	75+	Worked at home		21
Orange (C)	15-24	Bicycle	1	13
Orange (C)	15-24	Bus	1	13
Orange (C)	15-24	Car as driver	1	1776
Orange (C)	15-24	Car as passenger	1	464
Orange (C)	15-24	Did not go to work		391
Orange (C)	15-24	Method of travel not stated		36
Orange (C)	15-24	Motorbike scooter	1	11
Orange (C)	15-24	(Other)	1	3
Orange (C)	15-24	Other two methods	2	14
Orange (C)	15-24	Taxi	1	6
Orange (C)	15-24	Train	1	4
Orange (C)	15-24	Truck	1	8
Orange (C)	15-24	Walked only	1	113
Orange (C)	15-24	Worked at home		12
Orange (C)	25-34	Bicycle	1	16
Orange (C)	25-34	Bus	1	14
Orange (C)	25-34	Car as driver	1	2988
Orange (C)	25-34	Car as passenger	1	181
Orange (C)	25-34	Did not go to work		463
Orange (C)	25-34	Method of travel not stated		29
Orange (C)	25-34	Motorbike scooter	1	19
Orange (C)	25-34	(Other)	1	12
Orange (C)	25-34	Other two methods	2	23
Orange (C)	25-34	Taxi	1	19
Orange (C)	25-34	Truck	1	19
Orange (C)	25-34	Walked only	1	113
Orange (C)	25-34	Worked at home		98
Orange (C)	35-44	Bicycle	1	18
Orange (C)	35-44	Bus	1	6
Orange (C)	35-44	Car as driver	1	3170
Orange (C)	35-44	Car as passenger	1	164
Orange (C)	35-44	Did not go to work		343
Orange (C)	35-44	Method of travel not stated		27
Orange (C)	35-44	Motorbike scooter	1	14
Orange (C)	35-44	(Other)	1	13
Orange (C)	35-44	Other two methods	2	24
Orange (C)	35-44	Taxi	1	6
Orange (C)	35-44	Train	1	3
Orange (C)	35-44	Train and two other methods	3	3
Orange (C)	35-44	Truck	1	31
Orange (C)	35-44	Walked only	1	98
Orange (C)	35-44	Worked at home		162
Orange (C)	45-54	Bicycle	1	22
Orange (C)	45-54	Bus	1	10
Orange (C)	45-54	Car as driver	1	3188
Orange (C)	45-54	Car as passenger	1	186
Orange (C)	45-54	Did not go to work		288
Orange (C)	45-54	Ferry	1	3
Orange (C)	45-54	Method of travel not stated		43
Orange (C)	45-54	Motorbike scooter	1	13
Orange (C)	45-54	(Other)	1	10
Orange (C)	45-54	Other three methods	3	3
Orange (C)	45-54	Other two methods	2	18
Orange (C)	45-54	Taxi	1	11
Orange (C)	45-54	Train	1	3
Orange (C)	45-54	Train and car as driver	2	3
Orange (C)	45-54	Truck	1	41
Orange (C)	45-54	Walked only	1	114
Orange (C)	45-54	Worked at home		149
Orange (C)	55-64	Bicycle	1	18
Orange (C)	55-64	Bus	1	8
Orange (C)	55-64	Car as driver	1	2306
Orange (C)	55-64	Car as passenger	1	95
Orange (C)	55-64	Did not go to work		298
Orange (C)	55-64	Method of travel not stated		18
Orange (C)	55-64	Motorbike scooter	1	12
Orange (C)	55-64	(Other)	1	12
Orange (C)	55-64	Other two methods	2	7
Orange (C)	55-64	Taxi	1	8
Orange (C)	55-64	Truck	1	27
Orange (C)	55-64	Walked only	1	99
Orange (C)	55-64	Worked at home		155
Orange (C)	65-74	Bicycle	1	3
Orange (C)	65-74	Bus	1	3
Orange (C)	65-74	Car as driver	1	432
Orange (C)	65-74	Car as passenger	1	25
Orange (C)	65-74	Did not go to work		105
Orange (C)	65-74	Method of travel not stated		22
Orange (C)	65-74	Motorbike scooter	1	3
Orange (C)	65-74	(Other)	1	14
Orange (C)	65-74	Other two methods	2	5
Orange (C)	65-74	Truck	1	17
Orange (C)	65-74	Walked only	1	38
Orange (C)	65-74	Worked at home		83
Orange (C)	75+	Car as driver	1	54
Orange (C)	75+	Did not go to work		13
Orange (C)	75+	Method of travel not stated		14
Orange (C)	75+	Walked only	1	5
Orange (C)	75+	Worked at home		22
Parkes (A)	15-24	Car as driver	1	487
Parkes (A)	15-24	Car as passenger	1	143
Parkes (A)	15-24	Did not go to work		107
Parkes (A)	15-24	Method of travel not stated		10
Parkes (A)	15-24	Other two methods	2	4
Parkes (A)	15-24	Taxi	1	7
Parkes (A)	15-24	Train	1	3
Parkes (A)	15-24	Truck	1	4
Parkes (A)	15-24	Walked only	1	63
Parkes (A)	15-24	Worked at home		13
Parkes (A)	25-34	Bicycle	1	5
Parkes (A)	25-34	Car as driver	1	713
Parkes (A)	25-34	Car as passenger	1	64
Parkes (A)	25-34	Did not go to work		100
Parkes (A)	25-34	Method of travel not stated		9
Parkes (A)	25-34	Motorbike scooter	1	7
Parkes (A)	25-34	(Other)	1	3
Parkes (A)	25-34	Other two methods	2	4
Parkes (A)	25-34	Taxi	1	3
Parkes (A)	25-34	Truck	1	10
Parkes (A)	25-34	Walked only	1	49
Parkes (A)	25-34	Worked at home		49
