LGA_NAME16	Age	EmploymentStatus	Sex	workers
Lachlan (A)	55-59		M	3
Lachlan (A)	55-59	Contributing family workers	F	5
Lachlan (A)	55-59	Contributing family workers	M	9
Lachlan (A)	55-59	Employee	F	80
Lachlan (A)	55-59	Employee	M	76
Lachlan (A)	55-59	Owner managers of incorporated enterprises	F	3
Lachlan (A)	55-59	Owner managers of incorporated enterprises	M	18
Lachlan (A)	55-59	Owner managers of unincorporated enterprises	F	17
Lachlan (A)	55-59	Owner managers of unincorporated enterprises	M	45
Lachlan (A)	60-64		F	6
Lachlan (A)	60-64		M	3
Lachlan (A)	60-64	Contributing family workers	F	16
Lachlan (A)	60-64	Contributing family workers	M	13
Lachlan (A)	60-64	Employee	F	60
Lachlan (A)	60-64	Employee	M	47
Lachlan (A)	60-64	Owner managers of incorporated enterprises	F	4
Lachlan (A)	60-64	Owner managers of incorporated enterprises	M	8
Lachlan (A)	60-64	Owner managers of unincorporated enterprises	F	18
Lachlan (A)	60-64	Owner managers of unincorporated enterprises	M	31
Lachlan (A)	65-69	Contributing family workers	F	8
Lachlan (A)	65-69	Contributing family workers	M	21
Lachlan (A)	65-69	Employee	F	27
Lachlan (A)	65-69	Employee	M	28
Lachlan (A)	65-69	Owner managers of incorporated enterprises	M	3
Lachlan (A)	65-69	Owner managers of unincorporated enterprises	F	8
Lachlan (A)	65-69	Owner managers of unincorporated enterprises	M	26
Lachlan (A)	70-74		M	4
Lachlan (A)	70-74	Contributing family workers	F	3
Lachlan (A)	70-74	Contributing family workers	M	9
Lachlan (A)	70-74	Employee	F	7
Lachlan (A)	70-74	Employee	M	5
Lachlan (A)	70-74	Owner managers of unincorporated enterprises	F	6
Lachlan (A)	70-74	Owner managers of unincorporated enterprises	M	20
Lachlan (A)	75+		F	3
Lachlan (A)	75+	Contributing family workers	F	8
Lachlan (A)	75+	Contributing family workers	M	16
Lachlan (A)	75+	Employee	F	9
Lachlan (A)	75+	Employee	M	10
Lachlan (A)	75+	Owner managers of incorporated enterprises	M	3
Lachlan (A)	75+	Owner managers of unincorporated enterprises	F	3
Lachlan (A)	75+	Owner managers of unincorporated enterprises	M	13
Lake Macquarie (C)	15-19		F	19
Lake Macquarie (C)	15-19		M	14
Lake Macquarie (C)	15-19	Contributing family workers	F	6
Lake Macquarie (C)	15-19	Contributing family workers	M	6
Lake Macquarie (C)	15-19	Employee	F	2423
Lake Macquarie (C)	15-19	Employee	M	1997
Lake Macquarie (C)	15-19	Owner managers of incorporated enterprises	F	10
Lake Macquarie (C)	15-19	Owner managers of incorporated enterprises	M	3
Lake Macquarie (C)	15-19	Owner managers of unincorporated enterprises	F	12
Lake Macquarie (C)	15-19	Owner managers of unincorporated enterprises	M	16
Lake Macquarie (C)	20-24		F	22
Lake Macquarie (C)	20-24		M	37
Lake Macquarie (C)	20-24	Contributing family workers	F	12
Lake Macquarie (C)	20-24	Contributing family workers	M	13
Lake Macquarie (C)	20-24	Employee	F	3197
Lake Macquarie (C)	20-24	Employee	M	2918
Lake Macquarie (C)	20-24	Owner managers of incorporated enterprises	F	9
Lake Macquarie (C)	20-24	Owner managers of incorporated enterprises	M	18
Lake Macquarie (C)	20-24	Owner managers of unincorporated enterprises	F	59
Lake Macquarie (C)	20-24	Owner managers of unincorporated enterprises	M	63
Lake Macquarie (C)	25-29		F	17
Lake Macquarie (C)	25-29		M	16
Lake Macquarie (C)	25-29	Contributing family workers	F	12
Lake Macquarie (C)	25-29	Contributing family workers	M	11
Lake Macquarie (C)	25-29	Employee	F	2785
Lake Macquarie (C)	25-29	Employee	M	2499
Lake Macquarie (C)	25-29	Owner managers of incorporated enterprises	F	44
Lake Macquarie (C)	25-29	Owner managers of incorporated enterprises	M	99
Lake Macquarie (C)	25-29	Owner managers of unincorporated enterprises	F	118
Lake Macquarie (C)	25-29	Owner managers of unincorporated enterprises	M	143
Lake Macquarie (C)	30-34		F	17
Lake Macquarie (C)	30-34		M	31
Lake Macquarie (C)	30-34	Contributing family workers	F	38
Lake Macquarie (C)	30-34	Contributing family workers	M	15
Lake Macquarie (C)	30-34	Employee	F	2635
Lake Macquarie (C)	30-34	Employee	M	2303
Lake Macquarie (C)	30-34	Owner managers of incorporated enterprises	F	93
Lake Macquarie (C)	30-34	Owner managers of incorporated enterprises	M	207
Lake Macquarie (C)	30-34	Owner managers of unincorporated enterprises	F	201
Lake Macquarie (C)	30-34	Owner managers of unincorporated enterprises	M	227
Lake Macquarie (C)	35-39		F	14
Lake Macquarie (C)	35-39		M	23
Lake Macquarie (C)	35-39	Contributing family workers	F	35
Lake Macquarie (C)	35-39	Contributing family workers	M	25
Lake Macquarie (C)	35-39	Employee	F	2410
Lake Macquarie (C)	35-39	Employee	M	2073
Lake Macquarie (C)	35-39	Owner managers of incorporated enterprises	F	138
Lake Macquarie (C)	35-39	Owner managers of incorporated enterprises	M	305
Lake Macquarie (C)	35-39	Owner managers of unincorporated enterprises	F	243
Lake Macquarie (C)	35-39	Owner managers of unincorporated enterprises	M	222
Lake Macquarie (C)	40-44		F	27
Lake Macquarie (C)	40-44		M	25
Lake Macquarie (C)	40-44	Contributing family workers	F	53
Lake Macquarie (C)	40-44	Contributing family workers	M	33
Lake Macquarie (C)	40-44	Employee	F	2768
Lake Macquarie (C)	40-44	Employee	M	2139
Lake Macquarie (C)	40-44	Owner managers of incorporated enterprises	F	197
Lake Macquarie (C)	40-44	Owner managers of incorporated enterprises	M	369
Lake Macquarie (C)	40-44	Owner managers of unincorporated enterprises	F	305
Lake Macquarie (C)	40-44	Owner managers of unincorporated enterprises	M	281
Lake Macquarie (C)	45-49		F	22
Lake Macquarie (C)	45-49		M	33
Lake Macquarie (C)	45-49	Contributing family workers	F	54
Lake Macquarie (C)	45-49	Contributing family workers	M	32
Lake Macquarie (C)	45-49	Employee	F	2916
Lake Macquarie (C)	45-49	Employee	M	2037
Lake Macquarie (C)	45-49	Owner managers of incorporated enterprises	F	185
Lake Macquarie (C)	45-49	Owner managers of incorporated enterprises	M	410
Lake Macquarie (C)	45-49	Owner managers of unincorporated enterprises	F	261
Lake Macquarie (C)	45-49	Owner managers of unincorporated enterprises	M	331
Lake Macquarie (C)	50-54		F	30
Lake Macquarie (C)	50-54		M	32
Lake Macquarie (C)	50-54	Contributing family workers	F	65
Lake Macquarie (C)	50-54	Contributing family workers	M	30
Lake Macquarie (C)	50-54	Employee	F	2859
Lake Macquarie (C)	50-54	Employee	M	1930
Lake Macquarie (C)	50-54	Owner managers of incorporated enterprises	F	191
Lake Macquarie (C)	50-54	Owner managers of incorporated enterprises	M	401
Lake Macquarie (C)	50-54	Owner managers of unincorporated enterprises	F	270
Lake Macquarie (C)	50-54	Owner managers of unincorporated enterprises	M	299
Lake Macquarie (C)	55-59		F	26
Lake Macquarie (C)	55-59		M	26
Lake Macquarie (C)	55-59	Contributing family workers	F	44
Lake Macquarie (C)	55-59	Contributing family workers	M	42
Lake Macquarie (C)	55-59	Employee	F	2454
Lake Macquarie (C)	55-59	Employee	M	1848
Lake Macquarie (C)	55-59	Owner managers of incorporated enterprises	F	163
Lake Macquarie (C)	55-59	Owner managers of incorporated enterprises	M	367
Lake Macquarie (C)	55-59	Owner managers of unincorporated enterprises	F	217
Lake Macquarie (C)	55-59	Owner managers of unincorporated enterprises	M	331
Lake Macquarie (C)	60-64		F	19
Lake Macquarie (C)	60-64		M	23
Lake Macquarie (C)	60-64	Contributing family workers	F	41
Lake Macquarie (C)	60-64	Contributing family workers	M	44
Lake Macquarie (C)	60-64	Employee	F	1463
Lake Macquarie (C)	60-64	Employee	M	1233
Lake Macquarie (C)	60-64	Owner managers of incorporated enterprises	F	122
Lake Macquarie (C)	60-64	Owner managers of incorporated enterprises	M	270
Lake Macquarie (C)	60-64	Owner managers of unincorporated enterprises	F	148
Lake Macquarie (C)	60-64	Owner managers of unincorporated enterprises	M	268
Lake Macquarie (C)	65-69		F	16
Lake Macquarie (C)	65-69		M	8
Lake Macquarie (C)	65-69	Contributing family workers	F	29
Lake Macquarie (C)	65-69	Contributing family workers	M	37
Lake Macquarie (C)	65-69	Employee	F	436
Lake Macquarie (C)	65-69	Employee	M	422
Lake Macquarie (C)	65-69	Owner managers of incorporated enterprises	F	57
Lake Macquarie (C)	65-69	Owner managers of incorporated enterprises	M	175
Lake Macquarie (C)	65-69	Owner managers of unincorporated enterprises	F	65
Lake Macquarie (C)	65-69	Owner managers of unincorporated enterprises	M	183
Lake Macquarie (C)	70-74		F	11
Lake Macquarie (C)	70-74		M	5
Lake Macquarie (C)	70-74	Contributing family workers	F	21
Lake Macquarie (C)	70-74	Contributing family workers	M	31
Lake Macquarie (C)	70-74	Employee	F	105
Lake Macquarie (C)	70-74	Employee	M	150
Lake Macquarie (C)	70-74	Owner managers of incorporated enterprises	F	33
Lake Macquarie (C)	70-74	Owner managers of incorporated enterprises	M	71
Lake Macquarie (C)	70-74	Owner managers of unincorporated enterprises	F	36
Lake Macquarie (C)	70-74	Owner managers of unincorporated enterprises	M	70
Lake Macquarie (C)	75+		F	8
Lake Macquarie (C)	75+		M	10
Lake Macquarie (C)	75+	Contributing family workers	F	12
Lake Macquarie (C)	75+	Contributing family workers	M	26
Lake Macquarie (C)	75+	Employee	F	36
Lake Macquarie (C)	75+	Employee	M	55
Lake Macquarie (C)	75+	Owner managers of incorporated enterprises	F	13
Lake Macquarie (C)	75+	Owner managers of incorporated enterprises	M	44
Lake Macquarie (C)	75+	Owner managers of unincorporated enterprises	F	7
Lake Macquarie (C)	75+	Owner managers of unincorporated enterprises	M	35
Lane Cove (A)	15-19		F	3
Lane Cove (A)	15-19	Contributing family workers	M	3
Lane Cove (A)	15-19	Employee	F	228
Lane Cove (A)	15-19	Employee	M	208
Lane Cove (A)	15-19	Owner managers of unincorporated enterprises	F	4
Lane Cove (A)	15-19	Owner managers of unincorporated enterprises	M	6
Lane Cove (A)	20-24		F	3
Lane Cove (A)	20-24		M	3
Lane Cove (A)	20-24	Contributing family workers	F	7
Lane Cove (A)	20-24	Employee	F	647
Lane Cove (A)	20-24	Employee	M	679
Lane Cove (A)	20-24	Owner managers of incorporated enterprises	F	3
Lane Cove (A)	20-24	Owner managers of unincorporated enterprises	F	6
Lane Cove (A)	20-24	Owner managers of unincorporated enterprises	M	10
Lane Cove (A)	25-29		F	6
Lane Cove (A)	25-29		M	3
Lane Cove (A)	25-29	Contributing family workers	F	5
Lane Cove (A)	25-29	Employee	F	914
Lane Cove (A)	25-29	Employee	M	896
Lane Cove (A)	25-29	Owner managers of incorporated enterprises	F	10
Lane Cove (A)	25-29	Owner managers of incorporated enterprises	M	24
Lane Cove (A)	25-29	Owner managers of unincorporated enterprises	F	30
Lane Cove (A)	25-29	Owner managers of unincorporated enterprises	M	35
Lane Cove (A)	30-34		F	3
Lane Cove (A)	30-34		M	4
Lane Cove (A)	30-34	Contributing family workers	F	5
Lane Cove (A)	30-34	Contributing family workers	M	4
Lane Cove (A)	30-34	Employee	F	972
Lane Cove (A)	30-34	Employee	M	1098
Lane Cove (A)	30-34	Owner managers of incorporated enterprises	F	26
Lane Cove (A)	30-34	Owner managers of incorporated enterprises	M	58
Lane Cove (A)	30-34	Owner managers of unincorporated enterprises	F	35
Lane Cove (A)	30-34	Owner managers of unincorporated enterprises	M	45
Lane Cove (A)	35-39		F	3
Lane Cove (A)	35-39		M	8
Lane Cove (A)	35-39	Contributing family workers	F	5
Lane Cove (A)	35-39	Contributing family workers	M	3
Lane Cove (A)	35-39	Employee	F	783
Lane Cove (A)	35-39	Employee	M	890
Lane Cove (A)	35-39	Owner managers of incorporated enterprises	F	41
Lane Cove (A)	35-39	Owner managers of incorporated enterprises	M	92
Lane Cove (A)	35-39	Owner managers of unincorporated enterprises	F	52
Lane Cove (A)	35-39	Owner managers of unincorporated enterprises	M	55
Lane Cove (A)	40-44		M	5
Lane Cove (A)	40-44	Contributing family workers	F	7
Lane Cove (A)	40-44	Contributing family workers	M	8
Lane Cove (A)	40-44	Employee	F	732
Lane Cove (A)	40-44	Employee	M	811
Lane Cove (A)	40-44	Owner managers of incorporated enterprises	F	54
Lane Cove (A)	40-44	Owner managers of incorporated enterprises	M	115
Lane Cove (A)	40-44	Owner managers of unincorporated enterprises	F	70
Lane Cove (A)	40-44	Owner managers of unincorporated enterprises	M	65
Lane Cove (A)	45-49		F	3
Lane Cove (A)	45-49		M	6
Lane Cove (A)	45-49	Contributing family workers	F	18
Lane Cove (A)	45-49	Contributing family workers	M	5
Lane Cove (A)	45-49	Employee	F	668
Lane Cove (A)	45-49	Employee	M	639
Lane Cove (A)	45-49	Owner managers of incorporated enterprises	F	63
Lane Cove (A)	45-49	Owner managers of incorporated enterprises	M	154
Lane Cove (A)	45-49	Owner managers of unincorporated enterprises	F	67
Lane Cove (A)	45-49	Owner managers of unincorporated enterprises	M	82
Lane Cove (A)	50-54		F	3
Lane Cove (A)	50-54		M	8
Lane Cove (A)	50-54	Contributing family workers	F	7
Lane Cove (A)	50-54	Contributing family workers	M	10
Lane Cove (A)	50-54	Employee	F	610
Lane Cove (A)	50-54	Employee	M	574
Lane Cove (A)	50-54	Owner managers of incorporated enterprises	F	74
Lane Cove (A)	50-54	Owner managers of incorporated enterprises	M	115
Lane Cove (A)	50-54	Owner managers of unincorporated enterprises	F	77
Lane Cove (A)	50-54	Owner managers of unincorporated enterprises	M	77
Lane Cove (A)	55-59		F	6
Lane Cove (A)	55-59		M	9
Lane Cove (A)	55-59	Contributing family workers	F	10
Lane Cove (A)	55-59	Contributing family workers	M	10
Lane Cove (A)	55-59	Employee	F	528
Lane Cove (A)	55-59	Employee	M	422
Lane Cove (A)	55-59	Owner managers of incorporated enterprises	F	62
Lane Cove (A)	55-59	Owner managers of incorporated enterprises	M	140
Lane Cove (A)	55-59	Owner managers of unincorporated enterprises	F	53
Lane Cove (A)	55-59	Owner managers of unincorporated enterprises	M	78
Lane Cove (A)	60-64		F	6
Lane Cove (A)	60-64		M	4
Lane Cove (A)	60-64	Contributing family workers	F	3
Lane Cove (A)	60-64	Contributing family workers	M	11
Lane Cove (A)	60-64	Employee	F	325
Lane Cove (A)	60-64	Employee	M	251
Lane Cove (A)	60-64	Owner managers of incorporated enterprises	F	53
Lane Cove (A)	60-64	Owner managers of incorporated enterprises	M	69
Lane Cove (A)	60-64	Owner managers of unincorporated enterprises	F	45
Lane Cove (A)	60-64	Owner managers of unincorporated enterprises	M	59
Lane Cove (A)	65-69		F	4
Lane Cove (A)	65-69		M	3
Lane Cove (A)	65-69	Contributing family workers	F	8
Lane Cove (A)	65-69	Contributing family workers	M	7
Lane Cove (A)	65-69	Employee	F	155
Lane Cove (A)	65-69	Employee	M	130
Lane Cove (A)	65-69	Owner managers of incorporated enterprises	F	33
Lane Cove (A)	65-69	Owner managers of incorporated enterprises	M	77
Lane Cove (A)	65-69	Owner managers of unincorporated enterprises	F	26
Lane Cove (A)	65-69	Owner managers of unincorporated enterprises	M	38
Lane Cove (A)	70-74	Contributing family workers	F	3
Lane Cove (A)	70-74	Contributing family workers	M	12
Lane Cove (A)	70-74	Employee	F	42
Lane Cove (A)	70-74	Employee	M	48
Lane Cove (A)	70-74	Owner managers of incorporated enterprises	F	17
Lane Cove (A)	70-74	Owner managers of incorporated enterprises	M	36
Lane Cove (A)	70-74	Owner managers of unincorporated enterprises	F	13
Lane Cove (A)	70-74	Owner managers of unincorporated enterprises	M	25
Lane Cove (A)	75+		F	3
Lane Cove (A)	75+		M	3
Lane Cove (A)	75+	Contributing family workers	F	3
Lane Cove (A)	75+	Contributing family workers	M	8
Lane Cove (A)	75+	Employee	F	24
Lane Cove (A)	75+	Employee	M	23
Lane Cove (A)	75+	Owner managers of incorporated enterprises	F	3
Lane Cove (A)	75+	Owner managers of incorporated enterprises	M	27
Lane Cove (A)	75+	Owner managers of unincorporated enterprises	F	12
Lane Cove (A)	75+	Owner managers of unincorporated enterprises	M	13
Leeton (A)	15-19		F	3
Leeton (A)	15-19	Contributing family workers	M	3
Leeton (A)	15-19	Employee	F	118
Leeton (A)	15-19	Employee	M	123
Leeton (A)	20-24		M	3
Leeton (A)	20-24	Contributing family workers	M	3
Leeton (A)	20-24	Employee	F	176
Leeton (A)	20-24	Employee	M	199
Leeton (A)	20-24	Owner managers of unincorporated enterprises	F	5
Leeton (A)	20-24	Owner managers of unincorporated enterprises	M	10
Leeton (A)	25-29		M	3
Leeton (A)	25-29	Contributing family workers	F	3
Leeton (A)	25-29	Employee	F	176
Leeton (A)	25-29	Employee	M	229
Leeton (A)	25-29	Owner managers of incorporated enterprises	M	8
Leeton (A)	25-29	Owner managers of unincorporated enterprises	F	9
Leeton (A)	25-29	Owner managers of unincorporated enterprises	M	16
Leeton (A)	30-34	Contributing family workers	M	7
Leeton (A)	30-34	Employee	F	176
Leeton (A)	30-34	Employee	M	187
Leeton (A)	30-34	Owner managers of incorporated enterprises	F	4
Leeton (A)	30-34	Owner managers of incorporated enterprises	M	9
Leeton (A)	30-34	Owner managers of unincorporated enterprises	F	12
Leeton (A)	30-34	Owner managers of unincorporated enterprises	M	15
Leeton (A)	35-39		F	3
Leeton (A)	35-39		M	3
Leeton (A)	35-39	Contributing family workers	F	7
Leeton (A)	35-39	Contributing family workers	M	3
Leeton (A)	35-39	Employee	F	155
Leeton (A)	35-39	Employee	M	158
Leeton (A)	35-39	Owner managers of incorporated enterprises	F	3
Leeton (A)	35-39	Owner managers of incorporated enterprises	M	12
Leeton (A)	35-39	Owner managers of unincorporated enterprises	F	9
Leeton (A)	35-39	Owner managers of unincorporated enterprises	M	13
Leeton (A)	40-44		F	3
Leeton (A)	40-44		M	3
Leeton (A)	40-44	Contributing family workers	F	3
Leeton (A)	40-44	Contributing family workers	M	5
Leeton (A)	40-44	Employee	F	198
Leeton (A)	40-44	Employee	M	211
Leeton (A)	40-44	Owner managers of incorporated enterprises	F	10
Leeton (A)	40-44	Owner managers of incorporated enterprises	M	20
Leeton (A)	40-44	Owner managers of unincorporated enterprises	F	19
Leeton (A)	40-44	Owner managers of unincorporated enterprises	M	14
Leeton (A)	45-49		F	7
Leeton (A)	45-49	Contributing family workers	F	14
Leeton (A)	45-49	Contributing family workers	M	10
Leeton (A)	45-49	Employee	F	209
Leeton (A)	45-49	Employee	M	213
Leeton (A)	45-49	Owner managers of incorporated enterprises	F	8
Leeton (A)	45-49	Owner managers of incorporated enterprises	M	31
Leeton (A)	45-49	Owner managers of unincorporated enterprises	F	18
Leeton (A)	45-49	Owner managers of unincorporated enterprises	M	34
Leeton (A)	50-54		M	9
Leeton (A)	50-54	Contributing family workers	F	5
Leeton (A)	50-54	Contributing family workers	M	13
Leeton (A)	50-54	Employee	F	212
Leeton (A)	50-54	Employee	M	217
Leeton (A)	50-54	Owner managers of incorporated enterprises	F	10
Leeton (A)	50-54	Owner managers of incorporated enterprises	M	25
Leeton (A)	50-54	Owner managers of unincorporated enterprises	F	18
Leeton (A)	50-54	Owner managers of unincorporated enterprises	M	41
Leeton (A)	55-59		F	7
Leeton (A)	55-59		M	3
Leeton (A)	55-59	Contributing family workers	F	5
Leeton (A)	55-59	Contributing family workers	M	13
Leeton (A)	55-59	Employee	F	204
Leeton (A)	55-59	Employee	M	205
Leeton (A)	55-59	Owner managers of incorporated enterprises	F	10
Leeton (A)	55-59	Owner managers of incorporated enterprises	M	26
Leeton (A)	55-59	Owner managers of unincorporated enterprises	F	28
Leeton (A)	55-59	Owner managers of unincorporated enterprises	M	34
Leeton (A)	60-64		M	4
Leeton (A)	60-64	Contributing family workers	F	6
Leeton (A)	60-64	Contributing family workers	M	13
Leeton (A)	60-64	Employee	F	111
Leeton (A)	60-64	Employee	M	142
Leeton (A)	60-64	Owner managers of incorporated enterprises	F	5
Leeton (A)	60-64	Owner managers of incorporated enterprises	M	19
Leeton (A)	60-64	Owner managers of unincorporated enterprises	F	7
Leeton (A)	60-64	Owner managers of unincorporated enterprises	M	37
Leeton (A)	65-69		M	4
Leeton (A)	65-69	Contributing family workers	F	5
Leeton (A)	65-69	Contributing family workers	M	4
Leeton (A)	65-69	Employee	F	41
