LGA_NAME16	CountryOfBirth	EmploymentStatus	workers
Newcastle (C)	ZAF	Owner managers of unincorporated enterprises	33
Newcastle (C)	ZAF	Status in employment not stated	4
Newcastle (C)	KOR	Contributing family workers	3
Newcastle (C)	KOR	Employee	169
Newcastle (C)	KOR	Owner managers of incorporated enterprises	26
Newcastle (C)	KOR	Owner managers of unincorporated enterprises	10
Newcastle (C)	KOR	Status in employment not stated	4
Newcastle (C)	LKA	Employee	127
Newcastle (C)	LKA	Owner managers of incorporated enterprises	5
Newcastle (C)	LKA	Owner managers of unincorporated enterprises	3
Newcastle (C)	THA	Employee	139
Newcastle (C)	THA	Owner managers of unincorporated enterprises	15
Newcastle (C)	THA	Status in employment not stated	3
Newcastle (C)	TUR	Employee	15
Newcastle (C)	TUR	Owner managers of incorporated enterprises	5
Newcastle (C)	TUR	Owner managers of unincorporated enterprises	3
Newcastle (C)	GBR	Contributing family workers	17
Newcastle (C)	GBR	Employee	2630
Newcastle (C)	GBR	Owner managers of incorporated enterprises	163
Newcastle (C)	GBR	Owner managers of unincorporated enterprises	179
Newcastle (C)	GBR	Status in employment not stated	10
Newcastle (C)	USA	Contributing family workers	3
Newcastle (C)	USA	Employee	342
Newcastle (C)	USA	Owner managers of incorporated enterprises	14
Newcastle (C)	USA	Owner managers of unincorporated enterprises	27
Newcastle (C)	VNM	Contributing family workers	7
Newcastle (C)	VNM	Employee	137
Newcastle (C)	VNM	Owner managers of incorporated enterprises	13
Newcastle (C)	VNM	Owner managers of unincorporated enterprises	32
Newcastle (C)	VNM	Status in employment not stated	6
Newcastle (C)	ZWE	Contributing family workers	3
Newcastle (C)	ZWE	Employee	126
Newcastle (C)	ZWE	Owner managers of incorporated enterprises	5
Newcastle (C)	ZWE	Owner managers of unincorporated enterprises	3
North Sydney (A)		Contributing family workers	54
North Sydney (A)		Employee	6006
North Sydney (A)		Owner managers of incorporated enterprises	346
North Sydney (A)		Owner managers of unincorporated enterprises	256
North Sydney (A)		Status in employment not stated	80
North Sydney (A)	AUS	Contributing family workers	264
North Sydney (A)	AUS	Employee	31402
North Sydney (A)	AUS	Owner managers of incorporated enterprises	2958
North Sydney (A)	AUS	Owner managers of unincorporated enterprises	1550
North Sydney (A)	AUS	Status in employment not stated	204
North Sydney (A)	CAN	Employee	338
North Sydney (A)	CAN	Owner managers of incorporated enterprises	35
North Sydney (A)	CAN	Owner managers of unincorporated enterprises	22
North Sydney (A)	CHN	Contributing family workers	52
North Sydney (A)	CHN	Employee	2765
North Sydney (A)	CHN	Owner managers of incorporated enterprises	225
North Sydney (A)	CHN	Owner managers of unincorporated enterprises	113
North Sydney (A)	CHN	Status in employment not stated	13
North Sydney (A)	HRV	Employee	92
North Sydney (A)	HRV	Owner managers of incorporated enterprises	3
North Sydney (A)	HRV	Owner managers of unincorporated enterprises	6
North Sydney (A)	EGY	Employee	148
North Sydney (A)	EGY	Owner managers of incorporated enterprises	17
North Sydney (A)	EGY	Owner managers of unincorporated enterprises	10
North Sydney (A)	FJI	Employee	317
North Sydney (A)	FJI	Owner managers of incorporated enterprises	7
North Sydney (A)	FJI	Owner managers of unincorporated enterprises	3
North Sydney (A)	FJI	Status in employment not stated	4
North Sydney (A)	MKD	Employee	65
North Sydney (A)	MKD	Owner managers of incorporated enterprises	4
North Sydney (A)	MKD	Owner managers of unincorporated enterprises	3
North Sydney (A)	DEU	Contributing family workers	4
North Sydney (A)	DEU	Employee	343
North Sydney (A)	DEU	Owner managers of incorporated enterprises	36
North Sydney (A)	DEU	Owner managers of unincorporated enterprises	15
North Sydney (A)	GRC	Employee	76
North Sydney (A)	GRC	Owner managers of incorporated enterprises	8
North Sydney (A)	GRC	Owner managers of unincorporated enterprises	12
North Sydney (A)	GRC	Status in employment not stated	6
North Sydney (A)	HKG	Contributing family workers	7
North Sydney (A)	HKG	Employee	948
North Sydney (A)	HKG	Owner managers of incorporated enterprises	52
North Sydney (A)	HKG	Owner managers of unincorporated enterprises	32
North Sydney (A)	HKG	Status in employment not stated	13
North Sydney (A)	IND	Contributing family workers	5
North Sydney (A)	IND	Employee	4069
North Sydney (A)	IND	Owner managers of incorporated enterprises	108
North Sydney (A)	IND	Owner managers of unincorporated enterprises	49
North Sydney (A)	IND	Status in employment not stated	14
North Sydney (A)	IDN	Contributing family workers	3
North Sydney (A)	IDN	Employee	688
North Sydney (A)	IDN	Owner managers of incorporated enterprises	19
North Sydney (A)	IDN	Owner managers of unincorporated enterprises	16
North Sydney (A)	IDN	Status in employment not stated	6
North Sydney (A)	IRN	Contributing family workers	7
North Sydney (A)	IRN	Employee	393
North Sydney (A)	IRN	Owner managers of incorporated enterprises	36
North Sydney (A)	IRN	Owner managers of unincorporated enterprises	23
North Sydney (A)	IRQ	Employee	78
North Sydney (A)	IRQ	Owner managers of incorporated enterprises	5
North Sydney (A)	IRQ	Owner managers of unincorporated enterprises	6
North Sydney (A)	IRL	Contributing family workers	4
North Sydney (A)	IRL	Employee	616
North Sydney (A)	IRL	Owner managers of incorporated enterprises	32
North Sydney (A)	IRL	Owner managers of unincorporated enterprises	12
North Sydney (A)	ITA	Contributing family workers	6
North Sydney (A)	ITA	Employee	281
North Sydney (A)	ITA	Owner managers of incorporated enterprises	36
North Sydney (A)	ITA	Owner managers of unincorporated enterprises	27
North Sydney (A)	ITA	Status in employment not stated	10
North Sydney (A)	JPN	Contributing family workers	7
North Sydney (A)	JPN	Employee	416
North Sydney (A)	JPN	Owner managers of incorporated enterprises	56
North Sydney (A)	JPN	Owner managers of unincorporated enterprises	29
North Sydney (A)	JPN	Status in employment not stated	7
North Sydney (A)	LBN	Contributing family workers	3
North Sydney (A)	LBN	Employee	182
North Sydney (A)	LBN	Owner managers of incorporated enterprises	22
North Sydney (A)	LBN	Owner managers of unincorporated enterprises	25
North Sydney (A)	LBN	Status in employment not stated	3
North Sydney (A)	MYS	Contributing family workers	3
North Sydney (A)	MYS	Employee	659
North Sydney (A)	MYS	Owner managers of incorporated enterprises	38
North Sydney (A)	MYS	Owner managers of unincorporated enterprises	29
North Sydney (A)	MYS	Status in employment not stated	3
North Sydney (A)	MLT	Employee	24
North Sydney (A)	MLT	Owner managers of incorporated enterprises	4
North Sydney (A)	NLD	Employee	152
North Sydney (A)	NLD	Owner managers of incorporated enterprises	19
North Sydney (A)	NLD	Owner managers of unincorporated enterprises	10
North Sydney (A)	NZL	Contributing family workers	11
North Sydney (A)	NZL	Employee	1838
North Sydney (A)	NZL	Owner managers of incorporated enterprises	187
North Sydney (A)	NZL	Owner managers of unincorporated enterprises	90
North Sydney (A)	NZL	Status in employment not stated	11
North Sydney (A)	PAK	Contributing family workers	3
North Sydney (A)	PAK	Employee	343
North Sydney (A)	PAK	Owner managers of incorporated enterprises	11
North Sydney (A)	PAK	Owner managers of unincorporated enterprises	4
North Sydney (A)	PAK	Status in employment not stated	3
North Sydney (A)	PHL	Contributing family workers	3
North Sydney (A)	PHL	Employee	1469
North Sydney (A)	PHL	Owner managers of incorporated enterprises	19
North Sydney (A)	PHL	Owner managers of unincorporated enterprises	16
North Sydney (A)	PHL	Status in employment not stated	7
North Sydney (A)	POL	Contributing family workers	7
North Sydney (A)	POL	Employee	210
North Sydney (A)	POL	Owner managers of incorporated enterprises	11
North Sydney (A)	POL	Owner managers of unincorporated enterprises	22
North Sydney (A)	POL	Status in employment not stated	3
North Sydney (A)	SGP	Employee	249
North Sydney (A)	SGP	Owner managers of incorporated enterprises	27
North Sydney (A)	SGP	Owner managers of unincorporated enterprises	17
North Sydney (A)	SGP	Status in employment not stated	3
North Sydney (A)	ZAF	Contributing family workers	6
North Sydney (A)	ZAF	Employee	1110
North Sydney (A)	ZAF	Owner managers of incorporated enterprises	124
North Sydney (A)	ZAF	Owner managers of unincorporated enterprises	65
North Sydney (A)	ZAF	Status in employment not stated	8
North Sydney (A)	KOR	Contributing family workers	24
North Sydney (A)	KOR	Employee	618
North Sydney (A)	KOR	Owner managers of incorporated enterprises	67
North Sydney (A)	KOR	Owner managers of unincorporated enterprises	51
North Sydney (A)	KOR	Status in employment not stated	8
North Sydney (A)	LKA	Employee	522
North Sydney (A)	LKA	Owner managers of incorporated enterprises	22
North Sydney (A)	LKA	Owner managers of unincorporated enterprises	8
North Sydney (A)	LKA	Status in employment not stated	4
North Sydney (A)	THA	Contributing family workers	5
North Sydney (A)	THA	Employee	606
North Sydney (A)	THA	Owner managers of incorporated enterprises	25
North Sydney (A)	THA	Owner managers of unincorporated enterprises	23
North Sydney (A)	THA	Status in employment not stated	6
North Sydney (A)	TUR	Employee	95
North Sydney (A)	TUR	Owner managers of incorporated enterprises	12
North Sydney (A)	TUR	Owner managers of unincorporated enterprises	12
North Sydney (A)	GBR	Contributing family workers	29
North Sydney (A)	GBR	Employee	4713
North Sydney (A)	GBR	Owner managers of incorporated enterprises	522
North Sydney (A)	GBR	Owner managers of unincorporated enterprises	232
North Sydney (A)	GBR	Status in employment not stated	27
North Sydney (A)	USA	Contributing family workers	3
North Sydney (A)	USA	Employee	671
North Sydney (A)	USA	Owner managers of incorporated enterprises	52
North Sydney (A)	USA	Owner managers of unincorporated enterprises	44
North Sydney (A)	USA	Status in employment not stated	8
North Sydney (A)	VNM	Contributing family workers	10
North Sydney (A)	VNM	Employee	599
North Sydney (A)	VNM	Owner managers of incorporated enterprises	31
North Sydney (A)	VNM	Owner managers of unincorporated enterprises	32
North Sydney (A)	VNM	Status in employment not stated	8
North Sydney (A)	ZWE	Employee	105
North Sydney (A)	ZWE	Owner managers of incorporated enterprises	14
North Sydney (A)	ZWE	Owner managers of unincorporated enterprises	6
Northern Beaches (A)		Contributing family workers	113
Northern Beaches (A)		Employee	6181
Northern Beaches (A)		Owner managers of incorporated enterprises	708
Northern Beaches (A)		Owner managers of unincorporated enterprises	691
Northern Beaches (A)		Status in employment not stated	121
Northern Beaches (A)	AUS	Contributing family workers	857
Northern Beaches (A)	AUS	Employee	40762
Northern Beaches (A)	AUS	Owner managers of incorporated enterprises	6976
Northern Beaches (A)	AUS	Owner managers of unincorporated enterprises	5596
Northern Beaches (A)	AUS	Status in employment not stated	397
Northern Beaches (A)	CAN	Contributing family workers	7
Northern Beaches (A)	CAN	Employee	308
Northern Beaches (A)	CAN	Owner managers of incorporated enterprises	77
Northern Beaches (A)	CAN	Owner managers of unincorporated enterprises	47
Northern Beaches (A)	CAN	Status in employment not stated	3
Northern Beaches (A)	CHN	Contributing family workers	59
Northern Beaches (A)	CHN	Employee	1699
Northern Beaches (A)	CHN	Owner managers of incorporated enterprises	211
Northern Beaches (A)	CHN	Owner managers of unincorporated enterprises	215
Northern Beaches (A)	CHN	Status in employment not stated	20
Northern Beaches (A)	HRV	Contributing family workers	5
Northern Beaches (A)	HRV	Employee	163
Northern Beaches (A)	HRV	Owner managers of incorporated enterprises	13
Northern Beaches (A)	HRV	Owner managers of unincorporated enterprises	21
Northern Beaches (A)	EGY	Contributing family workers	4
Northern Beaches (A)	EGY	Employee	87
Northern Beaches (A)	EGY	Owner managers of incorporated enterprises	27
Northern Beaches (A)	EGY	Owner managers of unincorporated enterprises	14
Northern Beaches (A)	EGY	Status in employment not stated	4
Northern Beaches (A)	FJI	Employee	154
Northern Beaches (A)	FJI	Owner managers of incorporated enterprises	9
Northern Beaches (A)	FJI	Owner managers of unincorporated enterprises	10
Northern Beaches (A)	MKD	Employee	38
Northern Beaches (A)	MKD	Owner managers of incorporated enterprises	4
Northern Beaches (A)	DEU	Contributing family workers	16
Northern Beaches (A)	DEU	Employee	399
Northern Beaches (A)	DEU	Owner managers of incorporated enterprises	112
Northern Beaches (A)	DEU	Owner managers of unincorporated enterprises	98
Northern Beaches (A)	GRC	Contributing family workers	3
Northern Beaches (A)	GRC	Employee	50
Northern Beaches (A)	GRC	Owner managers of incorporated enterprises	14
Northern Beaches (A)	GRC	Owner managers of unincorporated enterprises	11
Northern Beaches (A)	HKG	Contributing family workers	6
Northern Beaches (A)	HKG	Employee	371
Northern Beaches (A)	HKG	Owner managers of incorporated enterprises	48
Northern Beaches (A)	HKG	Owner managers of unincorporated enterprises	50
Northern Beaches (A)	IND	Contributing family workers	13
Northern Beaches (A)	IND	Employee	1462
Northern Beaches (A)	IND	Owner managers of incorporated enterprises	102
Northern Beaches (A)	IND	Owner managers of unincorporated enterprises	98
Northern Beaches (A)	IND	Status in employment not stated	8
Northern Beaches (A)	IDN	Contributing family workers	4
Northern Beaches (A)	IDN	Employee	359
Northern Beaches (A)	IDN	Owner managers of incorporated enterprises	11
Northern Beaches (A)	IDN	Owner managers of unincorporated enterprises	26
Northern Beaches (A)	IRN	Contributing family workers	7
Northern Beaches (A)	IRN	Employee	310
Northern Beaches (A)	IRN	Owner managers of incorporated enterprises	51
Northern Beaches (A)	IRN	Owner managers of unincorporated enterprises	56
Northern Beaches (A)	IRN	Status in employment not stated	3
Northern Beaches (A)	IRQ	Employee	50
Northern Beaches (A)	IRQ	Owner managers of incorporated enterprises	6
Northern Beaches (A)	IRQ	Owner managers of unincorporated enterprises	9
Northern Beaches (A)	IRL	Contributing family workers	8
Northern Beaches (A)	IRL	Employee	384
Northern Beaches (A)	IRL	Owner managers of incorporated enterprises	81
Northern Beaches (A)	IRL	Owner managers of unincorporated enterprises	54
Northern Beaches (A)	IRL	Status in employment not stated	3
Northern Beaches (A)	ITA	Contributing family workers	16
Northern Beaches (A)	ITA	Employee	461
Northern Beaches (A)	ITA	Owner managers of incorporated enterprises	82
Northern Beaches (A)	ITA	Owner managers of unincorporated enterprises	61
Northern Beaches (A)	ITA	Status in employment not stated	11
Northern Beaches (A)	JPN	Contributing family workers	5
Northern Beaches (A)	JPN	Employee	311
Northern Beaches (A)	JPN	Owner managers of incorporated enterprises	35
Northern Beaches (A)	JPN	Owner managers of unincorporated enterprises	49
Northern Beaches (A)	JPN	Status in employment not stated	3
Northern Beaches (A)	LBN	Employee	87
Northern Beaches (A)	LBN	Owner managers of incorporated enterprises	30
Northern Beaches (A)	LBN	Owner managers of unincorporated enterprises	30
Northern Beaches (A)	LBN	Status in employment not stated	3
Northern Beaches (A)	MYS	Contributing family workers	11
Northern Beaches (A)	MYS	Employee	282
Northern Beaches (A)	MYS	Owner managers of incorporated enterprises	40
Northern Beaches (A)	MYS	Owner managers of unincorporated enterprises	31
Northern Beaches (A)	MYS	Status in employment not stated	3
Northern Beaches (A)	MLT	Employee	22
Northern Beaches (A)	MLT	Owner managers of incorporated enterprises	6
Northern Beaches (A)	MLT	Owner managers of unincorporated enterprises	7
Northern Beaches (A)	NLD	Contributing family workers	10
Northern Beaches (A)	NLD	Employee	194
Northern Beaches (A)	NLD	Owner managers of incorporated enterprises	47
Northern Beaches (A)	NLD	Owner managers of unincorporated enterprises	43
Northern Beaches (A)	NLD	Status in employment not stated	3
Northern Beaches (A)	NZL	Contributing family workers	31
Northern Beaches (A)	NZL	Employee	2046
Northern Beaches (A)	NZL	Owner managers of incorporated enterprises	399
Northern Beaches (A)	NZL	Owner managers of unincorporated enterprises	335
Northern Beaches (A)	NZL	Status in employment not stated	23
Northern Beaches (A)	PAK	Employee	118
Northern Beaches (A)	PAK	Owner managers of incorporated enterprises	8
Northern Beaches (A)	PAK	Owner managers of unincorporated enterprises	4
Northern Beaches (A)	PHL	Contributing family workers	5
Northern Beaches (A)	PHL	Employee	1145
Northern Beaches (A)	PHL	Owner managers of incorporated enterprises	19
Northern Beaches (A)	PHL	Owner managers of unincorporated enterprises	28
Northern Beaches (A)	PHL	Status in employment not stated	11
Northern Beaches (A)	POL	Contributing family workers	4
Northern Beaches (A)	POL	Employee	150
Northern Beaches (A)	POL	Owner managers of incorporated enterprises	29
Northern Beaches (A)	POL	Owner managers of unincorporated enterprises	33
Northern Beaches (A)	SGP	Employee	135
Northern Beaches (A)	SGP	Owner managers of incorporated enterprises	21
Northern Beaches (A)	SGP	Owner managers of unincorporated enterprises	20
Northern Beaches (A)	ZAF	Contributing family workers	29
Northern Beaches (A)	ZAF	Employee	1006
Northern Beaches (A)	ZAF	Owner managers of incorporated enterprises	254
Northern Beaches (A)	ZAF	Owner managers of unincorporated enterprises	166
Northern Beaches (A)	ZAF	Status in employment not stated	3
Northern Beaches (A)	KOR	Contributing family workers	21
