LGA_NAME16	Occupation	OccupationSubtype	Sex	workers
Hawkesbury (C)	Sales workers	Sales assistants and salespersons	F	997
Hawkesbury (C)	Sales workers	Sales assistants and salespersons	M	561
Hawkesbury (C)	Sales workers	Sales representatives and agents	F	172
Hawkesbury (C)	Sales workers	Sales representatives and agents	M	154
Hawkesbury (C)	Sales workers	Sales support workers	F	242
Hawkesbury (C)	Sales workers	Sales support workers	M	47
Hawkesbury (C)	Sales workers	Sales workers nfd	F	3
Hawkesbury (C)	Technicians and trades workers	Automotive and engineering trades workers	F	24
Hawkesbury (C)	Technicians and trades workers	Automotive and engineering trades workers	M	1351
Hawkesbury (C)	Technicians and trades workers	Construction trades workers	F	14
Hawkesbury (C)	Technicians and trades workers	Construction trades workers	M	878
Hawkesbury (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	5
Hawkesbury (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	414
Hawkesbury (C)	Technicians and trades workers	Engineering ICT and science technicians	F	111
Hawkesbury (C)	Technicians and trades workers	Engineering ICT and science technicians	M	255
Hawkesbury (C)	Technicians and trades workers	Food trades workers	F	123
Hawkesbury (C)	Technicians and trades workers	Food trades workers	M	220
Hawkesbury (C)	Technicians and trades workers	Other technicians and trades workers	F	214
Hawkesbury (C)	Technicians and trades workers	Other technicians and trades workers	M	330
Hawkesbury (C)	Technicians and trades workers	Skilled animal and horticultural workers	F	161
Hawkesbury (C)	Technicians and trades workers	Skilled animal and horticultural workers	M	235
Hawkesbury (C)	Technicians and trades workers	Technicians and trades workers nfd	M	49
Hay (A)			F	6
Hay (A)			M	19
Hay (A)	Clerical and administrative workers	Clerical and office support workers	F	3
Hay (A)	Clerical and administrative workers	Clerical and office support workers	M	3
Hay (A)	Clerical and administrative workers	General clerical workers	F	27
Hay (A)	Clerical and administrative workers	General clerical workers	M	4
Hay (A)	Clerical and administrative workers	Inquiry clerks and receptionists	F	13
Hay (A)	Clerical and administrative workers	Numerical clerks	F	32
Hay (A)	Clerical and administrative workers	Office managers and program administrators	F	20
Hay (A)	Clerical and administrative workers	Office managers and program administrators	M	3
Hay (A)	Clerical and administrative workers	Other clerical and administrative workers	F	5
Hay (A)	Clerical and administrative workers	Personal assistants and secretaries	F	12
Hay (A)	Community and personal service workers	Carers and aides	F	45
Hay (A)	Community and personal service workers	Carers and aides	M	4
Hay (A)	Community and personal service workers	Health and welfare support workers	F	15
Hay (A)	Community and personal service workers	Health and welfare support workers	M	3
Hay (A)	Community and personal service workers	Hospitality workers	F	28
Hay (A)	Community and personal service workers	Hospitality workers	M	11
Hay (A)	Community and personal service workers	Protective service workers	F	3
Hay (A)	Community and personal service workers	Protective service workers	M	5
Hay (A)	Community and personal service workers	Sports and personal service workers	F	6
Hay (A)	Labourers	Cleaners and laundry workers	F	47
Hay (A)	Labourers	Cleaners and laundry workers	M	8
Hay (A)	Labourers	Construction and mining labourers	F	3
Hay (A)	Labourers	Construction and mining labourers	M	26
Hay (A)	Labourers	Factory process workers	F	7
Hay (A)	Labourers	Factory process workers	M	5
Hay (A)	Labourers	Farm forestry and garden workers	F	19
Hay (A)	Labourers	Farm forestry and garden workers	M	45
Hay (A)	Labourers	Food preparation assistants	F	17
Hay (A)	Labourers	Food preparation assistants	M	4
Hay (A)	Labourers	Labourers nfd	M	6
Hay (A)	Labourers	Other labourers	F	5
Hay (A)	Labourers	Other labourers	M	16
Hay (A)	Machinery operators and drivers	Machine and stationary plant operators	F	3
Hay (A)	Machinery operators and drivers	Machine and stationary plant operators	M	26
Hay (A)	Machinery operators and drivers	Machinery operators and drivers nfd	M	3
Hay (A)	Machinery operators and drivers	Mobile plant operators	M	53
Hay (A)	Machinery operators and drivers	Road and rail drivers	F	3
Hay (A)	Machinery operators and drivers	Road and rail drivers	M	39
Hay (A)	Machinery operators and drivers	Storepersons	M	4
Hay (A)	Managers	Chief executives general managers and legislators	F	5
Hay (A)	Managers	Chief executives general managers and legislators	M	4
Hay (A)	Managers	Farmers and farm managers	F	46
Hay (A)	Managers	Farmers and farm managers	M	110
Hay (A)	Managers	Hospitality retail and service managers	F	24
Hay (A)	Managers	Hospitality retail and service managers	M	30
Hay (A)	Managers	Managers nfd	M	4
Hay (A)	Managers	Specialist managers	F	11
Hay (A)	Managers	Specialist managers	M	30
Hay (A)	Professionals	Arts and media professionals	F	3
Hay (A)	Professionals	Arts and media professionals	M	3
Hay (A)	Professionals	Business human resource and marketing professionals	F	3
Hay (A)	Professionals	Business human resource and marketing professionals	M	8
Hay (A)	Professionals	Design engineering science and transport professionals	M	9
Hay (A)	Professionals	Education professionals	F	56
Hay (A)	Professionals	Education professionals	M	5
Hay (A)	Professionals	Health professionals	F	14
Hay (A)	Professionals	Health professionals	M	8
Hay (A)	Professionals	Information and Communication Technology ICT professionals	M	3
Hay (A)	Professionals	Legal social and welfare professionals	M	3
Hay (A)	Sales workers	Sales assistants and salespersons	F	51
Hay (A)	Sales workers	Sales assistants and salespersons	M	17
Hay (A)	Sales workers	Sales representatives and agents	F	8
Hay (A)	Sales workers	Sales representatives and agents	M	16
Hay (A)	Sales workers	Sales support workers	F	14
Hay (A)	Sales workers	Sales support workers	M	4
Hay (A)	Technicians and trades workers	Automotive and engineering trades workers	M	46
Hay (A)	Technicians and trades workers	Construction trades workers	M	20
Hay (A)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	21
Hay (A)	Technicians and trades workers	Engineering ICT and science technicians	F	3
Hay (A)	Technicians and trades workers	Engineering ICT and science technicians	M	4
Hay (A)	Technicians and trades workers	Food trades workers	F	16
Hay (A)	Technicians and trades workers	Food trades workers	M	15
Hay (A)	Technicians and trades workers	Other technicians and trades workers	F	13
Hay (A)	Technicians and trades workers	Other technicians and trades workers	M	3
Hay (A)	Technicians and trades workers	Skilled animal and horticultural workers	F	3
Hay (A)	Technicians and trades workers	Skilled animal and horticultural workers	M	41
Hilltops (A)			F	37
Hilltops (A)			M	53
Hilltops (A)	Clerical and administrative workers	Clerical and office support workers	F	23
Hilltops (A)	Clerical and administrative workers	Clerical and office support workers	M	26
Hilltops (A)	Clerical and administrative workers	General clerical workers	F	156
Hilltops (A)	Clerical and administrative workers	General clerical workers	M	12
Hilltops (A)	Clerical and administrative workers	Inquiry clerks and receptionists	F	86
Hilltops (A)	Clerical and administrative workers	Inquiry clerks and receptionists	M	5
Hilltops (A)	Clerical and administrative workers	Numerical clerks	F	152
Hilltops (A)	Clerical and administrative workers	Numerical clerks	M	20
Hilltops (A)	Clerical and administrative workers	Office managers and program administrators	F	110
Hilltops (A)	Clerical and administrative workers	Office managers and program administrators	M	19
Hilltops (A)	Clerical and administrative workers	Other clerical and administrative workers	F	39
Hilltops (A)	Clerical and administrative workers	Other clerical and administrative workers	M	38
Hilltops (A)	Clerical and administrative workers	Personal assistants and secretaries	F	55
Hilltops (A)	Community and personal service workers	Carers and aides	F	308
Hilltops (A)	Community and personal service workers	Carers and aides	M	24
Hilltops (A)	Community and personal service workers	Health and welfare support workers	F	65
Hilltops (A)	Community and personal service workers	Health and welfare support workers	M	25
Hilltops (A)	Community and personal service workers	Hospitality workers	F	112
Hilltops (A)	Community and personal service workers	Hospitality workers	M	26
Hilltops (A)	Community and personal service workers	Protective service workers	F	7
Hilltops (A)	Community and personal service workers	Protective service workers	M	33
Hilltops (A)	Community and personal service workers	Sports and personal service workers	F	53
Hilltops (A)	Community and personal service workers	Sports and personal service workers	M	14
Hilltops (A)	Labourers	Cleaners and laundry workers	F	125
Hilltops (A)	Labourers	Cleaners and laundry workers	M	78
Hilltops (A)	Labourers	Construction and mining labourers	M	92
Hilltops (A)	Labourers	Factory process workers	F	26
Hilltops (A)	Labourers	Factory process workers	M	87
Hilltops (A)	Labourers	Farm forestry and garden workers	F	95
Hilltops (A)	Labourers	Farm forestry and garden workers	M	301
Hilltops (A)	Labourers	Food preparation assistants	F	63
Hilltops (A)	Labourers	Food preparation assistants	M	30
Hilltops (A)	Labourers	Labourers nfd	F	8
Hilltops (A)	Labourers	Labourers nfd	M	28
Hilltops (A)	Labourers	Other labourers	F	34
Hilltops (A)	Labourers	Other labourers	M	95
Hilltops (A)	Machinery operators and drivers	Machine and stationary plant operators	F	9
Hilltops (A)	Machinery operators and drivers	Machine and stationary plant operators	M	57
Hilltops (A)	Machinery operators and drivers	Machinery operators and drivers nfd	M	13
Hilltops (A)	Machinery operators and drivers	Mobile plant operators	F	4
Hilltops (A)	Machinery operators and drivers	Mobile plant operators	M	85
Hilltops (A)	Machinery operators and drivers	Road and rail drivers	F	14
Hilltops (A)	Machinery operators and drivers	Road and rail drivers	M	200
Hilltops (A)	Machinery operators and drivers	Storepersons	F	3
Hilltops (A)	Machinery operators and drivers	Storepersons	M	24
Hilltops (A)	Managers	Chief executives general managers and legislators	F	11
Hilltops (A)	Managers	Chief executives general managers and legislators	M	36
Hilltops (A)	Managers	Farmers and farm managers	F	253
Hilltops (A)	Managers	Farmers and farm managers	M	665
Hilltops (A)	Managers	Hospitality retail and service managers	F	157
Hilltops (A)	Managers	Hospitality retail and service managers	M	143
Hilltops (A)	Managers	Managers nfd	F	3
Hilltops (A)	Managers	Managers nfd	M	12
Hilltops (A)	Managers	Specialist managers	F	100
Hilltops (A)	Managers	Specialist managers	M	161
Hilltops (A)	Professionals	Arts and media professionals	F	13
Hilltops (A)	Professionals	Arts and media professionals	M	7
Hilltops (A)	Professionals	Business human resource and marketing professionals	F	79
Hilltops (A)	Professionals	Business human resource and marketing professionals	M	54
Hilltops (A)	Professionals	Design engineering science and transport professionals	F	26
Hilltops (A)	Professionals	Design engineering science and transport professionals	M	50
Hilltops (A)	Professionals	Education professionals	F	257
Hilltops (A)	Professionals	Education professionals	M	82
Hilltops (A)	Professionals	Health professionals	F	204
Hilltops (A)	Professionals	Health professionals	M	36
Hilltops (A)	Professionals	Information and Communication Technology ICT professionals	M	6
Hilltops (A)	Professionals	Legal social and welfare professionals	F	38
Hilltops (A)	Professionals	Legal social and welfare professionals	M	13
Hilltops (A)	Professionals	Professionals nfd	M	3
Hilltops (A)	Sales workers	Sales assistants and salespersons	F	342
Hilltops (A)	Sales workers	Sales assistants and salespersons	M	168
Hilltops (A)	Sales workers	Sales representatives and agents	F	31
Hilltops (A)	Sales workers	Sales representatives and agents	M	44
Hilltops (A)	Sales workers	Sales support workers	F	63
Hilltops (A)	Sales workers	Sales support workers	M	20
Hilltops (A)	Technicians and trades workers	Automotive and engineering trades workers	F	12
Hilltops (A)	Technicians and trades workers	Automotive and engineering trades workers	M	215
