LGA_NAME16	Age	LabourForceStatus	workers
Narrandera (A)	25-29	Employed (part-time)	50
Narrandera (A)	30-34	Employed (away from work)	15
Narrandera (A)	30-34	Employed (full-time)	91
Narrandera (A)	30-34	Employed (part-time)	61
Narrandera (A)	35-39		8
Narrandera (A)	35-39	Employed (away from work)	6
Narrandera (A)	35-39	Employed (full-time)	112
Narrandera (A)	35-39	Employed (part-time)	46
Narrandera (A)	40-44		7
Narrandera (A)	40-44	Employed (away from work)	3
Narrandera (A)	40-44	Employed (full-time)	134
Narrandera (A)	40-44	Employed (part-time)	75
Narrandera (A)	45-49		8
Narrandera (A)	45-49	Employed (away from work)	5
Narrandera (A)	45-49	Employed (full-time)	145
Narrandera (A)	45-49	Employed (part-time)	57
Narrandera (A)	50-54		5
Narrandera (A)	50-54	Employed (away from work)	16
Narrandera (A)	50-54	Employed (full-time)	187
Narrandera (A)	50-54	Employed (part-time)	66
Narrandera (A)	55-59		5
Narrandera (A)	55-59	Employed (away from work)	10
Narrandera (A)	55-59	Employed (full-time)	190
Narrandera (A)	55-59	Employed (part-time)	80
Narrandera (A)	60-64		9
Narrandera (A)	60-64	Employed (away from work)	6
Narrandera (A)	60-64	Employed (full-time)	109
Narrandera (A)	60-64	Employed (part-time)	39
Narrandera (A)	65-69		3
Narrandera (A)	65-69	Employed (away from work)	15
Narrandera (A)	65-69	Employed (full-time)	63
Narrandera (A)	65-69	Employed (part-time)	36
Narrandera (A)	70-74	Employed (away from work)	3
Narrandera (A)	70-74	Employed (full-time)	18
Narrandera (A)	70-74	Employed (part-time)	12
Narrandera (A)	75+		3
Narrandera (A)	75+	Employed (full-time)	19
Narrandera (A)	75+	Employed (part-time)	24
Narromine (A)	15-19		7
Narromine (A)	15-19	Employed (full-time)	25
Narromine (A)	15-19	Employed (part-time)	57
Narromine (A)	20-24		12
Narromine (A)	20-24	Employed (away from work)	8
Narromine (A)	20-24	Employed (full-time)	99
Narromine (A)	20-24	Employed (part-time)	40
Narromine (A)	25-29		4
Narromine (A)	25-29	Employed (away from work)	8
Narromine (A)	25-29	Employed (full-time)	158
Narromine (A)	25-29	Employed (part-time)	38
Narromine (A)	30-34		3
Narromine (A)	30-34	Employed (away from work)	13
Narromine (A)	30-34	Employed (full-time)	143
Narromine (A)	30-34	Employed (part-time)	47
Narromine (A)	35-39		4
Narromine (A)	35-39	Employed (away from work)	7
Narromine (A)	35-39	Employed (full-time)	120
Narromine (A)	35-39	Employed (part-time)	57
Narromine (A)	40-44		3
Narromine (A)	40-44	Employed (away from work)	3
Narromine (A)	40-44	Employed (full-time)	170
Narromine (A)	40-44	Employed (part-time)	48
Narromine (A)	45-49		5
Narromine (A)	45-49	Employed (away from work)	3
Narromine (A)	45-49	Employed (full-time)	177
Narromine (A)	45-49	Employed (part-time)	63
Narromine (A)	50-54		4
Narromine (A)	50-54	Employed (away from work)	5
Narromine (A)	50-54	Employed (full-time)	195
Narromine (A)	50-54	Employed (part-time)	49
Narromine (A)	55-59		5
Narromine (A)	55-59	Employed (away from work)	6
Narromine (A)	55-59	Employed (full-time)	189
Narromine (A)	55-59	Employed (part-time)	65
Narromine (A)	60-64		5
Narromine (A)	60-64	Employed (away from work)	7
Narromine (A)	60-64	Employed (full-time)	148
Narromine (A)	60-64	Employed (part-time)	48
Narromine (A)	65-69		3
Narromine (A)	65-69	Employed (away from work)	11
Narromine (A)	65-69	Employed (full-time)	67
Narromine (A)	65-69	Employed (part-time)	46
Narromine (A)	70-74		7
Narromine (A)	70-74	Employed (full-time)	30
Narromine (A)	70-74	Employed (part-time)	24
Narromine (A)	75+		8
Narromine (A)	75+	Employed (away from work)	3
Narromine (A)	75+	Employed (full-time)	18
Narromine (A)	75+	Employed (part-time)	16
Newcastle (C)	15-19		119
Newcastle (C)	15-19	Employed (away from work)	174
Newcastle (C)	15-19	Employed (full-time)	928
Newcastle (C)	15-19	Employed (part-time)	3374
Newcastle (C)	20-24		218
Newcastle (C)	20-24	Employed (away from work)	309
Newcastle (C)	20-24	Employed (full-time)	4663
Newcastle (C)	20-24	Employed (part-time)	4519
Newcastle (C)	25-29		172
Newcastle (C)	25-29	Employed (away from work)	449
Newcastle (C)	25-29	Employed (full-time)	7289
Newcastle (C)	25-29	Employed (part-time)	2828
Newcastle (C)	30-34		149
Newcastle (C)	30-34	Employed (away from work)	639
Newcastle (C)	30-34	Employed (full-time)	7089
Newcastle (C)	30-34	Employed (part-time)	3014
Newcastle (C)	35-39		136
Newcastle (C)	35-39	Employed (away from work)	408
Newcastle (C)	35-39	Employed (full-time)	6684
Newcastle (C)	35-39	Employed (part-time)	3202
Newcastle (C)	40-44		141
Newcastle (C)	40-44	Employed (away from work)	289
Newcastle (C)	40-44	Employed (full-time)	7357
Newcastle (C)	40-44	Employed (part-time)	3249
Newcastle (C)	45-49		138
Newcastle (C)	45-49	Employed (away from work)	276
Newcastle (C)	45-49	Employed (full-time)	7694
Newcastle (C)	45-49	Employed (part-time)	3087
Newcastle (C)	50-54		139
Newcastle (C)	50-54	Employed (away from work)	326
Newcastle (C)	50-54	Employed (full-time)	7352
Newcastle (C)	50-54	Employed (part-time)	2930
Newcastle (C)	55-59		100
Newcastle (C)	55-59	Employed (away from work)	381
Newcastle (C)	55-59	Employed (full-time)	6323
Newcastle (C)	55-59	Employed (part-time)	2702
Newcastle (C)	60-64		75
Newcastle (C)	60-64	Employed (away from work)	256
Newcastle (C)	60-64	Employed (full-time)	3217
Newcastle (C)	60-64	Employed (part-time)	2008
Newcastle (C)	65-69		40
Newcastle (C)	65-69	Employed (away from work)	107
Newcastle (C)	65-69	Employed (full-time)	857
Newcastle (C)	65-69	Employed (part-time)	978
Newcastle (C)	70-74		25
Newcastle (C)	70-74	Employed (away from work)	34
Newcastle (C)	70-74	Employed (full-time)	172
Newcastle (C)	70-74	Employed (part-time)	376
Newcastle (C)	75+		38
Newcastle (C)	75+	Employed (away from work)	17
Newcastle (C)	75+	Employed (full-time)	74
Newcastle (C)	75+	Employed (part-time)	202
North Sydney (A)	15-19		55
North Sydney (A)	15-19	Employed (away from work)	64
North Sydney (A)	15-19	Employed (full-time)	244
North Sydney (A)	15-19	Employed (part-time)	1068
North Sydney (A)	20-24		158
North Sydney (A)	20-24	Employed (away from work)	115
North Sydney (A)	20-24	Employed (full-time)	3220
North Sydney (A)	20-24	Employed (part-time)	2302
North Sydney (A)	25-29		189
North Sydney (A)	25-29	Employed (away from work)	210
North Sydney (A)	25-29	Employed (full-time)	7852
North Sydney (A)	25-29	Employed (part-time)	1532
North Sydney (A)	30-34		171
North Sydney (A)	30-34	Employed (away from work)	508
North Sydney (A)	30-34	Employed (full-time)	9489
North Sydney (A)	30-34	Employed (part-time)	1562
North Sydney (A)	35-39		134
North Sydney (A)	35-39	Employed (away from work)	367
North Sydney (A)	35-39	Employed (full-time)	8539
North Sydney (A)	35-39	Employed (part-time)	1543
North Sydney (A)	40-44		110
North Sydney (A)	40-44	Employed (away from work)	139
North Sydney (A)	40-44	Employed (full-time)	7379
North Sydney (A)	40-44	Employed (part-time)	1455
North Sydney (A)	45-49		96
North Sydney (A)	45-49	Employed (away from work)	120
North Sydney (A)	45-49	Employed (full-time)	6206
North Sydney (A)	45-49	Employed (part-time)	1277
North Sydney (A)	50-54		97
North Sydney (A)	50-54	Employed (away from work)	105
North Sydney (A)	50-54	Employed (full-time)	4898
North Sydney (A)	50-54	Employed (part-time)	1040
North Sydney (A)	55-59		63
North Sydney (A)	55-59	Employed (away from work)	90
North Sydney (A)	55-59	Employed (full-time)	3481
North Sydney (A)	55-59	Employed (part-time)	975
North Sydney (A)	60-64		42
North Sydney (A)	60-64	Employed (away from work)	70
North Sydney (A)	60-64	Employed (full-time)	1826
North Sydney (A)	60-64	Employed (part-time)	932
North Sydney (A)	65-69		20
North Sydney (A)	65-69	Employed (away from work)	43
North Sydney (A)	65-69	Employed (full-time)	763
North Sydney (A)	65-69	Employed (part-time)	780
North Sydney (A)	70-74		16
North Sydney (A)	70-74	Employed (away from work)	22
North Sydney (A)	70-74	Employed (full-time)	198
North Sydney (A)	70-74	Employed (part-time)	404
North Sydney (A)	75+		20
North Sydney (A)	75+	Employed (away from work)	11
North Sydney (A)	75+	Employed (full-time)	87
North Sydney (A)	75+	Employed (part-time)	193
Northern Beaches (A)	15-19		100
Northern Beaches (A)	15-19	Employed (away from work)	216
Northern Beaches (A)	15-19	Employed (full-time)	788
Northern Beaches (A)	15-19	Employed (part-time)	4343
Northern Beaches (A)	20-24		167
Northern Beaches (A)	20-24	Employed (away from work)	221
Northern Beaches (A)	20-24	Employed (full-time)	3638
Northern Beaches (A)	20-24	Employed (part-time)	4061
Northern Beaches (A)	25-29		158
Northern Beaches (A)	25-29	Employed (away from work)	220
Northern Beaches (A)	25-29	Employed (full-time)	5901
Northern Beaches (A)	25-29	Employed (part-time)	2394
Northern Beaches (A)	30-34		145
Northern Beaches (A)	30-34	Employed (away from work)	380
Northern Beaches (A)	30-34	Employed (full-time)	6088
Northern Beaches (A)	30-34	Employed (part-time)	2464
Northern Beaches (A)	35-39		155
Northern Beaches (A)	35-39	Employed (away from work)	241
Northern Beaches (A)	35-39	Employed (full-time)	5691
Northern Beaches (A)	35-39	Employed (part-time)	2883
Northern Beaches (A)	40-44		141
Northern Beaches (A)	40-44	Employed (away from work)	181
Northern Beaches (A)	40-44	Employed (full-time)	6134
Northern Beaches (A)	40-44	Employed (part-time)	3334
Northern Beaches (A)	45-49		133
Northern Beaches (A)	45-49	Employed (away from work)	168
Northern Beaches (A)	45-49	Employed (full-time)	6300
Northern Beaches (A)	45-49	Employed (part-time)	3359
Northern Beaches (A)	50-54		147
Northern Beaches (A)	50-54	Employed (away from work)	172
Northern Beaches (A)	50-54	Employed (full-time)	6098
Northern Beaches (A)	50-54	Employed (part-time)	3095
Northern Beaches (A)	55-59		105
Northern Beaches (A)	55-59	Employed (away from work)	196
Northern Beaches (A)	55-59	Employed (full-time)	4812
Northern Beaches (A)	55-59	Employed (part-time)	2749
Northern Beaches (A)	60-64		88
Northern Beaches (A)	60-64	Employed (away from work)	160
Northern Beaches (A)	60-64	Employed (full-time)	2874
Northern Beaches (A)	60-64	Employed (part-time)	2539
Northern Beaches (A)	65-69		42
Northern Beaches (A)	65-69	Employed (away from work)	113
Northern Beaches (A)	65-69	Employed (full-time)	1179
Northern Beaches (A)	65-69	Employed (part-time)	1783
Northern Beaches (A)	70-74		24
Northern Beaches (A)	70-74	Employed (away from work)	61
Northern Beaches (A)	70-74	Employed (full-time)	377
Northern Beaches (A)	70-74	Employed (part-time)	907
Northern Beaches (A)	75+		38
Northern Beaches (A)	75+	Employed (away from work)	31
Northern Beaches (A)	75+	Employed (full-time)	163
Northern Beaches (A)	75+	Employed (part-time)	511
Oberon (A)	15-19	Employed (away from work)	4
Oberon (A)	15-19	Employed (full-time)	34
Oberon (A)	15-19	Employed (part-time)	67
Oberon (A)	20-24		6
Oberon (A)	20-24	Employed (away from work)	7
Oberon (A)	20-24	Employed (full-time)	102
Oberon (A)	20-24	Employed (part-time)	37
Oberon (A)	25-29		3
Oberon (A)	25-29	Employed (full-time)	142
Oberon (A)	25-29	Employed (part-time)	42
Oberon (A)	30-34	Employed (away from work)	11
Oberon (A)	30-34	Employed (full-time)	115
Oberon (A)	30-34	Employed (part-time)	32
Oberon (A)	35-39		5
Oberon (A)	35-39	Employed (away from work)	5
Oberon (A)	35-39	Employed (full-time)	138
Oberon (A)	35-39	Employed (part-time)	40
Oberon (A)	40-44		5
Oberon (A)	40-44	Employed (away from work)	3
Oberon (A)	40-44	Employed (full-time)	153
Oberon (A)	40-44	Employed (part-time)	52
Oberon (A)	45-49		9
Oberon (A)	45-49	Employed (away from work)	3
Oberon (A)	45-49	Employed (full-time)	194
Oberon (A)	45-49	Employed (part-time)	40
Oberon (A)	50-54		3
Oberon (A)	50-54	Employed (away from work)	3
Oberon (A)	50-54	Employed (full-time)	169
Oberon (A)	50-54	Employed (part-time)	42
Oberon (A)	55-59	Employed (away from work)	8
Oberon (A)	55-59	Employed (full-time)	157
Oberon (A)	55-59	Employed (part-time)	60
Oberon (A)	60-64	Employed (away from work)	7
Oberon (A)	60-64	Employed (full-time)	142
Oberon (A)	60-64	Employed (part-time)	51
Oberon (A)	65-69		5
Oberon (A)	65-69	Employed (away from work)	10
Oberon (A)	65-69	Employed (full-time)	79
Oberon (A)	65-69	Employed (part-time)	57
Oberon (A)	70-74		3
Oberon (A)	70-74	Employed (away from work)	3
Oberon (A)	70-74	Employed (full-time)	33
Oberon (A)	70-74	Employed (part-time)	45
Oberon (A)	75+		7
Oberon (A)	75+	Employed (away from work)	4
Oberon (A)	75+	Employed (full-time)	13
Oberon (A)	75+	Employed (part-time)	10
Orange (C)	15-19		39
Orange (C)	15-19	Employed (away from work)	50
Orange (C)	15-19	Employed (full-time)	330
Orange (C)	15-19	Employed (part-time)	798
Orange (C)	20-24		34
Orange (C)	20-24	Employed (away from work)	53
Orange (C)	20-24	Employed (full-time)	1045
Orange (C)	20-24	Employed (part-time)	529
Orange (C)	25-29		35
Orange (C)	25-29	Employed (away from work)	84
Orange (C)	25-29	Employed (full-time)	1361
Orange (C)	25-29	Employed (part-time)	435
Orange (C)	30-34		23
Orange (C)	30-34	Employed (away from work)	101
Orange (C)	30-34	Employed (full-time)	1318
Orange (C)	30-34	Employed (part-time)	626
Orange (C)	35-39		28
Orange (C)	35-39	Employed (away from work)	71
Orange (C)	35-39	Employed (full-time)	1262
Orange (C)	35-39	Employed (part-time)	592
Orange (C)	40-44		31
Orange (C)	40-44	Employed (away from work)	53
Orange (C)	40-44	Employed (full-time)	1489
Orange (C)	40-44	Employed (part-time)	570
Orange (C)	45-49		36
Orange (C)	45-49	Employed (away from work)	61
Orange (C)	45-49	Employed (full-time)	1468
Orange (C)	45-49	Employed (part-time)	561
Orange (C)	50-54		32
Orange (C)	50-54	Employed (away from work)	53
Orange (C)	50-54	Employed (full-time)	1351
Orange (C)	50-54	Employed (part-time)	535
Orange (C)	55-59		12
Orange (C)	55-59	Employed (away from work)	83
Orange (C)	55-59	Employed (full-time)	1245
Orange (C)	55-59	Employed (part-time)	555
Orange (C)	60-64		22
Orange (C)	60-64	Employed (away from work)	53
Orange (C)	60-64	Employed (full-time)	665
Orange (C)	60-64	Employed (part-time)	443
Orange (C)	65-69		19
Orange (C)	65-69	Employed (away from work)	37
Orange (C)	65-69	Employed (full-time)	226
Orange (C)	65-69	Employed (part-time)	260
Orange (C)	70-74		6
Orange (C)	70-74	Employed (away from work)	14
Orange (C)	70-74	Employed (full-time)	64
Orange (C)	70-74	Employed (part-time)	112
Orange (C)	75+		15
Orange (C)	75+	Employed (away from work)	5
Orange (C)	75+	Employed (full-time)	31
Orange (C)	75+	Employed (part-time)	58
Parkes (A)	15-19		14
Parkes (A)	15-19	Employed (away from work)	20
Parkes (A)	15-19	Employed (full-time)	95
Parkes (A)	15-19	Employed (part-time)	230
Parkes (A)	20-24		7
Parkes (A)	20-24	Employed (away from work)	16
Parkes (A)	20-24	Employed (full-time)	310
Parkes (A)	20-24	Employed (part-time)	144
Parkes (A)	25-29		11
Parkes (A)	25-29	Employed (away from work)	21
Parkes (A)	25-29	Employed (full-time)	329
Parkes (A)	25-29	Employed (part-time)	108
Parkes (A)	30-34		11
Parkes (A)	30-34	Employed (away from work)	25
Parkes (A)	30-34	Employed (full-time)	353
Parkes (A)	30-34	Employed (part-time)	160
Parkes (A)	35-39		13
Parkes (A)	35-39	Employed (away from work)	14
Parkes (A)	35-39	Employed (full-time)	330
Parkes (A)	35-39	Employed (part-time)	140
Parkes (A)	40-44		9
Parkes (A)	40-44	Employed (away from work)	17
Parkes (A)	40-44	Employed (full-time)	391
Parkes (A)	40-44	Employed (part-time)	166
Parkes (A)	45-49		11
Parkes (A)	45-49	Employed (away from work)	24
Parkes (A)	45-49	Employed (full-time)	426
Parkes (A)	45-49	Employed (part-time)	154
Parkes (A)	50-54		13
Parkes (A)	50-54	Employed (away from work)	19
Parkes (A)	50-54	Employed (full-time)	458
Parkes (A)	50-54	Employed (part-time)	162
Parkes (A)	55-59		19
Parkes (A)	55-59	Employed (away from work)	40
Parkes (A)	55-59	Employed (full-time)	383
Parkes (A)	55-59	Employed (part-time)	165
Parkes (A)	60-64		10
Parkes (A)	60-64	Employed (away from work)	25
Parkes (A)	60-64	Employed (full-time)	238
Parkes (A)	60-64	Employed (part-time)	159
Parkes (A)	65-69		6
Parkes (A)	65-69	Employed (away from work)	13
Parkes (A)	65-69	Employed (full-time)	119
Parkes (A)	65-69	Employed (part-time)	72
Parkes (A)	70-74		3
Parkes (A)	70-74	Employed (away from work)	8
Parkes (A)	70-74	Employed (full-time)	44
Parkes (A)	70-74	Employed (part-time)	42
Parkes (A)	75+		6
Parkes (A)	75+	Employed (away from work)	6
Parkes (A)	75+	Employed (full-time)	29
Parkes (A)	75+	Employed (part-time)	41
Parramatta (C)	15-19		158
Parramatta (C)	15-19	Employed (away from work)	167
Parramatta (C)	15-19	Employed (full-time)	908
Parramatta (C)	15-19	Employed (part-time)	2937
Parramatta (C)	20-24		368
Parramatta (C)	20-24	Employed (away from work)	313
Parramatta (C)	20-24	Employed (full-time)	6390
Parramatta (C)	20-24	Employed (part-time)	4827
Parramatta (C)	25-29		406
Parramatta (C)	25-29	Employed (away from work)	533
Parramatta (C)	25-29	Employed (full-time)	12192
Parramatta (C)	25-29	Employed (part-time)	3287
Parramatta (C)	30-34		433
Parramatta (C)	30-34	Employed (away from work)	893
Parramatta (C)	30-34	Employed (full-time)	13410
Parramatta (C)	30-34	Employed (part-time)	3672
Parramatta (C)	35-39		286
Parramatta (C)	35-39	Employed (away from work)	606
Parramatta (C)	35-39	Employed (full-time)	12343
Parramatta (C)	35-39	Employed (part-time)	3809
Parramatta (C)	40-44		288
Parramatta (C)	40-44	Employed (away from work)	370
Parramatta (C)	40-44	Employed (full-time)	11873
Parramatta (C)	40-44	Employed (part-time)	3610
Parramatta (C)	45-49		248
Parramatta (C)	45-49	Employed (away from work)	285
Parramatta (C)	45-49	Employed (full-time)	11219
Parramatta (C)	45-49	Employed (part-time)	3181
Parramatta (C)	50-54		221
Parramatta (C)	50-54	Employed (away from work)	307
Parramatta (C)	50-54	Employed (full-time)	10948
Parramatta (C)	50-54	Employed (part-time)	2862
Parramatta (C)	55-59		154
Parramatta (C)	55-59	Employed (away from work)	336
Parramatta (C)	55-59	Employed (full-time)	8930
Parramatta (C)	55-59	Employed (part-time)	2640
Parramatta (C)	60-64		116
Parramatta (C)	60-64	Employed (away from work)	297
Parramatta (C)	60-64	Employed (full-time)	5355
Parramatta (C)	60-64	Employed (part-time)	2137
Parramatta (C)	65-69		47
Parramatta (C)	65-69	Employed (away from work)	148
Parramatta (C)	65-69	Employed (full-time)	1808
Parramatta (C)	65-69	Employed (part-time)	1232
Parramatta (C)	70-74		25
Parramatta (C)	70-74	Employed (away from work)	57
Parramatta (C)	70-74	Employed (full-time)	397
Parramatta (C)	70-74	Employed (part-time)	510
Parramatta (C)	75+		33
Parramatta (C)	75+	Employed (away from work)	23
Parramatta (C)	75+	Employed (full-time)	115
Parramatta (C)	75+	Employed (part-time)	246
Penrith (C)	15-19		119
Penrith (C)	15-19	Employed (away from work)	156
Penrith (C)	15-19	Employed (full-time)	1090
Penrith (C)	15-19	Employed (part-time)	3485
Penrith (C)	20-24		180
Penrith (C)	20-24	Employed (away from work)	181
Penrith (C)	20-24	Employed (full-time)	3717
Penrith (C)	20-24	Employed (part-time)	2785
Penrith (C)	25-29		174
Penrith (C)	25-29	Employed (away from work)	243
Penrith (C)	25-29	Employed (full-time)	4869
Penrith (C)	25-29	Employed (part-time)	1783
Penrith (C)	30-34		163
Penrith (C)	30-34	Employed (away from work)	339
Penrith (C)	30-34	Employed (full-time)	4968
