LGA_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Griffith (C)	40-44		0	18
Griffith (C)	40-44	Employed (away from work)	0	32
Griffith (C)	40-44	Employed (full-time)		9
Griffith (C)	40-44	Employed (full-time)	0	814
Griffith (C)	40-44	Employed (full-time)	1	3
Griffith (C)	40-44	Employed (part-time)		4
Griffith (C)	40-44	Employed (part-time)	0	328
Griffith (C)	45-49		0	25
Griffith (C)	45-49	Employed (away from work)	0	24
Griffith (C)	45-49	Employed (full-time)		14
Griffith (C)	45-49	Employed (full-time)	0	892
Griffith (C)	45-49	Employed (full-time)	1	4
Griffith (C)	45-49	Employed (part-time)		3
Griffith (C)	45-49	Employed (part-time)	0	332
Griffith (C)	45-49	Employed (part-time)	1	4
Griffith (C)	50-54		0	27
Griffith (C)	50-54	Employed (away from work)	0	23
Griffith (C)	50-54	Employed (away from work)	1	3
Griffith (C)	50-54	Employed (full-time)		23
Griffith (C)	50-54	Employed (full-time)	0	878
Griffith (C)	50-54	Employed (full-time)	1	4
Griffith (C)	50-54	Employed (part-time)		3
Griffith (C)	50-54	Employed (part-time)	0	327
Griffith (C)	50-54	Employed (part-time)	1	6
Griffith (C)	55-59		0	23
Griffith (C)	55-59	Employed (away from work)	0	28
Griffith (C)	55-59	Employed (full-time)		16
Griffith (C)	55-59	Employed (full-time)	0	781
Griffith (C)	55-59	Employed (part-time)		5
Griffith (C)	55-59	Employed (part-time)	0	303
Griffith (C)	55-59	Employed (part-time)	1	3
Griffith (C)	60-64		0	14
Griffith (C)	60-64	Employed (away from work)	0	34
Griffith (C)	60-64	Employed (full-time)		3
Griffith (C)	60-64	Employed (full-time)	0	507
Griffith (C)	60-64	Employed (full-time)	1	4
Griffith (C)	60-64	Employed (part-time)		7
Griffith (C)	60-64	Employed (part-time)	0	260
Griffith (C)	60-64	Employed (part-time)	1	4
Griffith (C)	65-69		0	5
Griffith (C)	65-69	Employed (away from work)	0	35
Griffith (C)	65-69	Employed (full-time)		5
Griffith (C)	65-69	Employed (full-time)	0	183
Griffith (C)	65-69	Employed (part-time)		3
Griffith (C)	65-69	Employed (part-time)	0	140
Griffith (C)	65-69	Employed (part-time)	1	7
Griffith (C)	70-74		0	4
Griffith (C)	70-74	Employed (away from work)	0	10
Griffith (C)	70-74	Employed (full-time)	0	55
Griffith (C)	70-74	Employed (part-time)	0	90
Griffith (C)	70-74	Employed (part-time)	1	3
Griffith (C)	75+		0	4
Griffith (C)	75+		1	3
Griffith (C)	75+	Employed (away from work)	0	3
Griffith (C)	75+	Employed (full-time)	0	26
Griffith (C)	75+	Employed (part-time)		4
Griffith (C)	75+	Employed (part-time)	0	47
Gundagai (A)	15-19		0	7
Gundagai (A)	15-19	Employed (away from work)	0	10
Gundagai (A)	15-19	Employed (full-time)	0	89
Gundagai (A)	15-19	Employed (part-time)	0	136
Gundagai (A)	20-24		0	9
Gundagai (A)	20-24	Employed (away from work)	0	5
Gundagai (A)	20-24	Employed (full-time)		6
Gundagai (A)	20-24	Employed (full-time)	0	183
Gundagai (A)	20-24	Employed (part-time)	0	92
Gundagai (A)	20-24	Employed (part-time)	1	7
Gundagai (A)	25-29		0	11
Gundagai (A)	25-29	Employed (away from work)	0	9
Gundagai (A)	25-29	Employed (full-time)		4
Gundagai (A)	25-29	Employed (full-time)	0	199
Gundagai (A)	25-29	Employed (part-time)		3
Gundagai (A)	25-29	Employed (part-time)	0	71
Gundagai (A)	30-34		0	13
Gundagai (A)	30-34	Employed (away from work)	0	13
Gundagai (A)	30-34	Employed (full-time)		4
Gundagai (A)	30-34	Employed (full-time)	0	207
Gundagai (A)	30-34	Employed (part-time)	0	97
Gundagai (A)	30-34	Employed (part-time)	1	3
Gundagai (A)	35-39		0	11
Gundagai (A)	35-39	Employed (away from work)	0	15
Gundagai (A)	35-39	Employed (full-time)		6
Gundagai (A)	35-39	Employed (full-time)	0	215
Gundagai (A)	35-39	Employed (part-time)		3
Gundagai (A)	35-39	Employed (part-time)	0	138
Gundagai (A)	40-44		0	10
Gundagai (A)	40-44	Employed (away from work)	0	11
Gundagai (A)	40-44	Employed (full-time)		3
Gundagai (A)	40-44	Employed (full-time)	0	244
Gundagai (A)	40-44	Employed (part-time)		3
Gundagai (A)	40-44	Employed (part-time)	0	131
Gundagai (A)	40-44	Employed (part-time)	1	4
Gundagai (A)	45-49		0	3
Gundagai (A)	45-49	Employed (away from work)	0	8
Gundagai (A)	45-49	Employed (full-time)		8
Gundagai (A)	45-49	Employed (full-time)	0	295
Gundagai (A)	45-49	Employed (part-time)		3
Gundagai (A)	45-49	Employed (part-time)	0	118
Gundagai (A)	45-49	Employed (part-time)	1	7
Gundagai (A)	50-54		0	12
Gundagai (A)	50-54	Employed (away from work)	0	18
Gundagai (A)	50-54	Employed (full-time)		5
Gundagai (A)	50-54	Employed (full-time)	0	324
Gundagai (A)	50-54	Employed (full-time)	1	4
Gundagai (A)	50-54	Employed (part-time)		6
Gundagai (A)	50-54	Employed (part-time)	0	149
Gundagai (A)	50-54	Employed (part-time)	1	3
Gundagai (A)	55-59		0	4
Gundagai (A)	55-59	Employed (away from work)	0	11
Gundagai (A)	55-59	Employed (full-time)		3
Gundagai (A)	55-59	Employed (full-time)	0	306
Gundagai (A)	55-59	Employed (full-time)	1	4
Gundagai (A)	55-59	Employed (part-time)	0	151
Gundagai (A)	55-59	Employed (part-time)	1	3
Gundagai (A)	60-64			3
Gundagai (A)	60-64		0	7
Gundagai (A)	60-64	Employed (away from work)	0	17
Gundagai (A)	60-64	Employed (full-time)	0	204
Gundagai (A)	60-64	Employed (full-time)	1	3
Gundagai (A)	60-64	Employed (part-time)		4
Gundagai (A)	60-64	Employed (part-time)	0	123
Gundagai (A)	60-64	Employed (part-time)	1	3
Gundagai (A)	65-69		0	5
Gundagai (A)	65-69	Employed (away from work)	0	7
Gundagai (A)	65-69	Employed (full-time)	0	79
Gundagai (A)	65-69	Employed (part-time)	0	78
Gundagai (A)	70-74		0	6
Gundagai (A)	70-74	Employed (away from work)	0	3
Gundagai (A)	70-74	Employed (full-time)	0	32
Gundagai (A)	70-74	Employed (part-time)	0	42
Gundagai (A)	75+		0	3
Gundagai (A)	75+		1	3
Gundagai (A)	75+	Employed (away from work)	0	3
Gundagai (A)	75+	Employed (full-time)	0	28
Gundagai (A)	75+	Employed (part-time)	0	31
Gundagai (A)	75+	Employed (part-time)	1	3
Gunnedah (A)	15-19		0	7
Gunnedah (A)	15-19	Employed (away from work)	0	16
Gunnedah (A)	15-19	Employed (full-time)	0	103
Gunnedah (A)	15-19	Employed (part-time)	0	197
Gunnedah (A)	15-19	Employed (part-time)	1	3
Gunnedah (A)	20-24		0	9
Gunnedah (A)	20-24	Employed (away from work)	0	16
Gunnedah (A)	20-24	Employed (full-time)		3
Gunnedah (A)	20-24	Employed (full-time)	0	252
Gunnedah (A)	20-24	Employed (part-time)	0	119
Gunnedah (A)	20-24	Employed (part-time)	1	3
Gunnedah (A)	25-29		0	3
Gunnedah (A)	25-29	Employed (away from work)	0	20
Gunnedah (A)	25-29	Employed (full-time)		3
Gunnedah (A)	25-29	Employed (full-time)	0	326
Gunnedah (A)	25-29	Employed (part-time)	0	85
Gunnedah (A)	25-29	Employed (part-time)	1	3
Gunnedah (A)	30-34		0	14
Gunnedah (A)	30-34	Employed (away from work)	0	15
Gunnedah (A)	30-34	Employed (full-time)		3
Gunnedah (A)	30-34	Employed (full-time)	0	277
Gunnedah (A)	30-34	Employed (part-time)		3
Gunnedah (A)	30-34	Employed (part-time)	0	150
Gunnedah (A)	35-39		0	9
Gunnedah (A)	35-39	Employed (away from work)	0	17
Gunnedah (A)	35-39	Employed (full-time)		4
Gunnedah (A)	35-39	Employed (full-time)	0	309
Gunnedah (A)	35-39	Employed (part-time)		3
Gunnedah (A)	35-39	Employed (part-time)	0	125
Gunnedah (A)	40-44		0	3
Gunnedah (A)	40-44	Employed (away from work)	0	9
Gunnedah (A)	40-44	Employed (full-time)		5
Gunnedah (A)	40-44	Employed (full-time)	0	307
Gunnedah (A)	40-44	Employed (full-time)	1	5
Gunnedah (A)	40-44	Employed (part-time)	0	133
Gunnedah (A)	45-49		0	7
Gunnedah (A)	45-49	Employed (away from work)	0	10
Gunnedah (A)	45-49	Employed (full-time)	0	307
Gunnedah (A)	45-49	Employed (part-time)	0	155
Gunnedah (A)	50-54		0	9
Gunnedah (A)	50-54	Employed (away from work)	0	10
Gunnedah (A)	50-54	Employed (full-time)		3
Gunnedah (A)	50-54	Employed (full-time)	0	336
Gunnedah (A)	50-54	Employed (full-time)	1	3
Gunnedah (A)	50-54	Employed (part-time)		3
Gunnedah (A)	50-54	Employed (part-time)	0	130
Gunnedah (A)	55-59		0	16
Gunnedah (A)	55-59	Employed (away from work)	0	10
Gunnedah (A)	55-59	Employed (full-time)		6
Gunnedah (A)	55-59	Employed (full-time)	0	362
Gunnedah (A)	55-59	Employed (full-time)	1	3
Gunnedah (A)	55-59	Employed (part-time)		3
Gunnedah (A)	55-59	Employed (part-time)	0	136
Gunnedah (A)	55-59	Employed (part-time)	1	3
Gunnedah (A)	60-64		0	5
Gunnedah (A)	60-64		1	3
Gunnedah (A)	60-64	Employed (away from work)	0	16
Gunnedah (A)	60-64	Employed (full-time)	0	262
Gunnedah (A)	60-64	Employed (full-time)	1	3
Gunnedah (A)	60-64	Employed (part-time)		7
Gunnedah (A)	60-64	Employed (part-time)	0	122
Gunnedah (A)	65-69	Employed (away from work)	0	3
Gunnedah (A)	65-69	Employed (full-time)	0	93
Gunnedah (A)	65-69	Employed (full-time)	1	5
Gunnedah (A)	65-69	Employed (part-time)	0	77
Gunnedah (A)	70-74		0	4
Gunnedah (A)	70-74	Employed (away from work)	0	5
Gunnedah (A)	70-74	Employed (full-time)	0	33
Gunnedah (A)	70-74	Employed (part-time)	0	37
Gunnedah (A)	75+		0	7
Gunnedah (A)	75+	Employed (full-time)		3
Gunnedah (A)	75+	Employed (full-time)	0	28
Gunnedah (A)	75+	Employed (part-time)	0	18
Gunnedah (A)	75+	Employed (part-time)	1	3
Gwydir (A)	15-19		0	3
Gwydir (A)	15-19	Employed (away from work)	0	4
Gwydir (A)	15-19	Employed (full-time)	0	24
Gwydir (A)	15-19	Employed (part-time)	0	38
Gwydir (A)	20-24	Employed (away from work)	0	3
Gwydir (A)	20-24	Employed (full-time)	0	72
Gwydir (A)	20-24	Employed (part-time)	0	26
Gwydir (A)	25-29	Employed (away from work)	0	3
Gwydir (A)	25-29	Employed (full-time)	0	85
Gwydir (A)	25-29	Employed (part-time)		3
Gwydir (A)	25-29	Employed (part-time)	0	35
Gwydir (A)	25-29	Employed (part-time)	1	3
Gwydir (A)	30-34	Employed (away from work)	0	11
Gwydir (A)	30-34	Employed (full-time)		5
Gwydir (A)	30-34	Employed (full-time)	0	77
Gwydir (A)	30-34	Employed (part-time)	0	41
Gwydir (A)	35-39		0	6
Gwydir (A)	35-39	Employed (full-time)	0	95
Gwydir (A)	35-39	Employed (full-time)	1	3
Gwydir (A)	35-39	Employed (part-time)	0	37
Gwydir (A)	40-44		0	4
Gwydir (A)	40-44	Employed (away from work)	0	3
Gwydir (A)	40-44	Employed (full-time)	0	109
Gwydir (A)	40-44	Employed (full-time)	1	3
Gwydir (A)	40-44	Employed (part-time)	0	48
Gwydir (A)	45-49	Employed (away from work)	0	3
Gwydir (A)	45-49	Employed (full-time)		4
Gwydir (A)	45-49	Employed (full-time)	0	152
Gwydir (A)	45-49	Employed (part-time)	0	55
Gwydir (A)	50-54		0	3
Gwydir (A)	50-54	Employed (away from work)	0	9
Gwydir (A)	50-54	Employed (full-time)	0	174
Gwydir (A)	50-54	Employed (part-time)	0	54
Gwydir (A)	55-59		0	6
Gwydir (A)	55-59	Employed (away from work)	0	8
Gwydir (A)	55-59	Employed (full-time)	0	132
Gwydir (A)	55-59	Employed (part-time)	0	47
Gwydir (A)	60-64		0	5
Gwydir (A)	60-64	Employed (away from work)	0	8
Gwydir (A)	60-64	Employed (full-time)	0	95
Gwydir (A)	60-64	Employed (part-time)		3
Gwydir (A)	60-64	Employed (part-time)	0	37
Gwydir (A)	60-64	Employed (part-time)	1	3
Gwydir (A)	65-69		0	6
Gwydir (A)	65-69	Employed (away from work)	0	5
Gwydir (A)	65-69	Employed (full-time)	0	59
Gwydir (A)	65-69	Employed (part-time)	0	37
Gwydir (A)	65-69	Employed (part-time)	1	3
Gwydir (A)	70-74		0	4
Gwydir (A)	70-74	Employed (full-time)	0	44
Gwydir (A)	70-74	Employed (part-time)	0	22
Gwydir (A)	75+		1	4
Gwydir (A)	75+	Employed (away from work)	0	7
Gwydir (A)	75+	Employed (full-time)	0	30
Gwydir (A)	75+	Employed (full-time)	1	3
Gwydir (A)	75+	Employed (part-time)	0	17
Gwydir (A)	75+	Employed (part-time)	1	3
Hawkesbury (C)	15-19			3
Hawkesbury (C)	15-19		0	40
Hawkesbury (C)	15-19	Employed (away from work)	0	52
Hawkesbury (C)	15-19	Employed (full-time)		5
Hawkesbury (C)	15-19	Employed (full-time)	0	525
Hawkesbury (C)	15-19	Employed (full-time)	1	14
Hawkesbury (C)	15-19	Employed (part-time)		13
Hawkesbury (C)	15-19	Employed (part-time)	0	1163
Hawkesbury (C)	15-19	Employed (part-time)	1	15
Hawkesbury (C)	20-24		0	67
Hawkesbury (C)	20-24	Employed (away from work)	0	53
Hawkesbury (C)	20-24	Employed (away from work)	1	3
Hawkesbury (C)	20-24	Employed (full-time)		9
Hawkesbury (C)	20-24	Employed (full-time)	0	1413
Hawkesbury (C)	20-24	Employed (full-time)	1	9
Hawkesbury (C)	20-24	Employed (part-time)		4
Hawkesbury (C)	20-24	Employed (part-time)	0	916
Hawkesbury (C)	20-24	Employed (part-time)	1	11
Hawkesbury (C)	25-29			3
Hawkesbury (C)	25-29		0	57
Hawkesbury (C)	25-29	Employed (away from work)	0	75
Hawkesbury (C)	25-29	Employed (full-time)		12
Hawkesbury (C)	25-29	Employed (full-time)	0	1679
Hawkesbury (C)	25-29	Employed (full-time)	1	7
Hawkesbury (C)	25-29	Employed (part-time)		3
Hawkesbury (C)	25-29	Employed (part-time)	0	559
Hawkesbury (C)	25-29	Employed (part-time)	1	12
Hawkesbury (C)	30-34			3
Hawkesbury (C)	30-34		0	45
Hawkesbury (C)	30-34	Employed (away from work)	0	87
Hawkesbury (C)	30-34	Employed (full-time)		8
Hawkesbury (C)	30-34	Employed (full-time)	0	1476
Hawkesbury (C)	30-34	Employed (full-time)	1	14
Hawkesbury (C)	30-34	Employed (part-time)		5
Hawkesbury (C)	30-34	Employed (part-time)	0	596
Hawkesbury (C)	30-34	Employed (part-time)	1	4
Hawkesbury (C)	35-39		0	36
Hawkesbury (C)	35-39	Employed (away from work)	0	61
Hawkesbury (C)	35-39	Employed (full-time)		13
Hawkesbury (C)	35-39	Employed (full-time)	0	1464
Hawkesbury (C)	35-39	Employed (full-time)	1	4
Hawkesbury (C)	35-39	Employed (part-time)		5
Hawkesbury (C)	35-39	Employed (part-time)	0	625
Hawkesbury (C)	35-39	Employed (part-time)	1	12
Hawkesbury (C)	40-44			4
Hawkesbury (C)	40-44		0	42
Hawkesbury (C)	40-44	Employed (away from work)	0	49
Hawkesbury (C)	40-44	Employed (full-time)		25
Hawkesbury (C)	40-44	Employed (full-time)	0	1657
Hawkesbury (C)	40-44	Employed (full-time)	1	11
Hawkesbury (C)	40-44	Employed (part-time)		11
Hawkesbury (C)	40-44	Employed (part-time)	0	796
Hawkesbury (C)	40-44	Employed (part-time)	1	12
Hawkesbury (C)	45-49		0	34
Hawkesbury (C)	45-49	Employed (away from work)	0	54
Hawkesbury (C)	45-49	Employed (full-time)		20
Hawkesbury (C)	45-49	Employed (full-time)	0	1743
Hawkesbury (C)	45-49	Employed (full-time)	1	9
Hawkesbury (C)	45-49	Employed (part-time)		11
Hawkesbury (C)	45-49	Employed (part-time)	0	791
Hawkesbury (C)	45-49	Employed (part-time)	1	16
Hawkesbury (C)	50-54			4
Hawkesbury (C)	50-54		0	36
Hawkesbury (C)	50-54	Employed (away from work)	0	43
Hawkesbury (C)	50-54	Employed (away from work)	1	3
Hawkesbury (C)	50-54	Employed (full-time)		23
Hawkesbury (C)	50-54	Employed (full-time)	0	1717
Hawkesbury (C)	50-54	Employed (full-time)	1	15
Hawkesbury (C)	50-54	Employed (part-time)		9
Hawkesbury (C)	50-54	Employed (part-time)	0	738
Hawkesbury (C)	50-54	Employed (part-time)	1	17
Hawkesbury (C)	55-59			3
Hawkesbury (C)	55-59		0	37
Hawkesbury (C)	55-59	Employed (away from work)	0	59
Hawkesbury (C)	55-59	Employed (away from work)	1	3
Hawkesbury (C)	55-59	Employed (full-time)		19
Hawkesbury (C)	55-59	Employed (full-time)	0	1505
Hawkesbury (C)	55-59	Employed (full-time)	1	13
Hawkesbury (C)	55-59	Employed (part-time)		8
Hawkesbury (C)	55-59	Employed (part-time)	0	682
Hawkesbury (C)	55-59	Employed (part-time)	1	18
Hawkesbury (C)	60-64			3
Hawkesbury (C)	60-64		0	18
Hawkesbury (C)	60-64	Employed (away from work)	0	46
Hawkesbury (C)	60-64	Employed (away from work)	1	3
Hawkesbury (C)	60-64	Employed (full-time)		14
Hawkesbury (C)	60-64	Employed (full-time)	0	846
Hawkesbury (C)	60-64	Employed (full-time)	1	3
Hawkesbury (C)	60-64	Employed (part-time)		3
Hawkesbury (C)	60-64	Employed (part-time)	0	528
Hawkesbury (C)	60-64	Employed (part-time)	1	9
Hawkesbury (C)	65-69		0	13
Hawkesbury (C)	65-69	Employed (away from work)	0	39
Hawkesbury (C)	65-69	Employed (full-time)		6
Hawkesbury (C)	65-69	Employed (full-time)	0	313
Hawkesbury (C)	65-69	Employed (full-time)	1	4
Hawkesbury (C)	65-69	Employed (part-time)		3
Hawkesbury (C)	65-69	Employed (part-time)	0	360
Hawkesbury (C)	65-69	Employed (part-time)	1	9
Hawkesbury (C)	70-74		0	3
Hawkesbury (C)	70-74	Employed (away from work)	0	6
Hawkesbury (C)	70-74	Employed (full-time)	0	92
Hawkesbury (C)	70-74	Employed (part-time)		3
Hawkesbury (C)	70-74	Employed (part-time)	0	163
Hawkesbury (C)	75+		0	11
Hawkesbury (C)	75+	Employed (away from work)	0	3
Hawkesbury (C)	75+	Employed (full-time)	0	52
Hawkesbury (C)	75+	Employed (full-time)	1	6
Hawkesbury (C)	75+	Employed (part-time)		4
Hawkesbury (C)	75+	Employed (part-time)	0	71
Hawkesbury (C)	75+	Employed (part-time)	1	4
Hay (A)	15-19		0	3
Hay (A)	15-19	Employed (away from work)	0	6
Hay (A)	15-19	Employed (full-time)	0	29
Hay (A)	15-19	Employed (part-time)	0	45
Hay (A)	20-24	Employed (full-time)	0	77
Hay (A)	20-24	Employed (part-time)	0	23
Hay (A)	25-29		0	4
Hay (A)	25-29	Employed (full-time)	0	60
Hay (A)	25-29	Employed (part-time)	0	28
Hay (A)	30-34		0	6
Hay (A)	30-34	Employed (away from work)	0	7
Hay (A)	30-34	Employed (full-time)	0	67
Hay (A)	30-34	Employed (part-time)	0	24
Hay (A)	35-39		0	4
Hay (A)	35-39	Employed (full-time)	0	47
Hay (A)	35-39	Employed (part-time)	0	32
Hay (A)	40-44	Employed (away from work)	0	4
Hay (A)	40-44	Employed (full-time)	0	67
Hay (A)	40-44	Employed (part-time)	0	36
Hay (A)	45-49		0	3
Hay (A)	45-49	Employed (full-time)		4
Hay (A)	45-49	Employed (full-time)	0	94
Hay (A)	45-49	Employed (part-time)		3
Hay (A)	45-49	Employed (part-time)	0	29
Hay (A)	45-49	Employed (part-time)	1	4
Hay (A)	50-54		0	5
Hay (A)	50-54	Employed (away from work)	0	4
Hay (A)	50-54	Employed (full-time)	0	129
Hay (A)	50-54	Employed (full-time)	1	3
Hay (A)	50-54	Employed (part-time)	0	50
Hay (A)	55-59		0	3
Hay (A)	55-59	Employed (away from work)	0	9
Hay (A)	55-59	Employed (full-time)	0	107
Hay (A)	55-59	Employed (part-time)	0	42
Hay (A)	60-64		0	3
Hay (A)	60-64	Employed (away from work)	0	4
Hay (A)	60-64	Employed (full-time)	0	65
Hay (A)	60-64	Employed (part-time)	0	28
Hay (A)	65-69		0	3
Hay (A)	65-69	Employed (away from work)	0	12
Hay (A)	65-69	Employed (full-time)	0	28
Hay (A)	65-69	Employed (part-time)	0	26
Hay (A)	70-74	Employed (away from work)	0	6
Hay (A)	70-74	Employed (full-time)	0	7
Hay (A)	70-74	Employed (part-time)	0	8
Hay (A)	70-74	Employed (part-time)	1	3
Hay (A)	75+	Employed (full-time)	0	10
Hay (A)	75+	Employed (part-time)	0	10
Hilltops (A)	15-19		0	15
Hilltops (A)	15-19	Employed (away from work)	0	9
Hilltops (A)	15-19	Employed (full-time)	0	162
Hilltops (A)	15-19	Employed (part-time)	0	237
Hilltops (A)	15-19	Employed (part-time)	1	3
Hilltops (A)	20-24		0	17
Hilltops (A)	20-24	Employed (away from work)	0	21
Hilltops (A)	20-24	Employed (full-time)		3
Hilltops (A)	20-24	Employed (full-time)	0	348
Hilltops (A)	20-24	Employed (part-time)		3
Hilltops (A)	20-24	Employed (part-time)	0	144
Hilltops (A)	20-24	Employed (part-time)	1	3
Hilltops (A)	25-29		0	16
Hilltops (A)	25-29	Employed (away from work)	0	13
Hilltops (A)	25-29	Employed (full-time)		4
Hilltops (A)	25-29	Employed (full-time)	0	352
Hilltops (A)	25-29	Employed (part-time)	0	123
Hilltops (A)	25-29	Employed (part-time)	1	3
Hilltops (A)	30-34		0	15
Hilltops (A)	30-34	Employed (away from work)	0	22
Hilltops (A)	30-34	Employed (full-time)		4
Hilltops (A)	30-34	Employed (full-time)	0	322
Hilltops (A)	30-34	Employed (full-time)	1	3
Hilltops (A)	30-34	Employed (part-time)		3
Hilltops (A)	30-34	Employed (part-time)	0	171
Hilltops (A)	30-34	Employed (part-time)	1	7
Hilltops (A)	35-39		0	12
Hilltops (A)	35-39	Employed (away from work)	0	19
Hilltops (A)	35-39	Employed (full-time)		3
Hilltops (A)	35-39	Employed (full-time)	0	384
Hilltops (A)	35-39	Employed (part-time)		3
Hilltops (A)	35-39	Employed (part-time)	0	205
Hilltops (A)	35-39	Employed (part-time)	1	3
Hilltops (A)	40-44		0	14
Hilltops (A)	40-44	Employed (away from work)	0	16
Hilltops (A)	40-44	Employed (full-time)		3
Hilltops (A)	40-44	Employed (full-time)	0	441
Hilltops (A)	40-44	Employed (part-time)		9
Hilltops (A)	40-44	Employed (part-time)	0	217
Hilltops (A)	40-44	Employed (part-time)	1	3
Hilltops (A)	45-49		0	14
Hilltops (A)	45-49		1	3
Hilltops (A)	45-49	Employed (away from work)	0	20
Hilltops (A)	45-49	Employed (full-time)		9
