LGA_NAME16	Age	EmploymentStatus	workers
Snowy Monaro Regional (A)	30-34	Owner managers of unincorporated enterprises	58
Snowy Monaro Regional (A)	30-34	Status in employment not stated	7
Snowy Monaro Regional (A)	35-39	Contributing family workers	20
Snowy Monaro Regional (A)	35-39	Employee	552
Snowy Monaro Regional (A)	35-39	Owner managers of incorporated enterprises	59
Snowy Monaro Regional (A)	35-39	Owner managers of unincorporated enterprises	73
Snowy Monaro Regional (A)	35-39	Status in employment not stated	3
Snowy Monaro Regional (A)	40-44	Contributing family workers	32
Snowy Monaro Regional (A)	40-44	Employee	703
Snowy Monaro Regional (A)	40-44	Owner managers of incorporated enterprises	84
Snowy Monaro Regional (A)	40-44	Owner managers of unincorporated enterprises	118
Snowy Monaro Regional (A)	40-44	Status in employment not stated	3
Snowy Monaro Regional (A)	45-49	Contributing family workers	33
Snowy Monaro Regional (A)	45-49	Employee	738
Snowy Monaro Regional (A)	45-49	Owner managers of incorporated enterprises	108
Snowy Monaro Regional (A)	45-49	Owner managers of unincorporated enterprises	143
Snowy Monaro Regional (A)	45-49	Status in employment not stated	8
Snowy Monaro Regional (A)	50-54	Contributing family workers	33
Snowy Monaro Regional (A)	50-54	Employee	782
Snowy Monaro Regional (A)	50-54	Owner managers of incorporated enterprises	105
Snowy Monaro Regional (A)	50-54	Owner managers of unincorporated enterprises	147
Snowy Monaro Regional (A)	50-54	Status in employment not stated	12
Snowy Monaro Regional (A)	55-59	Contributing family workers	43
Snowy Monaro Regional (A)	55-59	Employee	669
Snowy Monaro Regional (A)	55-59	Owner managers of incorporated enterprises	104
Snowy Monaro Regional (A)	55-59	Owner managers of unincorporated enterprises	142
Snowy Monaro Regional (A)	55-59	Status in employment not stated	10
Snowy Monaro Regional (A)	60-64	Contributing family workers	41
Snowy Monaro Regional (A)	60-64	Employee	424
Snowy Monaro Regional (A)	60-64	Owner managers of incorporated enterprises	69
Snowy Monaro Regional (A)	60-64	Owner managers of unincorporated enterprises	144
Snowy Monaro Regional (A)	60-64	Status in employment not stated	19
Snowy Monaro Regional (A)	65-69	Contributing family workers	45
Snowy Monaro Regional (A)	65-69	Employee	177
Snowy Monaro Regional (A)	65-69	Owner managers of incorporated enterprises	49
Snowy Monaro Regional (A)	65-69	Owner managers of unincorporated enterprises	93
Snowy Monaro Regional (A)	65-69	Status in employment not stated	16
Snowy Monaro Regional (A)	70-74	Contributing family workers	59
Snowy Monaro Regional (A)	70-74	Employee	58
Snowy Monaro Regional (A)	70-74	Owner managers of incorporated enterprises	28
Snowy Monaro Regional (A)	70-74	Owner managers of unincorporated enterprises	61
Snowy Monaro Regional (A)	70-74	Status in employment not stated	9
Snowy Monaro Regional (A)	75+	Contributing family workers	54
Snowy Monaro Regional (A)	75+	Employee	21
Snowy Monaro Regional (A)	75+	Owner managers of incorporated enterprises	8
Snowy Monaro Regional (A)	75+	Owner managers of unincorporated enterprises	48
Snowy Monaro Regional (A)	75+	Status in employment not stated	12
Snowy Valleys (A)	15-19	Contributing family workers	10
Snowy Valleys (A)	15-19	Employee	275
Snowy Valleys (A)	15-19	Owner managers of unincorporated enterprises	3
Snowy Valleys (A)	15-19	Status in employment not stated	11
Snowy Valleys (A)	20-24	Contributing family workers	6
Snowy Valleys (A)	20-24	Employee	359
Snowy Valleys (A)	20-24	Owner managers of incorporated enterprises	3
Snowy Valleys (A)	20-24	Owner managers of unincorporated enterprises	11
Snowy Valleys (A)	20-24	Status in employment not stated	7
Snowy Valleys (A)	25-29	Contributing family workers	3
Snowy Valleys (A)	25-29	Employee	410
Snowy Valleys (A)	25-29	Owner managers of incorporated enterprises	4
Snowy Valleys (A)	25-29	Owner managers of unincorporated enterprises	24
Snowy Valleys (A)	25-29	Status in employment not stated	7
Snowy Valleys (A)	30-34	Contributing family workers	10
Snowy Valleys (A)	30-34	Employee	450
Snowy Valleys (A)	30-34	Owner managers of incorporated enterprises	22
Snowy Valleys (A)	30-34	Owner managers of unincorporated enterprises	31
Snowy Valleys (A)	30-34	Status in employment not stated	6
Snowy Valleys (A)	35-39	Contributing family workers	10
Snowy Valleys (A)	35-39	Employee	424
Snowy Valleys (A)	35-39	Owner managers of incorporated enterprises	31
Snowy Valleys (A)	35-39	Owner managers of unincorporated enterprises	40
Snowy Valleys (A)	35-39	Status in employment not stated	5
Snowy Valleys (A)	40-44	Contributing family workers	11
Snowy Valleys (A)	40-44	Employee	503
Snowy Valleys (A)	40-44	Owner managers of incorporated enterprises	52
Snowy Valleys (A)	40-44	Owner managers of unincorporated enterprises	49
Snowy Valleys (A)	40-44	Status in employment not stated	14
Snowy Valleys (A)	45-49	Contributing family workers	13
Snowy Valleys (A)	45-49	Employee	510
Snowy Valleys (A)	45-49	Owner managers of incorporated enterprises	36
Snowy Valleys (A)	45-49	Owner managers of unincorporated enterprises	61
Snowy Valleys (A)	45-49	Status in employment not stated	16
Snowy Valleys (A)	50-54	Contributing family workers	25
Snowy Valleys (A)	50-54	Employee	577
Snowy Valleys (A)	50-54	Owner managers of incorporated enterprises	52
Snowy Valleys (A)	50-54	Owner managers of unincorporated enterprises	58
Snowy Valleys (A)	50-54	Status in employment not stated	14
Snowy Valleys (A)	55-59	Contributing family workers	31
Snowy Valleys (A)	55-59	Employee	555
Snowy Valleys (A)	55-59	Owner managers of incorporated enterprises	44
Snowy Valleys (A)	55-59	Owner managers of unincorporated enterprises	88
Snowy Valleys (A)	55-59	Status in employment not stated	10
Snowy Valleys (A)	60-64	Contributing family workers	33
Snowy Valleys (A)	60-64	Employee	333
Snowy Valleys (A)	60-64	Owner managers of incorporated enterprises	39
Snowy Valleys (A)	60-64	Owner managers of unincorporated enterprises	103
Snowy Valleys (A)	60-64	Status in employment not stated	10
Snowy Valleys (A)	65-69	Contributing family workers	33
Snowy Valleys (A)	65-69	Employee	108
Snowy Valleys (A)	65-69	Owner managers of incorporated enterprises	27
Snowy Valleys (A)	65-69	Owner managers of unincorporated enterprises	87
Snowy Valleys (A)	65-69	Status in employment not stated	10
Snowy Valleys (A)	70-74	Contributing family workers	32
Snowy Valleys (A)	70-74	Employee	38
Snowy Valleys (A)	70-74	Owner managers of incorporated enterprises	10
Snowy Valleys (A)	70-74	Owner managers of unincorporated enterprises	40
Snowy Valleys (A)	75+	Contributing family workers	35
Snowy Valleys (A)	75+	Employee	15
Snowy Valleys (A)	75+	Owner managers of incorporated enterprises	6
Snowy Valleys (A)	75+	Owner managers of unincorporated enterprises	30
Snowy Valleys (A)	75+	Status in employment not stated	8
Strathfield (A)	15-19	Contributing family workers	7
Strathfield (A)	15-19	Employee	599
Strathfield (A)	15-19	Owner managers of incorporated enterprises	4
Strathfield (A)	15-19	Owner managers of unincorporated enterprises	8
Strathfield (A)	15-19	Status in employment not stated	8
Strathfield (A)	20-24	Contributing family workers	12
Strathfield (A)	20-24	Employee	1900
Strathfield (A)	20-24	Owner managers of incorporated enterprises	19
Strathfield (A)	20-24	Owner managers of unincorporated enterprises	36
Strathfield (A)	20-24	Status in employment not stated	21
Strathfield (A)	25-29	Contributing family workers	15
Strathfield (A)	25-29	Employee	2298
Strathfield (A)	25-29	Owner managers of incorporated enterprises	76
Strathfield (A)	25-29	Owner managers of unincorporated enterprises	66
Strathfield (A)	25-29	Status in employment not stated	22
Strathfield (A)	30-34	Contributing family workers	20
Strathfield (A)	30-34	Employee	2311
Strathfield (A)	30-34	Owner managers of incorporated enterprises	157
Strathfield (A)	30-34	Owner managers of unincorporated enterprises	100
Strathfield (A)	30-34	Status in employment not stated	28
Strathfield (A)	35-39	Contributing family workers	29
Strathfield (A)	35-39	Employee	2013
Strathfield (A)	35-39	Owner managers of incorporated enterprises	226
Strathfield (A)	35-39	Owner managers of unincorporated enterprises	142
Strathfield (A)	35-39	Status in employment not stated	17
Strathfield (A)	40-44	Contributing family workers	29
Strathfield (A)	40-44	Employee	2040
Strathfield (A)	40-44	Owner managers of incorporated enterprises	237
Strathfield (A)	40-44	Owner managers of unincorporated enterprises	127
Strathfield (A)	40-44	Status in employment not stated	18
Strathfield (A)	45-49	Contributing family workers	23
Strathfield (A)	45-49	Employee	1954
Strathfield (A)	45-49	Owner managers of incorporated enterprises	274
Strathfield (A)	45-49	Owner managers of unincorporated enterprises	155
Strathfield (A)	45-49	Status in employment not stated	27
Strathfield (A)	50-54	Contributing family workers	34
Strathfield (A)	50-54	Employee	1976
Strathfield (A)	50-54	Owner managers of incorporated enterprises	263
Strathfield (A)	50-54	Owner managers of unincorporated enterprises	184
Strathfield (A)	50-54	Status in employment not stated	26
Strathfield (A)	55-59	Contributing family workers	33
Strathfield (A)	55-59	Employee	1698
Strathfield (A)	55-59	Owner managers of incorporated enterprises	222
Strathfield (A)	55-59	Owner managers of unincorporated enterprises	122
Strathfield (A)	55-59	Status in employment not stated	30
Strathfield (A)	60-64	Contributing family workers	24
Strathfield (A)	60-64	Employee	1065
Strathfield (A)	60-64	Owner managers of incorporated enterprises	153
Strathfield (A)	60-64	Owner managers of unincorporated enterprises	84
Strathfield (A)	60-64	Status in employment not stated	9
Strathfield (A)	65-69	Contributing family workers	9
Strathfield (A)	65-69	Employee	407
Strathfield (A)	65-69	Owner managers of incorporated enterprises	82
Strathfield (A)	65-69	Owner managers of unincorporated enterprises	57
Strathfield (A)	65-69	Status in employment not stated	13
Strathfield (A)	70-74	Contributing family workers	3
Strathfield (A)	70-74	Employee	101
Strathfield (A)	70-74	Owner managers of incorporated enterprises	47
Strathfield (A)	70-74	Owner managers of unincorporated enterprises	35
Strathfield (A)	70-74	Status in employment not stated	4
Strathfield (A)	75+	Contributing family workers	12
Strathfield (A)	75+	Employee	54
Strathfield (A)	75+	Owner managers of incorporated enterprises	27
Strathfield (A)	75+	Owner managers of unincorporated enterprises	17
Strathfield (A)	75+	Status in employment not stated	3
Sutherland Shire (A)	15-19	Contributing family workers	20
Sutherland Shire (A)	15-19	Employee	5328
Sutherland Shire (A)	15-19	Owner managers of incorporated enterprises	3
Sutherland Shire (A)	15-19	Owner managers of unincorporated enterprises	38
Sutherland Shire (A)	15-19	Status in employment not stated	40
Sutherland Shire (A)	20-24	Contributing family workers	20
Sutherland Shire (A)	20-24	Employee	6984
Sutherland Shire (A)	20-24	Owner managers of incorporated enterprises	58
Sutherland Shire (A)	20-24	Owner managers of unincorporated enterprises	152
Sutherland Shire (A)	20-24	Status in employment not stated	58
Sutherland Shire (A)	25-29	Contributing family workers	30
Sutherland Shire (A)	25-29	Employee	5917
Sutherland Shire (A)	25-29	Owner managers of incorporated enterprises	291
Sutherland Shire (A)	25-29	Owner managers of unincorporated enterprises	327
Sutherland Shire (A)	25-29	Status in employment not stated	45
Sutherland Shire (A)	30-34	Contributing family workers	68
Sutherland Shire (A)	30-34	Employee	5086
Sutherland Shire (A)	30-34	Owner managers of incorporated enterprises	554
Sutherland Shire (A)	30-34	Owner managers of unincorporated enterprises	526
Sutherland Shire (A)	30-34	Status in employment not stated	39
Sutherland Shire (A)	35-39	Contributing family workers	86
Sutherland Shire (A)	35-39	Employee	4758
Sutherland Shire (A)	35-39	Owner managers of incorporated enterprises	808
Sutherland Shire (A)	35-39	Owner managers of unincorporated enterprises	674
Sutherland Shire (A)	35-39	Status in employment not stated	52
Sutherland Shire (A)	40-44	Contributing family workers	86
Sutherland Shire (A)	40-44	Employee	5185
Sutherland Shire (A)	40-44	Owner managers of incorporated enterprises	961
Sutherland Shire (A)	40-44	Owner managers of unincorporated enterprises	724
Sutherland Shire (A)	40-44	Status in employment not stated	61
Sutherland Shire (A)	45-49	Contributing family workers	104
Sutherland Shire (A)	45-49	Employee	5036
Sutherland Shire (A)	45-49	Owner managers of incorporated enterprises	991
Sutherland Shire (A)	45-49	Owner managers of unincorporated enterprises	775
Sutherland Shire (A)	45-49	Status in employment not stated	56
Sutherland Shire (A)	50-54	Contributing family workers	107
Sutherland Shire (A)	50-54	Employee	4969
Sutherland Shire (A)	50-54	Owner managers of incorporated enterprises	922
Sutherland Shire (A)	50-54	Owner managers of unincorporated enterprises	692
Sutherland Shire (A)	50-54	Status in employment not stated	70
Sutherland Shire (A)	55-59	Contributing family workers	83
Sutherland Shire (A)	55-59	Employee	4602
Sutherland Shire (A)	55-59	Owner managers of incorporated enterprises	846
Sutherland Shire (A)	55-59	Owner managers of unincorporated enterprises	652
Sutherland Shire (A)	55-59	Status in employment not stated	51
Sutherland Shire (A)	60-64	Contributing family workers	104
Sutherland Shire (A)	60-64	Employee	2934
Sutherland Shire (A)	60-64	Owner managers of incorporated enterprises	623
Sutherland Shire (A)	60-64	Owner managers of unincorporated enterprises	512
Sutherland Shire (A)	60-64	Status in employment not stated	46
Sutherland Shire (A)	65-69	Contributing family workers	88
Sutherland Shire (A)	65-69	Employee	1232
Sutherland Shire (A)	65-69	Owner managers of incorporated enterprises	435
Sutherland Shire (A)	65-69	Owner managers of unincorporated enterprises	309
Sutherland Shire (A)	65-69	Status in employment not stated	31
Sutherland Shire (A)	70-74	Contributing family workers	51
Sutherland Shire (A)	70-74	Employee	424
Sutherland Shire (A)	70-74	Owner managers of incorporated enterprises	166
Sutherland Shire (A)	70-74	Owner managers of unincorporated enterprises	144
Sutherland Shire (A)	70-74	Status in employment not stated	19
Sutherland Shire (A)	75+	Contributing family workers	51
Sutherland Shire (A)	75+	Employee	114
Sutherland Shire (A)	75+	Owner managers of incorporated enterprises	75
Sutherland Shire (A)	75+	Owner managers of unincorporated enterprises	101
Sutherland Shire (A)	75+	Status in employment not stated	19
Sydney (C)	15-19	Contributing family workers	52
Sydney (C)	15-19	Employee	7648
Sydney (C)	15-19	Owner managers of incorporated enterprises	20
Sydney (C)	15-19	Owner managers of unincorporated enterprises	78
Sydney (C)	15-19	Status in employment not stated	96
Sydney (C)	20-24	Contributing family workers	111
Sydney (C)	20-24	Employee	45486
Sydney (C)	20-24	Owner managers of incorporated enterprises	231
Sydney (C)	20-24	Owner managers of unincorporated enterprises	469
Sydney (C)	20-24	Status in employment not stated	346
Sydney (C)	25-29	Contributing family workers	161
Sydney (C)	25-29	Employee	77868
Sydney (C)	25-29	Owner managers of incorporated enterprises	1066
Sydney (C)	25-29	Owner managers of unincorporated enterprises	1247
Sydney (C)	25-29	Status in employment not stated	457
