LGA_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Camden (A)	Worked at home			23
Camden (A)	Worked at home		Clerical and administrative workers	416
Camden (A)	Worked at home		Community and personal service workers	110
Camden (A)	Worked at home		Labourers	32
Camden (A)	Worked at home		Machinery operators and drivers	18
Camden (A)	Worked at home		Managers	277
Camden (A)	Worked at home		Professionals	293
Camden (A)	Worked at home		Sales workers	58
Camden (A)	Worked at home		Technicians and trades workers	108
Campbelltown (C) (NSW)	Bicycle	1		3
Campbelltown (C) (NSW)	Bicycle	1	Clerical and administrative workers	7
Campbelltown (C) (NSW)	Bicycle	1	Community and personal service workers	12
Campbelltown (C) (NSW)	Bicycle	1	Labourers	13
Campbelltown (C) (NSW)	Bicycle	1	Machinery operators and drivers	16
Campbelltown (C) (NSW)	Bicycle	1	Managers	8
Campbelltown (C) (NSW)	Bicycle	1	Professionals	10
Campbelltown (C) (NSW)	Bicycle	1	Technicians and trades workers	18
Campbelltown (C) (NSW)	Bus	1		5
Campbelltown (C) (NSW)	Bus	1	Clerical and administrative workers	41
Campbelltown (C) (NSW)	Bus	1	Community and personal service workers	75
Campbelltown (C) (NSW)	Bus	1	Labourers	133
Campbelltown (C) (NSW)	Bus	1	Machinery operators and drivers	45
Campbelltown (C) (NSW)	Bus	1	Managers	26
Campbelltown (C) (NSW)	Bus	1	Professionals	37
Campbelltown (C) (NSW)	Bus	1	Sales workers	181
Campbelltown (C) (NSW)	Bus	1	Technicians and trades workers	45
Campbelltown (C) (NSW)	Bus and car as driver	2	Machinery operators and drivers	3
Campbelltown (C) (NSW)	Bus and car as driver	2	Managers	3
Campbelltown (C) (NSW)	Bus and car as driver	2	Professionals	3
Campbelltown (C) (NSW)	Bus and car as driver	2	Sales workers	3
Campbelltown (C) (NSW)	Bus and car as passenger	2	Community and personal service workers	14
Campbelltown (C) (NSW)	Bus and car as passenger	2	Labourers	16
Campbelltown (C) (NSW)	Bus and car as passenger	2	Machinery operators and drivers	3
Campbelltown (C) (NSW)	Bus and car as passenger	2	Managers	3
Campbelltown (C) (NSW)	Bus and car as passenger	2	Professionals	4
Campbelltown (C) (NSW)	Bus and car as passenger	2	Sales workers	19
Campbelltown (C) (NSW)	Bus and car as passenger	2	Technicians and trades workers	5
Campbelltown (C) (NSW)	Bus and other	2	Technicians and trades workers	3
Campbelltown (C) (NSW)	Bus and two other methods excludes train	3	Community and personal service workers	5
Campbelltown (C) (NSW)	Bus and two other methods excludes train	3	Machinery operators and drivers	4
Campbelltown (C) (NSW)	Car as driver	1		558
Campbelltown (C) (NSW)	Car as driver	1	Clerical and administrative workers	4421
Campbelltown (C) (NSW)	Car as driver	1	Community and personal service workers	3820
Campbelltown (C) (NSW)	Car as driver	1	Labourers	3385
Campbelltown (C) (NSW)	Car as driver	1	Machinery operators and drivers	3754
Campbelltown (C) (NSW)	Car as driver	1	Managers	3978
Campbelltown (C) (NSW)	Car as driver	1	Professionals	6893
Campbelltown (C) (NSW)	Car as driver	1	Sales workers	3262
Campbelltown (C) (NSW)	Car as driver	1	Technicians and trades workers	4552
Campbelltown (C) (NSW)	Car as passenger	1		53
Campbelltown (C) (NSW)	Car as passenger	1	Clerical and administrative workers	246
Campbelltown (C) (NSW)	Car as passenger	1	Community and personal service workers	309
Campbelltown (C) (NSW)	Car as passenger	1	Labourers	711
Campbelltown (C) (NSW)	Car as passenger	1	Machinery operators and drivers	253
Campbelltown (C) (NSW)	Car as passenger	1	Managers	152
Campbelltown (C) (NSW)	Car as passenger	1	Professionals	291
Campbelltown (C) (NSW)	Car as passenger	1	Sales workers	568
Campbelltown (C) (NSW)	Car as passenger	1	Technicians and trades workers	341
Campbelltown (C) (NSW)	Did not go to work			54
Campbelltown (C) (NSW)	Did not go to work		Clerical and administrative workers	505
Campbelltown (C) (NSW)	Did not go to work		Community and personal service workers	733
Campbelltown (C) (NSW)	Did not go to work		Labourers	499
Campbelltown (C) (NSW)	Did not go to work		Machinery operators and drivers	267
Campbelltown (C) (NSW)	Did not go to work		Managers	245
Campbelltown (C) (NSW)	Did not go to work		Professionals	822
Campbelltown (C) (NSW)	Did not go to work		Sales workers	802
Campbelltown (C) (NSW)	Did not go to work		Technicians and trades workers	308
Campbelltown (C) (NSW)	Method of travel not stated			152
Campbelltown (C) (NSW)	Method of travel not stated		Clerical and administrative workers	27
Campbelltown (C) (NSW)	Method of travel not stated		Community and personal service workers	42
Campbelltown (C) (NSW)	Method of travel not stated		Labourers	68
Campbelltown (C) (NSW)	Method of travel not stated		Machinery operators and drivers	39
Campbelltown (C) (NSW)	Method of travel not stated		Managers	25
Campbelltown (C) (NSW)	Method of travel not stated		Professionals	45
Campbelltown (C) (NSW)	Method of travel not stated		Sales workers	49
Campbelltown (C) (NSW)	Method of travel not stated		Technicians and trades workers	47
Campbelltown (C) (NSW)	Motorbike scooter	1		4
Campbelltown (C) (NSW)	Motorbike scooter	1	Clerical and administrative workers	24
Campbelltown (C) (NSW)	Motorbike scooter	1	Community and personal service workers	26
Campbelltown (C) (NSW)	Motorbike scooter	1	Labourers	24
Campbelltown (C) (NSW)	Motorbike scooter	1	Machinery operators and drivers	36
Campbelltown (C) (NSW)	Motorbike scooter	1	Managers	16
Campbelltown (C) (NSW)	Motorbike scooter	1	Professionals	17
Campbelltown (C) (NSW)	Motorbike scooter	1	Sales workers	13
Campbelltown (C) (NSW)	Motorbike scooter	1	Technicians and trades workers	41
Campbelltown (C) (NSW)	(Other)	1		4
Campbelltown (C) (NSW)	(Other)	1	Clerical and administrative workers	35
Campbelltown (C) (NSW)	(Other)	1	Community and personal service workers	22
Campbelltown (C) (NSW)	(Other)	1	Labourers	18
Campbelltown (C) (NSW)	(Other)	1	Machinery operators and drivers	16
Campbelltown (C) (NSW)	(Other)	1	Managers	13
Campbelltown (C) (NSW)	(Other)	1	Professionals	20
Campbelltown (C) (NSW)	(Other)	1	Sales workers	9
Campbelltown (C) (NSW)	(Other)	1	Technicians and trades workers	20
Campbelltown (C) (NSW)	Other three methods	3	Professionals	3
Campbelltown (C) (NSW)	Other three methods	3	Sales workers	3
Campbelltown (C) (NSW)	Other two methods	2		9
Campbelltown (C) (NSW)	Other two methods	2	Clerical and administrative workers	28
Campbelltown (C) (NSW)	Other two methods	2	Community and personal service workers	31
Campbelltown (C) (NSW)	Other two methods	2	Labourers	32
Campbelltown (C) (NSW)	Other two methods	2	Machinery operators and drivers	30
Campbelltown (C) (NSW)	Other two methods	2	Managers	25
Campbelltown (C) (NSW)	Other two methods	2	Professionals	34
Campbelltown (C) (NSW)	Other two methods	2	Sales workers	24
Campbelltown (C) (NSW)	Other two methods	2	Technicians and trades workers	42
Campbelltown (C) (NSW)	Taxi	1		3
Campbelltown (C) (NSW)	Taxi	1	Clerical and administrative workers	3
Campbelltown (C) (NSW)	Taxi	1	Community and personal service workers	5
Campbelltown (C) (NSW)	Taxi	1	Labourers	16
Campbelltown (C) (NSW)	Taxi	1	Machinery operators and drivers	25
Campbelltown (C) (NSW)	Taxi	1	Managers	4
Campbelltown (C) (NSW)	Taxi	1	Professionals	7
Campbelltown (C) (NSW)	Taxi	1	Sales workers	6
Campbelltown (C) (NSW)	Taxi	1	Technicians and trades workers	5
Campbelltown (C) (NSW)	Train	1		23
Campbelltown (C) (NSW)	Train	1	Clerical and administrative workers	102
Campbelltown (C) (NSW)	Train	1	Community and personal service workers	85
Campbelltown (C) (NSW)	Train	1	Labourers	219
Campbelltown (C) (NSW)	Train	1	Machinery operators and drivers	106
Campbelltown (C) (NSW)	Train	1	Managers	54
Campbelltown (C) (NSW)	Train	1	Professionals	187
Campbelltown (C) (NSW)	Train	1	Sales workers	127
Campbelltown (C) (NSW)	Train	1	Technicians and trades workers	156
Campbelltown (C) (NSW)	Train and bus	2		4
Campbelltown (C) (NSW)	Train and bus	2	Clerical and administrative workers	30
Campbelltown (C) (NSW)	Train and bus	2	Community and personal service workers	39
Campbelltown (C) (NSW)	Train and bus	2	Labourers	100
Campbelltown (C) (NSW)	Train and bus	2	Machinery operators and drivers	36
Campbelltown (C) (NSW)	Train and bus	2	Managers	16
Campbelltown (C) (NSW)	Train and bus	2	Professionals	48
Campbelltown (C) (NSW)	Train and bus	2	Sales workers	37
Campbelltown (C) (NSW)	Train and bus	2	Technicians and trades workers	39
Campbelltown (C) (NSW)	Train and car as driver	2	Clerical and administrative workers	9
Campbelltown (C) (NSW)	Train and car as driver	2	Community and personal service workers	9
Campbelltown (C) (NSW)	Train and car as driver	2	Labourers	16
Campbelltown (C) (NSW)	Train and car as driver	2	Machinery operators and drivers	4
Campbelltown (C) (NSW)	Train and car as driver	2	Managers	17
Campbelltown (C) (NSW)	Train and car as driver	2	Professionals	30
Campbelltown (C) (NSW)	Train and car as driver	2	Sales workers	12
Campbelltown (C) (NSW)	Train and car as driver	2	Technicians and trades workers	3
Campbelltown (C) (NSW)	Train and car as passenger	2	Clerical and administrative workers	7
Campbelltown (C) (NSW)	Train and car as passenger	2	Community and personal service workers	8
Campbelltown (C) (NSW)	Train and car as passenger	2	Labourers	18
Campbelltown (C) (NSW)	Train and car as passenger	2	Machinery operators and drivers	7
Campbelltown (C) (NSW)	Train and car as passenger	2	Managers	4
Campbelltown (C) (NSW)	Train and car as passenger	2	Professionals	6
Campbelltown (C) (NSW)	Train and car as passenger	2	Sales workers	11
Campbelltown (C) (NSW)	Train and car as passenger	2	Technicians and trades workers	3
Campbelltown (C) (NSW)	Train and other	2	Clerical and administrative workers	4
Campbelltown (C) (NSW)	Train and other	2	Labourers	5
Campbelltown (C) (NSW)	Train and other	2	Machinery operators and drivers	5
Campbelltown (C) (NSW)	Train and other	2	Professionals	9
Campbelltown (C) (NSW)	Train and other	2	Technicians and trades workers	3
Campbelltown (C) (NSW)	Train and two other methods	3		6
Campbelltown (C) (NSW)	Train and two other methods	3	Clerical and administrative workers	6
Campbelltown (C) (NSW)	Train and two other methods	3	Community and personal service workers	17
Campbelltown (C) (NSW)	Train and two other methods	3	Labourers	24
Campbelltown (C) (NSW)	Train and two other methods	3	Machinery operators and drivers	10
Campbelltown (C) (NSW)	Train and two other methods	3	Managers	4
Campbelltown (C) (NSW)	Train and two other methods	3	Professionals	20
Campbelltown (C) (NSW)	Train and two other methods	3	Sales workers	16
Campbelltown (C) (NSW)	Train and two other methods	3	Technicians and trades workers	9
Campbelltown (C) (NSW)	Truck	1		11
Campbelltown (C) (NSW)	Truck	1	Clerical and administrative workers	12
Campbelltown (C) (NSW)	Truck	1	Labourers	73
Campbelltown (C) (NSW)	Truck	1	Machinery operators and drivers	207
Campbelltown (C) (NSW)	Truck	1	Managers	36
Campbelltown (C) (NSW)	Truck	1	Professionals	7
Campbelltown (C) (NSW)	Truck	1	Sales workers	4
Campbelltown (C) (NSW)	Truck	1	Technicians and trades workers	131
Campbelltown (C) (NSW)	Walked only	1		11
Campbelltown (C) (NSW)	Walked only	1	Clerical and administrative workers	70
Campbelltown (C) (NSW)	Walked only	1	Community and personal service workers	126
Campbelltown (C) (NSW)	Walked only	1	Labourers	141
Campbelltown (C) (NSW)	Walked only	1	Machinery operators and drivers	64
Campbelltown (C) (NSW)	Walked only	1	Managers	62
Campbelltown (C) (NSW)	Walked only	1	Professionals	98
Campbelltown (C) (NSW)	Walked only	1	Sales workers	113
Campbelltown (C) (NSW)	Walked only	1	Technicians and trades workers	70
Campbelltown (C) (NSW)	Worked at home			18
Campbelltown (C) (NSW)	Worked at home		Clerical and administrative workers	425
Campbelltown (C) (NSW)	Worked at home		Community and personal service workers	221
Campbelltown (C) (NSW)	Worked at home		Labourers	26
Campbelltown (C) (NSW)	Worked at home		Machinery operators and drivers	12
Campbelltown (C) (NSW)	Worked at home		Managers	174
Campbelltown (C) (NSW)	Worked at home		Professionals	371
Campbelltown (C) (NSW)	Worked at home		Sales workers	60
Campbelltown (C) (NSW)	Worked at home		Technicians and trades workers	117
Canada Bay (A)	Bicycle	1	Clerical and administrative workers	8
Canada Bay (A)	Bicycle	1	Community and personal service workers	22
Canada Bay (A)	Bicycle	1	Labourers	20
Canada Bay (A)	Bicycle	1	Machinery operators and drivers	3
Canada Bay (A)	Bicycle	1	Managers	15
Canada Bay (A)	Bicycle	1	Professionals	72
Canada Bay (A)	Bicycle	1	Sales workers	15
Canada Bay (A)	Bicycle	1	Technicians and trades workers	16
Canada Bay (A)	Bus	1		12
Canada Bay (A)	Bus	1	Clerical and administrative workers	134
Canada Bay (A)	Bus	1	Community and personal service workers	161
Canada Bay (A)	Bus	1	Labourers	88
Canada Bay (A)	Bus	1	Machinery operators and drivers	16
Canada Bay (A)	Bus	1	Managers	73
Canada Bay (A)	Bus	1	Professionals	227
Canada Bay (A)	Bus	1	Sales workers	163
Canada Bay (A)	Bus	1	Technicians and trades workers	59
Canada Bay (A)	Bus and car as driver	2	Clerical and administrative workers	6
Canada Bay (A)	Bus and car as driver	2	Community and personal service workers	5
Canada Bay (A)	Bus and car as driver	2	Labourers	3
Canada Bay (A)	Bus and car as driver	2	Managers	10
Canada Bay (A)	Bus and car as driver	2	Professionals	18
Canada Bay (A)	Bus and car as driver	2	Sales workers	10
Canada Bay (A)	Bus and car as driver	2	Technicians and trades workers	3
Canada Bay (A)	Bus and car as passenger	2	Clerical and administrative workers	5
Canada Bay (A)	Bus and car as passenger	2	Community and personal service workers	6
Canada Bay (A)	Bus and car as passenger	2	Labourers	8
Canada Bay (A)	Bus and car as passenger	2	Professionals	6
Canada Bay (A)	Bus and car as passenger	2	Sales workers	9
Canada Bay (A)	Bus and car as passenger	2	Technicians and trades workers	4
Canada Bay (A)	Bus and other	2	Managers	3
Canada Bay (A)	Bus and other	2	Professionals	4
Canada Bay (A)	Bus and other	2	Technicians and trades workers	3
Canada Bay (A)	Bus and two other methods excludes train	3	Professionals	6
Canada Bay (A)	Car as driver	1		272
Canada Bay (A)	Car as driver	1	Clerical and administrative workers	3058
Canada Bay (A)	Car as driver	1	Community and personal service workers	1499
Canada Bay (A)	Car as driver	1	Labourers	881
Canada Bay (A)	Car as driver	1	Machinery operators and drivers	750
Canada Bay (A)	Car as driver	1	Managers	3333
Canada Bay (A)	Car as driver	1	Professionals	5646
Canada Bay (A)	Car as driver	1	Sales workers	1677
Canada Bay (A)	Car as driver	1	Technicians and trades workers	2140
Canada Bay (A)	Car as passenger	1		22
Canada Bay (A)	Car as passenger	1	Clerical and administrative workers	238
Canada Bay (A)	Car as passenger	1	Community and personal service workers	161
Canada Bay (A)	Car as passenger	1	Labourers	153
Canada Bay (A)	Car as passenger	1	Machinery operators and drivers	24
Canada Bay (A)	Car as passenger	1	Managers	107
Canada Bay (A)	Car as passenger	1	Professionals	195
Canada Bay (A)	Car as passenger	1	Sales workers	205
Canada Bay (A)	Car as passenger	1	Technicians and trades workers	104
Canada Bay (A)	Did not go to work			46
Canada Bay (A)	Did not go to work		Clerical and administrative workers	461
Canada Bay (A)	Did not go to work		Community and personal service workers	365
Canada Bay (A)	Did not go to work		Labourers	157
Canada Bay (A)	Did not go to work		Machinery operators and drivers	66
