LGA_NAME16	Age	LabourForceStatus	Sex	workers
Gwydir (A)	75+		F	4
Gwydir (A)	75+	Employed (away from work)	F	3
Gwydir (A)	75+	Employed (full-time)	F	9
Gwydir (A)	75+	Employed (full-time)	M	20
Gwydir (A)	75+	Employed (part-time)	F	4
Gwydir (A)	75+	Employed (part-time)	M	16
Hawkesbury (C)	15-19		F	21
Hawkesbury (C)	15-19		M	18
Hawkesbury (C)	15-19	Employed (away from work)	F	23
Hawkesbury (C)	15-19	Employed (away from work)	M	30
Hawkesbury (C)	15-19	Employed (full-time)	F	148
Hawkesbury (C)	15-19	Employed (full-time)	M	388
Hawkesbury (C)	15-19	Employed (part-time)	F	727
Hawkesbury (C)	15-19	Employed (part-time)	M	461
Hawkesbury (C)	20-24		F	32
Hawkesbury (C)	20-24		M	40
Hawkesbury (C)	20-24	Employed (away from work)	F	31
Hawkesbury (C)	20-24	Employed (away from work)	M	30
Hawkesbury (C)	20-24	Employed (full-time)	F	516
Hawkesbury (C)	20-24	Employed (full-time)	M	920
Hawkesbury (C)	20-24	Employed (part-time)	F	580
Hawkesbury (C)	20-24	Employed (part-time)	M	349
Hawkesbury (C)	25-29		F	20
Hawkesbury (C)	25-29		M	37
Hawkesbury (C)	25-29	Employed (away from work)	F	52
Hawkesbury (C)	25-29	Employed (away from work)	M	23
Hawkesbury (C)	25-29	Employed (full-time)	F	553
Hawkesbury (C)	25-29	Employed (full-time)	M	1144
Hawkesbury (C)	25-29	Employed (part-time)	F	407
Hawkesbury (C)	25-29	Employed (part-time)	M	175
Hawkesbury (C)	30-34		F	17
Hawkesbury (C)	30-34		M	29
Hawkesbury (C)	30-34	Employed (away from work)	F	66
Hawkesbury (C)	30-34	Employed (away from work)	M	23
Hawkesbury (C)	30-34	Employed (full-time)	F	448
Hawkesbury (C)	30-34	Employed (full-time)	M	1055
Hawkesbury (C)	30-34	Employed (part-time)	F	480
Hawkesbury (C)	30-34	Employed (part-time)	M	131
Hawkesbury (C)	35-39		F	16
Hawkesbury (C)	35-39		M	21
Hawkesbury (C)	35-39	Employed (away from work)	F	35
Hawkesbury (C)	35-39	Employed (away from work)	M	29
Hawkesbury (C)	35-39	Employed (full-time)	F	475
Hawkesbury (C)	35-39	Employed (full-time)	M	1009
Hawkesbury (C)	35-39	Employed (part-time)	F	530
Hawkesbury (C)	35-39	Employed (part-time)	M	111
Hawkesbury (C)	40-44		F	18
Hawkesbury (C)	40-44		M	29
Hawkesbury (C)	40-44	Employed (away from work)	F	28
Hawkesbury (C)	40-44	Employed (away from work)	M	25
Hawkesbury (C)	40-44	Employed (full-time)	F	609
Hawkesbury (C)	40-44	Employed (full-time)	M	1081
Hawkesbury (C)	40-44	Employed (part-time)	F	676
Hawkesbury (C)	40-44	Employed (part-time)	M	141
Hawkesbury (C)	45-49		F	16
Hawkesbury (C)	45-49		M	23
Hawkesbury (C)	45-49	Employed (away from work)	F	31
Hawkesbury (C)	45-49	Employed (away from work)	M	30
Hawkesbury (C)	45-49	Employed (full-time)	F	670
Hawkesbury (C)	45-49	Employed (full-time)	M	1106
Hawkesbury (C)	45-49	Employed (part-time)	F	666
Hawkesbury (C)	45-49	Employed (part-time)	M	155
Hawkesbury (C)	50-54		F	13
Hawkesbury (C)	50-54		M	26
Hawkesbury (C)	50-54	Employed (away from work)	F	25
Hawkesbury (C)	50-54	Employed (away from work)	M	16
Hawkesbury (C)	50-54	Employed (full-time)	F	690
Hawkesbury (C)	50-54	Employed (full-time)	M	1063
Hawkesbury (C)	50-54	Employed (part-time)	F	628
Hawkesbury (C)	50-54	Employed (part-time)	M	140
Hawkesbury (C)	55-59		F	11
Hawkesbury (C)	55-59		M	22
Hawkesbury (C)	55-59	Employed (away from work)	F	33
Hawkesbury (C)	55-59	Employed (away from work)	M	30
Hawkesbury (C)	55-59	Employed (full-time)	F	593
Hawkesbury (C)	55-59	Employed (full-time)	M	941
Hawkesbury (C)	55-59	Employed (part-time)	F	503
Hawkesbury (C)	55-59	Employed (part-time)	M	201
Hawkesbury (C)	60-64		F	11
Hawkesbury (C)	60-64		M	15
Hawkesbury (C)	60-64	Employed (away from work)	F	29
Hawkesbury (C)	60-64	Employed (away from work)	M	22
Hawkesbury (C)	60-64	Employed (full-time)	F	279
Hawkesbury (C)	60-64	Employed (full-time)	M	582
Hawkesbury (C)	60-64	Employed (part-time)	F	367
Hawkesbury (C)	60-64	Employed (part-time)	M	173
Hawkesbury (C)	65-69		F	4
Hawkesbury (C)	65-69		M	9
Hawkesbury (C)	65-69	Employed (away from work)	F	19
Hawkesbury (C)	65-69	Employed (away from work)	M	18
Hawkesbury (C)	65-69	Employed (full-time)	F	98
Hawkesbury (C)	65-69	Employed (full-time)	M	226
Hawkesbury (C)	65-69	Employed (part-time)	F	194
Hawkesbury (C)	65-69	Employed (part-time)	M	174
Hawkesbury (C)	70-74		M	3
Hawkesbury (C)	70-74	Employed (away from work)	F	7
Hawkesbury (C)	70-74	Employed (away from work)	M	4
Hawkesbury (C)	70-74	Employed (full-time)	F	20
Hawkesbury (C)	70-74	Employed (full-time)	M	75
Hawkesbury (C)	70-74	Employed (part-time)	F	66
Hawkesbury (C)	70-74	Employed (part-time)	M	100
Hawkesbury (C)	75+		F	3
Hawkesbury (C)	75+		M	6
Hawkesbury (C)	75+	Employed (full-time)	F	15
Hawkesbury (C)	75+	Employed (full-time)	M	34
Hawkesbury (C)	75+	Employed (part-time)	F	23
Hawkesbury (C)	75+	Employed (part-time)	M	57
Hay (A)	15-19	Employed (away from work)	F	4
Hay (A)	15-19	Employed (full-time)	F	3
Hay (A)	15-19	Employed (full-time)	M	22
Hay (A)	15-19	Employed (part-time)	F	26
Hay (A)	15-19	Employed (part-time)	M	15
Hay (A)	20-24	Employed (full-time)	F	28
Hay (A)	20-24	Employed (full-time)	M	55
Hay (A)	20-24	Employed (part-time)	F	21
Hay (A)	20-24	Employed (part-time)	M	9
Hay (A)	25-29	Employed (full-time)	F	16
Hay (A)	25-29	Employed (full-time)	M	43
Hay (A)	25-29	Employed (part-time)	F	19
Hay (A)	25-29	Employed (part-time)	M	7
Hay (A)	30-34		F	3
Hay (A)	30-34		M	3
Hay (A)	30-34	Employed (away from work)	M	3
Hay (A)	30-34	Employed (full-time)	F	20
Hay (A)	30-34	Employed (full-time)	M	47
Hay (A)	30-34	Employed (part-time)	F	19
Hay (A)	30-34	Employed (part-time)	M	3
Hay (A)	35-39	Employed (full-time)	F	17
Hay (A)	35-39	Employed (full-time)	M	37
Hay (A)	35-39	Employed (part-time)	F	26
Hay (A)	35-39	Employed (part-time)	M	8
Hay (A)	40-44	Employed (full-time)	F	25
Hay (A)	40-44	Employed (full-time)	M	44
Hay (A)	40-44	Employed (part-time)	F	35
Hay (A)	40-44	Employed (part-time)	M	7
Hay (A)	45-49		M	3
Hay (A)	45-49	Employed (full-time)	F	36
Hay (A)	45-49	Employed (full-time)	M	54
Hay (A)	45-49	Employed (part-time)	F	26
Hay (A)	45-49	Employed (part-time)	M	5
Hay (A)	50-54		F	4
Hay (A)	50-54		M	3
Hay (A)	50-54	Employed (away from work)	F	3
Hay (A)	50-54	Employed (full-time)	F	49
Hay (A)	50-54	Employed (full-time)	M	77
Hay (A)	50-54	Employed (part-time)	F	39
Hay (A)	50-54	Employed (part-time)	M	9
Hay (A)	55-59		F	3
Hay (A)	55-59		M	3
Hay (A)	55-59	Employed (away from work)	F	5
Hay (A)	55-59	Employed (away from work)	M	6
Hay (A)	55-59	Employed (full-time)	F	34
Hay (A)	55-59	Employed (full-time)	M	74
Hay (A)	55-59	Employed (part-time)	F	38
Hay (A)	55-59	Employed (part-time)	M	8
Hay (A)	60-64		M	4
Hay (A)	60-64	Employed (away from work)	F	5
Hay (A)	60-64	Employed (full-time)	F	19
Hay (A)	60-64	Employed (full-time)	M	46
Hay (A)	60-64	Employed (part-time)	F	22
Hay (A)	60-64	Employed (part-time)	M	7
Hay (A)	65-69		M	4
Hay (A)	65-69	Employed (away from work)	F	8
Hay (A)	65-69	Employed (away from work)	M	3
Hay (A)	65-69	Employed (full-time)	F	4
Hay (A)	65-69	Employed (full-time)	M	22
Hay (A)	65-69	Employed (part-time)	F	12
Hay (A)	65-69	Employed (part-time)	M	9
Hay (A)	70-74	Employed (away from work)	M	6
Hay (A)	70-74	Employed (full-time)	F	3
Hay (A)	70-74	Employed (full-time)	M	4
Hay (A)	70-74	Employed (part-time)	M	6
Hay (A)	75+	Employed (full-time)	F	7
Hay (A)	75+	Employed (full-time)	M	6
Hay (A)	75+	Employed (part-time)	F	5
Hay (A)	75+	Employed (part-time)	M	3
Hilltops (A)	15-19		F	8
Hilltops (A)	15-19		M	6
Hilltops (A)	15-19	Employed (away from work)	F	8
Hilltops (A)	15-19	Employed (away from work)	M	3
Hilltops (A)	15-19	Employed (full-time)	F	49
Hilltops (A)	15-19	Employed (full-time)	M	115
Hilltops (A)	15-19	Employed (part-time)	F	140
Hilltops (A)	15-19	Employed (part-time)	M	102
Hilltops (A)	20-24		F	7
Hilltops (A)	20-24		M	15
Hilltops (A)	20-24	Employed (away from work)	F	11
Hilltops (A)	20-24	Employed (away from work)	M	10
Hilltops (A)	20-24	Employed (full-time)	F	148
Hilltops (A)	20-24	Employed (full-time)	M	207
Hilltops (A)	20-24	Employed (part-time)	F	105
Hilltops (A)	20-24	Employed (part-time)	M	48
Hilltops (A)	25-29		F	5
Hilltops (A)	25-29		M	15
Hilltops (A)	25-29	Employed (away from work)	F	14
Hilltops (A)	25-29	Employed (away from work)	M	3
Hilltops (A)	25-29	Employed (full-time)	F	145
Hilltops (A)	25-29	Employed (full-time)	M	216
Hilltops (A)	25-29	Employed (part-time)	F	81
Hilltops (A)	25-29	Employed (part-time)	M	51
Hilltops (A)	30-34		F	4
Hilltops (A)	30-34		M	10
Hilltops (A)	30-34	Employed (away from work)	F	20
Hilltops (A)	30-34	Employed (away from work)	M	3
Hilltops (A)	30-34	Employed (full-time)	F	95
Hilltops (A)	30-34	Employed (full-time)	M	230
Hilltops (A)	30-34	Employed (part-time)	F	140
Hilltops (A)	30-34	Employed (part-time)	M	37
Hilltops (A)	35-39		F	3
Hilltops (A)	35-39		M	8
Hilltops (A)	35-39	Employed (away from work)	F	9
Hilltops (A)	35-39	Employed (away from work)	M	10
Hilltops (A)	35-39	Employed (full-time)	F	130
Hilltops (A)	35-39	Employed (full-time)	M	261
Hilltops (A)	35-39	Employed (part-time)	F	179
Hilltops (A)	35-39	Employed (part-time)	M	31
Hilltops (A)	40-44		F	8
Hilltops (A)	40-44		M	6
Hilltops (A)	40-44	Employed (away from work)	F	8
Hilltops (A)	40-44	Employed (away from work)	M	9
Hilltops (A)	40-44	Employed (full-time)	F	148
Hilltops (A)	40-44	Employed (full-time)	M	296
Hilltops (A)	40-44	Employed (part-time)	F	180
Hilltops (A)	40-44	Employed (part-time)	M	57
Hilltops (A)	45-49		F	9
Hilltops (A)	45-49		M	6
Hilltops (A)	45-49	Employed (away from work)	F	8
Hilltops (A)	45-49	Employed (away from work)	M	11
Hilltops (A)	45-49	Employed (full-time)	F	213
Hilltops (A)	45-49	Employed (full-time)	M	281
Hilltops (A)	45-49	Employed (part-time)	F	190
Hilltops (A)	45-49	Employed (part-time)	M	45
Hilltops (A)	50-54		F	9
Hilltops (A)	50-54		M	14
Hilltops (A)	50-54	Employed (away from work)	F	7
Hilltops (A)	50-54	Employed (away from work)	M	18
Hilltops (A)	50-54	Employed (full-time)	F	188
Hilltops (A)	50-54	Employed (full-time)	M	336
Hilltops (A)	50-54	Employed (part-time)	F	203
Hilltops (A)	50-54	Employed (part-time)	M	68
Hilltops (A)	55-59		F	3
Hilltops (A)	55-59		M	11
Hilltops (A)	55-59	Employed (away from work)	F	18
Hilltops (A)	55-59	Employed (away from work)	M	13
Hilltops (A)	55-59	Employed (full-time)	F	161
Hilltops (A)	55-59	Employed (full-time)	M	289
Hilltops (A)	55-59	Employed (part-time)	F	200
Hilltops (A)	55-59	Employed (part-time)	M	68
Hilltops (A)	60-64		M	5
Hilltops (A)	60-64	Employed (away from work)	F	20
Hilltops (A)	60-64	Employed (away from work)	M	19
Hilltops (A)	60-64	Employed (full-time)	F	104
Hilltops (A)	60-64	Employed (full-time)	M	234
Hilltops (A)	60-64	Employed (part-time)	F	125
Hilltops (A)	60-64	Employed (part-time)	M	82
Hilltops (A)	65-69		F	6
Hilltops (A)	65-69		M	3
Hilltops (A)	65-69	Employed (away from work)	F	8
Hilltops (A)	65-69	Employed (away from work)	M	10
Hilltops (A)	65-69	Employed (full-time)	F	54
Hilltops (A)	65-69	Employed (full-time)	M	122
Hilltops (A)	65-69	Employed (part-time)	F	80
Hilltops (A)	65-69	Employed (part-time)	M	70
Hilltops (A)	70-74		F	4
Hilltops (A)	70-74		M	5
Hilltops (A)	70-74	Employed (away from work)	F	5
Hilltops (A)	70-74	Employed (away from work)	M	5
Hilltops (A)	70-74	Employed (full-time)	F	15
Hilltops (A)	70-74	Employed (full-time)	M	57
Hilltops (A)	70-74	Employed (part-time)	F	28
Hilltops (A)	70-74	Employed (part-time)	M	32
Hilltops (A)	75+		F	3
Hilltops (A)	75+		M	9
Hilltops (A)	75+	Employed (away from work)	M	3
Hilltops (A)	75+	Employed (full-time)	F	17
Hilltops (A)	75+	Employed (full-time)	M	43
Hilltops (A)	75+	Employed (part-time)	F	21
Hilltops (A)	75+	Employed (part-time)	M	34
Hornsby (A)	15-19		F	28
Hornsby (A)	15-19		M	23
Hornsby (A)	15-19	Employed (away from work)	F	76
Hornsby (A)	15-19	Employed (away from work)	M	67
Hornsby (A)	15-19	Employed (full-time)	F	149
Hornsby (A)	15-19	Employed (full-time)	M	281
Hornsby (A)	15-19	Employed (part-time)	F	1341
Hornsby (A)	15-19	Employed (part-time)	M	1087
Hornsby (A)	20-24		F	32
Hornsby (A)	20-24		M	56
Hornsby (A)	20-24	Employed (away from work)	F	70
Hornsby (A)	20-24	Employed (away from work)	M	42
Hornsby (A)	20-24	Employed (full-time)	F	782
Hornsby (A)	20-24	Employed (full-time)	M	1034
Hornsby (A)	20-24	Employed (part-time)	F	1135
Hornsby (A)	20-24	Employed (part-time)	M	1075
Hornsby (A)	25-29		F	47
Hornsby (A)	25-29		M	38
Hornsby (A)	25-29	Employed (away from work)	F	90
Hornsby (A)	25-29	Employed (away from work)	M	42
Hornsby (A)	25-29	Employed (full-time)	F	1064
Hornsby (A)	25-29	Employed (full-time)	M	1486
Hornsby (A)	25-29	Employed (part-time)	F	626
Hornsby (A)	25-29	Employed (part-time)	M	433
Hornsby (A)	30-34		F	26
Hornsby (A)	30-34		M	40
Hornsby (A)	30-34	Employed (away from work)	F	133
Hornsby (A)	30-34	Employed (away from work)	M	31
Hornsby (A)	30-34	Employed (full-time)	F	884
Hornsby (A)	30-34	Employed (full-time)	M	1677
Hornsby (A)	30-34	Employed (part-time)	F	792
Hornsby (A)	30-34	Employed (part-time)	M	306
Hornsby (A)	35-39		F	28
Hornsby (A)	35-39		M	40
Hornsby (A)	35-39	Employed (away from work)	F	97
Hornsby (A)	35-39	Employed (away from work)	M	40
Hornsby (A)	35-39	Employed (full-time)	F	872
Hornsby (A)	35-39	Employed (full-time)	M	1589
Hornsby (A)	35-39	Employed (part-time)	F	969
Hornsby (A)	35-39	Employed (part-time)	M	255
Hornsby (A)	40-44		F	28
Hornsby (A)	40-44		M	39
Hornsby (A)	40-44	Employed (away from work)	F	59
Hornsby (A)	40-44	Employed (away from work)	M	28
Hornsby (A)	40-44	Employed (full-time)	F	1017
Hornsby (A)	40-44	Employed (full-time)	M	1745
Hornsby (A)	40-44	Employed (part-time)	F	1286
Hornsby (A)	40-44	Employed (part-time)	M	303
Hornsby (A)	45-49		F	26
Hornsby (A)	45-49		M	31
Hornsby (A)	45-49	Employed (away from work)	F	39
Hornsby (A)	45-49	Employed (away from work)	M	35
Hornsby (A)	45-49	Employed (full-time)	F	1251
Hornsby (A)	45-49	Employed (full-time)	M	1761
Hornsby (A)	45-49	Employed (part-time)	F	1378
Hornsby (A)	45-49	Employed (part-time)	M	304
Hornsby (A)	50-54		F	28
Hornsby (A)	50-54		M	30
Hornsby (A)	50-54	Employed (away from work)	F	55
Hornsby (A)	50-54	Employed (away from work)	M	36
Hornsby (A)	50-54	Employed (full-time)	F	1252
Hornsby (A)	50-54	Employed (full-time)	M	1630
Hornsby (A)	50-54	Employed (part-time)	F	1178
Hornsby (A)	50-54	Employed (part-time)	M	332
Hornsby (A)	55-59		F	28
Hornsby (A)	55-59		M	29
Hornsby (A)	55-59	Employed (away from work)	F	61
Hornsby (A)	55-59	Employed (away from work)	M	59
Hornsby (A)	55-59	Employed (full-time)	F	1088
Hornsby (A)	55-59	Employed (full-time)	M	1533
Hornsby (A)	55-59	Employed (part-time)	F	1104
Hornsby (A)	55-59	Employed (part-time)	M	334
Hornsby (A)	60-64		F	21
Hornsby (A)	60-64		M	23
Hornsby (A)	60-64	Employed (away from work)	F	47
Hornsby (A)	60-64	Employed (away from work)	M	43
Hornsby (A)	60-64	Employed (full-time)	F	603
Hornsby (A)	60-64	Employed (full-time)	M	935
Hornsby (A)	60-64	Employed (part-time)	F	787
Hornsby (A)	60-64	Employed (part-time)	M	469
Hornsby (A)	65-69		F	6
Hornsby (A)	65-69		M	15
Hornsby (A)	65-69	Employed (away from work)	F	42
Hornsby (A)	65-69	Employed (away from work)	M	28
Hornsby (A)	65-69	Employed (full-time)	F	190
Hornsby (A)	65-69	Employed (full-time)	M	405
Hornsby (A)	65-69	Employed (part-time)	F	412
Hornsby (A)	65-69	Employed (part-time)	M	392
Hornsby (A)	70-74		F	3
Hornsby (A)	70-74		M	3
Hornsby (A)	70-74	Employed (away from work)	F	11
Hornsby (A)	70-74	Employed (away from work)	M	8
Hornsby (A)	70-74	Employed (full-time)	F	62
Hornsby (A)	70-74	Employed (full-time)	M	126
Hornsby (A)	70-74	Employed (part-time)	F	167
Hornsby (A)	70-74	Employed (part-time)	M	210
Hornsby (A)	75+		F	3
Hornsby (A)	75+		M	6
Hornsby (A)	75+	Employed (away from work)	M	15
Hornsby (A)	75+	Employed (full-time)	F	14
Hornsby (A)	75+	Employed (full-time)	M	63
Hornsby (A)	75+	Employed (part-time)	F	73
Hornsby (A)	75+	Employed (part-time)	M	126
Hunters Hill (A)	15-19		F	3
Hunters Hill (A)	15-19		M	3
Hunters Hill (A)	15-19	Employed (away from work)	F	4
Hunters Hill (A)	15-19	Employed (full-time)	F	11
Hunters Hill (A)	15-19	Employed (full-time)	M	10
Hunters Hill (A)	15-19	Employed (part-time)	F	75
Hunters Hill (A)	15-19	Employed (part-time)	M	46
Hunters Hill (A)	20-24		M	10
Hunters Hill (A)	20-24	Employed (away from work)	F	4
Hunters Hill (A)	20-24	Employed (away from work)	M	3
Hunters Hill (A)	20-24	Employed (full-time)	F	62
Hunters Hill (A)	20-24	Employed (full-time)	M	58
Hunters Hill (A)	20-24	Employed (part-time)	F	93
Hunters Hill (A)	20-24	Employed (part-time)	M	98
Hunters Hill (A)	25-29		F	3
Hunters Hill (A)	25-29		M	3
Hunters Hill (A)	25-29	Employed (away from work)	F	7
Hunters Hill (A)	25-29	Employed (full-time)	F	165
Hunters Hill (A)	25-29	Employed (full-time)	M	122
Hunters Hill (A)	25-29	Employed (part-time)	F	73
Hunters Hill (A)	25-29	Employed (part-time)	M	53
Hunters Hill (A)	30-34		M	3
Hunters Hill (A)	30-34	Employed (away from work)	F	13
Hunters Hill (A)	30-34	Employed (full-time)	F	119
Hunters Hill (A)	30-34	Employed (full-time)	M	149
Hunters Hill (A)	30-34	Employed (part-time)	F	95
Hunters Hill (A)	30-34	Employed (part-time)	M	42
Hunters Hill (A)	35-39		F	3
Hunters Hill (A)	35-39		M	8
Hunters Hill (A)	35-39	Employed (away from work)	F	25
Hunters Hill (A)	35-39	Employed (full-time)	F	95
Hunters Hill (A)	35-39	Employed (full-time)	M	143
Hunters Hill (A)	35-39	Employed (part-time)	F	109
Hunters Hill (A)	35-39	Employed (part-time)	M	32
Hunters Hill (A)	40-44		F	5
Hunters Hill (A)	40-44	Employed (away from work)	F	11
Hunters Hill (A)	40-44	Employed (away from work)	M	3
Hunters Hill (A)	40-44	Employed (full-time)	F	134
Hunters Hill (A)	40-44	Employed (full-time)	M	126
Hunters Hill (A)	40-44	Employed (part-time)	F	129
Hunters Hill (A)	40-44	Employed (part-time)	M	17
Hunters Hill (A)	45-49		F	3
Hunters Hill (A)	45-49		M	6
Hunters Hill (A)	45-49	Employed (away from work)	F	4
Hunters Hill (A)	45-49	Employed (away from work)	M	7
Hunters Hill (A)	45-49	Employed (full-time)	F	177
Hunters Hill (A)	45-49	Employed (full-time)	M	145
Hunters Hill (A)	45-49	Employed (part-time)	F	169
Hunters Hill (A)	45-49	Employed (part-time)	M	31
Hunters Hill (A)	50-54		M	3
Hunters Hill (A)	50-54	Employed (away from work)	F	5
Hunters Hill (A)	50-54	Employed (away from work)	M	7
Hunters Hill (A)	50-54	Employed (full-time)	F	158
Hunters Hill (A)	50-54	Employed (full-time)	M	133
Hunters Hill (A)	50-54	Employed (part-time)	F	160
Hunters Hill (A)	50-54	Employed (part-time)	M	30
Hunters Hill (A)	55-59		F	3
Hunters Hill (A)	55-59		M	6
Hunters Hill (A)	55-59	Employed (away from work)	F	10
Hunters Hill (A)	55-59	Employed (away from work)	M	7
Hunters Hill (A)	55-59	Employed (full-time)	F	137
Hunters Hill (A)	55-59	Employed (full-time)	M	138
Hunters Hill (A)	55-59	Employed (part-time)	F	140
Hunters Hill (A)	55-59	Employed (part-time)	M	51
Hunters Hill (A)	60-64	Employed (away from work)	F	5
Hunters Hill (A)	60-64	Employed (away from work)	M	3
Hunters Hill (A)	60-64	Employed (full-time)	F	74
Hunters Hill (A)	60-64	Employed (full-time)	M	64
Hunters Hill (A)	60-64	Employed (part-time)	F	127
Hunters Hill (A)	60-64	Employed (part-time)	M	50
Hunters Hill (A)	65-69		F	3
Hunters Hill (A)	65-69	Employed (away from work)	F	4
Hunters Hill (A)	65-69	Employed (away from work)	M	3
Hunters Hill (A)	65-69	Employed (full-time)	F	41
Hunters Hill (A)	65-69	Employed (full-time)	M	44
Hunters Hill (A)	65-69	Employed (part-time)	F	80
Hunters Hill (A)	65-69	Employed (part-time)	M	49
Hunters Hill (A)	70-74	Employed (full-time)	F	12
Hunters Hill (A)	70-74	Employed (full-time)	M	17
Hunters Hill (A)	70-74	Employed (part-time)	F	35
Hunters Hill (A)	70-74	Employed (part-time)	M	32
Hunters Hill (A)	75+		M	3
Hunters Hill (A)	75+	Employed (full-time)	M	7
Hunters Hill (A)	75+	Employed (part-time)	F	17
Hunters Hill (A)	75+	Employed (part-time)	M	23
Inner West (A)	15-19		F	29
Inner West (A)	15-19		M	32
Inner West (A)	15-19	Employed (away from work)	F	45
Inner West (A)	15-19	Employed (away from work)	M	37
Inner West (A)	15-19	Employed (full-time)	F	97
Inner West (A)	15-19	Employed (full-time)	M	230
Inner West (A)	15-19	Employed (part-time)	F	927
Inner West (A)	15-19	Employed (part-time)	M	794
Inner West (A)	20-24		F	69
Inner West (A)	20-24		M	95
Inner West (A)	20-24	Employed (away from work)	F	70
Inner West (A)	20-24	Employed (away from work)	M	58
Inner West (A)	20-24	Employed (full-time)	F	1080
Inner West (A)	20-24	Employed (full-time)	M	1345
Inner West (A)	20-24	Employed (part-time)	F	1626
Inner West (A)	20-24	Employed (part-time)	M	1431
Inner West (A)	25-29		F	59
Inner West (A)	25-29		M	101
Inner West (A)	25-29	Employed (away from work)	F	146
Inner West (A)	25-29	Employed (away from work)	M	75
Inner West (A)	25-29	Employed (full-time)	F	2276
Inner West (A)	25-29	Employed (full-time)	M	2808
Inner West (A)	25-29	Employed (part-time)	F	1312
Inner West (A)	25-29	Employed (part-time)	M	1145
Inner West (A)	30-34		F	73
Inner West (A)	30-34		M	99
Inner West (A)	30-34	Employed (away from work)	F	182
Inner West (A)	30-34	Employed (away from work)	M	66
Inner West (A)	30-34	Employed (full-time)	F	2056
