LGA_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Coonamble (A)	15-24	Car as driver	1	M	42
Coonamble (A)	15-24	Car as passenger	1	F	9
Coonamble (A)	15-24	Car as passenger	1	M	8
Coonamble (A)	15-24	Did not go to work		F	10
Coonamble (A)	15-24	Method of travel not stated		M	3
Coonamble (A)	15-24	Walked only	1	F	10
Coonamble (A)	15-24	Walked only	1	M	6
Coonamble (A)	15-24	Worked at home		F	3
Coonamble (A)	15-24	Worked at home		M	5
Coonamble (A)	25-34	Car as driver	1	F	85
Coonamble (A)	25-34	Car as driver	1	M	94
Coonamble (A)	25-34	Car as passenger	1	F	3
Coonamble (A)	25-34	Car as passenger	1	M	3
Coonamble (A)	25-34	Did not go to work		F	20
Coonamble (A)	25-34	Did not go to work		M	4
Coonamble (A)	25-34	Motorbike scooter	1	M	3
Coonamble (A)	25-34	Truck	1	M	4
Coonamble (A)	25-34	Walked only	1	F	16
Coonamble (A)	25-34	Walked only	1	M	17
Coonamble (A)	25-34	Worked at home		F	6
Coonamble (A)	25-34	Worked at home		M	8
Coonamble (A)	35-44	Bicycle	1	M	3
Coonamble (A)	35-44	Car as driver	1	F	78
Coonamble (A)	35-44	Car as driver	1	M	59
Coonamble (A)	35-44	Car as passenger	1	M	5
Coonamble (A)	35-44	Did not go to work		F	10
Coonamble (A)	35-44	Did not go to work		M	3
Coonamble (A)	35-44	Method of travel not stated		M	6
Coonamble (A)	35-44	(Other)	1	M	6
Coonamble (A)	35-44	Walked only	1	F	10
Coonamble (A)	35-44	Walked only	1	M	6
Coonamble (A)	35-44	Worked at home		F	10
Coonamble (A)	35-44	Worked at home		M	18
Coonamble (A)	45-54	Bus	1	M	3
Coonamble (A)	45-54	Car as driver	1	F	105
Coonamble (A)	45-54	Car as driver	1	M	105
Coonamble (A)	45-54	Car as passenger	1	F	5
Coonamble (A)	45-54	Car as passenger	1	M	7
Coonamble (A)	45-54	Did not go to work		F	10
Coonamble (A)	45-54	Did not go to work		M	4
Coonamble (A)	45-54	Method of travel not stated		M	7
Coonamble (A)	45-54	(Other)	1	M	5
Coonamble (A)	45-54	Other two methods	2	M	3
Coonamble (A)	45-54	Truck	1	M	8
Coonamble (A)	45-54	Walked only	1	F	13
Coonamble (A)	45-54	Walked only	1	M	7
Coonamble (A)	45-54	Worked at home		F	23
Coonamble (A)	45-54	Worked at home		M	30
Coonamble (A)	55-64	Car as driver	1	F	87
Coonamble (A)	55-64	Car as driver	1	M	79
Coonamble (A)	55-64	Car as passenger	1	F	10
Coonamble (A)	55-64	Car as passenger	1	M	3
Coonamble (A)	55-64	Did not go to work		F	18
Coonamble (A)	55-64	Did not go to work		M	6
Coonamble (A)	55-64	Method of travel not stated		M	3
Coonamble (A)	55-64	Motorbike scooter	1	M	3
Coonamble (A)	55-64	(Other)	1	M	6
Coonamble (A)	55-64	Truck	1	F	3
Coonamble (A)	55-64	Truck	1	M	5
Coonamble (A)	55-64	Walked only	1	F	11
Coonamble (A)	55-64	Walked only	1	M	14
Coonamble (A)	55-64	Worked at home		F	30
Coonamble (A)	55-64	Worked at home		M	33
Coonamble (A)	65-74	Car as driver	1	F	14
Coonamble (A)	65-74	Car as driver	1	M	36
Coonamble (A)	65-74	Did not go to work		F	3
Coonamble (A)	65-74	Did not go to work		M	3
Coonamble (A)	65-74	(Other)	1	M	3
Coonamble (A)	65-74	Truck	1	M	3
Coonamble (A)	65-74	Walked only	1	F	5
Coonamble (A)	65-74	Walked only	1	M	4
Coonamble (A)	65-74	Worked at home		F	16
Coonamble (A)	65-74	Worked at home		M	23
Coonamble (A)	75+	Car as driver	1	F	3
Coonamble (A)	75+	Car as driver	1	M	3
Coonamble (A)	75+	Motorbike scooter	1	F	3
Coonamble (A)	75+	Motorbike scooter	1	M	3
Coonamble (A)	75+	(Other)	1	M	3
Coonamble (A)	75+	Worked at home		F	10
Coonamble (A)	75+	Worked at home		M	11
Cowra (A)	15-24	Car as driver	1	F	194
Cowra (A)	15-24	Car as driver	1	M	231
Cowra (A)	15-24	Car as passenger	1	F	56
Cowra (A)	15-24	Car as passenger	1	M	53
Cowra (A)	15-24	Did not go to work		F	67
Cowra (A)	15-24	Did not go to work		M	24
Cowra (A)	15-24	Method of travel not stated		F	9
Cowra (A)	15-24	Method of travel not stated		M	9
Cowra (A)	15-24	Motorbike scooter	1	M	3
Cowra (A)	15-24	Other two methods	2	M	3
Cowra (A)	15-24	Truck	1	M	3
Cowra (A)	15-24	Walked only	1	F	11
Cowra (A)	15-24	Walked only	1	M	23
Cowra (A)	15-24	Worked at home		F	7
Cowra (A)	15-24	Worked at home		M	4
Cowra (A)	25-34	Bicycle	1	M	5
Cowra (A)	25-34	Car as driver	1	F	220
Cowra (A)	25-34	Car as driver	1	M	287
Cowra (A)	25-34	Car as passenger	1	F	17
Cowra (A)	25-34	Car as passenger	1	M	22
Cowra (A)	25-34	Did not go to work		F	60
Cowra (A)	25-34	Did not go to work		M	13
Cowra (A)	25-34	Method of travel not stated		M	7
Cowra (A)	25-34	(Other)	1	F	4
Cowra (A)	25-34	Truck	1	M	7
Cowra (A)	25-34	Walked only	1	F	12
Cowra (A)	25-34	Walked only	1	M	21
Cowra (A)	25-34	Worked at home		F	18
Cowra (A)	25-34	Worked at home		M	15
Cowra (A)	35-44	Car as driver	1	F	303
Cowra (A)	35-44	Car as driver	1	M	312
Cowra (A)	35-44	Car as passenger	1	F	18
Cowra (A)	35-44	Car as passenger	1	M	14
Cowra (A)	35-44	Did not go to work		F	41
Cowra (A)	35-44	Did not go to work		M	11
Cowra (A)	35-44	Method of travel not stated		F	3
Cowra (A)	35-44	Method of travel not stated		M	6
Cowra (A)	35-44	Other two methods	2	M	3
Cowra (A)	35-44	Truck	1	M	9
Cowra (A)	35-44	Walked only	1	F	21
Cowra (A)	35-44	Walked only	1	M	18
Cowra (A)	35-44	Worked at home		F	45
Cowra (A)	35-44	Worked at home		M	28
Cowra (A)	45-54	Bicycle	1	M	3
Cowra (A)	45-54	Car as driver	1	F	368
Cowra (A)	45-54	Car as driver	1	M	345
Cowra (A)	45-54	Car as passenger	1	F	22
Cowra (A)	45-54	Car as passenger	1	M	13
Cowra (A)	45-54	Did not go to work		F	68
Cowra (A)	45-54	Did not go to work		M	30
Cowra (A)	45-54	Method of travel not stated		F	3
Cowra (A)	45-54	Method of travel not stated		M	12
Cowra (A)	45-54	Motorbike scooter	1	M	7
Cowra (A)	45-54	(Other)	1	F	3
Cowra (A)	45-54	(Other)	1	M	6
Cowra (A)	45-54	Other two methods	2	F	4
Cowra (A)	45-54	Truck	1	M	24
Cowra (A)	45-54	Walked only	1	F	31
Cowra (A)	45-54	Walked only	1	M	28
Cowra (A)	45-54	Worked at home		F	45
Cowra (A)	45-54	Worked at home		M	30
Cowra (A)	55-64	Bicycle	1	M	3
Cowra (A)	55-64	Car as driver	1	F	257
Cowra (A)	55-64	Car as driver	1	M	293
Cowra (A)	55-64	Car as passenger	1	F	21
Cowra (A)	55-64	Car as passenger	1	M	16
Cowra (A)	55-64	Did not go to work		F	35
Cowra (A)	55-64	Did not go to work		M	37
Cowra (A)	55-64	Method of travel not stated		F	11
Cowra (A)	55-64	Method of travel not stated		M	7
Cowra (A)	55-64	Motorbike scooter	1	M	3
Cowra (A)	55-64	(Other)	1	F	4
Cowra (A)	55-64	(Other)	1	M	8
Cowra (A)	55-64	Other two methods	2	M	3
Cowra (A)	55-64	Truck	1	M	22
Cowra (A)	55-64	Walked only	1	F	22
Cowra (A)	55-64	Walked only	1	M	32
Cowra (A)	55-64	Worked at home		F	50
Cowra (A)	55-64	Worked at home		M	57
Cowra (A)	65-74	Car as driver	1	F	45
Cowra (A)	65-74	Car as driver	1	M	98
Cowra (A)	65-74	Car as passenger	1	F	7
Cowra (A)	65-74	Car as passenger	1	M	3
Cowra (A)	65-74	Did not go to work		F	17
Cowra (A)	65-74	Did not go to work		M	10
Cowra (A)	65-74	Method of travel not stated		F	5
Cowra (A)	65-74	Method of travel not stated		M	3
Cowra (A)	65-74	Motorbike scooter	1	F	3
Cowra (A)	65-74	(Other)	1	M	6
Cowra (A)	65-74	Truck	1	M	6
Cowra (A)	65-74	Walked only	1	F	9
Cowra (A)	65-74	Walked only	1	M	9
Cowra (A)	65-74	Worked at home		F	39
Cowra (A)	65-74	Worked at home		M	51
Cowra (A)	75+	Car as driver	1	F	3
Cowra (A)	75+	Car as driver	1	M	18
Cowra (A)	75+	Did not go to work		F	4
Cowra (A)	75+	Did not go to work		M	3
Cowra (A)	75+	Method of travel not stated		M	3
Cowra (A)	75+	Walked only	1	M	3
Cowra (A)	75+	Worked at home		F	11
Cowra (A)	75+	Worked at home		M	23
Cumberland (A)	15-24	Bicycle	1	M	17
Cumberland (A)	15-24	Bus	1	F	106
Cumberland (A)	15-24	Bus	1	M	117
Cumberland (A)	15-24	Bus and car as driver	2	F	4
Cumberland (A)	15-24	Bus and car as passenger	2	F	16
Cumberland (A)	15-24	Bus and car as passenger	2	M	13
Cumberland (A)	15-24	Car as driver	1	F	1823
Cumberland (A)	15-24	Car as driver	1	M	2699
Cumberland (A)	15-24	Car as passenger	1	F	568
Cumberland (A)	15-24	Car as passenger	1	M	629
Cumberland (A)	15-24	Did not go to work		F	511
Cumberland (A)	15-24	Did not go to work		M	414
Cumberland (A)	15-24	Method of travel not stated		F	75
Cumberland (A)	15-24	Method of travel not stated		M	95
Cumberland (A)	15-24	Motorbike scooter	1	F	4
Cumberland (A)	15-24	Motorbike scooter	1	M	25
Cumberland (A)	15-24	(Other)	1	F	10
Cumberland (A)	15-24	(Other)	1	M	23
Cumberland (A)	15-24	Other two methods	2	F	25
Cumberland (A)	15-24	Other two methods	2	M	57
Cumberland (A)	15-24	Taxi	1	F	5
Cumberland (A)	15-24	Taxi	1	M	11
Cumberland (A)	15-24	Train	1	F	286
Cumberland (A)	15-24	Train	1	M	312
Cumberland (A)	15-24	Train and bus	2	F	144
Cumberland (A)	15-24	Train and bus	2	M	136
Cumberland (A)	15-24	Train and car as driver	2	F	10
Cumberland (A)	15-24	Train and car as driver	2	M	24
Cumberland (A)	15-24	Train and car as passenger	2	F	16
Cumberland (A)	15-24	Train and car as passenger	2	M	20
Cumberland (A)	15-24	Train and other	2	M	11
Cumberland (A)	15-24	Train and two other methods	3	F	28
Cumberland (A)	15-24	Train and two other methods	3	M	47
Cumberland (A)	15-24	Truck	1	M	60
Cumberland (A)	15-24	Walked only	1	F	167
Cumberland (A)	15-24	Walked only	1	M	157
Cumberland (A)	15-24	Worked at home		F	60
Cumberland (A)	15-24	Worked at home		M	33
Cumberland (A)	25-34	Bicycle	1	F	10
Cumberland (A)	25-34	Bicycle	1	M	23
Cumberland (A)	25-34	Bus	1	F	138
Cumberland (A)	25-34	Bus	1	M	133
Cumberland (A)	25-34	Bus and car as driver	2	F	3
Cumberland (A)	25-34	Bus and car as driver	2	M	7
Cumberland (A)	25-34	Bus and car as passenger	2	F	6
Cumberland (A)	25-34	Bus and car as passenger	2	M	9
Cumberland (A)	25-34	Bus and other	2	F	4
Cumberland (A)	25-34	Bus and other	2	M	3
Cumberland (A)	25-34	Car as driver	1	F	4175
Cumberland (A)	25-34	Car as driver	1	M	7501
Cumberland (A)	25-34	Car as passenger	1	F	362
Cumberland (A)	25-34	Car as passenger	1	M	395
Cumberland (A)	25-34	Did not go to work		F	666
Cumberland (A)	25-34	Did not go to work		M	391
Cumberland (A)	25-34	Method of travel not stated		F	60
Cumberland (A)	25-34	Method of travel not stated		M	119
Cumberland (A)	25-34	Motorbike scooter	1	F	13
Cumberland (A)	25-34	Motorbike scooter	1	M	61
Cumberland (A)	25-34	(Other)	1	F	36
Cumberland (A)	25-34	(Other)	1	M	58
Cumberland (A)	25-34	Other three methods	3	M	3
Cumberland (A)	25-34	Other two methods	2	F	35
Cumberland (A)	25-34	Other two methods	2	M	83
Cumberland (A)	25-34	Taxi	1	F	3
Cumberland (A)	25-34	Taxi	1	M	33
Cumberland (A)	25-34	Train	1	F	517
Cumberland (A)	25-34	Train	1	M	537
Cumberland (A)	25-34	Train and bus	2	F	216
Cumberland (A)	25-34	Train and bus	2	M	160
Cumberland (A)	25-34	Train and car as driver	2	F	29
Cumberland (A)	25-34	Train and car as driver	2	M	52
Cumberland (A)	25-34	Train and car as passenger	2	F	27
Cumberland (A)	25-34	Train and car as passenger	2	M	9
Cumberland (A)	25-34	Train and other	2	F	12
Cumberland (A)	25-34	Train and other	2	M	14
Cumberland (A)	25-34	Train and two other methods	3	F	34
Cumberland (A)	25-34	Train and two other methods	3	M	50
Cumberland (A)	25-34	Tram includes light rail	1	M	3
Cumberland (A)	25-34	Truck	1	F	4
Cumberland (A)	25-34	Truck	1	M	158
Cumberland (A)	25-34	Walked only	1	F	192
Cumberland (A)	25-34	Walked only	1	M	194
Cumberland (A)	25-34	Worked at home		F	331
Cumberland (A)	25-34	Worked at home		M	127
Cumberland (A)	35-44	Bicycle	1	F	5
Cumberland (A)	35-44	Bicycle	1	M	35
Cumberland (A)	35-44	Bus	1	F	64
Cumberland (A)	35-44	Bus	1	M	69
Cumberland (A)	35-44	Bus and car as driver	2	F	4
Cumberland (A)	35-44	Bus and car as driver	2	M	3
Cumberland (A)	35-44	Bus and car as passenger	2	F	4
Cumberland (A)	35-44	Bus and car as passenger	2	M	3
Cumberland (A)	35-44	Car as driver	1	F	4380
Cumberland (A)	35-44	Car as driver	1	M	7815
Cumberland (A)	35-44	Car as passenger	1	F	278
Cumberland (A)	35-44	Car as passenger	1	M	197
Cumberland (A)	35-44	Did not go to work		F	453
Cumberland (A)	35-44	Did not go to work		M	351
Cumberland (A)	35-44	Ferry	1	M	3
Cumberland (A)	35-44	Method of travel not stated		F	57
Cumberland (A)	35-44	Method of travel not stated		M	86
Cumberland (A)	35-44	Motorbike scooter	1	F	3
Cumberland (A)	35-44	Motorbike scooter	1	M	57
Cumberland (A)	35-44	(Other)	1	F	34
Cumberland (A)	35-44	(Other)	1	M	58
Cumberland (A)	35-44	Other three methods	3	M	5
Cumberland (A)	35-44	Other two methods	2	F	27
Cumberland (A)	35-44	Other two methods	2	M	53
Cumberland (A)	35-44	Taxi	1	F	7
Cumberland (A)	35-44	Taxi	1	M	30
Cumberland (A)	35-44	Train	1	F	259
Cumberland (A)	35-44	Train	1	M	307
Cumberland (A)	35-44	Train and bus	2	F	106
Cumberland (A)	35-44	Train and bus	2	M	115
Cumberland (A)	35-44	Train and car as driver	2	F	21
Cumberland (A)	35-44	Train and car as driver	2	M	42
Cumberland (A)	35-44	Train and car as passenger	2	F	8
Cumberland (A)	35-44	Train and car as passenger	2	M	9
Cumberland (A)	35-44	Train and other	2	F	5
Cumberland (A)	35-44	Train and other	2	M	17
Cumberland (A)	35-44	Train and two other methods	3	F	35
Cumberland (A)	35-44	Train and two other methods	3	M	27
Cumberland (A)	35-44	Tram includes light rail	1	M	4
Cumberland (A)	35-44	Truck	1	F	3
Cumberland (A)	35-44	Truck	1	M	218
Cumberland (A)	35-44	Walked only	1	F	121
Cumberland (A)	35-44	Walked only	1	M	154
Cumberland (A)	35-44	Worked at home		F	462
Cumberland (A)	35-44	Worked at home		M	181
Cumberland (A)	45-54	Bicycle	1	F	9
Cumberland (A)	45-54	Bicycle	1	M	46
Cumberland (A)	45-54	Bus	1	F	66
Cumberland (A)	45-54	Bus	1	M	53
Cumberland (A)	45-54	Bus and car as driver	2	F	8
Cumberland (A)	45-54	Bus and car as driver	2	M	3
Cumberland (A)	45-54	Bus and car as passenger	2	F	7
Cumberland (A)	45-54	Bus and other	2	M	3
Cumberland (A)	45-54	Bus and two other methods excludes train	3	F	3
Cumberland (A)	45-54	Car as driver	1	F	4412
Cumberland (A)	45-54	Car as driver	1	M	7650
Cumberland (A)	45-54	Car as passenger	1	F	359
Cumberland (A)	45-54	Car as passenger	1	M	157
Cumberland (A)	45-54	Did not go to work		F	363
Cumberland (A)	45-54	Did not go to work		M	336
Cumberland (A)	45-54	Method of travel not stated		F	59
Cumberland (A)	45-54	Method of travel not stated		M	63
Cumberland (A)	45-54	Motorbike scooter	1	F	5
Cumberland (A)	45-54	Motorbike scooter	1	M	70
Cumberland (A)	45-54	(Other)	1	F	29
Cumberland (A)	45-54	(Other)	1	M	56
Cumberland (A)	45-54	Other three methods	3	M	3
Cumberland (A)	45-54	Other two methods	2	F	31
Cumberland (A)	45-54	Other two methods	2	M	51
Cumberland (A)	45-54	Taxi	1	F	6
Cumberland (A)	45-54	Taxi	1	M	37
Cumberland (A)	45-54	Train	1	F	208
Cumberland (A)	45-54	Train	1	M	232
Cumberland (A)	45-54	Train and bus	2	F	101
Cumberland (A)	45-54	Train and bus	2	M	80
Cumberland (A)	45-54	Train and car as driver	2	F	24
Cumberland (A)	45-54	Train and car as driver	2	M	45
Cumberland (A)	45-54	Train and car as passenger	2	F	20
Cumberland (A)	45-54	Train and car as passenger	2	M	5
Cumberland (A)	45-54	Train and other	2	M	8
Cumberland (A)	45-54	Train and tram includes light rail	2	M	3
Cumberland (A)	45-54	Train and two other methods	3	F	23
Cumberland (A)	45-54	Train and two other methods	3	M	19
Cumberland (A)	45-54	Tram includes light rail	1	F	3
Cumberland (A)	45-54	Tram includes light rail	1	M	3
Cumberland (A)	45-54	Truck	1	F	3
Cumberland (A)	45-54	Truck	1	M	208
Cumberland (A)	45-54	Walked only	1	F	148
Cumberland (A)	45-54	Walked only	1	M	105
Cumberland (A)	45-54	Worked at home		F	338
Cumberland (A)	45-54	Worked at home		M	159
Cumberland (A)	55-64	Bicycle	1	F	4
Cumberland (A)	55-64	Bicycle	1	M	23
Cumberland (A)	55-64	Bus	1	F	62
Cumberland (A)	55-64	Bus	1	M	41
Cumberland (A)	55-64	Bus and car as driver	2	F	3
Cumberland (A)	55-64	Bus and car as passenger	2	M	3
Cumberland (A)	55-64	Bus and other	2	M	3
Cumberland (A)	55-64	Car as driver	1	F	2543
Cumberland (A)	55-64	Car as driver	1	M	5408
Cumberland (A)	55-64	Car as passenger	1	F	318
Cumberland (A)	55-64	Car as passenger	1	M	103
Cumberland (A)	55-64	Did not go to work		F	319
Cumberland (A)	55-64	Did not go to work		M	307
Cumberland (A)	55-64	Method of travel not stated		F	43
Cumberland (A)	55-64	Method of travel not stated		M	46
Cumberland (A)	55-64	Motorbike scooter	1	M	41
Cumberland (A)	55-64	(Other)	1	F	13
Cumberland (A)	55-64	(Other)	1	M	39
Cumberland (A)	55-64	Other two methods	2	F	14
Cumberland (A)	55-64	Other two methods	2	M	36
Cumberland (A)	55-64	Taxi	1	F	11
Cumberland (A)	55-64	Taxi	1	M	24
Cumberland (A)	55-64	Train	1	F	145
Cumberland (A)	55-64	Train	1	M	148
Cumberland (A)	55-64	Train and bus	2	F	66
Cumberland (A)	55-64	Train and bus	2	M	51
Cumberland (A)	55-64	Train and car as driver	2	F	12
Cumberland (A)	55-64	Train and car as driver	2	M	33
Cumberland (A)	55-64	Train and car as passenger	2	F	19
Cumberland (A)	55-64	Train and car as passenger	2	M	3
Cumberland (A)	55-64	Train and other	2	F	6
Cumberland (A)	55-64	Train and other	2	M	8
Cumberland (A)	55-64	Train and two other methods	3	F	21
Cumberland (A)	55-64	Train and two other methods	3	M	13
Cumberland (A)	55-64	Truck	1	F	7
Cumberland (A)	55-64	Truck	1	M	144
Cumberland (A)	55-64	Walked only	1	F	124
Cumberland (A)	55-64	Walked only	1	M	99
Cumberland (A)	55-64	Worked at home		F	195
Cumberland (A)	55-64	Worked at home		M	153
Cumberland (A)	65-74	Bicycle	1	M	4
Cumberland (A)	65-74	Bus	1	F	8
Cumberland (A)	65-74	Bus	1	M	11
Cumberland (A)	65-74	Car as driver	1	F	459
Cumberland (A)	65-74	Car as driver	1	M	1112
Cumberland (A)	65-74	Car as passenger	1	F	64
Cumberland (A)	65-74	Car as passenger	1	M	25
Cumberland (A)	65-74	Did not go to work		F	117
Cumberland (A)	65-74	Did not go to work		M	119
Cumberland (A)	65-74	Method of travel not stated		F	14
Cumberland (A)	65-74	Method of travel not stated		M	15
Cumberland (A)	65-74	Motorbike scooter	1	M	4
Cumberland (A)	65-74	(Other)	1	F	7
Cumberland (A)	65-74	(Other)	1	M	10
Cumberland (A)	65-74	Other two methods	2	M	9
Cumberland (A)	65-74	Taxi	1	F	4
Cumberland (A)	65-74	Taxi	1	M	9
Cumberland (A)	65-74	Train	1	F	22
Cumberland (A)	65-74	Train	1	M	34
Cumberland (A)	65-74	Train and bus	2	F	12
Cumberland (A)	65-74	Train and bus	2	M	18
Cumberland (A)	65-74	Train and car as driver	2	F	6
Cumberland (A)	65-74	Train and car as driver	2	M	3
Cumberland (A)	65-74	Train and two other methods	3	F	6
Cumberland (A)	65-74	Train and two other methods	3	M	3
Cumberland (A)	65-74	Truck	1	M	39
Cumberland (A)	65-74	Walked only	1	F	24
Cumberland (A)	65-74	Walked only	1	M	24
Cumberland (A)	65-74	Worked at home		F	43
Cumberland (A)	65-74	Worked at home		M	49
Cumberland (A)	75+	Car as driver	1	F	26
Cumberland (A)	75+	Car as driver	1	M	95
Cumberland (A)	75+	Car as passenger	1	F	3
Cumberland (A)	75+	Car as passenger	1	M	5
Cumberland (A)	75+	Did not go to work		F	12
Cumberland (A)	75+	Did not go to work		M	13
Cumberland (A)	75+	Method of travel not stated		F	5
Cumberland (A)	75+	Method of travel not stated		M	8
Cumberland (A)	75+	(Other)	1	M	3
Cumberland (A)	75+	Train	1	M	3
Cumberland (A)	75+	Train and bus	2	M	3
Cumberland (A)	75+	Walked only	1	M	4
Cumberland (A)	75+	Worked at home		F	4
Cumberland (A)	75+	Worked at home		M	10
Dungog (A)	15-24	Car as driver	1	F	71
Dungog (A)	15-24	Car as driver	1	M	71
Dungog (A)	15-24	Car as passenger	1	F	22
Dungog (A)	15-24	Car as passenger	1	M	12
Dungog (A)	15-24	Did not go to work		F	33
Dungog (A)	15-24	Did not go to work		M	18
Dungog (A)	15-24	Method of travel not stated		F	3
Dungog (A)	15-24	Method of travel not stated		M	5
Dungog (A)	15-24	(Other)	1	M	3
Dungog (A)	15-24	Other two methods	2	M	3
Dungog (A)	15-24	Walked only	1	F	9
Dungog (A)	15-24	Walked only	1	M	4
Dungog (A)	15-24	Worked at home		M	5
Dungog (A)	25-34	Car as driver	1	F	87
Dungog (A)	25-34	Car as driver	1	M	75
Dungog (A)	25-34	Car as passenger	1	F	3
Dungog (A)	25-34	Car as passenger	1	M	8
Dungog (A)	25-34	Did not go to work		F	26
Dungog (A)	25-34	Did not go to work		M	13
Dungog (A)	25-34	Other two methods	2	M	3
Dungog (A)	25-34	Truck	1	M	3
Dungog (A)	25-34	Walked only	1	M	8
Dungog (A)	25-34	Worked at home		F	18
Dungog (A)	25-34	Worked at home		M	7
Dungog (A)	35-44	Car as driver	1	F	151
Dungog (A)	35-44	Car as driver	1	M	103
Dungog (A)	35-44	Car as passenger	1	M	3
Dungog (A)	35-44	Did not go to work		F	36
Dungog (A)	35-44	Did not go to work		M	5
Dungog (A)	35-44	Method of travel not stated		F	4
Dungog (A)	35-44	Truck	1	M	5
Dungog (A)	35-44	Walked only	1	F	6
Dungog (A)	35-44	Walked only	1	M	7
Dungog (A)	35-44	Worked at home		F	22
Dungog (A)	35-44	Worked at home		M	15
Dungog (A)	45-54	Car as driver	1	F	186
Dungog (A)	45-54	Car as driver	1	M	151
Dungog (A)	45-54	Car as passenger	1	F	11
Dungog (A)	45-54	Car as passenger	1	M	3
Dungog (A)	45-54	Did not go to work		F	41
Dungog (A)	45-54	Did not go to work		M	9
Dungog (A)	45-54	Method of travel not stated		F	3
Dungog (A)	45-54	(Other)	1	M	3
Dungog (A)	45-54	Other two methods	2	M	3
Dungog (A)	45-54	Truck	1	M	8
Dungog (A)	45-54	Walked only	1	F	12
Dungog (A)	45-54	Walked only	1	M	7
Dungog (A)	45-54	Worked at home		F	47
Dungog (A)	45-54	Worked at home		M	17
Dungog (A)	55-64	Bicycle	1	F	3
Dungog (A)	55-64	Car as driver	1	F	132
Dungog (A)	55-64	Car as driver	1	M	137
Dungog (A)	55-64	Car as passenger	1	F	3
Dungog (A)	55-64	Did not go to work		F	40
Dungog (A)	55-64	Did not go to work		M	22
Dungog (A)	55-64	Method of travel not stated		F	3
Dungog (A)	55-64	Motorbike scooter	1	M	3
Dungog (A)	55-64	(Other)	1	M	4
Dungog (A)	55-64	Other two methods	2	M	3
Dungog (A)	55-64	Truck	1	M	12
Dungog (A)	55-64	Walked only	1	F	19
Dungog (A)	55-64	Walked only	1	M	20
Dungog (A)	55-64	Worked at home		F	43
Dungog (A)	55-64	Worked at home		M	55
Dungog (A)	65-74	Car as driver	1	F	28
Dungog (A)	65-74	Car as driver	1	M	39
Dungog (A)	65-74	Did not go to work		F	7
Dungog (A)	65-74	Did not go to work		M	7
Dungog (A)	65-74	Truck	1	M	5
Dungog (A)	65-74	Walked only	1	F	11
Dungog (A)	65-74	Walked only	1	M	17
Dungog (A)	65-74	Worked at home		F	37
Dungog (A)	65-74	Worked at home		M	43
Dungog (A)	75+	Car as driver	1	F	3
Dungog (A)	75+	Car as driver	1	M	11
Dungog (A)	75+	Truck	1	M	3
Dungog (A)	75+	Walked only	1	M	6
Dungog (A)	75+	Worked at home		F	12
Dungog (A)	75+	Worked at home		M	27
Edward River (A)	15-24	Car as driver	1	F	145
Edward River (A)	15-24	Car as driver	1	M	167
Edward River (A)	15-24	Car as passenger	1	F	30
Edward River (A)	15-24	Car as passenger	1	M	37
Edward River (A)	15-24	Did not go to work		F	41
Edward River (A)	15-24	Did not go to work		M	24
Edward River (A)	15-24	Method of travel not stated		F	3
Edward River (A)	15-24	Method of travel not stated		M	6
