STE_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Queensland	50-54	Owner managers of incorporated enterprises	41	1805
Queensland	50-54	Owner managers of incorporated enterprises	49	8764
Queensland	50-54	Owner managers of unincorporated enterprises		315
Queensland	50-54	Owner managers of unincorporated enterprises	0	516
Queensland	50-54	Owner managers of unincorporated enterprises	1	2700
Queensland	50-54	Owner managers of unincorporated enterprises	16	2035
Queensland	50-54	Owner managers of unincorporated enterprises	25	2993
Queensland	50-54	Owner managers of unincorporated enterprises	35	1640
Queensland	50-54	Owner managers of unincorporated enterprises	40	3534
Queensland	50-54	Owner managers of unincorporated enterprises	41	1606
Queensland	50-54	Owner managers of unincorporated enterprises	49	5976
Queensland	55-59			343
Queensland	55-59		0	125
Queensland	55-59		1	191
Queensland	55-59		16	146
Queensland	55-59		25	206
Queensland	55-59		35	230
Queensland	55-59		40	232
Queensland	55-59		41	101
Queensland	55-59		49	363
Queensland	55-59	Contributing family workers		156
Queensland	55-59	Contributing family workers	0	156
Queensland	55-59	Contributing family workers	1	863
Queensland	55-59	Contributing family workers	16	453
Queensland	55-59	Contributing family workers	25	444
Queensland	55-59	Contributing family workers	35	146
Queensland	55-59	Contributing family workers	40	458
Queensland	55-59	Contributing family workers	41	160
Queensland	55-59	Contributing family workers	49	1451
Queensland	55-59	Employee		1775
Queensland	55-59	Employee	0	5898
Queensland	55-59	Employee	1	8985
Queensland	55-59	Employee	16	13118
Queensland	55-59	Employee	25	19596
Queensland	55-59	Employee	35	34665
Queensland	55-59	Employee	40	24850
Queensland	55-59	Employee	41	14729
Queensland	55-59	Employee	49	21772
Queensland	55-59	Owner managers of incorporated enterprises		173
Queensland	55-59	Owner managers of incorporated enterprises	0	357
Queensland	55-59	Owner managers of incorporated enterprises	1	1039
Queensland	55-59	Owner managers of incorporated enterprises	16	1082
Queensland	55-59	Owner managers of incorporated enterprises	25	1542
Queensland	55-59	Owner managers of incorporated enterprises	35	1400
Queensland	55-59	Owner managers of incorporated enterprises	40	3382
Queensland	55-59	Owner managers of incorporated enterprises	41	1524
Queensland	55-59	Owner managers of incorporated enterprises	49	7305
Queensland	55-59	Owner managers of unincorporated enterprises		236
Queensland	55-59	Owner managers of unincorporated enterprises	0	581
Queensland	55-59	Owner managers of unincorporated enterprises	1	2905
Queensland	55-59	Owner managers of unincorporated enterprises	16	2112
Queensland	55-59	Owner managers of unincorporated enterprises	25	2756
Queensland	55-59	Owner managers of unincorporated enterprises	35	1583
Queensland	55-59	Owner managers of unincorporated enterprises	40	3171
Queensland	55-59	Owner managers of unincorporated enterprises	41	1413
Queensland	55-59	Owner managers of unincorporated enterprises	49	5516
Queensland	60-64			328
Queensland	60-64		0	144
Queensland	60-64		1	184
Queensland	60-64		16	134
Queensland	60-64		25	160
Queensland	60-64		35	158
Queensland	60-64		40	164
Queensland	60-64		41	67
Queensland	60-64		49	292
Queensland	60-64	Contributing family workers		190
Queensland	60-64	Contributing family workers	0	168
Queensland	60-64	Contributing family workers	1	911
Queensland	60-64	Contributing family workers	16	449
Queensland	60-64	Contributing family workers	25	428
Queensland	60-64	Contributing family workers	35	136
Queensland	60-64	Contributing family workers	40	420
Queensland	60-64	Contributing family workers	41	145
Queensland	60-64	Contributing family workers	49	1263
Queensland	60-64	Employee		1102
Queensland	60-64	Employee	0	4446
Queensland	60-64	Employee	1	8594
Queensland	60-64	Employee	16	9989
Queensland	60-64	Employee	25	13249
Queensland	60-64	Employee	35	20823
Queensland	60-64	Employee	40	13950
Queensland	60-64	Employee	41	7747
Queensland	60-64	Employee	49	11287
Queensland	60-64	Owner managers of incorporated enterprises		122
Queensland	60-64	Owner managers of incorporated enterprises	0	338
Queensland	60-64	Owner managers of incorporated enterprises	1	1112
Queensland	60-64	Owner managers of incorporated enterprises	16	1005
Queensland	60-64	Owner managers of incorporated enterprises	25	1375
Queensland	60-64	Owner managers of incorporated enterprises	35	1031
Queensland	60-64	Owner managers of incorporated enterprises	40	2281
Queensland	60-64	Owner managers of incorporated enterprises	41	1026
Queensland	60-64	Owner managers of incorporated enterprises	49	4572
Queensland	60-64	Owner managers of unincorporated enterprises		243
Queensland	60-64	Owner managers of unincorporated enterprises	0	540
Queensland	60-64	Owner managers of unincorporated enterprises	1	3014
Queensland	60-64	Owner managers of unincorporated enterprises	16	2004
Queensland	60-64	Owner managers of unincorporated enterprises	25	2294
Queensland	60-64	Owner managers of unincorporated enterprises	35	1124
Queensland	60-64	Owner managers of unincorporated enterprises	40	2323
Queensland	60-64	Owner managers of unincorporated enterprises	41	994
Queensland	60-64	Owner managers of unincorporated enterprises	49	4010
Queensland	65-69			251
Queensland	65-69		0	94
Queensland	65-69		1	154
Queensland	65-69		16	72
Queensland	65-69		25	110
Queensland	65-69		35	78
Queensland	65-69		40	92
Queensland	65-69		41	36
Queensland	65-69		49	130
Queensland	65-69	Contributing family workers		189
Queensland	65-69	Contributing family workers	0	165
Queensland	65-69	Contributing family workers	1	913
Queensland	65-69	Contributing family workers	16	433
Queensland	65-69	Contributing family workers	25	378
Queensland	65-69	Contributing family workers	35	142
Queensland	65-69	Contributing family workers	40	338
Queensland	65-69	Contributing family workers	41	123
Queensland	65-69	Contributing family workers	49	987
Queensland	65-69	Employee		453
Queensland	65-69	Employee	0	1760
Queensland	65-69	Employee	1	6534
Queensland	65-69	Employee	16	4820
Queensland	65-69	Employee	25	4736
Queensland	65-69	Employee	35	5903
Queensland	65-69	Employee	40	4038
Queensland	65-69	Employee	41	2186
Queensland	65-69	Employee	49	3347
Queensland	65-69	Owner managers of incorporated enterprises		84
Queensland	65-69	Owner managers of incorporated enterprises	0	235
Queensland	65-69	Owner managers of incorporated enterprises	1	1044
Queensland	65-69	Owner managers of incorporated enterprises	16	745
Queensland	65-69	Owner managers of incorporated enterprises	25	1002
Queensland	65-69	Owner managers of incorporated enterprises	35	572
Queensland	65-69	Owner managers of incorporated enterprises	40	1163
Queensland	65-69	Owner managers of incorporated enterprises	41	516
Queensland	65-69	Owner managers of incorporated enterprises	49	2137
Queensland	65-69	Owner managers of unincorporated enterprises		153
Queensland	65-69	Owner managers of unincorporated enterprises	0	347
Queensland	65-69	Owner managers of unincorporated enterprises	1	2319
Queensland	65-69	Owner managers of unincorporated enterprises	16	1245
Queensland	65-69	Owner managers of unincorporated enterprises	25	1331
Queensland	65-69	Owner managers of unincorporated enterprises	35	582
Queensland	65-69	Owner managers of unincorporated enterprises	40	1160
Queensland	65-69	Owner managers of unincorporated enterprises	41	499
Queensland	65-69	Owner managers of unincorporated enterprises	49	2159
Queensland	70-74			209
Queensland	70-74		0	45
Queensland	70-74		1	99
Queensland	70-74		16	57
Queensland	70-74		25	47
Queensland	70-74		35	23
Queensland	70-74		40	33
Queensland	70-74		41	20
Queensland	70-74		49	81
Queensland	70-74	Contributing family workers		174
Queensland	70-74	Contributing family workers	0	137
Queensland	70-74	Contributing family workers	1	600
Queensland	70-74	Contributing family workers	16	293
Queensland	70-74	Contributing family workers	25	279
Queensland	70-74	Contributing family workers	35	84
Queensland	70-74	Contributing family workers	40	231
Queensland	70-74	Contributing family workers	41	100
Queensland	70-74	Contributing family workers	49	588
Queensland	70-74	Employee		150
Queensland	70-74	Employee	0	425
Queensland	70-74	Employee	1	3022
Queensland	70-74	Employee	16	1595
Queensland	70-74	Employee	25	1100
Queensland	70-74	Employee	35	952
Queensland	70-74	Employee	40	772
Queensland	70-74	Employee	41	407
Queensland	70-74	Employee	49	682
Queensland	70-74	Owner managers of incorporated enterprises		44
Queensland	70-74	Owner managers of incorporated enterprises	0	107
Queensland	70-74	Owner managers of incorporated enterprises	1	540
Queensland	70-74	Owner managers of incorporated enterprises	16	380
Queensland	70-74	Owner managers of incorporated enterprises	25	451
Queensland	70-74	Owner managers of incorporated enterprises	35	236
Queensland	70-74	Owner managers of incorporated enterprises	40	461
Queensland	70-74	Owner managers of incorporated enterprises	41	158
Queensland	70-74	Owner managers of incorporated enterprises	49	739
Queensland	70-74	Owner managers of unincorporated enterprises		72
Queensland	70-74	Owner managers of unincorporated enterprises	0	166
Queensland	70-74	Owner managers of unincorporated enterprises	1	1143
Queensland	70-74	Owner managers of unincorporated enterprises	16	578
Queensland	70-74	Owner managers of unincorporated enterprises	25	607
Queensland	70-74	Owner managers of unincorporated enterprises	35	215
Queensland	70-74	Owner managers of unincorporated enterprises	40	466
Queensland	70-74	Owner managers of unincorporated enterprises	41	214
Queensland	70-74	Owner managers of unincorporated enterprises	49	867
Queensland	75+			466
Queensland	75+		0	49
Queensland	75+		1	90
Queensland	75+		16	17
Queensland	75+		25	39
Queensland	75+		35	13
Queensland	75+		40	20
Queensland	75+		41	16
Queensland	75+		49	69
Queensland	75+	Contributing family workers		266
Queensland	75+	Contributing family workers	0	133
Queensland	75+	Contributing family workers	1	482
Queensland	75+	Contributing family workers	16	237
Queensland	75+	Contributing family workers	25	223
Queensland	75+	Contributing family workers	35	85
Queensland	75+	Contributing family workers	40	185
Queensland	75+	Contributing family workers	41	85
Queensland	75+	Contributing family workers	49	439
Queensland	75+	Employee		100
Queensland	75+	Employee	0	161
Queensland	75+	Employee	1	1228
Queensland	75+	Employee	16	500
Queensland	75+	Employee	25	316
Queensland	75+	Employee	35	292
Queensland	75+	Employee	40	235
Queensland	75+	Employee	41	126
Queensland	75+	Employee	49	210
Queensland	75+	Owner managers of incorporated enterprises		32
Queensland	75+	Owner managers of incorporated enterprises	0	56
Queensland	75+	Owner managers of incorporated enterprises	1	318
Queensland	75+	Owner managers of incorporated enterprises	16	174
Queensland	75+	Owner managers of incorporated enterprises	25	215
Queensland	75+	Owner managers of incorporated enterprises	35	105
Queensland	75+	Owner managers of incorporated enterprises	40	167
Queensland	75+	Owner managers of incorporated enterprises	41	83
Queensland	75+	Owner managers of incorporated enterprises	49	297
Queensland	75+	Owner managers of unincorporated enterprises		70
Queensland	75+	Owner managers of unincorporated enterprises	0	95
Queensland	75+	Owner managers of unincorporated enterprises	1	683
Queensland	75+	Owner managers of unincorporated enterprises	16	315
Queensland	75+	Owner managers of unincorporated enterprises	25	330
Queensland	75+	Owner managers of unincorporated enterprises	35	108
Queensland	75+	Owner managers of unincorporated enterprises	40	237
Queensland	75+	Owner managers of unincorporated enterprises	41	108
Queensland	75+	Owner managers of unincorporated enterprises	49	516
South Australia	15-19			104
South Australia	15-19		0	35
South Australia	15-19		1	208
South Australia	15-19		16	30
South Australia	15-19		25	28
South Australia	15-19		35	37
South Australia	15-19		40	14
South Australia	15-19		49	5
South Australia	15-19	Contributing family workers		33
South Australia	15-19	Contributing family workers	0	22
South Australia	15-19	Contributing family workers	1	179
South Australia	15-19	Contributing family workers	16	30
South Australia	15-19	Contributing family workers	25	12
South Australia	15-19	Contributing family workers	35	4
South Australia	15-19	Contributing family workers	40	8
South Australia	15-19	Contributing family workers	41	3
South Australia	15-19	Contributing family workers	49	12
South Australia	15-19	Employee		760
South Australia	15-19	Employee	0	1215
South Australia	15-19	Employee	1	21297
South Australia	15-19	Employee	16	4185
South Australia	15-19	Employee	25	2636
South Australia	15-19	Employee	35	2807
South Australia	15-19	Employee	40	1697
South Australia	15-19	Employee	41	726
South Australia	15-19	Employee	49	434
South Australia	15-19	Owner managers of incorporated enterprises		3
South Australia	15-19	Owner managers of incorporated enterprises	0	6
South Australia	15-19	Owner managers of incorporated enterprises	1	50
South Australia	15-19	Owner managers of incorporated enterprises	16	8
South Australia	15-19	Owner managers of incorporated enterprises	25	15
South Australia	15-19	Owner managers of incorporated enterprises	35	12
South Australia	15-19	Owner managers of incorporated enterprises	40	9
South Australia	15-19	Owner managers of incorporated enterprises	41	4
South Australia	15-19	Owner managers of unincorporated enterprises		7
South Australia	15-19	Owner managers of unincorporated enterprises	0	15
South Australia	15-19	Owner managers of unincorporated enterprises	1	181
South Australia	15-19	Owner managers of unincorporated enterprises	16	17
South Australia	15-19	Owner managers of unincorporated enterprises	25	31
South Australia	15-19	Owner managers of unincorporated enterprises	35	19
South Australia	15-19	Owner managers of unincorporated enterprises	40	24
South Australia	15-19	Owner managers of unincorporated enterprises	41	12
South Australia	15-19	Owner managers of unincorporated enterprises	49	21
South Australia	20-24			128
South Australia	20-24		0	44
South Australia	20-24		1	102
South Australia	20-24		16	53
