STE_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
South Australia	25-29	Contributing family workers	Employed (part-time)	M	113
South Australia	25-29	Contributing family workers	Employed (part-time)	M	93
South Australia	25-29	Employee		F	2529
South Australia	25-29	Employee		M	1517
South Australia	25-29	Employee	Employed (part-time)	F	19192
South Australia	25-29	Employee	Employed (part-time)	F	12347
South Australia	25-29	Employee	Employed (part-time)	M	26186
South Australia	25-29	Employee	Employed (part-time)	M	7368
South Australia	25-29	Owner managers of incorporated enterprises		F	18
South Australia	25-29	Owner managers of incorporated enterprises		M	40
South Australia	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	223
South Australia	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	183
South Australia	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	1020
South Australia	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	148
South Australia	25-29	Owner managers of unincorporated enterprises		F	70
South Australia	25-29	Owner managers of unincorporated enterprises		M	92
South Australia	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	446
South Australia	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	640
South Australia	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	1853
South Australia	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	723
South Australia	30-34			F	78
South Australia	30-34			M	76
South Australia	30-34		Employed (part-time)	F	60
South Australia	30-34		Employed (part-time)	F	85
South Australia	30-34		Employed (part-time)	M	220
South Australia	30-34		Employed (part-time)	M	71
South Australia	30-34	Contributing family workers		F	37
South Australia	30-34	Contributing family workers		M	34
South Australia	30-34	Contributing family workers	Employed (part-time)	F	104
South Australia	30-34	Contributing family workers	Employed (part-time)	F	331
South Australia	30-34	Contributing family workers	Employed (part-time)	M	174
South Australia	30-34	Contributing family workers	Employed (part-time)	M	95
South Australia	30-34	Employee		F	3523
South Australia	30-34	Employee		M	1519
South Australia	30-34	Employee	Employed (part-time)	F	15957
South Australia	30-34	Employee	Employed (part-time)	F	14959
South Australia	30-34	Employee	Employed (part-time)	M	29188
South Australia	30-34	Employee	Employed (part-time)	M	5518
South Australia	30-34	Owner managers of incorporated enterprises		F	54
South Australia	30-34	Owner managers of incorporated enterprises		M	55
South Australia	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	408
South Australia	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	358
South Australia	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	1967
South Australia	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	299
South Australia	30-34	Owner managers of unincorporated enterprises		F	111
South Australia	30-34	Owner managers of unincorporated enterprises		M	122
South Australia	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	601
South Australia	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	1159
South Australia	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	2436
South Australia	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	888
South Australia	35-39			F	79
South Australia	35-39			M	87
South Australia	35-39		Employed (part-time)	F	84
South Australia	35-39		Employed (part-time)	F	118
South Australia	35-39		Employed (part-time)	M	188
South Australia	35-39		Employed (part-time)	M	72
South Australia	35-39	Contributing family workers		F	36
South Australia	35-39	Contributing family workers		M	35
South Australia	35-39	Contributing family workers	Employed (part-time)	F	160
South Australia	35-39	Contributing family workers	Employed (part-time)	F	344
South Australia	35-39	Contributing family workers	Employed (part-time)	M	245
South Australia	35-39	Contributing family workers	Employed (part-time)	M	127
South Australia	35-39	Employee		F	2131
South Australia	35-39	Employee		M	1264
South Australia	35-39	Employee	Employed (part-time)	F	13033
South Australia	35-39	Employee	Employed (part-time)	F	15936
South Australia	35-39	Employee	Employed (part-time)	M	26751
South Australia	35-39	Employee	Employed (part-time)	M	4317
South Australia	35-39	Owner managers of incorporated enterprises		F	58
South Australia	35-39	Owner managers of incorporated enterprises		M	96
South Australia	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	545
South Australia	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	593
South Australia	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	2664
South Australia	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	323
South Australia	35-39	Owner managers of unincorporated enterprises		F	104
South Australia	35-39	Owner managers of unincorporated enterprises		M	135
South Australia	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	725
South Australia	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	1406
South Australia	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	2673
South Australia	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	987
South Australia	40-44			F	70
South Australia	40-44			M	91
South Australia	40-44		Employed (part-time)	F	86
South Australia	40-44		Employed (part-time)	F	134
South Australia	40-44		Employed (part-time)	M	258
South Australia	40-44		Employed (part-time)	M	72
South Australia	40-44	Contributing family workers		F	49
South Australia	40-44	Contributing family workers		M	39
South Australia	40-44	Contributing family workers	Employed (part-time)	F	250
South Australia	40-44	Contributing family workers	Employed (part-time)	F	350
South Australia	40-44	Contributing family workers	Employed (part-time)	M	356
South Australia	40-44	Contributing family workers	Employed (part-time)	M	145
South Australia	40-44	Employee		F	1393
South Australia	40-44	Employee		M	1224
South Australia	40-44	Employee	Employed (part-time)	F	15067
South Australia	40-44	Employee	Employed (part-time)	F	16961
South Australia	40-44	Employee	Employed (part-time)	M	27169
South Australia	40-44	Employee	Employed (part-time)	M	4027
South Australia	40-44	Owner managers of incorporated enterprises		F	49
South Australia	40-44	Owner managers of incorporated enterprises		M	86
South Australia	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	829
South Australia	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	727
South Australia	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	3208
South Australia	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	392
South Australia	40-44	Owner managers of unincorporated enterprises		F	101
South Australia	40-44	Owner managers of unincorporated enterprises		M	152
South Australia	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	1000
South Australia	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	1632
South Australia	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	3104
South Australia	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	1141
South Australia	45-49			F	72
South Australia	45-49			M	107
South Australia	45-49		Employed (part-time)	F	117
South Australia	45-49		Employed (part-time)	F	148
South Australia	45-49		Employed (part-time)	M	315
South Australia	45-49		Employed (part-time)	M	93
South Australia	45-49	Contributing family workers		F	54
South Australia	45-49	Contributing family workers		M	33
South Australia	45-49	Contributing family workers	Employed (part-time)	F	283
South Australia	45-49	Contributing family workers	Employed (part-time)	F	354
South Australia	45-49	Contributing family workers	Employed (part-time)	M	432
South Australia	45-49	Contributing family workers	Employed (part-time)	M	151
South Australia	45-49	Employee		F	1330
South Australia	45-49	Employee		M	1298
South Australia	45-49	Employee	Employed (part-time)	F	17671
South Australia	45-49	Employee	Employed (part-time)	F	17218
South Australia	45-49	Employee	Employed (part-time)	M	27088
South Australia	45-49	Employee	Employed (part-time)	M	3933
South Australia	45-49	Owner managers of incorporated enterprises		F	54
South Australia	45-49	Owner managers of incorporated enterprises		M	119
South Australia	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	1038
South Australia	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	723
South Australia	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	3734
South Australia	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	474
South Australia	45-49	Owner managers of unincorporated enterprises		F	82
South Australia	45-49	Owner managers of unincorporated enterprises		M	209
South Australia	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	1288
South Australia	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	1686
South Australia	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	3714
South Australia	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	1424
South Australia	50-54			F	80
South Australia	50-54			M	97
South Australia	50-54		Employed (part-time)	F	134
South Australia	50-54		Employed (part-time)	F	151
South Australia	50-54		Employed (part-time)	M	250
South Australia	50-54		Employed (part-time)	M	90
South Australia	50-54	Contributing family workers		F	52
South Australia	50-54	Contributing family workers		M	55
South Australia	50-54	Contributing family workers	Employed (part-time)	F	286
South Australia	50-54	Contributing family workers	Employed (part-time)	F	374
South Australia	50-54	Contributing family workers	Employed (part-time)	M	496
South Australia	50-54	Contributing family workers	Employed (part-time)	M	182
South Australia	50-54	Employee		F	1517
South Australia	50-54	Employee		M	1360
South Australia	50-54	Employee	Employed (part-time)	F	17554
South Australia	50-54	Employee	Employed (part-time)	F	15937
South Australia	50-54	Employee	Employed (part-time)	M	24942
South Australia	50-54	Employee	Employed (part-time)	M	4093
South Australia	50-54	Owner managers of incorporated enterprises		F	47
South Australia	50-54	Owner managers of incorporated enterprises		M	132
South Australia	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	994
South Australia	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	621
South Australia	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	3622
South Australia	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	486
South Australia	50-54	Owner managers of unincorporated enterprises		F	119
South Australia	50-54	Owner managers of unincorporated enterprises		M	213
South Australia	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	1297
South Australia	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	1595
South Australia	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	3962
South Australia	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	1574
South Australia	55-59			F	82
South Australia	55-59			M	96
South Australia	55-59		Employed (part-time)	F	117
South Australia	55-59		Employed (part-time)	F	126
South Australia	55-59		Employed (part-time)	M	266
South Australia	55-59		Employed (part-time)	M	83
South Australia	55-59	Contributing family workers		F	58
South Australia	55-59	Contributing family workers		M	60
South Australia	55-59	Contributing family workers	Employed (part-time)	F	244
South Australia	55-59	Contributing family workers	Employed (part-time)	F	422
South Australia	55-59	Contributing family workers	Employed (part-time)	M	481
South Australia	55-59	Contributing family workers	Employed (part-time)	M	198
South Australia	55-59	Employee		F	1601
South Australia	55-59	Employee		M	1338
South Australia	55-59	Employee	Employed (part-time)	F	14496
South Australia	55-59	Employee	Employed (part-time)	F	14652
South Australia	55-59	Employee	Employed (part-time)	M	21398
South Australia	55-59	Employee	Employed (part-time)	M	4126
South Australia	55-59	Owner managers of incorporated enterprises		F	73
South Australia	55-59	Owner managers of incorporated enterprises		M	134
South Australia	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	891
South Australia	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	610
South Australia	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	3182
South Australia	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	494
South Australia	55-59	Owner managers of unincorporated enterprises		F	125
South Australia	55-59	Owner managers of unincorporated enterprises		M	245
South Australia	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	1142
