STE_NAME16	Age	IncomeTotPersonal.max	Occupation	workers
Queensland	75+	105000	Community and personal service workers	9
Queensland	75+	105000	Labourers	8
Queensland	75+	105000	Machinery operators and drivers	3
Queensland	75+	105000	Managers	114
Queensland	75+	105000	Professionals	66
Queensland	75+	105000	Sales workers	25
Queensland	75+	105000	Technicians and trades workers	17
Queensland	75+	157500		26
Queensland	75+	157500	Clerical and administrative workers	40
Queensland	75+	157500	Community and personal service workers	9
Queensland	75+	157500	Labourers	14
Queensland	75+	157500	Machinery operators and drivers	10
Queensland	75+	157500	Managers	180
Queensland	75+	157500	Professionals	135
Queensland	75+	157500	Sales workers	46
Queensland	75+	157500	Technicians and trades workers	17
Queensland	75+	Inf		54
Queensland	75+	Inf	Clerical and administrative workers	44
Queensland	75+	Inf	Community and personal service workers	12
Queensland	75+	Inf	Labourers	15
Queensland	75+	Inf	Machinery operators and drivers	8
Queensland	75+	Inf	Managers	280
Queensland	75+	Inf	Professionals	194
Queensland	75+	Inf	Sales workers	61
Queensland	75+	Inf	Technicians and trades workers	23
South Australia	15-19			83
South Australia	15-19		Clerical and administrative workers	21
South Australia	15-19		Community and personal service workers	103
South Australia	15-19		Labourers	153
South Australia	15-19		Machinery operators and drivers	15
South Australia	15-19		Managers	12
South Australia	15-19		Professionals	10
South Australia	15-19		Sales workers	253
South Australia	15-19		Technicians and trades workers	69
South Australia	15-19	0		62
South Australia	15-19	0	Clerical and administrative workers	22
South Australia	15-19	0	Community and personal service workers	146
South Australia	15-19	0	Labourers	230
South Australia	15-19	0	Machinery operators and drivers	15
South Australia	15-19	0	Managers	15
South Australia	15-19	0	Professionals	13
South Australia	15-19	0	Sales workers	261
South Australia	15-19	0	Technicians and trades workers	41
South Australia	15-19	7875		161
South Australia	15-19	7875	Clerical and administrative workers	355
South Australia	15-19	7875	Community and personal service workers	2959
South Australia	15-19	7875	Labourers	4752
South Australia	15-19	7875	Machinery operators and drivers	240
South Australia	15-19	7875	Managers	128
South Australia	15-19	7875	Professionals	304
South Australia	15-19	7875	Sales workers	7661
South Australia	15-19	7875	Technicians and trades workers	336
South Australia	15-19	15750		69
South Australia	15-19	15750	Clerical and administrative workers	232
South Australia	15-19	15750	Community and personal service workers	1297
South Australia	15-19	15750	Labourers	1763
South Australia	15-19	15750	Machinery operators and drivers	161
South Australia	15-19	15750	Managers	75
South Australia	15-19	15750	Professionals	111
South Australia	15-19	15750	Sales workers	3367
South Australia	15-19	15750	Technicians and trades workers	301
South Australia	15-19	21000		28
South Australia	15-19	21000	Clerical and administrative workers	205
South Australia	15-19	21000	Community and personal service workers	594
South Australia	15-19	21000	Labourers	708
South Australia	15-19	21000	Machinery operators and drivers	94
South Australia	15-19	21000	Managers	69
South Australia	15-19	21000	Professionals	60
South Australia	15-19	21000	Sales workers	1142
South Australia	15-19	21000	Technicians and trades workers	549
South Australia	15-19	26250		40
South Australia	15-19	26250	Clerical and administrative workers	218
South Australia	15-19	26250	Community and personal service workers	458
South Australia	15-19	26250	Labourers	487
South Australia	15-19	26250	Machinery operators and drivers	83
South Australia	15-19	26250	Managers	57
South Australia	15-19	26250	Professionals	41
South Australia	15-19	26250	Sales workers	617
South Australia	15-19	26250	Technicians and trades workers	1042
South Australia	15-19	34125		32
South Australia	15-19	34125	Clerical and administrative workers	183
South Australia	15-19	34125	Community and personal service workers	325
South Australia	15-19	34125	Labourers	439
South Australia	15-19	34125	Machinery operators and drivers	105
South Australia	15-19	34125	Managers	66
South Australia	15-19	34125	Professionals	50
South Australia	15-19	34125	Sales workers	393
South Australia	15-19	34125	Technicians and trades workers	840
South Australia	15-19	42000		13
South Australia	15-19	42000	Clerical and administrative workers	152
South Australia	15-19	42000	Community and personal service workers	171
South Australia	15-19	42000	Labourers	335
South Australia	15-19	42000	Machinery operators and drivers	84
South Australia	15-19	42000	Managers	54
South Australia	15-19	42000	Professionals	22
South Australia	15-19	42000	Sales workers	149
South Australia	15-19	42000	Technicians and trades workers	278
South Australia	15-19	52500		9
South Australia	15-19	52500	Clerical and administrative workers	81
South Australia	15-19	52500	Community and personal service workers	82
South Australia	15-19	52500	Labourers	165
South Australia	15-19	52500	Machinery operators and drivers	53
South Australia	15-19	52500	Managers	43
South Australia	15-19	52500	Professionals	18
South Australia	15-19	52500	Sales workers	54
South Australia	15-19	52500	Technicians and trades workers	89
South Australia	15-19	65625	Clerical and administrative workers	23
South Australia	15-19	65625	Community and personal service workers	53
South Australia	15-19	65625	Labourers	67
South Australia	15-19	65625	Machinery operators and drivers	18
South Australia	15-19	65625	Managers	17
South Australia	15-19	65625	Professionals	8
South Australia	15-19	65625	Sales workers	15
South Australia	15-19	65625	Technicians and trades workers	29
South Australia	15-19	78750		9
South Australia	15-19	78750	Clerical and administrative workers	3
South Australia	15-19	78750	Community and personal service workers	13
South Australia	15-19	78750	Labourers	13
South Australia	15-19	78750	Machinery operators and drivers	12
South Australia	15-19	78750	Managers	7
South Australia	15-19	78750	Professionals	4
South Australia	15-19	78750	Sales workers	4
South Australia	15-19	78750	Technicians and trades workers	14
South Australia	15-19	91875	Community and personal service workers	5
South Australia	15-19	91875	Labourers	4
South Australia	15-19	91875	Machinery operators and drivers	10
South Australia	15-19	91875	Sales workers	3
South Australia	15-19	91875	Technicians and trades workers	3
South Australia	15-19	105000	Labourers	3
South Australia	15-19	105000	Machinery operators and drivers	3
South Australia	15-19	105000	Technicians and trades workers	5
South Australia	15-19	157500	Community and personal service workers	3
South Australia	15-19	157500	Machinery operators and drivers	3
South Australia	15-19	157500	Sales workers	6
South Australia	15-19	157500	Technicians and trades workers	3
South Australia	15-19	Inf		6
South Australia	15-19	Inf	Clerical and administrative workers	8
South Australia	15-19	Inf	Community and personal service workers	8
South Australia	15-19	Inf	Labourers	11
South Australia	15-19	Inf	Machinery operators and drivers	4
South Australia	15-19	Inf	Managers	3
South Australia	15-19	Inf	Sales workers	9
South Australia	15-19	Inf	Technicians and trades workers	5
South Australia	20-24			106
South Australia	20-24		Clerical and administrative workers	76
South Australia	20-24		Community and personal service workers	141
South Australia	20-24		Labourers	154
South Australia	20-24		Machinery operators and drivers	29
South Australia	20-24		Managers	41
South Australia	20-24		Professionals	84
South Australia	20-24		Sales workers	173
South Australia	20-24		Technicians and trades workers	155
South Australia	20-24	0		30
South Australia	20-24	0	Clerical and administrative workers	36
South Australia	20-24	0	Community and personal service workers	78
South Australia	20-24	0	Labourers	87
South Australia	20-24	0	Machinery operators and drivers	17
South Australia	20-24	0	Managers	40
South Australia	20-24	0	Professionals	27
South Australia	20-24	0	Sales workers	77
South Australia	20-24	0	Technicians and trades workers	25
South Australia	20-24	7875		59
South Australia	20-24	7875	Clerical and administrative workers	212
South Australia	20-24	7875	Community and personal service workers	1050
South Australia	20-24	7875	Labourers	743
South Australia	20-24	7875	Machinery operators and drivers	110
South Australia	20-24	7875	Managers	54
South Australia	20-24	7875	Professionals	304
South Australia	20-24	7875	Sales workers	930
South Australia	20-24	7875	Technicians and trades workers	119
South Australia	20-24	15750		84
South Australia	20-24	15750	Clerical and administrative workers	423
South Australia	20-24	15750	Community and personal service workers	2032
South Australia	20-24	15750	Labourers	1473
South Australia	20-24	15750	Machinery operators and drivers	233
South Australia	20-24	15750	Managers	110
South Australia	20-24	15750	Professionals	432
South Australia	20-24	15750	Sales workers	2292
South Australia	20-24	15750	Technicians and trades workers	313
South Australia	20-24	21000		74
South Australia	20-24	21000	Clerical and administrative workers	411
South Australia	20-24	21000	Community and personal service workers	1674
South Australia	20-24	21000	Labourers	1313
South Australia	20-24	21000	Machinery operators and drivers	210
South Australia	20-24	21000	Managers	145
South Australia	20-24	21000	Professionals	316
South Australia	20-24	21000	Sales workers	1994
South Australia	20-24	21000	Technicians and trades workers	538
South Australia	20-24	26250		80
South Australia	20-24	26250	Clerical and administrative workers	522
South Australia	20-24	26250	Community and personal service workers	1614
South Australia	20-24	26250	Labourers	1293
South Australia	20-24	26250	Machinery operators and drivers	182
South Australia	20-24	26250	Managers	180
South Australia	20-24	26250	Professionals	317
South Australia	20-24	26250	Sales workers	1839
South Australia	20-24	26250	Technicians and trades workers	1024
South Australia	20-24	34125		122
South Australia	20-24	34125	Clerical and administrative workers	915
South Australia	20-24	34125	Community and personal service workers	2082
South Australia	20-24	34125	Labourers	1563
South Australia	20-24	34125	Machinery operators and drivers	324
South Australia	20-24	34125	Managers	338
South Australia	20-24	34125	Professionals	498
South Australia	20-24	34125	Sales workers	1971
South Australia	20-24	34125	Technicians and trades workers	2162
South Australia	20-24	42000		125
South Australia	20-24	42000	Clerical and administrative workers	1374
South Australia	20-24	42000	Community and personal service workers	1837
South Australia	20-24	42000	Labourers	1718
South Australia	20-24	42000	Machinery operators and drivers	626
South Australia	20-24	42000	Managers	644
South Australia	20-24	42000	Professionals	777
South Australia	20-24	42000	Sales workers	1605
South Australia	20-24	42000	Technicians and trades workers	2529
South Australia	20-24	52500		106
South Australia	20-24	52500	Clerical and administrative workers	1470
South Australia	20-24	52500	Community and personal service workers	1245
South Australia	20-24	52500	Labourers	1200
South Australia	20-24	52500	Machinery operators and drivers	536
South Australia	20-24	52500	Managers	799
South Australia	20-24	52500	Professionals	1388
South Australia	20-24	52500	Sales workers	884
South Australia	20-24	52500	Technicians and trades workers	2270
South Australia	20-24	65625		69
South Australia	20-24	65625	Clerical and administrative workers	706
South Australia	20-24	65625	Community and personal service workers	623
South Australia	20-24	65625	Labourers	517
South Australia	20-24	65625	Machinery operators and drivers	316
South Australia	20-24	65625	Managers	480
South Australia	20-24	65625	Professionals	1844
South Australia	20-24	65625	Sales workers	309
South Australia	20-24	65625	Technicians and trades workers	1385
South Australia	20-24	78750		31
South Australia	20-24	78750	Clerical and administrative workers	191
South Australia	20-24	78750	Community and personal service workers	264
South Australia	20-24	78750	Labourers	171
South Australia	20-24	78750	Machinery operators and drivers	137
South Australia	20-24	78750	Managers	131
South Australia	20-24	78750	Professionals	988
South Australia	20-24	78750	Sales workers	74
South Australia	20-24	78750	Technicians and trades workers	568
South Australia	20-24	91875		10
South Australia	20-24	91875	Clerical and administrative workers	55
South Australia	20-24	91875	Community and personal service workers	102
South Australia	20-24	91875	Labourers	72
South Australia	20-24	91875	Machinery operators and drivers	98
South Australia	20-24	91875	Managers	72
South Australia	20-24	91875	Professionals	257
South Australia	20-24	91875	Sales workers	33
South Australia	20-24	91875	Technicians and trades workers	224
South Australia	20-24	105000		3
South Australia	20-24	105000	Clerical and administrative workers	18
South Australia	20-24	105000	Community and personal service workers	27
South Australia	20-24	105000	Labourers	28
South Australia	20-24	105000	Machinery operators and drivers	47
South Australia	20-24	105000	Managers	18
South Australia	20-24	105000	Professionals	79
South Australia	20-24	105000	Sales workers	12
South Australia	20-24	105000	Technicians and trades workers	104
South Australia	20-24	157500	Clerical and administrative workers	9
South Australia	20-24	157500	Community and personal service workers	36
South Australia	20-24	157500	Labourers	18
South Australia	20-24	157500	Machinery operators and drivers	40
South Australia	20-24	157500	Managers	33
