SA3_NAME16	Age	ModeTravelToWork	NumberModes	workers
Blue Mountains	45-54	Did not go to work		382
Blue Mountains	45-54	Method of travel not stated		30
Blue Mountains	45-54	Motorbike scooter	1	17
Blue Mountains	45-54	(Other)	1	20
Blue Mountains	45-54	Other two methods	2	17
Blue Mountains	45-54	Taxi	1	14
Blue Mountains	45-54	Train	1	71
Blue Mountains	45-54	Train and bus	2	6
Blue Mountains	45-54	Train and car as driver	2	6
Blue Mountains	45-54	Train and car as passenger	2	3
Blue Mountains	45-54	Train and two other methods	3	4
Blue Mountains	45-54	Truck	1	42
Blue Mountains	45-54	Walked only	1	164
Blue Mountains	45-54	Worked at home		555
Blue Mountains	55-64	Bicycle	1	14
Blue Mountains	55-64	Bus	1	4
Blue Mountains	55-64	Car as driver	1	2170
Blue Mountains	55-64	Car as passenger	1	100
Blue Mountains	55-64	Did not go to work		451
Blue Mountains	55-64	Method of travel not stated		27
Blue Mountains	55-64	Motorbike scooter	1	11
Blue Mountains	55-64	(Other)	1	24
Blue Mountains	55-64	Other two methods	2	14
Blue Mountains	55-64	Taxi	1	9
Blue Mountains	55-64	Train	1	59
Blue Mountains	55-64	Train and bus	2	11
Blue Mountains	55-64	Train and car as driver	2	6
Blue Mountains	55-64	Train and other	2	3
Blue Mountains	55-64	Train and two other methods	3	3
Blue Mountains	55-64	Truck	1	42
Blue Mountains	55-64	Walked only	1	159
Blue Mountains	55-64	Worked at home		509
Blue Mountains	65-74	Bus	1	4
Blue Mountains	65-74	Car as driver	1	522
Blue Mountains	65-74	Car as passenger	1	29
Blue Mountains	65-74	Did not go to work		151
Blue Mountains	65-74	Method of travel not stated		17
Blue Mountains	65-74	(Other)	1	12
Blue Mountains	65-74	Other two methods	2	5
Blue Mountains	65-74	Taxi	1	3
Blue Mountains	65-74	Train	1	13
Blue Mountains	65-74	Train and car as driver	2	3
Blue Mountains	65-74	Truck	1	17
Blue Mountains	65-74	Walked only	1	40
Blue Mountains	65-74	Worked at home		311
Blue Mountains	75+	Car as driver	1	55
Blue Mountains	75+	Car as passenger	1	4
Blue Mountains	75+	Did not go to work		18
Blue Mountains	75+	Method of travel not stated		6
Blue Mountains	75+	Other two methods	2	3
Blue Mountains	75+	Walked only	1	3
Blue Mountains	75+	Worked at home		50
Blue Mountains - South	15-24	Did not go to work		3
Blue Mountains - South	25-34	Car as driver	1	3
Penrith	15-24	Bicycle	1	13
Penrith	15-24	Bus	1	216
Penrith	15-24	Bus and car as passenger	2	43
Penrith	15-24	Bus and other	2	10
Penrith	15-24	Car as driver	1	4903
Penrith	15-24	Car as passenger	1	1443
Penrith	15-24	Did not go to work		1411
Penrith	15-24	Method of travel not stated		75
Penrith	15-24	Motorbike scooter	1	42
Penrith	15-24	(Other)	1	27
Penrith	15-24	Other three methods	3	4
Penrith	15-24	Other two methods	2	86
Penrith	15-24	Taxi	1	10
Penrith	15-24	Train	1	227
Penrith	15-24	Train and bus	2	77
Penrith	15-24	Train and car as driver	2	20
Penrith	15-24	Train and car as passenger	2	22
Penrith	15-24	Train and two other methods	3	32
Penrith	15-24	Truck	1	52
Penrith	15-24	Walked only	1	215
Penrith	15-24	Worked at home		68
Penrith	25-34	Bicycle	1	32
Penrith	25-34	Bus	1	96
Penrith	25-34	Bus and car as driver	2	4
Penrith	25-34	Bus and car as passenger	2	6
Penrith	25-34	Bus and other	2	3
Penrith	25-34	Car as driver	1	7159
Penrith	25-34	Car as passenger	1	384
Penrith	25-34	Did not go to work		1099
Penrith	25-34	Ferry	1	3
Penrith	25-34	Method of travel not stated		80
Penrith	25-34	Motorbike scooter	1	42
Penrith	25-34	(Other)	1	30
Penrith	25-34	Other two methods	2	68
Penrith	25-34	Taxi	1	4
Penrith	25-34	Train	1	303
Penrith	25-34	Train and bus	2	85
Penrith	25-34	Train and car as driver	2	36
Penrith	25-34	Train and car as passenger	2	21
Penrith	25-34	Train and other	2	7
Penrith	25-34	Train and two other methods	3	19
Penrith	25-34	Truck	1	116
Penrith	25-34	Walked only	1	228
Penrith	25-34	Worked at home		377
Penrith	35-44	Bicycle	1	38
Penrith	35-44	Bus	1	69
Penrith	35-44	Bus and car as driver	2	3
Penrith	35-44	Bus and car as passenger	2	10
Penrith	35-44	Car as driver	1	7623
Penrith	35-44	Car as passenger	1	289
Penrith	35-44	Did not go to work		827
Penrith	35-44	Ferry	1	3
Penrith	35-44	Method of travel not stated		66
Penrith	35-44	Motorbike scooter	1	43
Penrith	35-44	(Other)	1	37
Penrith	35-44	Other two methods	2	60
Penrith	35-44	Taxi	1	7
Penrith	35-44	Train	1	179
Penrith	35-44	Train and bus	2	40
Penrith	35-44	Train and car as driver	2	40
Penrith	35-44	Train and car as passenger	2	12
Penrith	35-44	Train and other	2	7
Penrith	35-44	Train and two other methods	3	14
Penrith	35-44	Truck	1	164
Penrith	35-44	Walked only	1	171
Penrith	35-44	Worked at home		518
Penrith	45-54	Bicycle	1	47
Penrith	45-54	Bus	1	76
Penrith	45-54	Bus and car as driver	2	7
Penrith	45-54	Bus and car as passenger	2	6
Penrith	45-54	Car as driver	1	7519
Penrith	45-54	Car as passenger	1	284
Penrith	45-54	Did not go to work		686
Penrith	45-54	Method of travel not stated		78
Penrith	45-54	Motorbike scooter	1	55
Penrith	45-54	(Other)	1	40
Penrith	45-54	Other two methods	2	40
Penrith	45-54	Taxi	1	8
Penrith	45-54	Train	1	160
Penrith	45-54	Train and bus	2	43
Penrith	45-54	Train and car as driver	2	34
Penrith	45-54	Train and car as passenger	2	13
Penrith	45-54	Train and other	2	5
Penrith	45-54	Train and two other methods	3	12
Penrith	45-54	Truck	1	133
Penrith	45-54	Walked only	1	152
Penrith	45-54	Worked at home		488
Penrith	55-64	Bicycle	1	21
Penrith	55-64	Bus	1	50
Penrith	55-64	Bus and car as driver	2	3
Penrith	55-64	Car as driver	1	5360
Penrith	55-64	Car as passenger	1	260
Penrith	55-64	Did not go to work		715
Penrith	55-64	Method of travel not stated		52
Penrith	55-64	Motorbike scooter	1	46
Penrith	55-64	(Other)	1	34
Penrith	55-64	Other two methods	2	39
Penrith	55-64	Taxi	1	3
Penrith	55-64	Train	1	130
Penrith	55-64	Train and bus	2	30
Penrith	55-64	Train and car as driver	2	25
Penrith	55-64	Train and car as passenger	2	8
Penrith	55-64	Train and two other methods	3	21
Penrith	55-64	Truck	1	107
Penrith	55-64	Walked only	1	136
Penrith	55-64	Worked at home		394
Penrith	65-74	Bicycle	1	3
Penrith	65-74	Bus	1	18
Penrith	65-74	Car as driver	1	1049
Penrith	65-74	Car as passenger	1	58
Penrith	65-74	Did not go to work		210
Penrith	65-74	Method of travel not stated		25
Penrith	65-74	Motorbike scooter	1	5
Penrith	65-74	(Other)	1	11
Penrith	65-74	Other two methods	2	7
Penrith	65-74	Train	1	24
Penrith	65-74	Train and bus	2	6
Penrith	65-74	Train and car as driver	2	3
Penrith	65-74	Truck	1	27
Penrith	65-74	Walked only	1	37
Penrith	65-74	Worked at home		160
Penrith	75+	Car as driver	1	67
Penrith	75+	Car as passenger	1	6
Penrith	75+	Did not go to work		25
Penrith	75+	Method of travel not stated		9
Penrith	75+	(Other)	1	6
Penrith	75+	Other two methods	2	3
Penrith	75+	Train	1	7
Penrith	75+	Truck	1	3
Penrith	75+	Walked only	1	9
Penrith	75+	Worked at home		28
Richmond - Windsor	15-24	Bicycle	1	22
Richmond - Windsor	15-24	Bus	1	37
Richmond - Windsor	15-24	Bus and car as passenger	2	6
Richmond - Windsor	15-24	Car as driver	1	1756
Richmond - Windsor	15-24	Car as passenger	1	401
Richmond - Windsor	15-24	Did not go to work		424
Richmond - Windsor	15-24	Method of travel not stated		33
Richmond - Windsor	15-24	Motorbike scooter	1	14
Richmond - Windsor	15-24	(Other)	1	15
Richmond - Windsor	15-24	Other two methods	2	19
Richmond - Windsor	15-24	Train	1	36
Richmond - Windsor	15-24	Train and bus	2	13
Richmond - Windsor	15-24	Train and car as driver	2	3
Richmond - Windsor	15-24	Train and car as passenger	2	3
Richmond - Windsor	15-24	Train and two other methods	3	5
Richmond - Windsor	15-24	Truck	1	19
Richmond - Windsor	15-24	Walked only	1	115
Richmond - Windsor	15-24	Worked at home		30
Richmond - Windsor	25-34	Bicycle	1	26
Richmond - Windsor	25-34	Bus	1	20
Richmond - Windsor	25-34	Car as driver	1	2498
Richmond - Windsor	25-34	Car as passenger	1	111
Richmond - Windsor	25-34	Did not go to work		282
Richmond - Windsor	25-34	Method of travel not stated		32
Richmond - Windsor	25-34	Motorbike scooter	1	27
Richmond - Windsor	25-34	(Other)	1	17
Richmond - Windsor	25-34	Other two methods	2	24
Richmond - Windsor	25-34	Taxi	1	4
Richmond - Windsor	25-34	Train	1	44
Richmond - Windsor	25-34	Train and bus	2	12
Richmond - Windsor	25-34	Train and car as driver	2	10
Richmond - Windsor	25-34	Train and car as passenger	2	10
Richmond - Windsor	25-34	Train and other	2	4
Richmond - Windsor	25-34	Train and two other methods	3	5
Richmond - Windsor	25-34	Truck	1	48
Richmond - Windsor	25-34	Walked only	1	94
Richmond - Windsor	25-34	Worked at home		113
Richmond - Windsor	35-44	Bicycle	1	31
Richmond - Windsor	35-44	Bus	1	13
Richmond - Windsor	35-44	Car as driver	1	2641
Richmond - Windsor	35-44	Car as passenger	1	87
Richmond - Windsor	35-44	Did not go to work		236
Richmond - Windsor	35-44	Method of travel not stated		25
Richmond - Windsor	35-44	Motorbike scooter	1	19
Richmond - Windsor	35-44	(Other)	1	19
Richmond - Windsor	35-44	Other two methods	2	29
Richmond - Windsor	35-44	Taxi	1	3
Richmond - Windsor	35-44	Train	1	33
Richmond - Windsor	35-44	Train and bus	2	10
Richmond - Windsor	35-44	Train and car as driver	2	9
Richmond - Windsor	35-44	Train and other	2	4
Richmond - Windsor	35-44	Train and two other methods	3	7
Richmond - Windsor	35-44	Truck	1	50
Richmond - Windsor	35-44	Walked only	1	75
Richmond - Windsor	35-44	Worked at home		187
Richmond - Windsor	45-54	Bicycle	1	20
Richmond - Windsor	45-54	Bus	1	10
Richmond - Windsor	45-54	Bus and car as driver	2	4
Richmond - Windsor	45-54	Car as driver	1	2938
Richmond - Windsor	45-54	Car as passenger	1	117
Richmond - Windsor	45-54	Did not go to work		272
Richmond - Windsor	45-54	Method of travel not stated		33
Richmond - Windsor	45-54	Motorbike scooter	1	28
Richmond - Windsor	45-54	(Other)	1	23
Richmond - Windsor	45-54	Other two methods	2	21
Richmond - Windsor	45-54	Taxi	1	3
Richmond - Windsor	45-54	Train	1	28
Richmond - Windsor	45-54	Train and bus	2	3
Richmond - Windsor	45-54	Train and car as driver	2	6
Richmond - Windsor	45-54	Train and two other methods	3	7
Richmond - Windsor	45-54	Truck	1	65
Richmond - Windsor	45-54	Walked only	1	91
Richmond - Windsor	45-54	Worked at home		173
Richmond - Windsor	55-64	Bicycle	1	12
Richmond - Windsor	55-64	Bus	1	9
Richmond - Windsor	55-64	Car as driver	1	2068
Richmond - Windsor	55-64	Car as passenger	1	78
Richmond - Windsor	55-64	Did not go to work		235
Richmond - Windsor	55-64	Method of travel not stated		16
Richmond - Windsor	55-64	Motorbike scooter	1	13
Richmond - Windsor	55-64	(Other)	1	10
Richmond - Windsor	55-64	Other two methods	2	4
Richmond - Windsor	55-64	Train	1	11
Richmond - Windsor	55-64	Train and bus	2	4
Richmond - Windsor	55-64	Train and car as driver	2	7
Richmond - Windsor	55-64	Train and two other methods	3	3
Richmond - Windsor	55-64	Truck	1	54
Richmond - Windsor	55-64	Walked only	1	72
Richmond - Windsor	55-64	Worked at home		118
Richmond - Windsor	65-74	Bicycle	1	5
Richmond - Windsor	65-74	Bus	1	3
Richmond - Windsor	65-74	Car as driver	1	405
Richmond - Windsor	65-74	Car as passenger	1	16
Richmond - Windsor	65-74	Did not go to work		75
Richmond - Windsor	65-74	Method of travel not stated		15
Richmond - Windsor	65-74	(Other)	1	3
Richmond - Windsor	65-74	Train	1	3
Richmond - Windsor	65-74	Truck	1	15
Richmond - Windsor	65-74	Walked only	1	21
Richmond - Windsor	65-74	Worked at home		71
Richmond - Windsor	75+	Car as driver	1	42
Richmond - Windsor	75+	Did not go to work		3
Richmond - Windsor	75+	Method of travel not stated		3
Richmond - Windsor	75+	(Other)	1	6
Richmond - Windsor	75+	Walked only	1	6
Richmond - Windsor	75+	Worked at home		8
St Marys	15-24	Bicycle	1	3
St Marys	15-24	Bus	1	59
St Marys	15-24	Bus and car as passenger	2	4
St Marys	15-24	Car as driver	1	1404
St Marys	15-24	Car as passenger	1	515
St Marys	15-24	Did not go to work		285
St Marys	15-24	Method of travel not stated		41
St Marys	15-24	Motorbike scooter	1	10
St Marys	15-24	(Other)	1	4
St Marys	15-24	Other two methods	2	21
St Marys	15-24	Taxi	1	8
St Marys	15-24	Train	1	62
St Marys	15-24	Train and bus	2	27
St Marys	15-24	Train and car as driver	2	4
St Marys	15-24	Train and car as passenger	2	3
St Marys	15-24	Train and two other methods	3	13
St Marys	15-24	Truck	1	19
St Marys	15-24	Walked only	1	56
St Marys	15-24	Worked at home		26
St Marys	25-34	Bicycle	1	8
St Marys	25-34	Bus	1	39
St Marys	25-34	Bus and car as passenger	2	8
St Marys	25-34	Car as driver	1	3001
St Marys	25-34	Car as passenger	1	224
St Marys	25-34	Did not go to work		250
St Marys	25-34	Method of travel not stated		47
St Marys	25-34	Motorbike scooter	1	19
St Marys	25-34	(Other)	1	9
St Marys	25-34	Other two methods	2	30
St Marys	25-34	Taxi	1	7
St Marys	25-34	Train	1	63
St Marys	25-34	Train and bus	2	40
St Marys	25-34	Train and car as driver	2	9
St Marys	25-34	Train and car as passenger	2	4
St Marys	25-34	Train and two other methods	3	10
St Marys	25-34	Truck	1	62
St Marys	25-34	Walked only	1	44
St Marys	25-34	Worked at home		73
St Marys	35-44	Bicycle	1	11
St Marys	35-44	Bus	1	34
St Marys	35-44	Bus and car as passenger	2	3
St Marys	35-44	Car as driver	1	3250
St Marys	35-44	Car as passenger	1	145
St Marys	35-44	Did not go to work		220
St Marys	35-44	Method of travel not stated		46
St Marys	35-44	Motorbike scooter	1	22
St Marys	35-44	(Other)	1	17
St Marys	35-44	Other two methods	2	21
St Marys	35-44	Taxi	1	3
St Marys	35-44	Train	1	39
St Marys	35-44	Train and bus	2	28
St Marys	35-44	Train and car as driver	2	3
St Marys	35-44	Train and car as passenger	2	3
St Marys	35-44	Train and other	2	3
St Marys	35-44	Train and two other methods	3	6
St Marys	35-44	Truck	1	87
St Marys	35-44	Walked only	1	28
St Marys	35-44	Worked at home		142
St Marys	45-54	Bicycle	1	7
St Marys	45-54	Bus	1	35
St Marys	45-54	Bus and car as driver	2	3
St Marys	45-54	Bus and car as passenger	2	3
St Marys	45-54	Car as driver	1	3303
St Marys	45-54	Car as passenger	1	155
St Marys	45-54	Did not go to work		202
St Marys	45-54	Method of travel not stated		40
St Marys	45-54	Motorbike scooter	1	27
St Marys	45-54	(Other)	1	18
St Marys	45-54	Other three methods	3	3
St Marys	45-54	Other two methods	2	15
St Marys	45-54	Taxi	1	6
St Marys	45-54	Train	1	30
St Marys	45-54	Train and bus	2	16
St Marys	45-54	Train and car as driver	2	8
St Marys	45-54	Train and other	2	3
St Marys	45-54	Train and two other methods	3	12
St Marys	45-54	Truck	1	80
St Marys	45-54	Walked only	1	43
St Marys	45-54	Worked at home		110
St Marys	55-64	Bicycle	1	8
St Marys	55-64	Bus	1	24
St Marys	55-64	Car as driver	1	2251
St Marys	55-64	Car as passenger	1	113
St Marys	55-64	Did not go to work		186
St Marys	55-64	Method of travel not stated		20
St Marys	55-64	Motorbike scooter	1	18
St Marys	55-64	(Other)	1	7
St Marys	55-64	Other two methods	2	12
St Marys	55-64	Train	1	24
St Marys	55-64	Train and bus	2	13
St Marys	55-64	Train and car as passenger	2	3
St Marys	55-64	Truck	1	71
St Marys	55-64	Walked only	1	38
St Marys	55-64	Worked at home		98
St Marys	65-74	Bus	1	7
St Marys	65-74	Car as driver	1	392
St Marys	65-74	Car as passenger	1	24
St Marys	65-74	Did not go to work		37
St Marys	65-74	Method of travel not stated		10
St Marys	65-74	Motorbike scooter	1	3
St Marys	65-74	(Other)	1	10
St Marys	65-74	Train	1	3
St Marys	65-74	Train and bus	2	3
St Marys	65-74	Truck	1	10
St Marys	65-74	Walked only	1	7
St Marys	65-74	Worked at home		38
St Marys	75+	Car as driver	1	36
St Marys	75+	Car as passenger	1	3
St Marys	75+	Did not go to work		8
St Marys	75+	Worked at home		3
Auburn	15-24	Bicycle	1	12
Auburn	15-24	Bus	1	128
Auburn	15-24	Bus and car as driver	2	4
Auburn	15-24	Bus and car as passenger	2	15
Auburn	15-24	Car as driver	1	2990
Auburn	15-24	Car as passenger	1	571
Auburn	15-24	Did not go to work		603
Auburn	15-24	Method of travel not stated		94
Auburn	15-24	Motorbike scooter	1	35
Auburn	15-24	(Other)	1	17
Auburn	15-24	Other two methods	2	54
Auburn	15-24	Taxi	1	13
Auburn	15-24	Train	1	611
Auburn	15-24	Train and bus	2	277
Auburn	15-24	Train and car as driver	2	52
Auburn	15-24	Train and car as passenger	2	42
Auburn	15-24	Train and other	2	12
Auburn	15-24	Train and two other methods	3	79
Auburn	15-24	Truck	1	27
Auburn	15-24	Walked only	1	178
Auburn	15-24	Worked at home		47
Auburn	25-34	Bicycle	1	58
Auburn	25-34	Bus	1	383
Auburn	25-34	Bus and car as driver	2	14
Auburn	25-34	Bus and car as passenger	2	14
Auburn	25-34	Bus and other	2	4
Auburn	25-34	Bus and two other methods excludes train	3	3
Auburn	25-34	Car as driver	1	9460
Auburn	25-34	Car as passenger	1	620
Auburn	25-34	Did not go to work		834
Auburn	25-34	Ferry	1	3
Auburn	25-34	Method of travel not stated		151
Auburn	25-34	Motorbike scooter	1	82
Auburn	25-34	(Other)	1	51
Auburn	25-34	Other three methods	3	6
Auburn	25-34	Other two methods	2	81
Auburn	25-34	Taxi	1	23
Auburn	25-34	Train	1	1267
Auburn	25-34	Train and bus	2	501
Auburn	25-34	Train and car as driver	2	115
Auburn	25-34	Train and car as passenger	2	51
Auburn	25-34	Train and other	2	21
Auburn	25-34	Train and two other methods	3	113
Auburn	25-34	Tram includes light rail	1	4
Auburn	25-34	Truck	1	90
Auburn	25-34	Walked only	1	322
Auburn	25-34	Worked at home		224
Auburn	35-44	Bicycle	1	74
Auburn	35-44	Bus	1	176
Auburn	35-44	Bus and car as driver	2	12
Auburn	35-44	Bus and car as passenger	2	9
Auburn	35-44	Bus and other	2	5
Auburn	35-44	Car as driver	1	9769
Auburn	35-44	Car as passenger	1	343
Auburn	35-44	Did not go to work		641
Auburn	35-44	Ferry	1	6
Auburn	35-44	Method of travel not stated		85
Auburn	35-44	Motorbike scooter	1	64
Auburn	35-44	(Other)	1	64
Auburn	35-44	Other three methods	3	4
Auburn	35-44	Other two methods	2	73
Auburn	35-44	Taxi	1	26
Auburn	35-44	Train	1	723
Auburn	35-44	Train and bus	2	285
Auburn	35-44	Train and car as driver	2	98
Auburn	35-44	Train and car as passenger	2	29
Auburn	35-44	Train and ferry	2	3
Auburn	35-44	Train and other	2	18
Auburn	35-44	Train and two other methods	3	100
Auburn	35-44	Tram includes light rail	1	3
Auburn	35-44	Truck	1	121
Auburn	35-44	Walked only	1	199
Auburn	35-44	Worked at home		326
Auburn	45-54	Bicycle	1	63
Auburn	45-54	Bus	1	121
Auburn	45-54	Bus and car as driver	2	7
Auburn	45-54	Bus and car as passenger	2	7
Auburn	45-54	Bus and ferry	2	3
Auburn	45-54	Bus and other	2	7
Auburn	45-54	Car as driver	1	8825
Auburn	45-54	Car as passenger	1	355
Auburn	45-54	Did not go to work		483
Auburn	45-54	Ferry	1	3
Auburn	45-54	Method of travel not stated		83
Auburn	45-54	Motorbike scooter	1	59
Auburn	45-54	(Other)	1	72
Auburn	45-54	Other three methods	3	5
Auburn	45-54	Other two methods	2	64
Auburn	45-54	Taxi	1	33
Auburn	45-54	Train	1	583
Auburn	45-54	Train and bus	2	230
Auburn	45-54	Train and car as driver	2	82
Auburn	45-54	Train and car as passenger	2	26
Auburn	45-54	Train and other	2	18
Auburn	45-54	Train and tram includes light rail	2	3
Auburn	45-54	Train and two other methods	3	62
Auburn	45-54	Truck	1	119
Auburn	45-54	Walked only	1	167
Auburn	45-54	Worked at home		267
Auburn	55-64	Bicycle	1	28
Auburn	55-64	Bus	1	69
Auburn	55-64	Bus and car as driver	2	5
Auburn	55-64	Bus and car as passenger	2	3
Auburn	55-64	Car as driver	1	5458
Auburn	55-64	Car as passenger	1	298
Auburn	55-64	Did not go to work		459
Auburn	55-64	Method of travel not stated		62
Auburn	55-64	Motorbike scooter	1	39
Auburn	55-64	(Other)	1	35
Auburn	55-64	Other two methods	2	26
Auburn	55-64	Taxi	1	11
Auburn	55-64	Train	1	297
Auburn	55-64	Train and bus	2	155
Auburn	55-64	Train and car as driver	2	41
Auburn	55-64	Train and car as passenger	2	30
Auburn	55-64	Train and other	2	15
Auburn	55-64	Train and two other methods	3	42
Auburn	55-64	Tram includes light rail	1	3
Auburn	55-64	Truck	1	80
Auburn	55-64	Walked only	1	144
Auburn	55-64	Worked at home		153
Auburn	65-74	Bicycle	1	4
Auburn	65-74	Bus	1	20
Auburn	65-74	Car as driver	1	1001
Auburn	65-74	Car as passenger	1	54
Auburn	65-74	Did not go to work		126
Auburn	65-74	Method of travel not stated		16
Auburn	65-74	Motorbike scooter	1	4
