SA3_NAME16	Age	EmploymentStatus	workers
Darebin - South	70-74	Owner managers of unincorporated enterprises	29
Darebin - South	70-74	Status in employment not stated	3
Darebin - South	75+	Contributing family workers	10
Darebin - South	75+	Employee	21
Darebin - South	75+	Owner managers of incorporated enterprises	17
Darebin - South	75+	Owner managers of unincorporated enterprises	23
Essendon	15-19	Contributing family workers	10
Essendon	15-19	Employee	1129
Essendon	15-19	Owner managers of unincorporated enterprises	10
Essendon	15-19	Status in employment not stated	9
Essendon	20-24	Contributing family workers	12
Essendon	20-24	Employee	2138
Essendon	20-24	Owner managers of incorporated enterprises	13
Essendon	20-24	Owner managers of unincorporated enterprises	67
Essendon	20-24	Status in employment not stated	16
Essendon	25-29	Contributing family workers	17
Essendon	25-29	Employee	2194
Essendon	25-29	Owner managers of incorporated enterprises	83
Essendon	25-29	Owner managers of unincorporated enterprises	139
Essendon	25-29	Status in employment not stated	14
Essendon	30-34	Contributing family workers	21
Essendon	30-34	Employee	2007
Essendon	30-34	Owner managers of incorporated enterprises	171
Essendon	30-34	Owner managers of unincorporated enterprises	191
Essendon	30-34	Status in employment not stated	21
Essendon	35-39	Contributing family workers	33
Essendon	35-39	Employee	1710
Essendon	35-39	Owner managers of incorporated enterprises	224
Essendon	35-39	Owner managers of unincorporated enterprises	199
Essendon	35-39	Status in employment not stated	18
Essendon	40-44	Contributing family workers	44
Essendon	40-44	Employee	1591
Essendon	40-44	Owner managers of incorporated enterprises	286
Essendon	40-44	Owner managers of unincorporated enterprises	218
Essendon	40-44	Status in employment not stated	24
Essendon	45-49	Contributing family workers	53
Essendon	45-49	Employee	1612
Essendon	45-49	Owner managers of incorporated enterprises	309
Essendon	45-49	Owner managers of unincorporated enterprises	197
Essendon	45-49	Status in employment not stated	27
Essendon	50-54	Contributing family workers	35
Essendon	50-54	Employee	1442
Essendon	50-54	Owner managers of incorporated enterprises	290
Essendon	50-54	Owner managers of unincorporated enterprises	180
Essendon	50-54	Status in employment not stated	27
Essendon	55-59	Contributing family workers	33
Essendon	55-59	Employee	1186
Essendon	55-59	Owner managers of incorporated enterprises	248
Essendon	55-59	Owner managers of unincorporated enterprises	185
Essendon	55-59	Status in employment not stated	21
Essendon	60-64	Contributing family workers	27
Essendon	60-64	Employee	791
Essendon	60-64	Owner managers of incorporated enterprises	183
Essendon	60-64	Owner managers of unincorporated enterprises	162
Essendon	60-64	Status in employment not stated	23
Essendon	65-69	Contributing family workers	18
Essendon	65-69	Employee	328
Essendon	65-69	Owner managers of incorporated enterprises	89
Essendon	65-69	Owner managers of unincorporated enterprises	79
Essendon	65-69	Status in employment not stated	7
Essendon	70-74	Contributing family workers	10
Essendon	70-74	Employee	94
Essendon	70-74	Owner managers of incorporated enterprises	31
Essendon	70-74	Owner managers of unincorporated enterprises	27
Essendon	70-74	Status in employment not stated	13
Essendon	75+	Contributing family workers	11
Essendon	75+	Employee	46
Essendon	75+	Owner managers of incorporated enterprises	24
Essendon	75+	Owner managers of unincorporated enterprises	26
Essendon	75+	Status in employment not stated	3
Melbourne City	15-19	Contributing family workers	43
Melbourne City	15-19	Employee	6270
Melbourne City	15-19	Owner managers of incorporated enterprises	24
Melbourne City	15-19	Owner managers of unincorporated enterprises	51
Melbourne City	15-19	Status in employment not stated	96
Melbourne City	20-24	Contributing family workers	84
Melbourne City	20-24	Employee	36006
Melbourne City	20-24	Owner managers of incorporated enterprises	149
Melbourne City	20-24	Owner managers of unincorporated enterprises	303
Melbourne City	20-24	Status in employment not stated	293
Melbourne City	25-29	Contributing family workers	140
Melbourne City	25-29	Employee	62697
Melbourne City	25-29	Owner managers of incorporated enterprises	640
Melbourne City	25-29	Owner managers of unincorporated enterprises	751
Melbourne City	25-29	Status in employment not stated	363
Melbourne City	30-34	Contributing family workers	162
Melbourne City	30-34	Employee	69258
Melbourne City	30-34	Owner managers of incorporated enterprises	1439
Melbourne City	30-34	Owner managers of unincorporated enterprises	1124
Melbourne City	30-34	Status in employment not stated	346
Melbourne City	35-39	Contributing family workers	153
Melbourne City	35-39	Employee	58199
Melbourne City	35-39	Owner managers of incorporated enterprises	1832
Melbourne City	35-39	Owner managers of unincorporated enterprises	1254
Melbourne City	35-39	Status in employment not stated	289
Melbourne City	40-44	Contributing family workers	156
Melbourne City	40-44	Employee	46762
Melbourne City	40-44	Owner managers of incorporated enterprises	2070
Melbourne City	40-44	Owner managers of unincorporated enterprises	1346
Melbourne City	40-44	Status in employment not stated	264
Melbourne City	45-49	Contributing family workers	157
Melbourne City	45-49	Employee	39364
Melbourne City	45-49	Owner managers of incorporated enterprises	2109
Melbourne City	45-49	Owner managers of unincorporated enterprises	1384
Melbourne City	45-49	Status in employment not stated	243
Melbourne City	50-54	Contributing family workers	154
Melbourne City	50-54	Employee	31019
Melbourne City	50-54	Owner managers of incorporated enterprises	1849
Melbourne City	50-54	Owner managers of unincorporated enterprises	1165
Melbourne City	50-54	Status in employment not stated	220
Melbourne City	55-59	Contributing family workers	133
Melbourne City	55-59	Employee	23582
Melbourne City	55-59	Owner managers of incorporated enterprises	1418
Melbourne City	55-59	Owner managers of unincorporated enterprises	1010
Melbourne City	55-59	Status in employment not stated	207
Melbourne City	60-64	Contributing family workers	89
Melbourne City	60-64	Employee	13738
Melbourne City	60-64	Owner managers of incorporated enterprises	1011
Melbourne City	60-64	Owner managers of unincorporated enterprises	781
Melbourne City	60-64	Status in employment not stated	147
Melbourne City	65-69	Contributing family workers	79
Melbourne City	65-69	Employee	5461
Melbourne City	65-69	Owner managers of incorporated enterprises	657
Melbourne City	65-69	Owner managers of unincorporated enterprises	562
Melbourne City	65-69	Status in employment not stated	89
Melbourne City	70-74	Contributing family workers	74
Melbourne City	70-74	Employee	1528
Melbourne City	70-74	Owner managers of incorporated enterprises	299
Melbourne City	70-74	Owner managers of unincorporated enterprises	249
Melbourne City	70-74	Status in employment not stated	50
Melbourne City	75+	Contributing family workers	53
Melbourne City	75+	Employee	603
Melbourne City	75+	Owner managers of incorporated enterprises	123
Melbourne City	75+	Owner managers of unincorporated enterprises	183
Melbourne City	75+	Status in employment not stated	88
Port Phillip	15-19	Contributing family workers	17
Port Phillip	15-19	Employee	1482
Port Phillip	15-19	Owner managers of incorporated enterprises	5
Port Phillip	15-19	Owner managers of unincorporated enterprises	31
Port Phillip	15-19	Status in employment not stated	22
Port Phillip	20-24	Contributing family workers	30
Port Phillip	20-24	Employee	7485
Port Phillip	20-24	Owner managers of incorporated enterprises	66
Port Phillip	20-24	Owner managers of unincorporated enterprises	148
Port Phillip	20-24	Status in employment not stated	49
Port Phillip	25-29	Contributing family workers	50
Port Phillip	25-29	Employee	12927
Port Phillip	25-29	Owner managers of incorporated enterprises	269
Port Phillip	25-29	Owner managers of unincorporated enterprises	358
Port Phillip	25-29	Status in employment not stated	96
Port Phillip	30-34	Contributing family workers	63
Port Phillip	30-34	Employee	13217
Port Phillip	30-34	Owner managers of incorporated enterprises	697
Port Phillip	30-34	Owner managers of unincorporated enterprises	587
Port Phillip	30-34	Status in employment not stated	79
Port Phillip	35-39	Contributing family workers	86
Port Phillip	35-39	Employee	10481
Port Phillip	35-39	Owner managers of incorporated enterprises	851
Port Phillip	35-39	Owner managers of unincorporated enterprises	529
Port Phillip	35-39	Status in employment not stated	84
Port Phillip	40-44	Contributing family workers	79
Port Phillip	40-44	Employee	8796
Port Phillip	40-44	Owner managers of incorporated enterprises	1056
Port Phillip	40-44	Owner managers of unincorporated enterprises	606
Port Phillip	40-44	Status in employment not stated	63
Port Phillip	45-49	Contributing family workers	85
Port Phillip	45-49	Employee	7585
Port Phillip	45-49	Owner managers of incorporated enterprises	1106
Port Phillip	45-49	Owner managers of unincorporated enterprises	568
Port Phillip	45-49	Status in employment not stated	71
Port Phillip	50-54	Contributing family workers	73
Port Phillip	50-54	Employee	5998
Port Phillip	50-54	Owner managers of incorporated enterprises	995
Port Phillip	50-54	Owner managers of unincorporated enterprises	546
Port Phillip	50-54	Status in employment not stated	53
Port Phillip	55-59	Contributing family workers	71
Port Phillip	55-59	Employee	4624
Port Phillip	55-59	Owner managers of incorporated enterprises	794
Port Phillip	55-59	Owner managers of unincorporated enterprises	432
Port Phillip	55-59	Status in employment not stated	53
Port Phillip	60-64	Contributing family workers	73
Port Phillip	60-64	Employee	2839
Port Phillip	60-64	Owner managers of incorporated enterprises	598
Port Phillip	60-64	Owner managers of unincorporated enterprises	330
Port Phillip	60-64	Status in employment not stated	46
Port Phillip	65-69	Contributing family workers	60
Port Phillip	65-69	Employee	1205
Port Phillip	65-69	Owner managers of incorporated enterprises	373
Port Phillip	65-69	Owner managers of unincorporated enterprises	233
Port Phillip	65-69	Status in employment not stated	21
Port Phillip	70-74	Contributing family workers	34
Port Phillip	70-74	Employee	325
Port Phillip	70-74	Owner managers of incorporated enterprises	148
Port Phillip	70-74	Owner managers of unincorporated enterprises	97
Port Phillip	70-74	Status in employment not stated	18
Port Phillip	75+	Contributing family workers	35
Port Phillip	75+	Employee	134
Port Phillip	75+	Owner managers of incorporated enterprises	91
Port Phillip	75+	Owner managers of unincorporated enterprises	48
Port Phillip	75+	Status in employment not stated	10
Stonnington - West	15-19	Contributing family workers	11
Stonnington - West	15-19	Employee	1055
Stonnington - West	15-19	Owner managers of incorporated enterprises	3
Stonnington - West	15-19	Owner managers of unincorporated enterprises	8
Stonnington - West	15-19	Status in employment not stated	7
Stonnington - West	20-24	Contributing family workers	31
Stonnington - West	20-24	Employee	4204
Stonnington - West	20-24	Owner managers of incorporated enterprises	29
Stonnington - West	20-24	Owner managers of unincorporated enterprises	74
Stonnington - West	20-24	Status in employment not stated	29
Stonnington - West	25-29	Contributing family workers	29
Stonnington - West	25-29	Employee	5057
Stonnington - West	25-29	Owner managers of incorporated enterprises	202
Stonnington - West	25-29	Owner managers of unincorporated enterprises	235
Stonnington - West	25-29	Status in employment not stated	38
Stonnington - West	30-34	Contributing family workers	49
Stonnington - West	30-34	Employee	4257
Stonnington - West	30-34	Owner managers of incorporated enterprises	358
Stonnington - West	30-34	Owner managers of unincorporated enterprises	346
Stonnington - West	30-34	Status in employment not stated	29
Stonnington - West	35-39	Contributing family workers	40
Stonnington - West	35-39	Employee	2761
Stonnington - West	35-39	Owner managers of incorporated enterprises	398
Stonnington - West	35-39	Owner managers of unincorporated enterprises	326
Stonnington - West	35-39	Status in employment not stated	27
Stonnington - West	40-44	Contributing family workers	49
Stonnington - West	40-44	Employee	2348
Stonnington - West	40-44	Owner managers of incorporated enterprises	445
Stonnington - West	40-44	Owner managers of unincorporated enterprises	308
Stonnington - West	40-44	Status in employment not stated	25
Stonnington - West	45-49	Contributing family workers	59
Stonnington - West	45-49	Employee	2057
Stonnington - West	45-49	Owner managers of incorporated enterprises	534
Stonnington - West	45-49	Owner managers of unincorporated enterprises	307
Stonnington - West	45-49	Status in employment not stated	33
Stonnington - West	50-54	Contributing family workers	48
Stonnington - West	50-54	Employee	1775
Stonnington - West	50-54	Owner managers of incorporated enterprises	454
Stonnington - West	50-54	Owner managers of unincorporated enterprises	306
Stonnington - West	50-54	Status in employment not stated	26
Stonnington - West	55-59	Contributing family workers	56
Stonnington - West	55-59	Employee	1367
Stonnington - West	55-59	Owner managers of incorporated enterprises	418
Stonnington - West	55-59	Owner managers of unincorporated enterprises	258
Stonnington - West	55-59	Status in employment not stated	22
