SA4_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Sydney - City and Inner South	CHN	Employee	F	16349
Sydney - City and Inner South	CHN	Employee	M	12299
Sydney - City and Inner South	CHN	Owner managers of incorporated enterprises	F	924
Sydney - City and Inner South	CHN	Owner managers of incorporated enterprises	M	1369
Sydney - City and Inner South	CHN	Owner managers of unincorporated enterprises	F	535
Sydney - City and Inner South	CHN	Owner managers of unincorporated enterprises	M	756
Sydney - City and Inner South	CHN	Status in employment not stated	F	83
Sydney - City and Inner South	CHN	Status in employment not stated	M	86
Sydney - City and Inner South	HRV	Employee	F	372
Sydney - City and Inner South	HRV	Employee	M	407
Sydney - City and Inner South	HRV	Owner managers of incorporated enterprises	F	11
Sydney - City and Inner South	HRV	Owner managers of incorporated enterprises	M	47
Sydney - City and Inner South	HRV	Owner managers of unincorporated enterprises	F	10
Sydney - City and Inner South	HRV	Owner managers of unincorporated enterprises	M	25
Sydney - City and Inner South	HRV	Status in employment not stated	F	6
Sydney - City and Inner South	HRV	Status in employment not stated	M	6
Sydney - City and Inner South	EGY	Contributing family workers	M	11
Sydney - City and Inner South	EGY	Employee	F	514
Sydney - City and Inner South	EGY	Employee	M	882
Sydney - City and Inner South	EGY	Owner managers of incorporated enterprises	F	25
Sydney - City and Inner South	EGY	Owner managers of incorporated enterprises	M	105
Sydney - City and Inner South	EGY	Owner managers of unincorporated enterprises	F	10
Sydney - City and Inner South	EGY	Owner managers of unincorporated enterprises	M	57
Sydney - City and Inner South	EGY	Status in employment not stated	F	3
Sydney - City and Inner South	EGY	Status in employment not stated	M	6
Sydney - City and Inner South	FJI	Contributing family workers	F	3
Sydney - City and Inner South	FJI	Contributing family workers	M	9
Sydney - City and Inner South	FJI	Employee	F	1859
Sydney - City and Inner South	FJI	Employee	M	1770
Sydney - City and Inner South	FJI	Owner managers of incorporated enterprises	F	19
Sydney - City and Inner South	FJI	Owner managers of incorporated enterprises	M	70
Sydney - City and Inner South	FJI	Owner managers of unincorporated enterprises	F	10
Sydney - City and Inner South	FJI	Owner managers of unincorporated enterprises	M	32
Sydney - City and Inner South	FJI	Status in employment not stated	F	22
Sydney - City and Inner South	FJI	Status in employment not stated	M	11
Sydney - City and Inner South	MKD	Contributing family workers	M	5
Sydney - City and Inner South	MKD	Employee	F	692
Sydney - City and Inner South	MKD	Employee	M	647
Sydney - City and Inner South	MKD	Owner managers of incorporated enterprises	F	11
Sydney - City and Inner South	MKD	Owner managers of incorporated enterprises	M	58
Sydney - City and Inner South	MKD	Owner managers of unincorporated enterprises	F	9
Sydney - City and Inner South	MKD	Owner managers of unincorporated enterprises	M	12
Sydney - City and Inner South	MKD	Status in employment not stated	F	11
Sydney - City and Inner South	MKD	Status in employment not stated	M	13
Sydney - City and Inner South	DEU	Contributing family workers	F	6
Sydney - City and Inner South	DEU	Contributing family workers	M	9
Sydney - City and Inner South	DEU	Employee	F	1258
Sydney - City and Inner South	DEU	Employee	M	1361
Sydney - City and Inner South	DEU	Owner managers of incorporated enterprises	F	37
Sydney - City and Inner South	DEU	Owner managers of incorporated enterprises	M	94
Sydney - City and Inner South	DEU	Owner managers of unincorporated enterprises	F	53
Sydney - City and Inner South	DEU	Owner managers of unincorporated enterprises	M	59
Sydney - City and Inner South	DEU	Status in employment not stated	F	3
Sydney - City and Inner South	DEU	Status in employment not stated	M	7
Sydney - City and Inner South	GRC	Contributing family workers	M	8
Sydney - City and Inner South	GRC	Employee	F	597
Sydney - City and Inner South	GRC	Employee	M	718
Sydney - City and Inner South	GRC	Owner managers of incorporated enterprises	F	28
Sydney - City and Inner South	GRC	Owner managers of incorporated enterprises	M	139
Sydney - City and Inner South	GRC	Owner managers of unincorporated enterprises	F	43
Sydney - City and Inner South	GRC	Owner managers of unincorporated enterprises	M	93
Sydney - City and Inner South	GRC	Status in employment not stated	F	4
Sydney - City and Inner South	GRC	Status in employment not stated	M	18
Sydney - City and Inner South	HKG	Contributing family workers	F	19
Sydney - City and Inner South	HKG	Contributing family workers	M	20
Sydney - City and Inner South	HKG	Employee	F	3924
Sydney - City and Inner South	HKG	Employee	M	3999
Sydney - City and Inner South	HKG	Owner managers of incorporated enterprises	F	91
Sydney - City and Inner South	HKG	Owner managers of incorporated enterprises	M	244
Sydney - City and Inner South	HKG	Owner managers of unincorporated enterprises	F	89
Sydney - City and Inner South	HKG	Owner managers of unincorporated enterprises	M	161
Sydney - City and Inner South	HKG	Status in employment not stated	F	16
Sydney - City and Inner South	HKG	Status in employment not stated	M	21
Sydney - City and Inner South	IND	Contributing family workers	F	24
Sydney - City and Inner South	IND	Contributing family workers	M	24
Sydney - City and Inner South	IND	Employee	F	8123
Sydney - City and Inner South	IND	Employee	M	14544
Sydney - City and Inner South	IND	Owner managers of incorporated enterprises	F	135
Sydney - City and Inner South	IND	Owner managers of incorporated enterprises	M	513
Sydney - City and Inner South	IND	Owner managers of unincorporated enterprises	F	71
Sydney - City and Inner South	IND	Owner managers of unincorporated enterprises	M	228
Sydney - City and Inner South	IND	Status in employment not stated	F	35
Sydney - City and Inner South	IND	Status in employment not stated	M	64
Sydney - City and Inner South	IDN	Contributing family workers	F	15
Sydney - City and Inner South	IDN	Contributing family workers	M	17
Sydney - City and Inner South	IDN	Employee	F	3990
Sydney - City and Inner South	IDN	Employee	M	3992
Sydney - City and Inner South	IDN	Owner managers of incorporated enterprises	F	74
Sydney - City and Inner South	IDN	Owner managers of incorporated enterprises	M	155
Sydney - City and Inner South	IDN	Owner managers of unincorporated enterprises	F	52
Sydney - City and Inner South	IDN	Owner managers of unincorporated enterprises	M	124
Sydney - City and Inner South	IDN	Status in employment not stated	F	31
Sydney - City and Inner South	IDN	Status in employment not stated	M	21
Sydney - City and Inner South	IRN	Contributing family workers	F	5
Sydney - City and Inner South	IRN	Contributing family workers	M	5
Sydney - City and Inner South	IRN	Employee	F	850
Sydney - City and Inner South	IRN	Employee	M	1091
Sydney - City and Inner South	IRN	Owner managers of incorporated enterprises	F	31
Sydney - City and Inner South	IRN	Owner managers of incorporated enterprises	M	115
Sydney - City and Inner South	IRN	Owner managers of unincorporated enterprises	F	18
Sydney - City and Inner South	IRN	Owner managers of unincorporated enterprises	M	81
Sydney - City and Inner South	IRN	Status in employment not stated	F	8
Sydney - City and Inner South	IRN	Status in employment not stated	M	11
Sydney - City and Inner South	IRQ	Contributing family workers	M	3
Sydney - City and Inner South	IRQ	Employee	F	330
Sydney - City and Inner South	IRQ	Employee	M	555
Sydney - City and Inner South	IRQ	Owner managers of incorporated enterprises	F	13
Sydney - City and Inner South	IRQ	Owner managers of incorporated enterprises	M	48
Sydney - City and Inner South	IRQ	Owner managers of unincorporated enterprises	F	3
Sydney - City and Inner South	IRQ	Owner managers of unincorporated enterprises	M	46
Sydney - City and Inner South	IRQ	Status in employment not stated	F	3
Sydney - City and Inner South	IRQ	Status in employment not stated	M	8
Sydney - City and Inner South	IRL	Contributing family workers	F	3
Sydney - City and Inner South	IRL	Contributing family workers	M	4
Sydney - City and Inner South	IRL	Employee	F	2259
Sydney - City and Inner South	IRL	Employee	M	2580
Sydney - City and Inner South	IRL	Owner managers of incorporated enterprises	F	48
Sydney - City and Inner South	IRL	Owner managers of incorporated enterprises	M	236
Sydney - City and Inner South	IRL	Owner managers of unincorporated enterprises	F	27
Sydney - City and Inner South	IRL	Owner managers of unincorporated enterprises	M	89
Sydney - City and Inner South	IRL	Status in employment not stated	F	14
Sydney - City and Inner South	IRL	Status in employment not stated	M	13
Sydney - City and Inner South	ITA	Contributing family workers	F	12
Sydney - City and Inner South	ITA	Contributing family workers	M	18
Sydney - City and Inner South	ITA	Employee	F	1135
Sydney - City and Inner South	ITA	Employee	M	1785
Sydney - City and Inner South	ITA	Owner managers of incorporated enterprises	F	42
Sydney - City and Inner South	ITA	Owner managers of incorporated enterprises	M	161
Sydney - City and Inner South	ITA	Owner managers of unincorporated enterprises	F	28
Sydney - City and Inner South	ITA	Owner managers of unincorporated enterprises	M	120
Sydney - City and Inner South	ITA	Status in employment not stated	F	14
Sydney - City and Inner South	ITA	Status in employment not stated	M	28
Sydney - City and Inner South	JPN	Contributing family workers	F	10
Sydney - City and Inner South	JPN	Contributing family workers	M	4
Sydney - City and Inner South	JPN	Employee	F	1857
Sydney - City and Inner South	JPN	Employee	M	1062
Sydney - City and Inner South	JPN	Owner managers of incorporated enterprises	F	45
Sydney - City and Inner South	JPN	Owner managers of incorporated enterprises	M	109
Sydney - City and Inner South	JPN	Owner managers of unincorporated enterprises	F	71
Sydney - City and Inner South	JPN	Owner managers of unincorporated enterprises	M	53
Sydney - City and Inner South	JPN	Status in employment not stated	F	15
Sydney - City and Inner South	JPN	Status in employment not stated	M	8
Sydney - City and Inner South	LBN	Contributing family workers	F	15
Sydney - City and Inner South	LBN	Contributing family workers	M	19
Sydney - City and Inner South	LBN	Employee	F	766
Sydney - City and Inner South	LBN	Employee	M	1313
Sydney - City and Inner South	LBN	Owner managers of incorporated enterprises	F	44
Sydney - City and Inner South	LBN	Owner managers of incorporated enterprises	M	237
Sydney - City and Inner South	LBN	Owner managers of unincorporated enterprises	F	38
Sydney - City and Inner South	LBN	Owner managers of unincorporated enterprises	M	185
Sydney - City and Inner South	LBN	Status in employment not stated	F	9
Sydney - City and Inner South	LBN	Status in employment not stated	M	20
Sydney - City and Inner South	MYS	Contributing family workers	F	5
Sydney - City and Inner South	MYS	Contributing family workers	M	16
Sydney - City and Inner South	MYS	Employee	F	2834
Sydney - City and Inner South	MYS	Employee	M	2706
Sydney - City and Inner South	MYS	Owner managers of incorporated enterprises	F	84
Sydney - City and Inner South	MYS	Owner managers of incorporated enterprises	M	199
Sydney - City and Inner South	MYS	Owner managers of unincorporated enterprises	F	84
Sydney - City and Inner South	MYS	Owner managers of unincorporated enterprises	M	120
Sydney - City and Inner South	MYS	Status in employment not stated	F	16
Sydney - City and Inner South	MYS	Status in employment not stated	M	9
Sydney - City and Inner South	MLT	Employee	F	122
Sydney - City and Inner South	MLT	Employee	M	190
Sydney - City and Inner South	MLT	Owner managers of incorporated enterprises	M	20
Sydney - City and Inner South	MLT	Owner managers of unincorporated enterprises	F	3
Sydney - City and Inner South	MLT	Owner managers of unincorporated enterprises	M	16
Sydney - City and Inner South	MLT	Status in employment not stated	F	3
Sydney - City and Inner South	MLT	Status in employment not stated	M	5
Sydney - City and Inner South	NLD	Contributing family workers	M	5
Sydney - City and Inner South	NLD	Employee	F	429
Sydney - City and Inner South	NLD	Employee	M	652
Sydney - City and Inner South	NLD	Owner managers of incorporated enterprises	F	21
Sydney - City and Inner South	NLD	Owner managers of incorporated enterprises	M	54
Sydney - City and Inner South	NLD	Owner managers of unincorporated enterprises	F	19
Sydney - City and Inner South	NLD	Owner managers of unincorporated enterprises	M	23
Sydney - City and Inner South	NLD	Status in employment not stated	M	4
Sydney - City and Inner South	NZL	Contributing family workers	F	26
Sydney - City and Inner South	NZL	Contributing family workers	M	21
Sydney - City and Inner South	NZL	Employee	F	6962
Sydney - City and Inner South	NZL	Employee	M	7677
Sydney - City and Inner South	NZL	Owner managers of incorporated enterprises	F	190
Sydney - City and Inner South	NZL	Owner managers of incorporated enterprises	M	606
Sydney - City and Inner South	NZL	Owner managers of unincorporated enterprises	F	180
Sydney - City and Inner South	NZL	Owner managers of unincorporated enterprises	M	325
Sydney - City and Inner South	NZL	Status in employment not stated	F	49
Sydney - City and Inner South	NZL	Status in employment not stated	M	72
Sydney - City and Inner South	PAK	Contributing family workers	F	5
Sydney - City and Inner South	PAK	Contributing family workers	M	7
Sydney - City and Inner South	PAK	Employee	F	426
Sydney - City and Inner South	PAK	Employee	M	1926
Sydney - City and Inner South	PAK	Owner managers of incorporated enterprises	F	4
Sydney - City and Inner South	PAK	Owner managers of incorporated enterprises	M	69
Sydney - City and Inner South	PAK	Owner managers of unincorporated enterprises	F	4
Sydney - City and Inner South	PAK	Owner managers of unincorporated enterprises	M	90
Sydney - City and Inner South	PAK	Status in employment not stated	F	6
Sydney - City and Inner South	PAK	Status in employment not stated	M	24
Sydney - City and Inner South	PHL	Contributing family workers	F	17
Sydney - City and Inner South	PHL	Contributing family workers	M	11
Sydney - City and Inner South	PHL	Employee	F	7021
Sydney - City and Inner South	PHL	Employee	M	5314
Sydney - City and Inner South	PHL	Owner managers of incorporated enterprises	F	46
Sydney - City and Inner South	PHL	Owner managers of incorporated enterprises	M	64
Sydney - City and Inner South	PHL	Owner managers of unincorporated enterprises	F	56
Sydney - City and Inner South	PHL	Owner managers of unincorporated enterprises	M	72
Sydney - City and Inner South	PHL	Status in employment not stated	F	36
Sydney - City and Inner South	PHL	Status in employment not stated	M	22
Sydney - City and Inner South	POL	Contributing family workers	F	4
Sydney - City and Inner South	POL	Contributing family workers	M	11
Sydney - City and Inner South	POL	Employee	F	852
Sydney - City and Inner South	POL	Employee	M	633
Sydney - City and Inner South	POL	Owner managers of incorporated enterprises	F	27
Sydney - City and Inner South	POL	Owner managers of incorporated enterprises	M	63
Sydney - City and Inner South	POL	Owner managers of unincorporated enterprises	F	32
Sydney - City and Inner South	POL	Owner managers of unincorporated enterprises	M	69
Sydney - City and Inner South	POL	Status in employment not stated	M	6
Sydney - City and Inner South	SGP	Contributing family workers	F	5
Sydney - City and Inner South	SGP	Contributing family workers	M	3
Sydney - City and Inner South	SGP	Employee	F	1073
Sydney - City and Inner South	SGP	Employee	M	1056
Sydney - City and Inner South	SGP	Owner managers of incorporated enterprises	F	17
Sydney - City and Inner South	SGP	Owner managers of incorporated enterprises	M	66
Sydney - City and Inner South	SGP	Owner managers of unincorporated enterprises	F	29
Sydney - City and Inner South	SGP	Owner managers of unincorporated enterprises	M	44
Sydney - City and Inner South	SGP	Status in employment not stated	F	11
Sydney - City and Inner South	ZAF	Contributing family workers	F	6
Sydney - City and Inner South	ZAF	Contributing family workers	M	13
Sydney - City and Inner South	ZAF	Employee	F	2689
Sydney - City and Inner South	ZAF	Employee	M	3754
Sydney - City and Inner South	ZAF	Owner managers of incorporated enterprises	F	105
Sydney - City and Inner South	ZAF	Owner managers of incorporated enterprises	M	511
Sydney - City and Inner South	ZAF	Owner managers of unincorporated enterprises	F	67
Sydney - City and Inner South	ZAF	Owner managers of unincorporated enterprises	M	186
Sydney - City and Inner South	ZAF	Status in employment not stated	F	15
Sydney - City and Inner South	ZAF	Status in employment not stated	M	24
Sydney - City and Inner South	KOR	Contributing family workers	F	43
Sydney - City and Inner South	KOR	Contributing family workers	M	33
Sydney - City and Inner South	KOR	Employee	F	2821
Sydney - City and Inner South	KOR	Employee	M	2766
Sydney - City and Inner South	KOR	Owner managers of incorporated enterprises	F	178
