SA4_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	0	3
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	1	30
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	16	10
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	25	10
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	35	6
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	40	9
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	41	3
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	49	11
Sydney - Outer West and Blue Mountains	30-34	Employee		179
Sydney - Outer West and Blue Mountains	30-34	Employee	0	406
Sydney - Outer West and Blue Mountains	30-34	Employee	1	631
Sydney - Outer West and Blue Mountains	30-34	Employee	16	972
Sydney - Outer West and Blue Mountains	30-34	Employee	25	868
Sydney - Outer West and Blue Mountains	30-34	Employee	35	1947
Sydney - Outer West and Blue Mountains	30-34	Employee	40	1788
Sydney - Outer West and Blue Mountains	30-34	Employee	41	942
Sydney - Outer West and Blue Mountains	30-34	Employee	49	1096
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises		8
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises	1	43
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises	16	34
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises	25	46
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises	35	58
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises	40	133
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises	41	50
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises	49	204
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises		15
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	0	15
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	1	127
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	16	83
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	25	91
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	35	63
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	40	113
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	41	54
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	49	155
Sydney - Outer West and Blue Mountains	35-39			13
Sydney - Outer West and Blue Mountains	35-39		1	5
Sydney - Outer West and Blue Mountains	35-39		16	3
Sydney - Outer West and Blue Mountains	35-39		25	11
Sydney - Outer West and Blue Mountains	35-39		35	10
Sydney - Outer West and Blue Mountains	35-39		40	10
Sydney - Outer West and Blue Mountains	35-39		49	5
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers		8
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers	1	41
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers	16	22
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers	25	6
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers	35	6
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers	40	14
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers	41	3
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers	49	18
Sydney - Outer West and Blue Mountains	35-39	Employee		160
Sydney - Outer West and Blue Mountains	35-39	Employee	0	260
Sydney - Outer West and Blue Mountains	35-39	Employee	1	640
Sydney - Outer West and Blue Mountains	35-39	Employee	16	905
Sydney - Outer West and Blue Mountains	35-39	Employee	25	944
Sydney - Outer West and Blue Mountains	35-39	Employee	35	1930
Sydney - Outer West and Blue Mountains	35-39	Employee	40	1603
Sydney - Outer West and Blue Mountains	35-39	Employee	41	808
Sydney - Outer West and Blue Mountains	35-39	Employee	49	1093
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises		10
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	0	14
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	1	41
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	16	58
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	25	53
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	35	73
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	40	167
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	41	68
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	49	283
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises		13
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	0	15
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	1	141
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	16	88
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	25	116
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	35	76
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	40	166
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	41	59
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	49	210
Sydney - Outer West and Blue Mountains	40-44			15
Sydney - Outer West and Blue Mountains	40-44		1	8
Sydney - Outer West and Blue Mountains	40-44		16	10
Sydney - Outer West and Blue Mountains	40-44		25	4
Sydney - Outer West and Blue Mountains	40-44		35	18
Sydney - Outer West and Blue Mountains	40-44		40	18
Sydney - Outer West and Blue Mountains	40-44		41	3
Sydney - Outer West and Blue Mountains	40-44		49	11
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers		6
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers	1	62
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers	16	13
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers	25	20
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers	35	3
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers	40	14
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers	41	5
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers	49	30
Sydney - Outer West and Blue Mountains	40-44	Employee		113
Sydney - Outer West and Blue Mountains	40-44	Employee	0	206
Sydney - Outer West and Blue Mountains	40-44	Employee	1	683
Sydney - Outer West and Blue Mountains	40-44	Employee	16	930
Sydney - Outer West and Blue Mountains	40-44	Employee	25	1105
Sydney - Outer West and Blue Mountains	40-44	Employee	35	1993
Sydney - Outer West and Blue Mountains	40-44	Employee	40	1743
Sydney - Outer West and Blue Mountains	40-44	Employee	41	914
Sydney - Outer West and Blue Mountains	40-44	Employee	49	1164
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises		14
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	0	4
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	1	62
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	16	56
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	25	86
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	35	74
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	40	224
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	41	72
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	49	405
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises		18
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	0	11
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	1	136
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	16	82
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	25	133
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	35	88
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	40	156
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	41	76
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	49	252
Sydney - Outer West and Blue Mountains	45-49			17
Sydney - Outer West and Blue Mountains	45-49		1	3
Sydney - Outer West and Blue Mountains	45-49		16	11
Sydney - Outer West and Blue Mountains	45-49		25	7
Sydney - Outer West and Blue Mountains	45-49		35	11
Sydney - Outer West and Blue Mountains	45-49		40	12
Sydney - Outer West and Blue Mountains	45-49		41	4
Sydney - Outer West and Blue Mountains	45-49		49	18
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers		9
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers	1	25
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers	16	20
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers	25	18
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers	35	10
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers	40	12
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers	41	10
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers	49	26
Sydney - Outer West and Blue Mountains	45-49	Employee		133
Sydney - Outer West and Blue Mountains	45-49	Employee	0	202
Sydney - Outer West and Blue Mountains	45-49	Employee	1	535
Sydney - Outer West and Blue Mountains	45-49	Employee	16	822
Sydney - Outer West and Blue Mountains	45-49	Employee	25	1201
Sydney - Outer West and Blue Mountains	45-49	Employee	35	2101
Sydney - Outer West and Blue Mountains	45-49	Employee	40	1794
Sydney - Outer West and Blue Mountains	45-49	Employee	41	907
Sydney - Outer West and Blue Mountains	45-49	Employee	49	1236
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises		15
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	0	13
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	1	53
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	16	60
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	25	88
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	35	104
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	40	205
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	41	103
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	49	388
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises		16
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	0	22
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	1	177
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	16	93
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	25	157
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	35	79
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	40	183
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	41	71
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	49	284
Sydney - Outer West and Blue Mountains	50-54			12
Sydney - Outer West and Blue Mountains	50-54		0	13
Sydney - Outer West and Blue Mountains	50-54		1	8
Sydney - Outer West and Blue Mountains	50-54		16	3
Sydney - Outer West and Blue Mountains	50-54		25	10
Sydney - Outer West and Blue Mountains	50-54		35	10
Sydney - Outer West and Blue Mountains	50-54		40	23
Sydney - Outer West and Blue Mountains	50-54		41	7
Sydney - Outer West and Blue Mountains	50-54		49	17
Sydney - Outer West and Blue Mountains	50-54	Contributing family workers		6
Sydney - Outer West and Blue Mountains	50-54	Contributing family workers	1	35
Sydney - Outer West and Blue Mountains	50-54	Contributing family workers	16	20
Sydney - Outer West and Blue Mountains	50-54	Contributing family workers	25	16
Sydney - Outer West and Blue Mountains	50-54	Contributing family workers	35	11
Sydney - Outer West and Blue Mountains	50-54	Contributing family workers	40	13
Sydney - Outer West and Blue Mountains	50-54	Contributing family workers	41	3
