SA4_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Sydney - Inner West	Train and other	2	Machinery operators and drivers	5
Sydney - Inner West	Train and other	2	Managers	13
Sydney - Inner West	Train and other	2	Professionals	50
Sydney - Inner West	Train and other	2	Sales workers	6
Sydney - Inner West	Train and other	2	Technicians and trades workers	4
Sydney - Inner West	Train and tram includes light rail	2		3
Sydney - Inner West	Train and tram includes light rail	2	Clerical and administrative workers	11
Sydney - Inner West	Train and tram includes light rail	2	Community and personal service workers	14
Sydney - Inner West	Train and tram includes light rail	2	Labourers	3
Sydney - Inner West	Train and tram includes light rail	2	Managers	9
Sydney - Inner West	Train and tram includes light rail	2	Professionals	16
Sydney - Inner West	Train and tram includes light rail	2	Sales workers	3
Sydney - Inner West	Train and tram includes light rail	2	Technicians and trades workers	7
Sydney - Inner West	Train and two other methods	3		14
Sydney - Inner West	Train and two other methods	3	Clerical and administrative workers	118
Sydney - Inner West	Train and two other methods	3	Community and personal service workers	90
Sydney - Inner West	Train and two other methods	3	Labourers	57
Sydney - Inner West	Train and two other methods	3	Machinery operators and drivers	23
Sydney - Inner West	Train and two other methods	3	Managers	81
Sydney - Inner West	Train and two other methods	3	Professionals	214
Sydney - Inner West	Train and two other methods	3	Sales workers	66
Sydney - Inner West	Train and two other methods	3	Technicians and trades workers	83
Sydney - Inner West	Tram includes light rail	1	Clerical and administrative workers	13
Sydney - Inner West	Tram includes light rail	1	Community and personal service workers	21
Sydney - Inner West	Tram includes light rail	1	Labourers	9
Sydney - Inner West	Tram includes light rail	1	Managers	13
Sydney - Inner West	Tram includes light rail	1	Professionals	34
Sydney - Inner West	Tram includes light rail	1	Sales workers	15
Sydney - Inner West	Tram includes light rail	1	Technicians and trades workers	11
Sydney - Inner West	Truck	1		13
Sydney - Inner West	Truck	1	Clerical and administrative workers	35
Sydney - Inner West	Truck	1	Community and personal service workers	3
Sydney - Inner West	Truck	1	Labourers	103
Sydney - Inner West	Truck	1	Machinery operators and drivers	211
Sydney - Inner West	Truck	1	Managers	98
Sydney - Inner West	Truck	1	Professionals	8
Sydney - Inner West	Truck	1	Sales workers	21
Sydney - Inner West	Truck	1	Technicians and trades workers	163
Sydney - Inner West	Walked only	1		84
Sydney - Inner West	Walked only	1	Clerical and administrative workers	634
Sydney - Inner West	Walked only	1	Community and personal service workers	980
Sydney - Inner West	Walked only	1	Labourers	420
Sydney - Inner West	Walked only	1	Machinery operators and drivers	126
Sydney - Inner West	Walked only	1	Managers	551
Sydney - Inner West	Walked only	1	Professionals	1175
Sydney - Inner West	Walked only	1	Sales workers	782
Sydney - Inner West	Walked only	1	Technicians and trades workers	420
Sydney - Inner West	Worked at home			146
Sydney - Inner West	Worked at home		Clerical and administrative workers	1044
Sydney - Inner West	Worked at home		Community and personal service workers	272
Sydney - Inner West	Worked at home		Labourers	64
Sydney - Inner West	Worked at home		Machinery operators and drivers	26
Sydney - Inner West	Worked at home		Managers	1100
Sydney - Inner West	Worked at home		Professionals	2722
Sydney - Inner West	Worked at home		Sales workers	345
Sydney - Inner West	Worked at home		Technicians and trades workers	316
Sydney - North Sydney and Hornsby	Bicycle	1		21
Sydney - North Sydney and Hornsby	Bicycle	1	Clerical and administrative workers	76
Sydney - North Sydney and Hornsby	Bicycle	1	Community and personal service workers	55
Sydney - North Sydney and Hornsby	Bicycle	1	Labourers	43
Sydney - North Sydney and Hornsby	Bicycle	1	Machinery operators and drivers	23
Sydney - North Sydney and Hornsby	Bicycle	1	Managers	265
Sydney - North Sydney and Hornsby	Bicycle	1	Professionals	601
Sydney - North Sydney and Hornsby	Bicycle	1	Sales workers	54
Sydney - North Sydney and Hornsby	Bicycle	1	Technicians and trades workers	89
Sydney - North Sydney and Hornsby	Bus	1		173
Sydney - North Sydney and Hornsby	Bus	1	Clerical and administrative workers	1979
Sydney - North Sydney and Hornsby	Bus	1	Community and personal service workers	1011
Sydney - North Sydney and Hornsby	Bus	1	Labourers	470
Sydney - North Sydney and Hornsby	Bus	1	Machinery operators and drivers	103
Sydney - North Sydney and Hornsby	Bus	1	Managers	1821
Sydney - North Sydney and Hornsby	Bus	1	Professionals	4297
Sydney - North Sydney and Hornsby	Bus	1	Sales workers	1140
Sydney - North Sydney and Hornsby	Bus	1	Technicians and trades workers	665
Sydney - North Sydney and Hornsby	Bus and car as driver	2		11
Sydney - North Sydney and Hornsby	Bus and car as driver	2	Clerical and administrative workers	108
Sydney - North Sydney and Hornsby	Bus and car as driver	2	Community and personal service workers	26
Sydney - North Sydney and Hornsby	Bus and car as driver	2	Labourers	12
Sydney - North Sydney and Hornsby	Bus and car as driver	2	Machinery operators and drivers	7
Sydney - North Sydney and Hornsby	Bus and car as driver	2	Managers	109
Sydney - North Sydney and Hornsby	Bus and car as driver	2	Professionals	243
Sydney - North Sydney and Hornsby	Bus and car as driver	2	Sales workers	41
Sydney - North Sydney and Hornsby	Bus and car as driver	2	Technicians and trades workers	32
Sydney - North Sydney and Hornsby	Bus and car as passenger	2		3
Sydney - North Sydney and Hornsby	Bus and car as passenger	2	Clerical and administrative workers	40
Sydney - North Sydney and Hornsby	Bus and car as passenger	2	Community and personal service workers	34
Sydney - North Sydney and Hornsby	Bus and car as passenger	2	Labourers	23
Sydney - North Sydney and Hornsby	Bus and car as passenger	2	Machinery operators and drivers	5
Sydney - North Sydney and Hornsby	Bus and car as passenger	2	Managers	30
Sydney - North Sydney and Hornsby	Bus and car as passenger	2	Professionals	54
Sydney - North Sydney and Hornsby	Bus and car as passenger	2	Sales workers	45
Sydney - North Sydney and Hornsby	Bus and car as passenger	2	Technicians and trades workers	24
Sydney - North Sydney and Hornsby	Bus and ferry	2		3
Sydney - North Sydney and Hornsby	Bus and ferry	2	Clerical and administrative workers	18
Sydney - North Sydney and Hornsby	Bus and ferry	2	Community and personal service workers	6
Sydney - North Sydney and Hornsby	Bus and ferry	2	Managers	38
Sydney - North Sydney and Hornsby	Bus and ferry	2	Professionals	57
Sydney - North Sydney and Hornsby	Bus and ferry	2	Sales workers	12
Sydney - North Sydney and Hornsby	Bus and ferry	2	Technicians and trades workers	4
Sydney - North Sydney and Hornsby	Bus and other	2	Clerical and administrative workers	16
Sydney - North Sydney and Hornsby	Bus and other	2	Community and personal service workers	14
Sydney - North Sydney and Hornsby	Bus and other	2	Labourers	7
Sydney - North Sydney and Hornsby	Bus and other	2	Managers	14
Sydney - North Sydney and Hornsby	Bus and other	2	Professionals	56
Sydney - North Sydney and Hornsby	Bus and other	2	Sales workers	3
Sydney - North Sydney and Hornsby	Bus and other	2	Technicians and trades workers	14
Sydney - North Sydney and Hornsby	Bus and tram includes light rail	2	Community and personal service workers	3
Sydney - North Sydney and Hornsby	Bus and tram includes light rail	2	Professionals	3
Sydney - North Sydney and Hornsby	Bus and two other methods excludes train	3	Clerical and administrative workers	12
Sydney - North Sydney and Hornsby	Bus and two other methods excludes train	3	Community and personal service workers	4
Sydney - North Sydney and Hornsby	Bus and two other methods excludes train	3	Machinery operators and drivers	3
Sydney - North Sydney and Hornsby	Bus and two other methods excludes train	3	Managers	16
Sydney - North Sydney and Hornsby	Bus and two other methods excludes train	3	Professionals	44
Sydney - North Sydney and Hornsby	Bus and two other methods excludes train	3	Sales workers	9
Sydney - North Sydney and Hornsby	Bus and two other methods excludes train	3	Technicians and trades workers	11
Sydney - North Sydney and Hornsby	Car as driver	1		1185
Sydney - North Sydney and Hornsby	Car as driver	1	Clerical and administrative workers	11230
Sydney - North Sydney and Hornsby	Car as driver	1	Community and personal service workers	8697
Sydney - North Sydney and Hornsby	Car as driver	1	Labourers	4295
Sydney - North Sydney and Hornsby	Car as driver	1	Machinery operators and drivers	2590
Sydney - North Sydney and Hornsby	Car as driver	1	Managers	18343
Sydney - North Sydney and Hornsby	Car as driver	1	Professionals	30080
Sydney - North Sydney and Hornsby	Car as driver	1	Sales workers	7781
Sydney - North Sydney and Hornsby	Car as driver	1	Technicians and trades workers	11084
Sydney - North Sydney and Hornsby	Car as passenger	1		66
Sydney - North Sydney and Hornsby	Car as passenger	1	Clerical and administrative workers	908
Sydney - North Sydney and Hornsby	Car as passenger	1	Community and personal service workers	820
Sydney - North Sydney and Hornsby	Car as passenger	1	Labourers	707
Sydney - North Sydney and Hornsby	Car as passenger	1	Machinery operators and drivers	139
Sydney - North Sydney and Hornsby	Car as passenger	1	Managers	855
Sydney - North Sydney and Hornsby	Car as passenger	1	Professionals	1441
Sydney - North Sydney and Hornsby	Car as passenger	1	Sales workers	813
Sydney - North Sydney and Hornsby	Car as passenger	1	Technicians and trades workers	604
Sydney - North Sydney and Hornsby	Did not go to work			201
Sydney - North Sydney and Hornsby	Did not go to work		Clerical and administrative workers	2410
Sydney - North Sydney and Hornsby	Did not go to work		Community and personal service workers	2611
Sydney - North Sydney and Hornsby	Did not go to work		Labourers	988
Sydney - North Sydney and Hornsby	Did not go to work		Machinery operators and drivers	350
Sydney - North Sydney and Hornsby	Did not go to work		Managers	1571
Sydney - North Sydney and Hornsby	Did not go to work		Professionals	5171
Sydney - North Sydney and Hornsby	Did not go to work		Sales workers	2461
Sydney - North Sydney and Hornsby	Did not go to work		Technicians and trades workers	1084
Sydney - North Sydney and Hornsby	Ferry	1		9
Sydney - North Sydney and Hornsby	Ferry	1	Clerical and administrative workers	35
Sydney - North Sydney and Hornsby	Ferry	1	Community and personal service workers	11
Sydney - North Sydney and Hornsby	Ferry	1	Labourers	4
Sydney - North Sydney and Hornsby	Ferry	1	Managers	80
Sydney - North Sydney and Hornsby	Ferry	1	Professionals	140
Sydney - North Sydney and Hornsby	Ferry	1	Sales workers	11
Sydney - North Sydney and Hornsby	Ferry	1	Technicians and trades workers	15
Sydney - North Sydney and Hornsby	Method of travel not stated			532
Sydney - North Sydney and Hornsby	Method of travel not stated		Clerical and administrative workers	143
Sydney - North Sydney and Hornsby	Method of travel not stated		Community and personal service workers	148
Sydney - North Sydney and Hornsby	Method of travel not stated		Labourers	129
Sydney - North Sydney and Hornsby	Method of travel not stated		Machinery operators and drivers	49
Sydney - North Sydney and Hornsby	Method of travel not stated		Managers	137
Sydney - North Sydney and Hornsby	Method of travel not stated		Professionals	277
Sydney - North Sydney and Hornsby	Method of travel not stated		Sales workers	119
Sydney - North Sydney and Hornsby	Method of travel not stated		Technicians and trades workers	143
Sydney - North Sydney and Hornsby	Motorbike scooter	1		29
Sydney - North Sydney and Hornsby	Motorbike scooter	1	Clerical and administrative workers	144
Sydney - North Sydney and Hornsby	Motorbike scooter	1	Community and personal service workers	123
Sydney - North Sydney and Hornsby	Motorbike scooter	1	Labourers	49
Sydney - North Sydney and Hornsby	Motorbike scooter	1	Machinery operators and drivers	60
Sydney - North Sydney and Hornsby	Motorbike scooter	1	Managers	360
Sydney - North Sydney and Hornsby	Motorbike scooter	1	Professionals	634
Sydney - North Sydney and Hornsby	Motorbike scooter	1	Sales workers	107
Sydney - North Sydney and Hornsby	Motorbike scooter	1	Technicians and trades workers	235
Sydney - North Sydney and Hornsby	(Other)	1		40
Sydney - North Sydney and Hornsby	(Other)	1	Clerical and administrative workers	113
Sydney - North Sydney and Hornsby	(Other)	1	Community and personal service workers	63
Sydney - North Sydney and Hornsby	(Other)	1	Labourers	41
Sydney - North Sydney and Hornsby	(Other)	1	Machinery operators and drivers	31
