SA4_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Hume	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	61
Hume	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	155
Hume	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	28
Hume	30-34			F	9
Hume	30-34			M	5
Hume	30-34		Employed (part-time)	F	11
Hume	30-34		Employed (part-time)	F	4
Hume	30-34		Employed (part-time)	M	27
Hume	30-34		Employed (part-time)	M	8
Hume	30-34	Contributing family workers		F	4
Hume	30-34	Contributing family workers		M	7
Hume	30-34	Contributing family workers	Employed (part-time)	F	9
Hume	30-34	Contributing family workers	Employed (part-time)	F	36
Hume	30-34	Contributing family workers	Employed (part-time)	M	16
Hume	30-34	Contributing family workers	Employed (part-time)	M	6
Hume	30-34	Employee		F	242
Hume	30-34	Employee		M	111
Hume	30-34	Employee	Employed (part-time)	F	1011
Hume	30-34	Employee	Employed (part-time)	F	1171
Hume	30-34	Employee	Employed (part-time)	M	2204
Hume	30-34	Employee	Employed (part-time)	M	307
Hume	30-34	Owner managers of incorporated enterprises		F	4
Hume	30-34	Owner managers of incorporated enterprises		M	15
Hume	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	47
Hume	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	36
Hume	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	146
Hume	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	12
Hume	30-34	Owner managers of unincorporated enterprises		F	14
Hume	30-34	Owner managers of unincorporated enterprises		M	17
Hume	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	64
Hume	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	109
Hume	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	189
Hume	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	49
Hume	35-39			F	6
Hume	35-39			M	10
Hume	35-39		Employed (part-time)	F	9
Hume	35-39		Employed (part-time)	F	17
Hume	35-39		Employed (part-time)	M	19
Hume	35-39		Employed (part-time)	M	4
Hume	35-39	Contributing family workers		F	3
Hume	35-39	Contributing family workers		M	2
Hume	35-39	Contributing family workers	Employed (part-time)	F	23
Hume	35-39	Contributing family workers	Employed (part-time)	F	52
Hume	35-39	Contributing family workers	Employed (part-time)	M	26
Hume	35-39	Contributing family workers	Employed (part-time)	M	15
Hume	35-39	Employee		F	151
Hume	35-39	Employee		M	105
Hume	35-39	Employee	Employed (part-time)	F	944
Hume	35-39	Employee	Employed (part-time)	F	1333
Hume	35-39	Employee	Employed (part-time)	M	2038
Hume	35-39	Employee	Employed (part-time)	M	271
Hume	35-39	Owner managers of incorporated enterprises		F	5
Hume	35-39	Owner managers of incorporated enterprises		M	5
Hume	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	74
Hume	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	74
Hume	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	242
Hume	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	12
Hume	35-39	Owner managers of unincorporated enterprises		F	6
Hume	35-39	Owner managers of unincorporated enterprises		M	20
Hume	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	101
Hume	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	90
Hume	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	216
Hume	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	53
Hume	40-44			F	3
Hume	40-44			M	2
Hume	40-44		Employed (part-time)	F	15
Hume	40-44		Employed (part-time)	F	15
Hume	40-44		Employed (part-time)	M	38
Hume	40-44		Employed (part-time)	M	17
Hume	40-44	Contributing family workers		F	7
Hume	40-44	Contributing family workers		M	6
Hume	40-44	Contributing family workers	Employed (part-time)	F	50
Hume	40-44	Contributing family workers	Employed (part-time)	F	49
Hume	40-44	Contributing family workers	Employed (part-time)	M	43
Hume	40-44	Contributing family workers	Employed (part-time)	M	13
Hume	40-44	Employee		F	130
Hume	40-44	Employee		M	117
Hume	40-44	Employee	Employed (part-time)	F	1228
Hume	40-44	Employee	Employed (part-time)	F	1516
Hume	40-44	Employee	Employed (part-time)	M	2165
Hume	40-44	Employee	Employed (part-time)	M	332
Hume	40-44	Owner managers of incorporated enterprises		F	8
Hume	40-44	Owner managers of incorporated enterprises		M	11
Hume	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	121
Hume	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	82
Hume	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	301
Hume	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	30
Hume	40-44	Owner managers of unincorporated enterprises		F	16
Hume	40-44	Owner managers of unincorporated enterprises		M	25
Hume	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	117
Hume	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	160
Hume	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	269
Hume	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	65
Hume	45-49			F	8
Hume	45-49			M	9
Hume	45-49		Employed (part-time)	F	23
Hume	45-49		Employed (part-time)	F	28
Hume	45-49		Employed (part-time)	M	38
Hume	45-49		Employed (part-time)	M	13
Hume	45-49	Contributing family workers		F	8
Hume	45-49	Contributing family workers		M	-1
Hume	45-49	Contributing family workers	Employed (part-time)	F	30
Hume	45-49	Contributing family workers	Employed (part-time)	F	44
Hume	45-49	Contributing family workers	Employed (part-time)	M	52
Hume	45-49	Contributing family workers	Employed (part-time)	M	28
Hume	45-49	Employee		F	131
Hume	45-49	Employee		M	117
Hume	45-49	Employee	Employed (part-time)	F	1486
Hume	45-49	Employee	Employed (part-time)	F	1627
Hume	45-49	Employee	Employed (part-time)	M	2217
Hume	45-49	Employee	Employed (part-time)	M	304
Hume	45-49	Owner managers of incorporated enterprises		F	10
Hume	45-49	Owner managers of incorporated enterprises		M	3
Hume	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	145
Hume	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	62
Hume	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	402
Hume	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	31
Hume	45-49	Owner managers of unincorporated enterprises		F	8
Hume	45-49	Owner managers of unincorporated enterprises		M	9
Hume	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	137
Hume	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	155
Hume	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	335
Hume	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	82
Hume	50-54			F	7
Hume	50-54			M	19
Hume	50-54		Employed (part-time)	F	27
Hume	50-54		Employed (part-time)	F	20
Hume	50-54		Employed (part-time)	M	30
Hume	50-54		Employed (part-time)	M	7
Hume	50-54	Contributing family workers		F	10
Hume	50-54	Contributing family workers		M	7
Hume	50-54	Contributing family workers	Employed (part-time)	F	45
Hume	50-54	Contributing family workers	Employed (part-time)	F	42
Hume	50-54	Contributing family workers	Employed (part-time)	M	67
Hume	50-54	Contributing family workers	Employed (part-time)	M	23
Hume	50-54	Employee		F	174
Hume	50-54	Employee		M	142
Hume	50-54	Employee	Employed (part-time)	F	1560
Hume	50-54	Employee	Employed (part-time)	F	1588
Hume	50-54	Employee	Employed (part-time)	M	2251
Hume	50-54	Employee	Employed (part-time)	M	378
Hume	50-54	Owner managers of incorporated enterprises		F	18
Hume	50-54	Owner managers of incorporated enterprises		M	16
Hume	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	158
Hume	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	79
Hume	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	407
Hume	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	38
Hume	50-54	Owner managers of unincorporated enterprises		F	12
Hume	50-54	Owner managers of unincorporated enterprises		M	14
Hume	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	171
Hume	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	125
Hume	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	384
Hume	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	115
Hume	55-59			F	18
Hume	55-59			M	10
Hume	55-59		Employed (part-time)	F	17
Hume	55-59		Employed (part-time)	F	25
Hume	55-59		Employed (part-time)	M	40
Hume	55-59		Employed (part-time)	M	9
Hume	55-59	Contributing family workers		F	10
Hume	55-59	Contributing family workers		M	16
Hume	55-59	Contributing family workers	Employed (part-time)	F	66
Hume	55-59	Contributing family workers	Employed (part-time)	F	62
Hume	55-59	Contributing family workers	Employed (part-time)	M	91
Hume	55-59	Contributing family workers	Employed (part-time)	M	34
Hume	55-59	Employee		F	217
Hume	55-59	Employee		M	158
Hume	55-59	Employee	Employed (part-time)	F	1381
Hume	55-59	Employee	Employed (part-time)	F	1616
Hume	55-59	Employee	Employed (part-time)	M	1977
Hume	55-59	Employee	Employed (part-time)	M	438
Hume	55-59	Owner managers of incorporated enterprises		F	17
Hume	55-59	Owner managers of incorporated enterprises		M	15
Hume	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	137
Hume	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	91
Hume	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	390
Hume	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	55
Hume	55-59	Owner managers of unincorporated enterprises		F	21
Hume	55-59	Owner managers of unincorporated enterprises		M	43
Hume	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	168
Hume	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	155
Hume	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	398
Hume	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	156
Hume	60-64			F	3
Hume	60-64			M	10
Hume	60-64		Employed (part-time)	F	16
Hume	60-64		Employed (part-time)	F	14
Hume	60-64		Employed (part-time)	M	28
Hume	60-64		Employed (part-time)	M	12
Hume	60-64	Contributing family workers		F	20
Hume	60-64	Contributing family workers		M	24
Hume	60-64	Contributing family workers	Employed (part-time)	F	66
Hume	60-64	Contributing family workers	Employed (part-time)	F	79
Hume	60-64	Contributing family workers	Employed (part-time)	M	90
Hume	60-64	Contributing family workers	Employed (part-time)	M	51
Hume	60-64	Employee		F	165
Hume	60-64	Employee		M	136
Hume	60-64	Employee	Employed (part-time)	F	697
Hume	60-64	Employee	Employed (part-time)	F	1184
Hume	60-64	Employee	Employed (part-time)	M	1253
Hume	60-64	Employee	Employed (part-time)	M	504
Hume	60-64	Owner managers of incorporated enterprises		F	9
Hume	60-64	Owner managers of incorporated enterprises		M	25
Hume	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	76
Hume	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	60
Hume	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	292
Hume	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	93
Hume	60-64	Owner managers of unincorporated enterprises		F	23
Hume	60-64	Owner managers of unincorporated enterprises		M	45
Hume	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	129
Hume	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	143
Hume	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	353
Hume	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	179
Hume	65-69			F	16
Hume	65-69			M	14
Hume	65-69		Employed (part-time)	F	4
Hume	65-69		Employed (part-time)	F	9
Hume	65-69		Employed (part-time)	M	12
Hume	65-69		Employed (part-time)	M	7
Hume	65-69	Contributing family workers		F	13
Hume	65-69	Contributing family workers		M	16
Hume	65-69	Contributing family workers	Employed (part-time)	F	57
Hume	65-69	Contributing family workers	Employed (part-time)	F	73
Hume	65-69	Contributing family workers	Employed (part-time)	M	101
Hume	65-69	Contributing family workers	Employed (part-time)	M	93
Hume	65-69	Employee		F	62
Hume	65-69	Employee		M	66
Hume	65-69	Employee	Employed (part-time)	F	150
Hume	65-69	Employee	Employed (part-time)	F	450
Hume	65-69	Employee	Employed (part-time)	M	340
Hume	65-69	Employee	Employed (part-time)	M	342
Hume	65-69	Owner managers of incorporated enterprises		F	6
Hume	65-69	Owner managers of incorporated enterprises		M	32
Hume	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	47
Hume	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	38
Hume	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	177
Hume	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	55
Hume	65-69	Owner managers of unincorporated enterprises		F	17
Hume	65-69	Owner managers of unincorporated enterprises		M	46
Hume	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	94
Hume	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	118
Hume	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	230
Hume	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	132
Hume	70-74			F	9
Hume	70-74			M	9
Hume	70-74		Employed (part-time)	F	4
Hume	70-74		Employed (part-time)	F	7
Hume	70-74		Employed (part-time)	M	11
Hume	70-74		Employed (part-time)	M	11
Hume	70-74	Contributing family workers		F	9
Hume	70-74	Contributing family workers		M	16
Hume	70-74	Contributing family workers	Employed (part-time)	F	31
Hume	70-74	Contributing family workers	Employed (part-time)	F	49
Hume	70-74	Contributing family workers	Employed (part-time)	M	85
Hume	70-74	Contributing family workers	Employed (part-time)	M	54
Hume	70-74	Employee		F	7
Hume	70-74	Employee		M	12
Hume	70-74	Employee	Employed (part-time)	F	19
Hume	70-74	Employee	Employed (part-time)	F	127
Hume	70-74	Employee	Employed (part-time)	M	60
Hume	70-74	Employee	Employed (part-time)	M	115
Hume	70-74	Owner managers of incorporated enterprises		F	2
Hume	70-74	Owner managers of incorporated enterprises		M	4
Hume	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	14
Hume	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	19
Hume	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	55
Hume	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	32
Hume	70-74	Owner managers of unincorporated enterprises		F	5
Hume	70-74	Owner managers of unincorporated enterprises		M	25
Hume	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	46
Hume	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	55
Hume	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	135
Hume	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	92
Hume	75+			F	7
Hume	75+			M	11
Hume	75+		Employed (full-time)	F	3
Hume	75+		Employed (full-time)	M	14
Hume	75+		Employed (part-time)	F	4
Hume	75+		Employed (part-time)	M	8
Hume	75+	Contributing family workers		F	24
Hume	75+	Contributing family workers		M	28
Hume	75+	Contributing family workers	Employed (full-time)	F	30
Hume	75+	Contributing family workers	Employed (full-time)	M	67
