SA4_NAME16	Age	ModeTravelToWork	NumberModes	workers
Geelong	25-34	Train and tram includes light rail	2	10
Geelong	25-34	Train and two other methods	3	26
Geelong	25-34	Tram includes light rail	1	7
Geelong	25-34	Truck	1	72
Geelong	25-34	Walked only	1	625
Geelong	25-34	Worked at home		639
Geelong	35-44	Bicycle	1	254
Geelong	35-44	Bus	1	161
Geelong	35-44	Bus and car as driver	2	22
Geelong	35-44	Bus and car as passenger	2	5
Geelong	35-44	Bus and other	2	6
Geelong	35-44	Bus and two other methods excludes train	3	5
Geelong	35-44	Car as driver	1	17054
Geelong	35-44	Car as passenger	1	506
Geelong	35-44	Did not go to work		2291
Geelong	35-44	Ferry	1	8
Geelong	35-44	Method of travel not stated		177
Geelong	35-44	Motorbike scooter	1	53
Geelong	35-44	(Other)	1	88
Geelong	35-44	Other three methods	3	7
Geelong	35-44	Other two methods	2	107
Geelong	35-44	Taxi	1	36
Geelong	35-44	Train	1	121
Geelong	35-44	Train and bus	2	12
Geelong	35-44	Train and car as driver	2	52
Geelong	35-44	Train and car as passenger	2	8
Geelong	35-44	Train and other	2	6
Geelong	35-44	Train and tram includes light rail	2	3
Geelong	35-44	Train and two other methods	3	16
Geelong	35-44	Truck	1	103
Geelong	35-44	Walked only	1	463
Geelong	35-44	Worked at home		1284
Geelong	45-54	Bicycle	1	211
Geelong	45-54	Bus	1	214
Geelong	45-54	Bus and car as driver	2	20
Geelong	45-54	Bus and car as passenger	2	4
Geelong	45-54	Bus and other	2	3
Geelong	45-54	Bus and two other methods excludes train	3	3
Geelong	45-54	Car as driver	1	17871
Geelong	45-54	Car as passenger	1	591
Geelong	45-54	Did not go to work		1868
Geelong	45-54	Ferry	1	3
Geelong	45-54	Method of travel not stated		201
Geelong	45-54	Motorbike scooter	1	64
Geelong	45-54	(Other)	1	73
Geelong	45-54	Other three methods	3	8
Geelong	45-54	Other two methods	2	116
Geelong	45-54	Taxi	1	30
Geelong	45-54	Train	1	86
Geelong	45-54	Train and bus	2	15
Geelong	45-54	Train and car as driver	2	47
Geelong	45-54	Train and car as passenger	2	4
Geelong	45-54	Train and other	2	5
Geelong	45-54	Train and tram includes light rail	2	4
Geelong	45-54	Train and two other methods	3	17
Geelong	45-54	Truck	1	97
Geelong	45-54	Walked only	1	561
Geelong	45-54	Worked at home		1283
Geelong	55-64	Bicycle	1	124
Geelong	55-64	Bus	1	154
Geelong	55-64	Bus and car as driver	2	20
Geelong	55-64	Bus and car as passenger	2	5
Geelong	55-64	Bus and other	2	3
Geelong	55-64	Bus and two other methods excludes train	3	3
Geelong	55-64	Car as driver	1	12480
Geelong	55-64	Car as passenger	1	442
Geelong	55-64	Did not go to work		1899
Geelong	55-64	Method of travel not stated		152
Geelong	55-64	Motorbike scooter	1	44
Geelong	55-64	(Other)	1	95
Geelong	55-64	Other three methods	3	4
Geelong	55-64	Other two methods	2	66
Geelong	55-64	Taxi	1	25
Geelong	55-64	Train	1	58
Geelong	55-64	Train and bus	2	6
Geelong	55-64	Train and car as driver	2	25
Geelong	55-64	Train and car as passenger	2	6
Geelong	55-64	Train and other	2	4
Geelong	55-64	Train and tram includes light rail	2	4
Geelong	55-64	Train and two other methods	3	16
Geelong	55-64	Truck	1	129
Geelong	55-64	Walked only	1	535
Geelong	55-64	Worked at home		1137
Geelong	65-74	Bicycle	1	18
Geelong	65-74	Bus	1	26
Geelong	65-74	Bus and car as driver	2	3
Geelong	65-74	Car as driver	1	2307
Geelong	65-74	Car as passenger	1	90
Geelong	65-74	Did not go to work		572
Geelong	65-74	Method of travel not stated		62
Geelong	65-74	Motorbike scooter	1	7
Geelong	65-74	(Other)	1	25
Geelong	65-74	Other two methods	2	15
Geelong	65-74	Taxi	1	5
Geelong	65-74	Train	1	13
Geelong	65-74	Train and car as driver	2	8
Geelong	65-74	Tram includes light rail	1	3
Geelong	65-74	Truck	1	47
Geelong	65-74	Walked only	1	145
Geelong	65-74	Worked at home		652
Geelong	75+	Bicycle	1	3
Geelong	75+	Car as driver	1	206
Geelong	75+	Car as passenger	1	11
Geelong	75+	Did not go to work		82
Geelong	75+	Method of travel not stated		39
Geelong	75+	Motorbike scooter	1	7
Geelong	75+	(Other)	1	8
Geelong	75+	Truck	1	10
Geelong	75+	Walked only	1	18
Geelong	75+	Worked at home		141
Hume	15-24	Bicycle	1	81
Hume	15-24	Bus	1	160
Hume	15-24	Bus and car as driver	2	3
Hume	15-24	Bus and car as passenger	2	14
Hume	15-24	Bus and other	2	11
Hume	15-24	Bus and two other methods excludes train	3	3
Hume	15-24	Car as driver	1	4735
Hume	15-24	Car as passenger	1	1457
Hume	15-24	Did not go to work		1613
Hume	15-24	Method of travel not stated		187
Hume	15-24	Motorbike scooter	1	35
Hume	15-24	(Other)	1	201
Hume	15-24	Other three methods	3	3
Hume	15-24	Other two methods	2	76
Hume	15-24	Taxi	1	19
Hume	15-24	Train	1	18
Hume	15-24	Train and bus	2	4
Hume	15-24	Train and car as driver	2	8
Hume	15-24	Tram includes light rail	1	3
Hume	15-24	Truck	1	21
Hume	15-24	Walked only	1	1442
Hume	15-24	Worked at home		110
Hume	25-34	Bicycle	1	93
Hume	25-34	Bus	1	71
Hume	25-34	Bus and car as driver	2	9
Hume	25-34	Bus and car as passenger	2	3
Hume	25-34	Car as driver	1	7968
Hume	25-34	Car as passenger	1	473
Hume	25-34	Did not go to work		1292
Hume	25-34	Ferry	1	4
Hume	25-34	Method of travel not stated		125
Hume	25-34	Motorbike scooter	1	45
Hume	25-34	(Other)	1	127
Hume	25-34	Other three methods	3	3
Hume	25-34	Other two methods	2	65
Hume	25-34	Taxi	1	14
Hume	25-34	Train	1	20
Hume	25-34	Train and car as driver	2	7
Hume	25-34	Train and two other methods	3	3
Hume	25-34	Truck	1	54
Hume	25-34	Walked only	1	848
Hume	25-34	Worked at home		376
Hume	35-44	Bicycle	1	113
Hume	35-44	Bus	1	37
Hume	35-44	Bus and car as driver	2	5
Hume	35-44	Car as driver	1	9490
Hume	35-44	Car as passenger	1	312
Hume	35-44	Did not go to work		1207
Hume	35-44	Ferry	1	4
Hume	35-44	Method of travel not stated		123
Hume	35-44	Motorbike scooter	1	48
Hume	35-44	(Other)	1	82
Hume	35-44	Other three methods	3	4
Hume	35-44	Other two methods	2	60
Hume	35-44	Taxi	1	9
Hume	35-44	Train	1	21
Hume	35-44	Train and bus	2	3
Hume	35-44	Train and car as driver	2	6
Hume	35-44	Train and car as passenger	2	3
Hume	35-44	Train and two other methods	3	3
Hume	35-44	Truck	1	89
Hume	35-44	Walked only	1	522
Hume	35-44	Worked at home		736
Hume	45-54	Bicycle	1	136
Hume	45-54	Bus	1	36
Hume	45-54	Bus and car as driver	2	3
Hume	45-54	Bus and car as passenger	2	4
Hume	45-54	Car as driver	1	11445
Hume	45-54	Car as passenger	1	332
Hume	45-54	Did not go to work		1340
Hume	45-54	Method of travel not stated		148
Hume	45-54	Motorbike scooter	1	82
Hume	45-54	(Other)	1	103
Hume	45-54	Other two methods	2	66
Hume	45-54	Taxi	1	11
Hume	45-54	Train	1	11
Hume	45-54	Train and car as driver	2	8
Hume	45-54	Train and two other methods	3	3
Hume	45-54	Tram includes light rail	1	4
Hume	45-54	Truck	1	122
Hume	45-54	Walked only	1	653
Hume	45-54	Worked at home		965
Hume	55-64	Bicycle	1	120
Hume	55-64	Bus	1	28
Hume	55-64	Bus and car as driver	2	3
Hume	55-64	Bus and two other methods excludes train	3	4
Hume	55-64	Car as driver	1	8975
Hume	55-64	Car as passenger	1	280
Hume	55-64	Did not go to work		1542
Hume	55-64	Method of travel not stated		162
Hume	55-64	Motorbike scooter	1	70
Hume	55-64	(Other)	1	114
Hume	55-64	Other three methods	3	3
Hume	55-64	Other two methods	2	70
Hume	55-64	Taxi	1	13
Hume	55-64	Train	1	4
Hume	55-64	Train and two other methods	3	3
Hume	55-64	Truck	1	128
Hume	55-64	Walked only	1	757
Hume	55-64	Worked at home		1343
Hume	65-74	Bicycle	1	20
Hume	65-74	Bus	1	7
Hume	65-74	Car as driver	1	1746
Hume	65-74	Car as passenger	1	70
Hume	65-74	Did not go to work		537
Hume	65-74	Method of travel not stated		96
Hume	65-74	Motorbike scooter	1	19
Hume	65-74	(Other)	1	57
Hume	65-74	Other two methods	2	21
Hume	65-74	Taxi	1	3
Hume	65-74	Train	1	3
Hume	65-74	Truck	1	44
Hume	65-74	Walked only	1	282
Hume	65-74	Worked at home		1025
Hume	75+	Car as driver	1	198
Hume	75+	Car as passenger	1	16
Hume	75+	Did not go to work		83
Hume	75+	Method of travel not stated		54
Hume	75+	Motorbike scooter	1	6
Hume	75+	(Other)	1	12
Hume	75+	Other two methods	2	4
Hume	75+	Truck	1	26
Hume	75+	Walked only	1	68
Hume	75+	Worked at home		357
Latrobe - Gippsland	15-24	Bicycle	1	106
Latrobe - Gippsland	15-24	Bus	1	140
Latrobe - Gippsland	15-24	Bus and car as driver	2	7
Latrobe - Gippsland	15-24	Bus and car as passenger	2	28
Latrobe - Gippsland	15-24	Bus and other	2	3
Latrobe - Gippsland	15-24	Bus and two other methods excludes train	3	4
Latrobe - Gippsland	15-24	Car as driver	1	7588
Latrobe - Gippsland	15-24	Car as passenger	1	2360
Latrobe - Gippsland	15-24	Did not go to work		2517
Latrobe - Gippsland	15-24	Ferry	1	8
Latrobe - Gippsland	15-24	Method of travel not stated		289
Latrobe - Gippsland	15-24	Motorbike scooter	1	38
Latrobe - Gippsland	15-24	(Other)	1	51
Latrobe - Gippsland	15-24	Other three methods	3	4
Latrobe - Gippsland	15-24	Other two methods	2	83
Latrobe - Gippsland	15-24	Taxi	1	24
Latrobe - Gippsland	15-24	Train	1	45
Latrobe - Gippsland	15-24	Train and bus	2	6
Latrobe - Gippsland	15-24	Train and car as driver	2	12
Latrobe - Gippsland	15-24	Train and car as passenger	2	17
Latrobe - Gippsland	15-24	Train and other	2	3
Latrobe - Gippsland	15-24	Train and two other methods	3	11
Latrobe - Gippsland	15-24	Tram includes light rail	1	6
Latrobe - Gippsland	15-24	Truck	1	22
Latrobe - Gippsland	15-24	Walked only	1	705
Latrobe - Gippsland	15-24	Worked at home		155
Latrobe - Gippsland	25-34	Bicycle	1	90
Latrobe - Gippsland	25-34	Bus	1	51
Latrobe - Gippsland	25-34	Bus and car as driver	2	4
Latrobe - Gippsland	25-34	Bus and car as passenger	2	3
Latrobe - Gippsland	25-34	Bus and other	2	4
Latrobe - Gippsland	25-34	Car as driver	1	12936
Latrobe - Gippsland	25-34	Car as passenger	1	648
Latrobe - Gippsland	25-34	Did not go to work		2250
Latrobe - Gippsland	25-34	Ferry	1	5
Latrobe - Gippsland	25-34	Method of travel not stated		163
Latrobe - Gippsland	25-34	Motorbike scooter	1	72
Latrobe - Gippsland	25-34	(Other)	1	101
Latrobe - Gippsland	25-34	Other three methods	3	3
Latrobe - Gippsland	25-34	Other two methods	2	90
Latrobe - Gippsland	25-34	Taxi	1	16
Latrobe - Gippsland	25-34	Train	1	50
Latrobe - Gippsland	25-34	Train and bus	2	8
Latrobe - Gippsland	25-34	Train and car as driver	2	9
Latrobe - Gippsland	25-34	Train and other	2	4
Latrobe - Gippsland	25-34	Train and two other methods	3	9
Latrobe - Gippsland	25-34	Truck	1	74
Latrobe - Gippsland	25-34	Walked only	1	646
Latrobe - Gippsland	25-34	Worked at home		644
Latrobe - Gippsland	35-44	Bicycle	1	98
Latrobe - Gippsland	35-44	Bus	1	38
Latrobe - Gippsland	35-44	Bus and car as driver	2	3
Latrobe - Gippsland	35-44	Car as driver	1	13947
Latrobe - Gippsland	35-44	Car as passenger	1	433
Latrobe - Gippsland	35-44	Did not go to work		1980
Latrobe - Gippsland	35-44	Method of travel not stated		203
Latrobe - Gippsland	35-44	Motorbike scooter	1	94
Latrobe - Gippsland	35-44	(Other)	1	111
Latrobe - Gippsland	35-44	Other three methods	3	3
Latrobe - Gippsland	35-44	Other two methods	2	109
Latrobe - Gippsland	35-44	Taxi	1	21
Latrobe - Gippsland	35-44	Train	1	40
Latrobe - Gippsland	35-44	Train and bus	2	4
Latrobe - Gippsland	35-44	Train and car as driver	2	12
Latrobe - Gippsland	35-44	Train and other	2	3
Latrobe - Gippsland	35-44	Train and tram includes light rail	2	3
Latrobe - Gippsland	35-44	Train and two other methods	3	8
Latrobe - Gippsland	35-44	Tram includes light rail	1	6
Latrobe - Gippsland	35-44	Truck	1	111
Latrobe - Gippsland	35-44	Walked only	1	587
Latrobe - Gippsland	35-44	Worked at home		1075
Latrobe - Gippsland	45-54	Bicycle	1	123
Latrobe - Gippsland	45-54	Bus	1	44
Latrobe - Gippsland	45-54	Bus and car as driver	2	5
Latrobe - Gippsland	45-54	Bus and other	2	4
Latrobe - Gippsland	45-54	Car as driver	1	16834
Latrobe - Gippsland	45-54	Car as passenger	1	472
Latrobe - Gippsland	45-54	Did not go to work		2280
Latrobe - Gippsland	45-54	Ferry	1	11
Latrobe - Gippsland	45-54	Method of travel not stated		240
Latrobe - Gippsland	45-54	Motorbike scooter	1	92
Latrobe - Gippsland	45-54	(Other)	1	129
Latrobe - Gippsland	45-54	Other three methods	3	9
Latrobe - Gippsland	45-54	Other two methods	2	123
Latrobe - Gippsland	45-54	Taxi	1	17
Latrobe - Gippsland	45-54	Train	1	36
Latrobe - Gippsland	45-54	Train and bus	2	3
Latrobe - Gippsland	45-54	Train and car as driver	2	8
Latrobe - Gippsland	45-54	Train and car as passenger	2	3
Latrobe - Gippsland	45-54	Train and other	2	3
Latrobe - Gippsland	45-54	Train and two other methods	3	6
Latrobe - Gippsland	45-54	Truck	1	170
Latrobe - Gippsland	45-54	Walked only	1	795
Latrobe - Gippsland	45-54	Worked at home		1430
Latrobe - Gippsland	55-64	Bicycle	1	97
Latrobe - Gippsland	55-64	Bus	1	35
Latrobe - Gippsland	55-64	Bus and car as driver	2	4
Latrobe - Gippsland	55-64	Bus and car as passenger	2	4
Latrobe - Gippsland	55-64	Car as driver	1	13302
Latrobe - Gippsland	55-64	Car as passenger	1	440
Latrobe - Gippsland	55-64	Did not go to work		2441
Latrobe - Gippsland	55-64	Ferry	1	3
Latrobe - Gippsland	55-64	Method of travel not stated		294
Latrobe - Gippsland	55-64	Motorbike scooter	1	76
Latrobe - Gippsland	55-64	(Other)	1	132
Latrobe - Gippsland	55-64	Other two methods	2	83
Latrobe - Gippsland	55-64	Taxi	1	21
Latrobe - Gippsland	55-64	Train	1	30
Latrobe - Gippsland	55-64	Train and bus	2	3
Latrobe - Gippsland	55-64	Train and car as driver	2	12
Latrobe - Gippsland	55-64	Train and two other methods	3	9
Latrobe - Gippsland	55-64	Truck	1	166
Latrobe - Gippsland	55-64	Walked only	1	831
Latrobe - Gippsland	55-64	Worked at home		1791
Latrobe - Gippsland	65-74	Bicycle	1	20
Latrobe - Gippsland	65-74	Bus	1	9
Latrobe - Gippsland	65-74	Bus and car as driver	2	3
Latrobe - Gippsland	65-74	Car as driver	1	2604
Latrobe - Gippsland	65-74	Car as passenger	1	98
Latrobe - Gippsland	65-74	Did not go to work		723
Latrobe - Gippsland	65-74	Method of travel not stated		129
Latrobe - Gippsland	65-74	Motorbike scooter	1	21
Latrobe - Gippsland	65-74	(Other)	1	87
Latrobe - Gippsland	65-74	Other two methods	2	35
Latrobe - Gippsland	65-74	Taxi	1	3
Latrobe - Gippsland	65-74	Train	1	14
Latrobe - Gippsland	65-74	Train and bus	2	3
Latrobe - Gippsland	65-74	Train and car as driver	2	3
Latrobe - Gippsland	65-74	Train and two other methods	3	3
Latrobe - Gippsland	65-74	Truck	1	65
Latrobe - Gippsland	65-74	Walked only	1	303
Latrobe - Gippsland	65-74	Worked at home		1314
Latrobe - Gippsland	75+	Bicycle	1	3
Latrobe - Gippsland	75+	Car as driver	1	316
Latrobe - Gippsland	75+	Car as passenger	1	25
Latrobe - Gippsland	75+	Did not go to work		124
Latrobe - Gippsland	75+	Method of travel not stated		82
Latrobe - Gippsland	75+	Motorbike scooter	1	9
Latrobe - Gippsland	75+	(Other)	1	20
Latrobe - Gippsland	75+	Other two methods	2	8
Latrobe - Gippsland	75+	Taxi	1	3
Latrobe - Gippsland	75+	Truck	1	27
Latrobe - Gippsland	75+	Walked only	1	70
Latrobe - Gippsland	75+	Worked at home		455
Melbourne - Inner	15-24	Bicycle	1	1786
Melbourne - Inner	15-24	Bus	1	1310
Melbourne - Inner	15-24	Bus and car as driver	2	70
Melbourne - Inner	15-24	Bus and car as passenger	2	63
Melbourne - Inner	15-24	Bus and other	2	17
Melbourne - Inner	15-24	Bus and tram includes light rail	2	302
Melbourne - Inner	15-24	Bus and two other methods excludes train	3	37
Melbourne - Inner	15-24	Car as driver	1	18933
Melbourne - Inner	15-24	Car as passenger	1	3371
Melbourne - Inner	15-24	Did not go to work		10484
Melbourne - Inner	15-24	Ferry	1	27
Melbourne - Inner	15-24	Method of travel not stated		991
Melbourne - Inner	15-24	Motorbike scooter	1	303
Melbourne - Inner	15-24	(Other)	1	220
Melbourne - Inner	15-24	Other three methods	3	44
Melbourne - Inner	15-24	Other two methods	2	718
Melbourne - Inner	15-24	Taxi	1	122
Melbourne - Inner	15-24	Train	1	15421
Melbourne - Inner	15-24	Train and bus	2	1752
Melbourne - Inner	15-24	Train and car as driver	2	2186
Melbourne - Inner	15-24	Train and car as passenger	2	726
Melbourne - Inner	15-24	Train and ferry	2	3
Melbourne - Inner	15-24	Train and other	2	184
Melbourne - Inner	15-24	Train and tram includes light rail	2	2043
Melbourne - Inner	15-24	Train and two other methods	3	1968
Melbourne - Inner	15-24	Tram includes light rail	1	7475
Melbourne - Inner	15-24	Truck	1	36
Melbourne - Inner	15-24	Walked only	1	5610
Melbourne - Inner	15-24	Worked at home		610
Melbourne - Inner	25-34	Bicycle	1	8113
Melbourne - Inner	25-34	Bus	1	2875
Melbourne - Inner	25-34	Bus and car as driver	2	135
Melbourne - Inner	25-34	Bus and car as passenger	2	52
Melbourne - Inner	25-34	Bus and other	2	55
Melbourne - Inner	25-34	Bus and tram includes light rail	2	638
Melbourne - Inner	25-34	Bus and two other methods excludes train	3	107
Melbourne - Inner	25-34	Car as driver	1	65545
Melbourne - Inner	25-34	Car as passenger	1	5771
Melbourne - Inner	25-34	Did not go to work		16505
Melbourne - Inner	25-34	Ferry	1	75
Melbourne - Inner	25-34	Method of travel not stated		1499
Melbourne - Inner	25-34	Motorbike scooter	1	1217
Melbourne - Inner	25-34	(Other)	1	773
Melbourne - Inner	25-34	Other three methods	3	154
Melbourne - Inner	25-34	Other two methods	2	2025
Melbourne - Inner	25-34	Taxi	1	436
Melbourne - Inner	25-34	Train	1	46983
Melbourne - Inner	25-34	Train and bus	2	4100
Melbourne - Inner	25-34	Train and car as driver	2	6657
Melbourne - Inner	25-34	Train and car as passenger	2	1702
Melbourne - Inner	25-34	Train and ferry	2	3
Melbourne - Inner	25-34	Train and other	2	688
Melbourne - Inner	25-34	Train and tram includes light rail	2	5813
Melbourne - Inner	25-34	Train and two other methods	3	4736
Melbourne - Inner	25-34	Tram includes light rail	1	21371
Melbourne - Inner	25-34	Truck	1	176
Melbourne - Inner	25-34	Walked only	1	15626
Melbourne - Inner	25-34	Worked at home		4035
Melbourne - Inner	35-44	Bicycle	1	6445
Melbourne - Inner	35-44	Bus	1	2012
Melbourne - Inner	35-44	Bus and car as driver	2	127
Melbourne - Inner	35-44	Bus and car as passenger	2	24
Melbourne - Inner	35-44	Bus and other	2	31
Melbourne - Inner	35-44	Bus and tram includes light rail	2	413
Melbourne - Inner	35-44	Bus and two other methods excludes train	3	77
Melbourne - Inner	35-44	Car as driver	1	65410
Melbourne - Inner	35-44	Car as passenger	1	3571
Melbourne - Inner	35-44	Did not go to work		13359
Melbourne - Inner	35-44	Ferry	1	35
Melbourne - Inner	35-44	Method of travel not stated		995
Melbourne - Inner	35-44	Motorbike scooter	1	1201
Melbourne - Inner	35-44	(Other)	1	768
Melbourne - Inner	35-44	Other three methods	3	95
Melbourne - Inner	35-44	Other two methods	2	1564
Melbourne - Inner	35-44	Taxi	1	365
Melbourne - Inner	35-44	Train	1	35591
Melbourne - Inner	35-44	Train and bus	2	3280
Melbourne - Inner	35-44	Train and car as driver	2	7495
Melbourne - Inner	35-44	Train and car as passenger	2	1050
Melbourne - Inner	35-44	Train and ferry	2	8
Melbourne - Inner	35-44	Train and other	2	661
Melbourne - Inner	35-44	Train and tram includes light rail	2	3009
Melbourne - Inner	35-44	Train and two other methods	3	3625
Melbourne - Inner	35-44	Tram includes light rail	1	9159
Melbourne - Inner	35-44	Truck	1	190
Melbourne - Inner	35-44	Walked only	1	6790
Melbourne - Inner	35-44	Worked at home		6248
Melbourne - Inner	45-54	Bicycle	1	4031
Melbourne - Inner	45-54	Bus	1	1596
Melbourne - Inner	45-54	Bus and car as driver	2	122
Melbourne - Inner	45-54	Bus and car as passenger	2	33
Melbourne - Inner	45-54	Bus and ferry	2	3
