SA4_NAME16	Age	EmploymentStatus	workers
Bendigo	20-24	Employee	5631
Bendigo	20-24	Owner managers of incorporated enterprises	31
Bendigo	20-24	Owner managers of unincorporated enterprises	91
Bendigo	20-24	Status in employment not stated	64
Bendigo	25-29	Contributing family workers	46
Bendigo	25-29	Employee	5308
Bendigo	25-29	Owner managers of incorporated enterprises	115
Bendigo	25-29	Owner managers of unincorporated enterprises	225
Bendigo	25-29	Status in employment not stated	64
Bendigo	30-34	Contributing family workers	63
Bendigo	30-34	Employee	5005
Bendigo	30-34	Owner managers of incorporated enterprises	265
Bendigo	30-34	Owner managers of unincorporated enterprises	353
Bendigo	30-34	Status in employment not stated	47
Bendigo	35-39	Contributing family workers	102
Bendigo	35-39	Employee	4585
Bendigo	35-39	Owner managers of incorporated enterprises	397
Bendigo	35-39	Owner managers of unincorporated enterprises	464
Bendigo	35-39	Status in employment not stated	63
Bendigo	40-44	Contributing family workers	108
Bendigo	40-44	Employee	5080
Bendigo	40-44	Owner managers of incorporated enterprises	475
Bendigo	40-44	Owner managers of unincorporated enterprises	562
Bendigo	40-44	Status in employment not stated	45
Bendigo	45-49	Contributing family workers	126
Bendigo	45-49	Employee	5375
Bendigo	45-49	Owner managers of incorporated enterprises	600
Bendigo	45-49	Owner managers of unincorporated enterprises	591
Bendigo	45-49	Status in employment not stated	98
Bendigo	50-54	Contributing family workers	129
Bendigo	50-54	Employee	5329
Bendigo	50-54	Owner managers of incorporated enterprises	547
Bendigo	50-54	Owner managers of unincorporated enterprises	665
Bendigo	50-54	Status in employment not stated	85
Bendigo	55-59	Contributing family workers	153
Bendigo	55-59	Employee	4981
Bendigo	55-59	Owner managers of incorporated enterprises	495
Bendigo	55-59	Owner managers of unincorporated enterprises	693
Bendigo	55-59	Status in employment not stated	65
Bendigo	60-64	Contributing family workers	168
Bendigo	60-64	Employee	3286
Bendigo	60-64	Owner managers of incorporated enterprises	405
Bendigo	60-64	Owner managers of unincorporated enterprises	592
Bendigo	60-64	Status in employment not stated	63
Bendigo	65-69	Contributing family workers	183
Bendigo	65-69	Employee	1047
Bendigo	65-69	Owner managers of incorporated enterprises	269
Bendigo	65-69	Owner managers of unincorporated enterprises	371
Bendigo	65-69	Status in employment not stated	43
Bendigo	70-74	Contributing family workers	129
Bendigo	70-74	Employee	249
Bendigo	70-74	Owner managers of incorporated enterprises	98
Bendigo	70-74	Owner managers of unincorporated enterprises	176
Bendigo	70-74	Status in employment not stated	24
Bendigo	75+	Contributing family workers	98
Bendigo	75+	Employee	144
Bendigo	75+	Owner managers of incorporated enterprises	66
Bendigo	75+	Owner managers of unincorporated enterprises	132
Bendigo	75+	Status in employment not stated	24
Geelong	15-19	Contributing family workers	44
Geelong	15-19	Employee	6469
Geelong	15-19	Owner managers of incorporated enterprises	16
Geelong	15-19	Owner managers of unincorporated enterprises	23
Geelong	15-19	Status in employment not stated	71
Geelong	20-24	Contributing family workers	42
Geelong	20-24	Employee	10178
Geelong	20-24	Owner managers of incorporated enterprises	51
Geelong	20-24	Owner managers of unincorporated enterprises	203
Geelong	20-24	Status in employment not stated	80
Geelong	25-29	Contributing family workers	52
Geelong	25-29	Employee	9917
Geelong	25-29	Owner managers of incorporated enterprises	246
Geelong	25-29	Owner managers of unincorporated enterprises	542
Geelong	25-29	Status in employment not stated	111
Geelong	30-34	Contributing family workers	135
Geelong	30-34	Employee	9674
Geelong	30-34	Owner managers of incorporated enterprises	573
Geelong	30-34	Owner managers of unincorporated enterprises	729
Geelong	30-34	Status in employment not stated	73
Geelong	35-39	Contributing family workers	151
Geelong	35-39	Employee	8896
Geelong	35-39	Owner managers of incorporated enterprises	798
Geelong	35-39	Owner managers of unincorporated enterprises	855
Geelong	35-39	Status in employment not stated	98
Geelong	40-44	Contributing family workers	197
Geelong	40-44	Employee	9763
Geelong	40-44	Owner managers of incorporated enterprises	1043
Geelong	40-44	Owner managers of unincorporated enterprises	963
Geelong	40-44	Status in employment not stated	104
Geelong	45-49	Contributing family workers	172
Geelong	45-49	Employee	9591
Geelong	45-49	Owner managers of incorporated enterprises	1079
Geelong	45-49	Owner managers of unincorporated enterprises	973
Geelong	45-49	Status in employment not stated	106
Geelong	50-54	Contributing family workers	188
Geelong	50-54	Employee	9245
Geelong	50-54	Owner managers of incorporated enterprises	1024
Geelong	50-54	Owner managers of unincorporated enterprises	914
Geelong	50-54	Status in employment not stated	118
Geelong	55-59	Contributing family workers	188
Geelong	55-59	Employee	8237
Geelong	55-59	Owner managers of incorporated enterprises	948
Geelong	55-59	Owner managers of unincorporated enterprises	928
Geelong	55-59	Status in employment not stated	105
Geelong	60-64	Contributing family workers	196
Geelong	60-64	Employee	5267
Geelong	60-64	Owner managers of incorporated enterprises	705
Geelong	60-64	Owner managers of unincorporated enterprises	777
Geelong	60-64	Status in employment not stated	80
Geelong	65-69	Contributing family workers	173
Geelong	65-69	Employee	1813
Geelong	65-69	Owner managers of incorporated enterprises	461
Geelong	65-69	Owner managers of unincorporated enterprises	488
Geelong	65-69	Status in employment not stated	52
Geelong	70-74	Contributing family workers	115
Geelong	70-74	Employee	503
Geelong	70-74	Owner managers of incorporated enterprises	175
Geelong	70-74	Owner managers of unincorporated enterprises	217
Geelong	70-74	Status in employment not stated	27
Geelong	75+	Contributing family workers	110
Geelong	75+	Employee	190
Geelong	75+	Owner managers of incorporated enterprises	83
Geelong	75+	Owner managers of unincorporated enterprises	111
Geelong	75+	Status in employment not stated	37
Hume	15-19	Contributing family workers	46
Hume	15-19	Employee	4167
Hume	15-19	Owner managers of incorporated enterprises	13
Hume	15-19	Owner managers of unincorporated enterprises	10
Hume	15-19	Status in employment not stated	72
Hume	20-24	Contributing family workers	34
Hume	20-24	Employee	5666
Hume	20-24	Owner managers of incorporated enterprises	41
Hume	20-24	Owner managers of unincorporated enterprises	99
Hume	20-24	Status in employment not stated	57
Hume	25-29	Contributing family workers	48
Hume	25-29	Employee	5197
Hume	25-29	Owner managers of incorporated enterprises	115
Hume	25-29	Owner managers of unincorporated enterprises	308
Hume	25-29	Status in employment not stated	55
Hume	30-34	Contributing family workers	78
Hume	30-34	Employee	5051
Hume	30-34	Owner managers of incorporated enterprises	260
Hume	30-34	Owner managers of unincorporated enterprises	440
Hume	30-34	Status in employment not stated	70
Hume	35-39	Contributing family workers	125
Hume	35-39	Employee	4835
Hume	35-39	Owner managers of incorporated enterprises	411
Hume	35-39	Owner managers of unincorporated enterprises	486
Hume	35-39	Status in employment not stated	65
Hume	40-44	Contributing family workers	170
Hume	40-44	Employee	5495
Hume	40-44	Owner managers of incorporated enterprises	549
Hume	40-44	Owner managers of unincorporated enterprises	650
Hume	40-44	Status in employment not stated	95
Hume	45-49	Contributing family workers	159
Hume	45-49	Employee	5884
Hume	45-49	Owner managers of incorporated enterprises	660
Hume	45-49	Owner managers of unincorporated enterprises	726
Hume	45-49	Status in employment not stated	120
Hume	50-54	Contributing family workers	188
Hume	50-54	Employee	6088
Hume	50-54	Owner managers of incorporated enterprises	718
Hume	50-54	Owner managers of unincorporated enterprises	824
Hume	50-54	Status in employment not stated	106
Hume	55-59	Contributing family workers	275
Hume	55-59	Employee	5783
Hume	55-59	Owner managers of incorporated enterprises	705
Hume	55-59	Owner managers of unincorporated enterprises	939
Hume	55-59	Status in employment not stated	118
Hume	60-64	Contributing family workers	330
Hume	60-64	Employee	3937
Hume	60-64	Owner managers of incorporated enterprises	556
Hume	60-64	Owner managers of unincorporated enterprises	873
Hume	60-64	Status in employment not stated	90
Hume	65-69	Contributing family workers	355
Hume	65-69	Employee	1407
Hume	65-69	Owner managers of incorporated enterprises	355
Hume	65-69	Owner managers of unincorporated enterprises	633
Hume	65-69	Status in employment not stated	61
Hume	70-74	Contributing family workers	246
Hume	70-74	Employee	343
Hume	70-74	Owner managers of incorporated enterprises	132
Hume	70-74	Owner managers of unincorporated enterprises	352
Hume	70-74	Status in employment not stated	45
Hume	75+	Contributing family workers	271
Hume	75+	Employee	149
Hume	75+	Owner managers of incorporated enterprises	80
Hume	75+	Owner managers of unincorporated enterprises	258
Hume	75+	Status in employment not stated	54
Latrobe - Gippsland	15-19	Contributing family workers	68
Latrobe - Gippsland	15-19	Employee	5853
Latrobe - Gippsland	15-19	Owner managers of incorporated enterprises	24
Latrobe - Gippsland	15-19	Owner managers of unincorporated enterprises	31
Latrobe - Gippsland	15-19	Status in employment not stated	109
Latrobe - Gippsland	20-24	Contributing family workers	52
Latrobe - Gippsland	20-24	Employee	7755
Latrobe - Gippsland	20-24	Owner managers of incorporated enterprises	36
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	179
Latrobe - Gippsland	20-24	Status in employment not stated	123
Latrobe - Gippsland	25-29	Contributing family workers	79
Latrobe - Gippsland	25-29	Employee	7842
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	189
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	509
Latrobe - Gippsland	25-29	Status in employment not stated	93
Latrobe - Gippsland	30-34	Contributing family workers	140
Latrobe - Gippsland	30-34	Employee	7782
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	464
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	714
Latrobe - Gippsland	30-34	Status in employment not stated	83
Latrobe - Gippsland	35-39	Contributing family workers	166
Latrobe - Gippsland	35-39	Employee	7167
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	568
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	863
Latrobe - Gippsland	35-39	Status in employment not stated	110
Latrobe - Gippsland	40-44	Contributing family workers	189
Latrobe - Gippsland	40-44	Employee	7897
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	737
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	1039
Latrobe - Gippsland	40-44	Status in employment not stated	143
Latrobe - Gippsland	45-49	Contributing family workers	247
Latrobe - Gippsland	45-49	Employee	8788
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	910
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	1131
Latrobe - Gippsland	45-49	Status in employment not stated	132
Latrobe - Gippsland	50-54	Contributing family workers	297
Latrobe - Gippsland	50-54	Employee	9017
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	898
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	1247
Latrobe - Gippsland	50-54	Status in employment not stated	161
Latrobe - Gippsland	55-59	Contributing family workers	363
Latrobe - Gippsland	55-59	Employee	8617
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	878
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	1372
Latrobe - Gippsland	55-59	Status in employment not stated	175
Latrobe - Gippsland	60-64	Contributing family workers	430
Latrobe - Gippsland	60-64	Employee	5748
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	752
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	1289
Latrobe - Gippsland	60-64	Status in employment not stated	152
Latrobe - Gippsland	65-69	Contributing family workers	397
Latrobe - Gippsland	65-69	Employee	2008
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	481
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	915
Latrobe - Gippsland	65-69	Status in employment not stated	91
Latrobe - Gippsland	70-74	Contributing family workers	266
Latrobe - Gippsland	70-74	Employee	544
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	189
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	482
Latrobe - Gippsland	70-74	Status in employment not stated	68
Latrobe - Gippsland	75+	Contributing family workers	268
Latrobe - Gippsland	75+	Employee	251
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	122
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	401
Latrobe - Gippsland	75+	Status in employment not stated	85
Melbourne - Inner	15-19	Contributing family workers	116
